move_effect_id,local_language_id,short_effect,effect
139,9,Has a $effect_chance% chance to raise the user's Defense by one stage.,Inflicts [regular damage]. Has a $effect_chance% chance to raise the user's [Defense] one [stage].
140,9,Has a $effect_chance% chance to raise the user's Attack by one stage.,Inflicts [regular damage]. Has a $effect_chance% chance to raise the user's [Attack] one [stage].
141,9,Has a $effect_chance% chance to raise all of the user's stats by one stage.,Inflicts [regular damage]. Has a $effect_chance% chance to raise all of the user's stats one [stage].
143,9,User pays half its max HP to max out its Attack.,"User pays half its max [HP] to raise its [Attack] to +6 [stages].  If the user cannot pay the [HP] cost, this move will [fail]."
144,9,Discards the user's stat changes and copies the target's.,"Discards the user's [stat changes] and copies the target's.

This move cannot be copied by mirror-move."
145,9,Inflicts twice the damage the user received from the last special hit it took.,"Targets the last opposing Pokémon to hit the user with a [special] move this turn.  Inflicts twice the damage that move did to the user.  If there is no eligible target, this move will [fail].  Type immunity applies, but other type effects are ignored.

This move cannot be copied by mirror-move, nor selected by assist or metronome."
146,9,Raises the user's Defense by one stage.  User charges for one turn before attacking.,"Inflicts [regular damage].  Raises the user's [Defense] by one [stage].  User then charges for one turn before attacking.

This move cannot be selected by sleep-talk."
147,9,Has a $effect_chance% chance to make the target flinch.,"Inflicts [regular damage].  Has a $effect_chance% chance to make each target [flinch].

If the target is under the effect of bounce, fly, or sky-drop, this move will hit with double power."
148,9,Inflicts regular damage and can hit Dig users.,"Inflicts [regular damage].

If the target is in the first turn of dig, this move will hit with double power."
149,9,Hits the target two turns later.,"Inflicts [typeless] [regular damage] at the end of the third turn, starting with this one.  This move cannot score a [critical hit].  If the target [switches out], its replacement will be hit instead.  Damage is calculated at the time this move is used; [stat changes] and [switching out] during the delay won't change the damage inflicted.  No move with this effect can be used against the same target again until after the end of the third turn.

This effect breaks through wonder-guard.

If the target is protected by protect or detect on the turn this move is used, this move will [fail].  However, the damage on the third turn will break through protection.

The damage is applied at the end of the turn, so it ignores endure and focus-sash.

This move cannot be copied by mirror-move."
150,9,Inflicts regular damage and can hit Pokémon in the air.,"Inflicts [regular damage].

If the target is under the effect of bounce, fly, or sky-drop, this move will hit with double power."
151,9,Has a $effect_chance% chance to make the target flinch.,"Inflicts [regular damage].  Has a $effect_chance% chance to make the target [flinch].

Power is doubled against Pokémon that have used minimize since entering the [field]."
152,9,Requires a turn to charge before attacking.,"Inflicts [regular damage].  User charges for one turn before attacking.

During sunny-day, the charge turn is skipped.

During hail, rain-dance, or sandstorm, power is halved.

This move cannot be selected by sleep-talk."
153,9,Has a $effect_chance% chance to paralyze the target.,"Inflicts [regular damage].  Has a $effect_chance% chance to [paralyze] the target.

During rain-dance, this move has 100% accuracy.  It also has a (100 - accuracy)% chance to break through the protection of protect and detect.

During sunny-day, this move has 50% accuracy."
154,9,Immediately ends wild battles.  No effect otherwise.,Does nothing.  Wild battles end immediately.
155,9,Hits once for every conscious Pokémon the trainer has.,"Inflicts [typeless] [regular damage].  Every Pokémon in the user's party, excepting those that have fainted or have a [major status effect]-effect, attacks the target.  Calculated stats are ignored; the base stats for the target and assorted attackers are used instead.  The random factor in the damage formula is not used.  dark Pokémon still get [STAB].

This effect breaks through wonder-guard."
156,9,"User flies high into the air, dodging all attacks, and hits next turn.","Inflicts [regular damage].  User flies high into the air for one turn, becoming immune to attack, and hits on the second turn.

During the immune turn, gust, hurricane, sky-uppercut, smack-down, thunder, twister, and whirlwind still hit the user normally.  gust and twister also have double power against the user.

The damage from hail and sandstorm still applies during the immune turn.

The user may be hit during its immune turn if under the effect of lock-on, mind-reader, or no-guard.

This move cannot be used while gravity is in effect.

This move cannot be selected by sleep-talk."
157,9,Raises user's Defense by one stage.,"Raises user's [Defense] by one [stage].

After this move is used, the power of ice-ball and rollout are doubled until the user leaves the [field]."
159,9,Can only be used as the first move after the user enters battle.  Causes the target to flinch.,Inflicts [regular damage].  Causes the target to flinch.  Can only be used on the user's first turn after entering the [field].
160,9,Forced to use this move for several turns.  Pokémon cannot fall asleep in that time.,"Inflicts [regular damage].  User is forced to use this move for 2–5 turns, selected at random.  All Pokémon on the [field] wake up, and none can fall to [sleep] until the lock-in ends.

Pokémon cannot use rest during this effect.

This move cannot be selected by sleep-talk."
161,9,Stores energy up to three times for use with Spit Up and Swallow.,"Raises the user's [Defense] and [Special Defense] by one [stage] each.  Stores energy for use with spit-up and swallow.  Up to three levels of energy can be stored, and all are lost if the user leaves the [field].  Energy is still stored even if the stat boosts cannot be applied.

If the user uses baton-pass, the stat boosts are passed as normal, but the stored energy is not."
162,9,Power is 100 times the amount of energy Stockpiled.,"Inflicts [regular damage].  Power is equal to 100 times the amount of energy stored by stockpile.  Ignores the random factor in the damage formula.  Stored energy is consumed, and the user's [Defense] and [Special Defense] are reset to what they would be if stockpile had not been used.  If the user has no energy stored, this move will [fail].

This move cannot be copied by mirror-move."
163,9,"Recovers 1/4 HP after one Stockpile, 1/2 HP after two Stockpiles, or full HP after three Stockpiles.","Heals the user depending on the amount of energy stored by stockpile: 1/4 its max [HP] after one use, 1/2 its max [HP] after two uses, or fully after three uses.  Stored energy is consumed, and the user's [Defense] and [Special Defense] are reset to what they would be if stockpile had not been used.  If the user has no energy stored, this move will [fail]."
165,9,Changes the weather to a hailstorm for five turns.,"Changes the weather to hail for five turns, during which non-ice Pokémon are damaged for 1/16 their max [HP] at the end of every turn.

If the user is holding icy-rock, this effect lasts for eight turns.

blizzard has 100% accuracy.  If the target has used detect or protect, blizzard has a (100 - accuracy)% chance to break through the protection.

moonlight, morning-sun, and synthesis heal only 1/4 of the user's max [HP].

Pokémon with snow-cloak are exempt from this effect's damage."
166,9,Prevents the target from using the same move twice in a row.,"Prevents the target from attempting to use the same move twice in a row.  When the target leaves the [field], this effect ends.

If the target is forced to attempt a repeated move due to choice-band, choice-scarf, choice-specs, disable, encore, taunt, only having [PP] remaining for one move, or any other effect, the target will use struggle instead.  The target is then free to use the forced move next turn, as it didn't use that move this turn."
167,9,Raises the target's Special Attack by one stage and confuses the target.,"Raises the target's [Special Attack] by one [stage], then [confuses] it."
168,9,Burns the target.,[Burns] the target.
169,9,Lowers the target's Attack and Special Attack by two stages.  User faints.,Lowers the target's [Attack] and [Special Attack] by two [stages].  User faints.
170,9,"Power doubles if user is burned, paralyzed, or poisoned.","Inflicts [regular damage].  If the user is [burned], [paralyzed], or [poisoned], this move has double power."
171,9,"If the user takes damage before attacking, the attack is canceled.","Inflicts [regular damage].  If the user takes damage this turn before hitting, this move will [fail].

This move cannot be copied by mirror-move, nor selected by assist, metronome, or sleep-talk."
172,9,"If the target is paralyzed, inflicts double damage and cures the paralysis.","Inflicts [regular damage].  If the target is [paralyzed], this move has double power, and the target is cured of its [paralysis]."
173,9,Redirects the target's single-target effects to the user for this turn.,"Until the end of this turn, any moves that opposing Pokémon target solely at the user's ally will instead target the user.  If both Pokémon on the same side of the [field] use this move on the same turn, the Pokémon that uses it last will become the target.

This effect takes priority over lightningrod and storm-drain.

If the user's ally [switches out], opposing Pokémon may still hit it with pursuit.

This move cannot be selected by assist or metronome."
174,9,Uses a move which depends upon the terrain.,"Uses another move chosen according to the terrain.

Terrain                   | Selected move
------------------------- | ------------------
Building                  | tri-attack
Cave                      | rock-slide
Deep water                | hydro-pump
Desert                    | earthquake
Grass                     | seed-bomb
Mountain                  | rock-slide
Road                      | earthquake
Shallow water             | hydro-pump
Snow                      | blizzard
Tall grass                | seed-bomb
electric-terrain | thunderbolt
grassy-terrain   | energy-ball
misty-terrain    | moonblast

In Pokémon Battle Revolution:

Terrain        | Selected move
-------------- | ------------------
Courtyard      | tri-attack
Crystal        | rock-slide
Gateway        | hydro-pump
Magma          | rock-slide
Main Street    | tri-attack
Neon           | tri-attack
Stargazer      | rock-slide
Sunny Park     | seed-bomb
Sunset         | earthquake
Waterfall      | seed-bomb

This move cannot be copied by mirror-move."
175,9,Raises the user's Special Defense by one stage.  User's Electric moves have doubled power next turn.,"Raises the user's [Special Defense] by one [stage].  If the user uses an electric move next turn, its power will be doubled."
176,9,"For the next few turns, the target can only use damaging moves.","Target is forced to only use damaging moves for the next 3–5 turns, selected at random.  Moves that select other moves not known in advance do not count as damaging.

assist, copycat, me-first, metronome, mirror-move, and sleep-talk do not directly inflict damage and thus may not be used.

bide, counter, endeavor, metal-burst, and mirror-coat are allowed."
177,9,Ally's next move inflicts half more damage.,"Boosts the power of the target's moves by 50% until the end of this turn.

This move cannot be copied by mirror-move, nor selected by assist or metronome."
178,9,User and target swap items.,"User and target permanently swap [held item].  Works even if one of the Pokémon isn't holding anything.  If either Pokémon is holding mail, this move will [fail].

If either Pokémon has multitype or sticky-hold, this move will [fail].

If this move results in a Pokémon obtaining choice-band, choice-scarf, or choice-specs, and that Pokémon was the latter of the pair to move this turn, then the move it used this turn becomes its chosen forced move.  This applies even if both Pokémon had a choice item before this move was used.  If the first of the two Pokémon gains a choice item, it may select whatever choice move it wishes next turn.

Neither the user nor the target can recover its item with recycle.

This move cannot be selected by assist or metronome."
179,9,Copies the target's ability.,"User's ability is replaced with the target's until the user leaves the [field].  Ignores [accuracy] and [evasion] modifiers.

If the target has flower-gift, forecast, illusion, imposter, multitype, stance-change, trace, wonder-guard, or zen-mode, this move will [fail].

This move cannot be copied by mirror-move."
180,9,User will recover half its max HP at the end of the next turn.,"At the end of the next turn, user will be healed for half its max [HP].  If the user is [switched out], its replacement will be healed instead for half of the user's max HP.  If the user [faint] or is forcefully switched by roar or whirlwind, this effect will not activate."
181,9,Randomly selects and uses one of the trainer's other Pokémon's moves.,"Uses a move from another Pokémon in the user's party, both selected at random.  Moves from fainted Pokémon can be used.  If there are no eligible Pokémon or moves, this move will [fail].

This move will not select assist, chatter, circle-throw, copycat, counter, covet, destiny-bond, detect, dig, dive, dragon-tail, endure, feint, fly focus-punch, follow-me, helping-hand, me-first, metronome, mimic, mirror-coat, mirror-move, phantom-force protect, quick-guard, roar shadow-force, sketch, sleep-talk, snatch, struggle, switcheroo, thief, trick, whirlwind, or wide-guard.

This move cannot be copied by mirror-move, nor selected by metronome or sleep-talk."
182,9,Prevents the user from leaving battle.  User regains 1/16 of its max HP every turn.,"Prevents the user from [switching out].  User regains 1/16 of its max [HP] at the end of every turn.  If the user was immune to ground attacks, it will now take normal damage from them.

roar and whirlwind will not affect the user.  The user cannot use magnet-rise.

The user may still use u-turn to leave the [field].

This effect can be passed with baton-pass."
183,9,Lowers the user's Attack and Defense by one stage after inflicting damage.,"Inflicts [regular damage], then lowers the user's [Attack] and [Defense] by one [stage] each."
184,9,Reflects back the first effect move used on the user this turn.,"The first non-damaging move targeting the user this turn that inflicts [major status effect]-effects, [stat change], or [trap] effects will be reflected at its user.

defog, memento, and teeter-dance are not reflected.

attract, flatter, gastro-acid, leech-seed, swagger, worry-seed, and yawn are reflected.

This move cannot be copied by mirror-move."
185,9,User recovers the item it last used up.,"User recovers the last item consumed by the user or a Pokémon in its position on the [field].  The item must be used again before it can be recovered by this move again.  If the user is holding an item, this move [fail].

Items taken or given away by covet, knock-off, switcheroo, thief, or trick may not be recovered."
186,9,Inflicts double damage if the user takes damage before attacking this turn.,"Inflicts [regular damage].  If the target damaged the user this turn and was the last to do so, this move has double power.

pain-split does not count as damaging the user."
187,9,Destroys Reflect and Light Screen.,"Destroys any light-screen or reflect on the target's side of the [field], then inflicts [regular damage].  The barriers are destroyed even if this move has [no effect]."
188,9,Target sleeps at the end of the next turn.,"Puts the target to [sleep] at the end of the next turn.  Ignores [accuracy] and [evasion] modifiers.  If the target leaves the [field], this effect is canceled.  If the target has a status effect when this move is used, this move will [fail].

If the target is protected by safeguard when this move is used, this move will [fail].

insomnia and vital-spirit prevent the [sleep] if the target has either at the end of the next turn, but will not cause this move to [fail] on use."
189,9,Target drops its held item.,"Inflicts [regular damage].  Target loses its [held item].

Neither the user nor the target can recover its item with recycle.

If the target has multitype or sticky-hold, it will take damage but not lose its item."
190,9,Lowers the target's HP to equal the user's.,"Inflicts exactly enough damage to lower the target's [HP] to equal the user's.  If the target's HP is not higher than the user's, this move has no effect.  Type immunity applies, but other type effects are ignored.  This effect counts as damage for moves that respond to damage."
191,9,"Inflicts more damage when the user has more HP remaining, with a maximum of 150 power.","Inflicts [regular damage].  Power increases with the user's remaining [HP] and is given by `150 * HP / max HP`, to a maximum of 150 when the user has full HP."
192,9,User and target swap abilities.,"User and target switch abilities.  Ignores [accuracy] and [evasion] modifiers.

If either Pokémon has multitype or wonder-guard, this move will [fail]."
193,9,Prevents the target from using any moves that the user also knows.,"Prevents any Pokémon on the opposing side of the [field] from using any move the user knows until the user leaves the [field].  This effect is live; if the user obtains new moves while on the [field], these moves become restricted.  If no opposing Pokémon knows any of the user's moves when this move is used, this move will [fail]."
194,9,"Cleanses the user of a burn, paralysis, or poison.","Removes a [burn], [paralysis], or [poison] from the user."
195,9,"If the user faints this turn, the PP of the move that fainted it drops to 0.","If the user [faint] before it next acts, the move that fainted it will have its [PP] dropped to 0.  End-of-turn damage does not trigger this effect."
196,9,"Steals the target's move, if it's self-targeted.","The next time a Pokémon uses a beneficial move on itself or itself and its ally this turn, the user of this move will steal the move and use it itself.  Moves which may be stolen by this move are identified by the ""snatchable"" flag.

If two Pokémon use this move on the same turn, the faster Pokémon will steal the first beneficial move, and the slower Pokémon will then steal it again—thus, only the slowest Pokémon using this move ultimately gains a stolen move's effect.

If the user steals psych-up, it will target the Pokémon that used psych-up.  If the user was the original target of psych-up, and the Pokémon that originally used it's affected by pressure, it will only lose 1 [PP].

This move cannot be copied by mirror-move, nor selected by assist or metronome."
197,9,"Inflicts more damage to heavier targets, with a maximum of 120 power.","Inflicts [regular damage].  Power increases with the target's weight in kilograms, to a maximum of 120.

Target's weight | Power
--------------- | ----:
Up to 10kg      |    20
Up to 25kg      |    40
Up to 50kg      |    60
Up to 100kg     |    80
Up to 200kg     |   100
Above 200kg     |   120
"
198,9,Has a $effect_chance% chance to inflict a status effect which depends upon the terrain.,"Inflicts [regular damage].  Has a $effect_chance% chance to inflict an effect chosen according to the terrain.

Terrain        | Effect
-------------- | -------------------------------------------------------------
Building       | [Paralyze] target
Cave           | Makes target [flinch]
Deep water     | Lowers target's [Attack] by one [stage]
Desert         | Lowers target's [accuracy] by one [stage]
Grass          | Puts target to [sleep]
Mountain       | Makes target [flinch]
Road           | Lowers target's [accuracy] by one [stage]
Shallow water  | Lowers target's [Attack] by one [stage]
Snow           | [Freezes] target
Tall grass     | Puts target to [sleep]

In Pokémon Battle Revolution:

Terrain        | Effect
-------------- | -------------------------------------------------------------
Courtyard      | [Paralyze] target
Crystal        | Makes target [flinch]
Gateway        | Lowers target's [Attack] by one [stage]
Magma          | Makes target [flinch]
Main Street    | [Paralyze] target
Neon           | [Paralyze] target
Stargazer      | Makes target [flinch]
Sunny Park     | Puts target to [sleep]
Sunset         | Lowers target's [accuracy] by one [stage]
Waterfall      | Puts target to [sleep]
"
199,9,User receives 1/3 the damage inflicted in recoil.,Inflicts [regular damage].  User takes 1/3 the damage it inflicts in recoil.
200,9,Confuses the target.,[Confuse] all targets.
201,9,Has an increased chance for a critical hit and a $effect_chance% chance to [burn] the target.,Inflicts [regular damage].  User's [critical hit] rate is one level higher when using this move. Has a $effect_chance% chance to [burn] the target.
202,9,Halves all Electric-type damage.,"electric moves inflict half damage, regardless of target.  If the user leaves the [field], this effect ends."
203,9,Has a $effect_chance% chance to badly poison the target.,Inflicts [regular damage].  Has a $effect_chance% chance to [badly poison] the target.
204,9,"If there be weather, this move has doubled power and the weather's type.","Inflicts [regular damage].  If a weather move is active, this move has double power, and its type becomes the type of the weather move.  shadow-sky is typeless for the purposes of this move."
205,9,Lowers the user's Special Attack by two stages after inflicting damage.,"Inflicts [regular damage], then lowers the user's [Special Attack] by two [stages]."
206,9,Lowers the target's Attack and Defense by one stage.,Lowers the target's [Attack] and [Defense] by one [stage].
207,9,Raises the user's Defense and Special Defense by one stage.,Raises the user's [Defense] and [Special Defense] by one [stage].
208,9,Inflicts regular damage and can hit Bounce and Fly users.,"Inflicts [regular damage].

This move can hit Pokémon under the effect of bounce, fly, or sky-drop."
209,9,Raises the user's Attack and Defense by one stage.,Raises the user's [Attack] and [Defense] by one [stage] each.
210,9,Has an increased chance for a critical hit and a $effect_chance% chance to poison the target.,Inflicts [regular damage].  User's [critical hit] rate is one level higher when using this move. Has a $effect_chance% chance to [poison] the target.
211,9,Halves all Fire-type damage.,"fire moves inflict half damage, regardless of target.  If the user leaves the [field], this effect ends."
212,9,Raises the user's Special Attack and Special Defense by one stage.,Raises the user's [Special Attack] and [Special Defense] by one [stage] each.
213,9,Raises the user's Attack and Speed by one stage.,Raises the user's [Attack] and [Speed] by one [stage] each.
214,9,User's type changes to match the terrain.,"User's type changes according to the terrain.

Terrain        | New type
-------------- | --------------
Building       | normal
Cave           | rock
Desert         | ground
Grass          | grass
Mountain       | rock
Ocean          | water
Pond           | water
Road           | ground
Snow           | ice
Tall grass     | grass

In Pokémon Battle Revolution:

Terrain        | New type
-------------- | --------------
Courtyard      | normal
Crystal        | rock
Gateway        | water
Magma          | rock
Main Street    | normal
Neon           | normal
Stargazer      | rock
Sunny Park     | grass
Sunset         | ground
Waterfall      | grass
"
215,9,Heals the user by half its max HP.,"Heals the user for half its max [HP].  If the user is flying, its flying type is ignored until the end of this turn."
216,9,Disables moves and immunities that involve flying or levitating for five turns.,"For five turns (including this one), all immunities to ground moves are disabled.  For the duration of this effect, the [evasion] of every Pokémon on the field is lowered by two [stages].  Cancels the effects of bounce, fly, and sky-drop.

Specifically, flying Pokémon and those with levitate or that have used magnet-rise are no longer immune to ground attacks, arena-trap, spikes, or toxic-spikes.

bounce, fly, sky-drop, high-jump-kick, jump-kick, and splash cannot be used while this move is in effect.

*Bug*: If this move is used during a double or triple battle while Pokémon are under the effect of sky-drop, Sky Drop's effect is not correctly canceled on its target, and it remains high in the air indefinitely.  As Sky Drop prevents the target from acting, the only way to subsequently remove it from the field is to faint it."
217,9,"Forces the target to have no evasion, and allows it to be hit by Psychic moves even if it's Dark.",Resets the target's [evasion] to normal and prevents any further boosting until the target leaves the [field].  A dark Pokémon under this effect takes normal damage from psychic moves.  This move itself ignores [accuracy] and [evasion] modifiers.
218,9,"If the target is asleep, has double power and wakes it up.","Inflicts [regular damage].  If the target is [sleep], this move has double power, and the target wakes up."
219,9,Lowers user's Speed by one stage.,"Inflicts [regular damage], then lowers the user's [Speed] by one [stage]."
220,9,"Power raises when the user has lower Speed, up to a maximum of 150.","Inflicts [regular damage].  Power increases with the target's current [Speed] compared to the user, given by `1 + 25 * target Speed / user Speed`, capped at 150."
221,9,User faints.  Its replacement has its HP fully restored and any major status effect removed.,"User faints.  Its replacement's [HP] is fully restored, and any [major status effect]-effect is removed.  If the replacement Pokémon is immediately fainted by a switch-in effect, the next replacement is healed by this move instead."
222,9,Has double power against Pokémon that have less than half their max HP remaining.,"Inflicts [regular damage].  If the target has less than half its max [HP] remaining, this move has double power."
223,9,Power and type depend on the held berry.,"Inflicts [regular damage].  Power and type are determined by the user's held berry.  The berry is consumed.  If the user is not holding a berry, this move will [fail]."
224,9,Hits through Protect and Detect.,"Inflicts [regular damage].  Removes the effects of detect or protect from the target before hitting.

This move cannot be copied by mirror-move, nor selected by assist or metronome."
225,9,"If target has a berry, inflicts double damage and uses the berry.","Inflicts [regular damage].  If the target is holding a berry, this move has double power, and the user takes the berry and uses it immediately.

If the target is holding a jaboca-berry or rowap-berry, the berry is still removed, but has no effect.

If this move is [super effective] and the target is holding a berry that can reduce this move's damage, it will do so, and will not be stolen."
226,9,"For three turns, friendly Pokémon have doubled Speed.","For the next three turns, all Pokémon on the user's side of the [field] have their original [Speed] doubled.  This effect remains if the user leaves the [field]."
227,9,Raises one of a friendly Pokémon's stats at random by two stages.,"Raises one of the target's stats by two [stages].  The raised stat is chosen at random from any stats that can be raised by two stages.  If no stat is eligible, this move will [fail].

If the target has a substitute, this move will have no effect, even if the user is the target.

This move cannot be copied by mirror-move."
228,9,Strikes back at the last Pokémon to hit the user this turn with 1.5× the damage.,"Targets the last opposing Pokémon to hit the user with a damaging move this turn.  Inflicts 1.5× the damage that move did to the user.  If there is no eligible target, this move will [fail].  Type immunity applies, but other type effects are ignored."
229,9,User must switch out after attacking.,"Inflicts [regular damage], then the user immediately [switches out], and the trainer selects a replacement Pokémon from the party.  If the target [faint] from this attack, the user's trainer selects the new Pokémon to send out first.  If the user is the last Pokémon in its party that can battle, it will not [switch out].

The user may be hit by pursuit when it [switches out], if it has been targeted and pursuit has not yet been used.

This move may be used even if the user is under the effect of ingrain.  ingrain's effect will end."
230,9,Lowers the user's Defense and Special Defense by one stage after inflicting damage.,"Inflicts [regular damage], then lowers the user's [Defense] and [Special Defense] by one [stage] each."
231,9,Power is doubled if the target has already moved this turn.,"Inflicts [regular damage].  If the target uses a move or [switches out] this turn before this move is used, this move has double power."
232,9,Power is doubled if the target has already received damage this turn.,"Inflicts [regular damage].  If the target takes damage this turn for any reason before this move is used, this move has double power."
233,9,Target cannot use held items.,"Target cannot use its held item for five turns.  If the target leaves the [field], this effect ends.

If a Pokémon under this effect uses bug-bite or pluck on a Pokémon holding a berry, the berry is destroyed but not used.  If a Pokémon under this effect uses fling, it will [fail].

This effect is passed by baton-pass."
234,9,Throws held item at the target; power depends on the item.,"Inflicts [regular damage].  Power and type are determined by the user's [held item].  The item is consumed.  If the user is not holding an item, or its item has no set type and power, this move will [fail].

This move ignores sticky-hold.

If the user is under the effect of embargo, this move will [fail]."
235,9,Transfers the user's major status effect to the target.,"If the user has a [major status effect]-effect and the target does not, the user's status is transferred to the target."
236,9,"Power increases when this move has less PP, up to a maximum of 200.","Inflicts [regular damage].  Power is determined by the [PP] remaining for this move, after its [PP] cost is deducted.  Ignores [accuracy] and [evasion] modifiers.

PP remaining | Power
------------ | ----:
4 or more    |    40
3            |    50
2            |    60
1            |    80
0            |   200

If this move is activated by another move, the activating move's [PP] is used to calculate power."
237,9,Prevents target from restoring its HP for five turns.,"For the next five turns, the target may not use any moves that only restore [HP], and move effects that heal the target are disabled.  Moves that steal [HP] may still be used, but will only inflict damage and not heal the target."
238,9,"Power increases against targets with more HP remaining, up to a maximum of 121 power.","Inflicts [regular damage].  Power directly relates to the target's relative remaining [HP], given by `1 + 120 * current HP / max HP`, to a maximum of 121."
239,9,User swaps Attack and Defense.,"The user's original [Attack] and [Defense] are swapped.

This effect is passed on by baton-pass."
240,9,Nullifies target's ability until it leaves battle.,"The target's ability is disabled as long as it remains on the [field].

This effect is passed on by baton-pass."
241,9,Prevents the target from scoring critical hits for five turns.,"For five turns, opposing Pokémon cannot score [critical hits]."
242,9,"Uses the target's move against it before it attacks, with power increased by half.","If the target has selected a damaging move this turn, the user will copy that move and use it against the target, with a 50% increase in power.

If the target moves before the user, this move will [fail].

This move cannot be copied by mirror-move, nor selected by assist, metronome, or sleep-talk."
243,9,Uses the target's last used move.,"Uses the last move that was used successfully by any Pokémon, including the user.

This move cannot copy itself, nor roar nor whirlwind.

This move cannot be copied by mirror-move, nor selected by assist, metronome, or sleep-talk."
244,9,User swaps Attack and Special Attack changes with the target.,User swaps its [Attack] and [Special Attack] [stat modifiers] modifiers with the target.
245,9,User swaps Defense and Special Defense changes with the target.,User swaps its [Defense] and [Special Defense] modifiers with the target.
246,9,"Power increases against targets with more raised stats, up to a maximum of 200.","Inflicts [regular damage].  Power starts at 60 and is increased by 20 for every [stage] any of the target's stats has been raised, capping at 200.  [Accuracy] and [evasion] modifiers do not increase this move's power."
247,9,Can only be used after all of the user's other moves have been used.,"Inflicts [regular damage].  This move can only be used if each of the user's other moves has been used at least once since the user entered the [field].  If this is the user's only move, this move will [fail]."
248,9,Changes the target's ability to Insomnia.,"Changes the target's ability to insomnia.

If the target's ability is truant or multitype, this move will [fail]."
249,9,Only works if the target is about to use a damaging move.,"Inflicts [regular damage].  If the target has not selected a damaging move this turn, or if the target has already acted this turn, this move will [fail].

This move is not affected by iron-fist."
250,9,"Scatters poisoned spikes, poisoning opposing Pokémon that switch in.","Scatters poisoned spikes around the opposing [field], which [poison] opposing Pokémon that enter the [field].  A second layer of these spikes may be laid down, in which case Pokémon will be [badly poison] instead.  Pokémon immune to either ground moves or being [poison] are immune to this effect.  Pokémon otherwise immune to ground moves are affected during gravity.

If a poison Pokémon not immune to ground moves enters a [field] covered with poisoned spikes, the spikes are removed.

rapid-spin will remove this effect from its user's side of the [field].  defog will remove this effect from its target's side of the [field].

This move does not trigger synchronize, unless the Pokémon with synchronize was forced to enter the [field] by another effect such as roar.

Pokémon entering the [field] due to baton-pass are not affected by this effect."
251,9,User and target swap stat changes.,User swaps its [stat modifiers] with the target.
252,9,Restores 1/16 of the user's max HP each turn.,"Restores 1/16 of the user's max [HP] at the end of each turn.  If the user leaves the [field], this effect ends.

This effect is passed on by baton-pass."
253,9,User is immune to Ground moves and effects for five turns.,"For five turns, the user is immune to ground moves.

If the user is under the effect of ingrain or has levitate, this move will [fail].

This effect is temporarily disabled by and cannot be used during gravity.

This effect is passed on by baton-pass."
254,9,User takes 1/3 the damage inflicted in recoil.  Has a $effect_chance% chance to [burn] the target.,"Inflicts [regular damage].  User takes 1/3 the damage it inflicts in recoil.  Has a $effect_chance% chance to [burn] the target.  [Frozen] Pokémon may use this move, in which case they will thaw."
255,9,User takes 1/4 its max HP in recoil.,"Inflicts [typeless] [regular damage].  User takes 1/4 its max [HP] in recoil.  Ignores [accuracy] and [evasion] modifiers.

This move is used automatically when a Pokémon cannot use any other move legally, e.g., due to having no [PP] remaining or being under the effect of both encore and torment at the same time.

This move's recoil is not treated as recoil for the purposes of anything that affects recoil, such as the ability rock-head.  It also is not prevented by magic-guard.

This move cannot be copied by mimic, mirror-move, or sketch, nor selected by assist or metronome, nor forced by encore."
256,9,"User dives underwater, dodging all attacks, and hits next turn.","Inflicts [regular damage].  User dives underwater for one turn, becoming immune to attack, and hits on the second turn.

During the immune turn, surf, and whirlpool still hit the user normally, and their power is doubled if appropriate.

The user may be hit during its immune turn if under the effect of lock-on, mind-reader, or no-guard.

This move cannot be selected by sleep-talk."
257,9,"User digs underground, dodging all attacks, and hits next turn.","Inflicts [regular damage].  User digs underground for one turn, becoming immune to attack, and hits on the second turn.

During the immune turn, earthquake, fissure, and magnitude still hit the user normally, and their power is doubled if appropriate.

The user may be hit during its immune turn if under the effect of lock-on, mind-reader, or no-guard.

This move cannot be selected by sleep-talk."
258,9,Inflicts regular damage and can hit Dive users.,"Inflicts [regular damage].

If the target is in the first turn of dive, this move will hit with double power."
259,9,Lowers the target's evasion by one stage.  Removes field effects from the enemy field.,"Lowers the target's [evasion] by one [stage].  Clears away fog.  Removes the effects of mist, light-screen, reflect, safeguard, spikes, stealth-rock, and toxic-spikes from the target's side of the [field].

If the target is protected by mist, it will prevent the [evasion] change, then be removed by this move."
260,9,"For five turns, slower Pokémon will act before faster Pokémon.","For five turns (including this one), slower Pokémon will act before faster Pokémon.  Move priority is not affected.  Using this move when its effect is already active will end the effect.

Pokémon holding full-incense, lagging-tail, or quick-claw and Pokémon with stall ignore this effect."
261,9,Has a $effect_chance% chance to freeze the target.,"Inflicts [regular damage].  Has a $effect_chance% chance to [freeze] the target.

During hail, this move has 100% accuracy.  It also has a (100 - accuracy)% chance to break through the protection of protect and detect."
262,9,Prevents the target from leaving battle and inflicts 1/16 its max HP in damage for 2-5 turns.,"Inflicts [regular damage].  For the next 2–5 turns, the target cannot leave the field and is damaged for 1/16 its max HP at the end of each turn.  The user continues to use other moves during this time.  If the user leaves the [field], this effect ends.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.

If the target is in the first turn of dive, this move will hit with double power."
