id,location_id,game_index,identifier
828,248,0,johto-embedded-tower-rayquaza-room
829,28,0,sinnoh-lake-acuity-cavern
830,27,0,sinnoh-lake-valor-cavern
831,172,0,sinnoh-spear-pillar-area
832,109,0,kanto-route-3-pokemon-center
833,71,0,kanto-cinnabar-island-cinnabar-lab
834,573,0,hoenn-rustboro-city
835,234,0,kanto-saffron-city-silph-co
836,70,0,johto-cianwood-city-pokemon-center
837,16,0,sinnoh-stark-mountain-heatran-chamber
838,183,0,sinnoh-newmoon-island
839,179,0,sinnoh-flower-paradise
840,188,0,sinnoh-hall-of-origin-1
841,237,0,johto-team-rocket-hq
842,247,0,johto-sinjoh-ruins
843,868,0,galar-route-1
844,869,0,galar-route-2
845,870,0,galar-route-3-main
846,870,0,galar-route-3-garbage
847,871,0,galar-route-4
848,872,0,galar-route-5
849,873,0,galar-route-6
850,874,0,galar-route-7
851,875,0,galar-route-8-main
852,875,0,galar-route-8-steamdrift-way
853,876,0,galar-route-9-main
854,876,0,galar-route-9-circhester-bay
855,876,0,galar-route-9-outer-spikemouth
856,877,0,galar-route-10-main
857,877,0,galar-route-10-near-station
858,878,0,galar-axews-eye
859,879,0,galar-ballimere-lake
860,880,0,galar-ballonlea
861,881,0,galar-battle-tower
862,882,0,galar-brawlers-cave
863,883,0,galar-bridge-field
864,884,0,galar-challenge-beach-main
865,884,0,galar-challenge-beach-ocean
866,884,0,galar-challenge-beach-river
867,884,0,galar-challenge-beach-beach
868,885,0,galar-challenge-road
869,886,0,galar-circhester
870,887,0,galar-courageous-cavern
871,888,0,galar-crown-shrine
872,889,0,galar-dappled-grove
873,890,0,galar-dusty-bowl
874,891,0,galar-dyna-tree-hill
875,892,0,galar-east-lake-axewell
876,893,0,galar-fields-of-honor-main
877,893,0,galar-fields-of-honor-beach
878,894,0,galar-forest-of-focus
879,895,0,galar-freezington
880,896,0,galar-frigid-sea
881,897,0,galar-frostpoint-field
882,898,0,galar-mine
883,899,0,galar-mine-no-2
884,900,0,galar-giants-bed
885,1041,0,galar-giants-cap-main
886,1041,0,galar-giants-cap-2
887,1041,0,galar-giants-cap-3
888,901,0,galar-giants-foot
889,902,0,galar-giants-mirror
890,903,0,galar-giants-seat
891,904,0,galar-glimwood-tangle
892,905,0,galar-hammerlocke
893,906,0,galar-hammerlocke-hills
894,907,0,galar-honeycalm-island
895,908,0,galar-honeycalm-sea
896,909,0,galar-hulbury
897,910,0,galar-iceberg-ruins
898,911,0,galar-insular-sea
899,912,0,galar-iron-ruins
900,913,0,galar-lake-of-outrage
901,914,0,galar-lakeside-cave
902,915,0,galar-loop-lagoon-main
903,915,0,galar-loop-lagoon-beach
904,916,0,galar-master-dojo
905,917,0,galar-max-lair
906,918,0,galar-motostoke-main
907,919,0,galar-motostoke-outskirts-outskirts
908,920,0,galar-motostoke-riverbank-riverbank
909,921,0,galar-north-lake-miloch
910,922,0,galar-old-cemetary
911,923,0,galar-path-to-the-peak
912,924,0,galar-postwick
913,925,0,galar-potbottom-desert
914,926,0,galar-roaring-sea-caves
915,927,0,galar-rock-peak-ruins
916,928,0,galar-rolling-fields-main
917,928,0,galar-rolling-fields-2
918,929,0,galar-slippery-slope
919,930,0,galar-slumbering-weald
920,931,0,galar-snowslide-slope
921,932,0,galar-soothing-wetlands
922,933,0,galar-south-lake-miloch-main
923,933,0,galar-south-lake-miloch-2
924,934,0,galar-spikemuth
925,935,0,galar-spike-decision-ruins
926,936,0,galar-steamdrift-way
927,937,0,galar-stepping-stone-sea-main
928,937,0,galar-stepping-stone-sea-2
929,938,0,galar-stony-wilderness-main
930,938,0,galar-stony-wilderness-2
931,938,0,galar-stony-wilderness-3
932,939,0,galar-stow-on-side
933,940,0,galar-three-point-pass
934,941,0,galar-tower-of-darkness
935,942,0,galar-tower-of-waters
936,943,0,galar-training-lowlands-main
937,943,0,galar-training-lowlands-beach
938,944,0,galar-tunnel-to-the-top
939,945,0,galar-turffield
940,946,0,galar-warm-up-tunnel
941,947,0,galar-watchtower-ruins
942,948,0,galar-wedgehurst
943,949,0,galar-west-lake-axewell
944,950,0,galar-workout-sea
945,951,0,galar-wyndon
946,952,0,hisui-aipom-hill
947,953,0,hisui-ancient-quarry
948,954,0,hisui-arenas-approach
949,955,0,hisui-aspiration-hill
950,956,0,hisui-avalanche-slopes
951,957,0,hisui-avaluggs-legacy
952,958,0,hisui-bathers-lagoon
953,959,0,hisui-bolderoll-ravine
954,960,0,hisui-bolderoll-slope
955,961,0,hisui-bonechill-wastes
956,962,0,hisui-brava-arena
957,963,0,hisui-castaway-shore
958,964,0,hisui-celestica-ruins
959,965,0,hisui-celestica-trail
960,966,0,hisui-clamberclaw-cliffs
961,967,0,hisui-cloudcap-pass
962,968,0,hisui-cloudpool-ridge
963,969,0,hisui-coastlands-camp
964,970,0,hisui-cottonsedge-prairie
965,971,0,hisui-crossing-slope
966,972,0,hisui-deadwood-haunt
967,973,0,hisui-deertrack-heights
968,974,0,hisui-deertrack-path
969,975,0,hisui-diamond-heath
970,976,0,hisui-diamond-settlement
971,977,0,hisui-droning-meadow
972,978,0,hisui-fabled-spring
973,979,0,hisui-firespit-island
974,980,0,hisui-floaro-gardens
975,981,0,hisui-gapejaw-bog
976,982,0,hisui-ginkgo-landing
977,983,0,hisui-glacier-terrace
978,984,0,hisui-golden-lowlands
979,985,0,hisui-grandtree-arena
980,986,0,hisui-grueling-grove
981,987,0,hisui-hearts-crag
982,988,0,hisui-heavenward-lookout
983,989,0,hisui-heights-camp
984,990,0,hisui-hideaway-bay
985,991,0,hisui-holm-of-trials
986,992,0,hisui-horseshoe-plains
987,993,0,hisui-ice-column-chamber
988,994,0,hisui-icebound-falls
989,995,0,hisui-icepeak-arena
990,996,0,hisui-icepeak-cavern
991,997,0,hisui-islespy-shore
992,998,0,hisui-jubilife-village
993,999,0,hisui-lake-acuity
994,1000,0,hisui-lake-valor
995,1001,0,hisui-lake-verity
996,1002,0,hisui-lonely-spring
997,1003,0,hisui-lunkers-lair
998,1004,0,hisui-molten-arena
999,1005,0,hisui-moonview-arena
1000,1006,0,hisui-natures-pantry
1001,1007,0,hisui-obsidian-falls
1002,1008,0,hisui-oreburrow-tunnel
1003,1009,0,hisui-pearl-settlement
1004,1010,0,hisui-primeval-grotto
1005,1011,0,hisui-ramanas-island
1006,1012,0,hisui-sacred-plaza
1007,1013,0,hisui-sands-reach
1008,1014,0,hisui-sandgem-flats
1009,1015,0,hisui-scarlet-bog
1010,1016,0,hisui-seagrass-haven
1011,1017,0,hisui-seaside-hollow
1012,1018,0,hisui-shrouded-ruins
1013,1019,0,hisui-sludge-mound
1014,1020,0,hisui-snowfall-hot-spring
1015,1021,0,hisui-snowpoint-temple
1016,1022,0,hisui-solaceon-ruins
1017,1023,0,hisui-sonorous-path
1018,1024,0,hisui-space-time-distortion
1019,1025,0,hisui-spring-path
1020,1026,0,hisui-stonetooth-rows
1021,1027,0,hisui-temple-of-sinnoh
1022,1028,0,hisui-the-heartwood
1023,1029,0,hisui-tidewater-dam
1024,1030,0,hisui-tombolo-walk
1025,1031,0,hisui-tranquility-cove
1026,1032,0,hisui-turnback-cave
1027,1033,0,hisui-ursas-ring
1028,1034,0,hisui-veilstone-cape
1029,1035,0,hisui-wayward-cave
1030,1036,0,hisui-wayward-wood
1031,1037,0,hisui-whiteout-valley
1032,1038,0,hisui-windbreak-stand
1033,1039,0,hisui-windswept-run
