ability_id,version_group_id,language_id,flavor_text
36,15,3,"상대와 같은
특성이 된다."
36,15,5,Imite le talent de l’ennemi.
36,15,6,"Das Pokémon kopiert
die Fähigkeit des Gegners."
36,15,7,Copia la habilidad del rival.
36,15,8,Copia l’abilità del nemico.
36,15,9,"The Pokémon copies an
opposing Pokémon’s Ability."
36,15,11,"相手と　同じ
特性に　なる。"
36,16,1,"あいてと　おなじ
とくせいに　なる。"
36,16,3,"상대와 같은
특성이 된다."
36,16,5,Imite le talent de l’ennemi.
36,16,6,"Das Pokémon kopiert
die Fähigkeit des Gegners."
36,16,7,Copia la habilidad del rival.
36,16,8,Copia l’abilità del nemico.
36,16,9,"The Pokémon copies an
opposing Pokémon’s Ability."
36,16,11,"相手と　同じ
特性に　なる。"
37,5,9,Raises ATTACK.
37,6,9,Raises ATTACK.
37,7,9,Raises ATTACK.
37,8,9,"Raises the Pokémon’s
Attack stat."
37,9,9,"Raises the Pokémon’s
Attack stat."
37,10,9,"Raises the Pokémon’s
Attack stat."
37,11,5,"Augmente l’Attaque du
Pokémon."
37,11,9,"Raises the Pokémon’s
Attack stat."
37,14,9,"Raises the Pokémon’s
Attack stat."
37,15,1,"ぶつり　こうげきの
いりょくが　あがる。"
37,15,3,"물리공격의
위력이 올라간다."
37,15,5,Augmente l’Attaque du Pokémon.
37,15,6,Stärkt physische Attacken.
37,15,7,Aumenta el Ataque.
37,15,8,"Migliora la statistica Attacco
del Pokémon."
37,15,9,"Boosts the Pokémon’s
Attack stat."
37,15,11,"物理攻撃の
威力が　あがる。"
37,16,1,"ぶつり　こうげきの
いりょくが　あがる。"
37,16,3,"물리공격의
위력이 올라간다."
37,16,5,Augmente l’Attaque du Pokémon.
37,16,6,Stärkt physische Attacken.
37,16,7,Aumenta el Ataque.
37,16,8,"Migliora la statistica Attacco
del Pokémon."
37,16,9,"Boosts the Pokémon’s
Attack stat."
37,16,11,"物理攻撃の
威力が　あがる。"
38,5,9,Poisons foe on contact.
38,6,9,Poisons foe on contact.
38,7,9,Poisons foe on contact.
38,8,9,"Contact with the Pokémon
may poison the foe."
38,9,9,"Contact with the Pokémon
may poison the foe."
38,10,9,"Contact with the Pokémon
may poison the foe."
38,11,5,"Peut empoisonner l’ennemi
s’il y a contact."
38,11,9,"Contact with the Pokémon
may poison the attacker."
38,14,9,"Contact with the Pokémon
may poison the attacker."
38,15,1,"ふれた　あいてに　どくを
おわせる　ことがある。"
38,15,3,"접촉한 상대를
중독시킬 때가 있다."
38,15,5,"Peut empoisonner l’attaquant
s’il y a contact."
38,15,6,"Vergiftet den Angreifer
eventuell bei Berührung."
38,15,7,"Puede envenenar al mínimo
contacto."
38,15,8,"Può avvelenare chi manda
a segno una mossa fisica."
38,15,9,"Contact with the Pokémon
may poison the attacker."
38,15,11,"触れた　相手に　どくを
おわせる　ことがある。"
38,16,1,"ふれた　あいてに　どくを
おわせる　ことがある。"
38,16,3,"접촉한 상대를
중독시킬 때가 있다."
38,16,5,"Peut empoisonner l’attaquant
s’il y a contact."
38,16,6,"Vergiftet den Angreifer
eventuell bei Berührung."
38,16,7,"Puede envenenar al mínimo
contacto."
38,16,8,"Può avvelenare chi manda
a segno una mossa fisica."
38,16,9,"Contact with the Pokémon
may poison the attacker."
38,16,11,"触れた　相手に　どくを
おわせる　ことがある。"
39,5,9,Prevents flinching.
39,6,9,Prevents flinching.
39,7,9,Prevents flinching.
39,8,9,"The Pokémon is protected
from flinching."
39,9,9,"The Pokémon is protected
from flinching."
39,10,9,"The Pokémon is protected
from flinching."
39,11,5,"Empêche le Pokémon
d’avoir peur."
39,11,9,"The Pokémon is protected
from flinching."
39,14,9,"The Pokémon is protected
from flinching."
39,15,1,"ひるまない。
"
39,15,3,풀죽지 않는다.
39,15,5,"Empêche le Pokémon d’avoir
peur."
39,15,6,Verhindert Zurückschrecken.
39,15,7,Evita el retroceso.
39,15,8,Evita che il Pokémon tentenni.
39,15,9,"Protects the Pokémon
from flinching."
39,15,11,"ひるまない。
"
39,16,1,"ひるまない。
"
39,16,3,풀죽지 않는다.
39,16,5,"Empêche le Pokémon d’avoir
peur."
39,16,6,Verhindert Zurückschrecken.
39,16,7,Evita el retroceso.
39,16,8,Evita che il Pokémon tentenni.
39,16,9,"Protects the Pokémon
from flinching."
39,16,11,"ひるまない。
"
40,5,9,Prevents freezing.
40,6,9,Prevents freezing.
40,7,9,Prevents freezing.
40,8,9,"Prevents the Pokémon
from becoming frozen."
40,9,9,"Prevents the Pokémon
from becoming frozen."
40,10,9,"Prevents the Pokémon
from becoming frozen."
40,11,5,"Protège le Pokémon
contre le gel."
40,11,9,"Prevents the Pokémon
from becoming frozen."
40,14,9,"Prevents the Pokémon
from becoming frozen."
40,15,1,"こおり　じょうたいに
ならない。"
40,15,3,"얼음 상태가
되지 않는다."
40,15,5,"Protège le Pokémon contre le
gel."
40,15,6,Verhindert Einfrieren.
40,15,7,Evita la congelación.
40,15,8,"Evita che il Pokémon
venga congelato."
40,15,9,"Prevents the Pokémon
from becoming frozen."
40,15,11,"こおり状態に
ならない。"
40,16,1,"こおり　じょうたいに
ならない。"
40,16,3,"얼음 상태가
되지 않는다."
40,16,5,"Protège le Pokémon contre le
gel."
40,16,6,Verhindert Einfrieren.
40,16,7,Evita la congelación.
40,16,8,"Evita che il Pokémon
venga congelato."
40,16,9,"Prevents the Pokémon
from becoming frozen."
40,16,11,"こおり状態に
ならない。"
41,5,9,Prevents burns.
41,6,9,Prevents burns.
41,7,9,Prevents burns.
41,8,9,"Prevents the Pokémon
from getting a burn."
41,9,9,"Prevents the Pokémon
from getting a burn."
41,10,9,"Prevents the Pokémon
from getting a burn."
41,11,5,"Protège le Pokémon
des brûlures."
41,11,9,"Prevents the Pokémon
from getting a burn."
41,14,9,"Prevents the Pokémon
from getting a burn."
41,15,1,"やけど　じょうたいに
ならない。"
41,15,3,"화상 상태가
되지 않는다."
41,15,5,"Protège le Pokémon des
brûlures."
41,15,6,Verhindert Verbrennungen.
41,15,7,Evita las quemaduras.
41,15,8,"Evita che il Pokémon
resti scottato."
41,15,9,"Prevents the Pokémon
from getting a burn."
41,15,11,"やけど状態に
ならない。"
41,16,1,"やけど　じょうたいに
ならない。"
41,16,3,"화상 상태가
되지 않는다."
41,16,5,"Protège le Pokémon des
brûlures."
41,16,6,Verhindert Verbrennungen.
41,16,7,Evita las quemaduras.
41,16,8,"Evita che il Pokémon
resti scottato."
41,16,9,"Prevents the Pokémon
from getting a burn."
41,16,11,"やけど状態に
ならない。"
42,5,9,Traps STEEL-type POKéMON.
42,6,9,Traps STEEL-type POKéMON.
42,7,9,Traps STEEL-type POKéMON.
42,8,9,"Prevents Steel-type
Pokémon from escaping."
42,9,9,"Prevents Steel-type
Pokémon from escaping."
42,10,9,"Prevents Steel-type
Pokémon from escaping."
42,11,5,"Empêche les Pokémon Acier
de fuir."
42,11,9,"Prevents Steel-type
Pokémon from escaping."
42,14,9,"Prevents Steel-type
Pokémon from escaping."
42,15,1,"はがねの　ポケモンを
にげられなくする。"
42,15,3,"강철의 포켓몬을
도망칠 수 없게 한다."
42,15,5,"Empêche les Pokémon Acier
de fuir."
42,15,6,"Hindert Stahl-Pokémon
an der Flucht."
42,15,7,"Impide huir a los Pokémon de
tipo Acero."
42,15,8,"Impedisce la fuga ai Pokémon
di tipo Acciaio."
42,15,9,"Prevents Steel-type
Pokémon from escaping."
42,15,11,"はがねの　ポケモンを
逃げられなくする。"
42,16,1,"はがねの　ポケモンを
にげられなくする。"
42,16,3,"강철의 포켓몬을
도망칠 수 없게 한다."
42,16,5,"Empêche les Pokémon Acier
de fuir."
42,16,6,"Hindert Stahl-Pokémon
an der Flucht."
42,16,7,"Impide huir a los Pokémon de
tipo Acero."
42,16,8,"Impedisce la fuga ai Pokémon
di tipo Acciaio."
42,16,9,"Prevents Steel-type
Pokémon from escaping."
42,16,11,"はがねの　ポケモンを
逃げられなくする。"
43,5,9,Avoids sound-based moves.
43,6,9,Avoids sound-based moves.
43,7,9,Avoids sound-based moves.
43,8,9,"Gives full immunity to all
sound-based moves."
43,9,9,"Gives full immunity to all
sound-based moves."
43,10,9,"Gives full immunity to all
sound-based moves."
43,11,5,"Protège de toutes les
capacités sonores."
43,11,9,"Gives full immunity to all
sound-based moves."
43,14,9,"Gives full immunity to all
sound-based moves."
43,15,1,"おとの　わざを
うけない。"
43,15,3,"소리 기술을
받지 않는다."
43,15,5,"Protège de toutes les capacités
sonores."
43,15,6,"Volle Immunität gegen
alle Lärm-Attacken."
43,15,7,Evita ataques de sonido.
43,15,8,"Fornisce immunità alle mosse
basate sul suono."
43,15,9,"Gives full immunity to all
sound-based moves."
43,15,11,"音の　技を
受けない。"
43,16,1,"おとの　わざを
うけない。"
43,16,3,"소리 기술을
받지 않는다."
43,16,5,"Protège de toutes les capacités
sonores."
43,16,6,"Volle Immunität gegen
alle Lärm-Attacken."
43,16,7,Evita ataques de sonido.
43,16,8,"Fornisce immunità alle mosse
basate sul suono."
43,16,9,"Gives full immunity to all
sound-based moves."
43,16,11,"音の　技を
受けない。"
44,5,9,Slight HP recovery in rain.
44,6,9,Slight HP recovery in rain.
44,7,9,Slight HP recovery in rain.
44,8,9,"The Pokémon gradually
recovers HP in rain."
44,9,9,"The Pokémon gradually
recovers HP in rain."
44,10,9,"The Pokémon gradually
recovers HP in rain."
44,11,5,"Récupère progressivement
des PV par temps de pluie."
44,11,9,"The Pokémon gradually
regains HP in rain."
44,14,9,"The Pokémon gradually
regains HP in rain."
44,15,1,"あめのとき　すこしずつ
ＨＰを　かいふくする。"
44,15,3,"비가 올 때 조금씩
HP를 회복한다."
44,15,5,"Récupère progressivement des
PV par temps de pluie."
44,15,6,"Stellt bei Regen langsam
und stetig KP wieder her."
44,15,7,"Recupera PS de forma gradual
cuando llueve."
44,15,8,"Il Pokémon recupera PS
quando piove."
44,15,9,"The Pokémon gradually
regains HP in rain."
44,15,11,"雨のとき　少しずつ
ＨＰを　回復する。"
44,16,1,"あめのとき　すこしずつ
ＨＰを　かいふくする。"
44,16,3,"비가 올 때 조금씩
HP를 회복한다."
44,16,5,"Récupère progressivement des
PV par temps de pluie."
44,16,6,"Stellt bei Regen langsam
und stetig KP wieder her."
44,16,7,"Recupera PS de forma gradual
cuando llueve."
44,16,8,"Il Pokémon recupera PS
quando piove."
44,16,9,"The Pokémon gradually
regains HP in rain."
44,16,11,"雨のとき　少しずつ
ＨＰを　回復する。"
45,5,9,Summons a sandstorm.
45,6,9,Summons a sandstorm.
45,7,9,Summons a sandstorm.
45,8,9,"The Pokémon summons a
sandstorm in battle."
45,9,9,"The Pokémon summons a
sandstorm in battle."
45,10,9,"The Pokémon summons a
sandstorm in battle."
45,11,5,"Le Pokémon invoque une
tempête de sable."
45,11,9,"The Pokémon summons a
sandstorm in battle."
45,14,9,"The Pokémon summons a
sandstorm in battle."
45,15,1,"せんとうで　すなあらしを
おこす。"
45,15,3,"배틀에서 모래바람을
일으킨다."
45,15,5,"Le Pokémon invoque une
tempête de sable."
45,15,6,Erzeugt im Kampf Sandstürme.
45,15,7,"Crea una tormenta de arena en
el combate."
45,15,8,"Causa una tempesta di sabbia
durante la lotta."
45,15,9,"The Pokémon summons a
sandstorm in battle."
45,15,11,"戦闘で　砂あらしを
おこす。"
45,16,1,"せんとうで　すなあらしを
おこす。"
45,16,3,"배틀에서 모래바람을
일으킨다."
45,16,5,"Le Pokémon invoque une
tempête de sable."
45,16,6,Erzeugt im Kampf Sandstürme.
45,16,7,"Crea una tormenta de arena en
el combate."
45,16,8,"Causa una tempesta di sabbia
durante la lotta."
45,16,9,"The Pokémon summons a
sandstorm in battle."
45,16,11,"戦闘で　砂あらしを
おこす。"
46,5,9,Raises foe’s PP usage.
46,6,9,Raises foe’s PP usage.
46,7,9,Raises foe’s PP usage.
46,8,9,"The Pokémon raises the
foe’s PP usage."
46,9,9,"The Pokémon raises the
foe’s PP usage."
46,10,9,"The Pokémon raises the
foe’s PP usage."
46,11,5,"Force l’ennemi à
dépenser plus de PP."
46,11,9,"The Pokémon raises the
foe’s PP usage."
46,14,9,"The Pokémon raises the
foe’s PP usage."
46,15,1,"あいての　つかう　わざの
ＰＰを　おおく　へらす。"
46,15,3,"상대가 사용하는 기술의
PP를 많이 줄인다."
46,15,5,"Force l’ennemi à dépenser plus
de PP."
46,15,6,"Steigert den AP-Verbrauch
des Gegners."
46,15,7,"Hace que los PP del rival se
acaben antes."
46,15,8,Il nemico usa più PP.
46,15,9,"The Pokémon raises opposing
Pokémon’s PP usage."
46,15,11,"相手の　使う　技の
ＰＰを　多く　減らす。"
46,16,1,"あいての　つかう　わざの
ＰＰを　おおく　へらす。"
46,16,3,"상대가 사용하는 기술의
PP를 많이 줄인다."
46,16,5,"Force l’ennemi à dépenser plus
de PP."
46,16,6,"Steigert den AP-Verbrauch
des Gegners."
46,16,7,"Hace que los PP del rival se
acaben antes."
46,16,8,Il nemico usa più PP.
46,16,9,"The Pokémon raises opposing
Pokémon’s PP usage."
46,16,11,"相手の　使う　技の
ＰＰを　多く　減らす。"
47,5,9,Heat-and-cold protection.
47,6,9,Heat-and-cold protection.
47,7,9,Heat-and-cold protection.
47,8,9,"Raises resistance to Fire-​
and Ice-type moves."
47,9,9,"Raises resistance to Fire-​
and Ice-type moves."
47,10,9,"Ups resistance to Fire-​
and Ice-type moves."
47,11,5,"Augmente la résistance
aux cap. Feu et Glace."
47,11,9,"Ups resistance to Fire-​
and Ice-type moves."
47,14,9,"Ups resistance to Fire-​
and Ice-type moves."
47,15,1,"ほのおと　こおりタイプの
わざに　つよい。"
47,15,3,"불꽃과 얼음타입의
기술에 강하다."
47,15,5,"Augmente la résistance aux
capacités Feu et Glace."
47,15,6,"Stark gegen Attacken der Typen
Feuer und Eis."
47,15,7,"Atenúa los ataques de tipo Fuego
y Hielo."
47,15,8,"Aumenta la resistenza alle mosse
di tipo Fuoco e Ghiaccio."
47,15,9,"Boosts resistance to Fire-​
and Ice-type moves."
47,15,11,"ほのおと　こおりタイプの
技に　強い。"
47,16,1,"ほのおと　こおりタイプの
わざに　つよい。"
47,16,3,"불꽃과 얼음타입의
기술에 강하다."
47,16,5,"Augmente la résistance aux
capacités Feu et Glace."
47,16,6,"Stark gegen Attacken der Typen
Feuer und Eis."
47,16,7,"Atenúa los ataques de tipo Fuego
y Hielo."
47,16,8,"Aumenta la resistenza alle mosse
di tipo Fuoco e Ghiaccio."
47,16,9,"Boosts resistance to Fire-
and Ice-type moves."
47,16,11,"ほのおと　こおりタイプの
技に　強い。"
48,5,9,Awakens quickly from sleep.
48,6,9,Awakens quickly from sleep.
48,7,9,Awakens quickly from sleep.
48,8,9,"The Pokémon awakens
quickly from sleep."
48,9,9,"The Pokémon awakens
quickly from sleep."
48,10,9,"The Pokémon awakens
quickly from sleep."
48,11,5,"Le Pokémon se réveille
plus rapidement."
48,11,9,"The Pokémon awakens
quickly from sleep."
48,14,9,"The Pokémon awakens
quickly from sleep."
48,15,1,"おきるのが　はやくなる。
"
48,15,3,"잠듦 상태에서
빨리 깨어난다."
48,15,5,"Le Pokémon se réveille plus
rapidement."
48,15,6,"Bewirkt, dass das Pokémon
schneller wieder aufwacht."
48,15,7,"El Pokémon se despierta
rápidamente."
48,15,8,"Il Pokémon si risveglia
rapidamente dal sonno."
48,15,9,"The Pokémon awakens
quickly from sleep."
48,15,11,"起きるのが　早くなる。
"
48,16,1,"おきるのが　はやくなる。
"
48,16,3,"잠듦 상태에서
빨리 깨어난다."
48,16,5,"Le Pokémon se réveille plus
rapidement."
48,16,6,"Bewirkt, dass das Pokémon
schneller wieder aufwacht."
48,16,7,"El Pokémon se despierta
rápidamente."
48,16,8,"Il Pokémon si risveglia
rapidamente dal sonno."
48,16,9,"The Pokémon awakens
quickly from sleep."
48,16,11,"起きるのが　早くなる。
"
49,5,9,Burns the foe on contact.
49,6,9,Burns the foe on contact.
49,7,9,Burns the foe on contact.
49,8,9,"Contact with the Pokémon
may burn the foe."
49,9,9,"Contact with the Pokémon
may burn the foe."
49,10,9,"Contact with the Pokémon
may burn the foe."
49,11,5,"Peut brûler l’ennemi s’il y
a contact."
49,11,9,"Contact with the Pokémon
may burn the attacker."
49,14,9,"Contact with the Pokémon
may burn the attacker."
49,15,1,"ふれた　あいてを　やけど
させることがある。"
49,15,3,"접촉한 상대에게
화상을 입힐 때가 있다."
49,15,5,"Peut brûler l’attaquant s’il y a
contact."
49,15,6,"Fügt dem Angreifer bei Berührung
eventuell Verbrennungen zu."
49,15,7,"Puede quemar al mínimo
contacto."
49,15,8,"Al contatto subito, chi sferra
l’attacco può venire scottato."
49,15,9,"Contact with the Pokémon
may burn the attacker."
49,15,11,"触れた　相手を　やけど
させることがある。"
49,16,1,"ふれた　あいてを　やけど
させることがある。"
49,16,3,"접촉한 상대에게
화상을 입힐 때가 있다."
49,16,5,"Peut brûler l’attaquant s’il y a
contact."
49,16,6,"Fügt dem Angreifer bei Berührung
eventuell Verbrennungen zu."
49,16,7,"Puede quemar al mínimo
contacto."
49,16,8,"Al contatto subito, chi sferra
l’attacco può venire scottato."
49,16,9,"Contact with the Pokémon
may burn the attacker."
49,16,11,"触れた　相手を　やけど
させることがある。"
50,5,9,Makes escaping easier.
50,6,9,Makes escaping easier.
50,7,9,Makes escaping easier.
50,8,9,"Enables sure getaway from
wild Pokémon."
50,9,9,"Enables sure getaway from
wild Pokémon."
50,10,9,"Enables sure getaway
from wild Pokémon."
50,11,5,"Permet de fuir n’importe
quel Pokémon sauvage."
50,11,9,"Enables a sure getaway
from wild Pokémon."
50,14,9,"Enables a sure getaway
from wild Pokémon."
50,15,1,"やせいの　ポケモンから
かならず　にげられる。"
50,15,3,"야생 포켓몬으로부터
반드시 도망칠 수 있다."
50,15,5,"Permet de fuir n’importe quel
Pokémon sauvage."
50,15,6,"Die Flucht vor wilden Pokémon
gelingt immer."
50,15,7,"Permite escapar de todos los
Pokémon salvajes."
50,15,8,"Garantisce la fuga dai
Pokémon selvatici."
50,15,9,"Enables a sure getaway
from wild Pokémon."
50,15,11,"野生の　ポケモンから
必ず　逃げられる。"
50,16,1,"やせいの　ポケモンから
かならず　にげられる。"
50,16,3,"야생 포켓몬으로부터
반드시 도망칠 수 있다."
50,16,5,"Permet de fuir n’importe quel
Pokémon sauvage."
50,16,6,"Die Flucht vor wilden Pokémon
gelingt immer."
50,16,7,"Permite escapar de todos los
Pokémon salvajes."
50,16,8,"Garantisce la fuga dai
Pokémon selvatici."
50,16,9,"Enables a sure getaway
from wild Pokémon."
50,16,11,"野生の　ポケモンから
必ず　逃げられる。"
51,5,9,Prevents loss of accuracy.
51,6,9,Prevents loss of accuracy.
51,7,9,Prevents loss of accuracy.
51,8,9,"Prevents the Pokémon
from losing accuracy."
51,9,9,"Prevents the Pokémon
from losing accuracy."
51,10,9,"Prevents the Pokémon
from losing accuracy."
51,11,5,"Empêche le Pokémon de
perdre en Précision."
51,11,9,"Prevents other Pokémon
from lowering accuracy."
51,14,9,"Prevents other Pokémon
from lowering accuracy."
51,15,1,"めいちゅうりつを
さげられない。"
51,15,3,"명중률이
떨어지지 않는다."
51,15,5,"Empêche le Pokémon de perdre
en Précision."
51,15,6,"Hindert Angreifer daran,
die Genauigkeit zu senken."
51,15,7,Evita que disminuya la Precisión.
51,15,8,"Evita che la precisione
diminuisca."
51,15,9,"Prevents other Pokémon
from lowering accuracy."
51,15,11,"命中率を
さげられない。"
51,16,1,"めいちゅうりつを
さげられない。"
51,16,3,"명중률이
떨어지지 않는다."
51,16,5,"Empêche le Pokémon de perdre
en Précision."
51,16,6,"Hindert Angreifer daran,
die Genauigkeit zu senken."
51,16,7,Evita que disminuya la Precisión.
51,16,8,"Evita che la precisione
diminuisca."
51,16,9,"Prevents other Pokémon
from lowering accuracy."
51,16,11,"命中率を
さげられない。"
52,5,9,Prevents ATTACK reduction.
52,6,9,Prevents ATTACK reduction.
52,7,9,Prevents ATTACK reduction.
52,8,9,"Prevents the Attack stat
from being lowered."
52,9,9,"Prevents the Attack stat
from being lowered."
52,10,9,"Prevents the Attack
stat from being lowered."
52,11,5,"Empêche la réduction de
l’Attaque."
52,11,9,"Prevents other Pokémon
from lowering Attack stat."
52,14,9,"Prevents other Pokémon
from lowering Attack stat."
52,15,1,"あいてに　こうげきを
さげられない。"
52,15,3,"상대가 공격을
떨어뜨리지 못한다."
52,15,5,"Empêche la réduction de
l’Attaque."
52,15,6,"Hindert Angreifer daran,
den Angriffs-Wert zu senken."
52,15,7,Evita que disminuya el Ataque.
52,15,8,"Evita che la statistica Attacco
venga ridotta."
52,15,9,"Prevents other Pokémon
from lowering its Attack stat."
52,15,11,"相手に　攻撃を
さげられない。"
52,16,1,"あいてに　こうげきを
さげられない。"
52,16,3,"상대가 공격을
떨어뜨리지 못한다."
52,16,5,"Empêche la réduction de
l’Attaque."
52,16,6,"Hindert Angreifer daran,
den Angriffs-Wert zu senken."
52,16,7,Evita que disminuya el Ataque.
52,16,8,"Evita che la statistica Attacco
venga ridotta."
52,16,9,"Prevents other Pokémon
from lowering its Attack stat."
52,16,11,"相手に　攻撃を
さげられない。"
53,5,9,May pick up items.
53,6,9,May pick up items.
53,7,9,May pick up items.
53,8,9,"The Pokémon may pick up
items."
53,9,9,"The Pokémon may pick up
items."
53,10,9,"The Pokémon may
pick up items."
53,11,5,"Permet parfois au Pokémon
de ramasser des objets."
53,11,9,"The Pokémon may
pick up items."
53,14,9,"The Pokémon may
pick up items."
53,15,1,"どうぐを　ひろってくる
ことが　ある。"
53,15,3,"도구를 주워올
때가 있다."
53,15,5,"Permet parfois au Pokémon de
ramasser des objets."
53,15,6,Hebt gelegentlich Items auf.
53,15,7,"El Pokémon puede encontrar
objetos."
53,15,8,"Aumenta la probabilità di trovare
strumenti."
53,15,9,"The Pokémon may
pick up items."
53,15,11,"道具を　拾ってくる
ことが　ある。"
53,16,1,"どうぐを　ひろってくる
ことが　ある。"
53,16,3,"도구를 주워올
때가 있다."
53,16,5,"Permet parfois au Pokémon de
ramasser des objets."
53,16,6,Hebt gelegentlich Items auf.
53,16,7,"El Pokémon puede encontrar
objetos."
53,16,8,"Aumenta la probabilità di trovare
strumenti."
53,16,9,"The Pokémon may
pick up items."
53,16,11,"道具を　拾ってくる
ことが　ある。"
54,5,9,Moves only every two turns.
54,6,9,Moves only every two turns.
54,7,9,Moves only every two turns.
54,8,9,"The Pokémon can’t attack
on consecutive turns."
54,9,9,"The Pokémon can’t attack
on consecutive turns."
54,10,9,"Pokémon can’t attack
on consecutive turns."
54,11,5,"Le Pokémon ne frappe
qu’un tour sur deux."
54,11,9,"Pokémon can’t attack
on consecutive turns."
54,14,9,"Pokémon can’t attack
on consecutive turns."
54,15,1,"こうげきが　れんぞくで
だせない。"
54,15,3,"연속으로
공격할 수 없다."
54,15,5,"Le Pokémon n’agit qu’un
tour sur deux."
54,15,6,Greift nur alle zwei Runden an.
54,15,7,"El Pokémon no atacará en turnos
consecutivos."
54,15,8,"Il Pokémon attacca un turno sì
e uno no."
54,15,9,"The Pokémon can’t attack
on consecutive turns."
54,15,11,"攻撃が　連続で
だせない。"
54,16,1,"こうげきが　れんぞくで
だせない。"
54,16,3,"연속으로
공격할 수 없다."
54,16,5,"Le Pokémon n’agit qu’un
tour sur deux."
54,16,6,Greift nur alle zwei Runden an.
54,16,7,"El Pokémon no atacará en turnos
consecutivos."
54,16,8,"Il Pokémon attacca un turno sì
e uno no."
54,16,9,"The Pokémon can’t attack
on consecutive turns."
54,16,11,"攻撃が　連続で
だせない。"
55,5,9,Trades accuracy for power.
55,6,9,Trades accuracy for power.
55,7,9,Trades accuracy for power.
55,8,9,"Boosts the Attack stat,
but lowers accuracy."
55,9,9,"Boosts the Attack stat,
but lowers accuracy."
55,10,9,"Boosts the Attack stat,
but lowers accuracy."
55,11,5,"Améliore l’Attaque mais
diminue la Précision."
55,11,9,"Boosts the Attack stat,
but lowers accuracy."
55,14,9,"Boosts the Attack stat,
but lowers accuracy."
55,15,1,"こうげきは　たかいが
はずれやすい。"
55,15,3,"공격은 높지만
빗나가기 쉽다."
55,15,5,"Améliore l’Attaque mais diminue
la Précision."
55,15,6,"Erhöht den Angriffs-Wert,
aber senkt die Genauigkeit."
55,15,7,"Aumenta el Ataque, pero reduce
la Precisión."
55,15,8,"Aumenta l’Attacco, ma riduce
la precisione."
55,15,9,"Boosts the Attack stat,
but lowers accuracy."
55,15,11,"攻撃は　たかいが
はずれやすい。"
55,16,1,"こうげきは　たかいが
はずれやすい。"
55,16,3,"공격은 높지만
빗나가기 쉽다."
55,16,5,"Améliore l’Attaque mais diminue
la Précision."
55,16,6,"Erhöht den Angriffs-Wert,
aber senkt die Genauigkeit."
55,16,7,"Aumenta el Ataque, pero reduce
la Precisión."
55,16,8,"Aumenta l’Attacco, ma riduce
la precisione."
55,16,9,"Boosts the Attack stat,
but lowers accuracy."
55,16,11,"攻撃は　たかいが
はずれやすい。"
56,5,9,Infatuates on contact.
56,6,9,Infatuates on contact.
56,7,9,Infatuates on contact.
56,8,9,"Contact with the Pokémon
may cause infatuation."
56,9,9,"Contact with the Pokémon
may cause infatuation."
56,10,9,"Contact with the Pokémon
may cause infatuation."
56,11,5,"Séduit parfois l’ennemi
au contact."
56,11,9,"Contact with the Pokémon
may cause infatuation."
56,14,9,"Contact with the Pokémon
may cause infatuation."
56,15,1,"ふれると　メロメロに
することがある。"
56,15,3,"스치면 헤롱헤롱 상태가
될 때가 있다."
56,15,5,"Séduit parfois l’attaquant au
contact."
56,15,6,"Kann bei Kontakt betörend
wirken."
56,15,7,"Tocar al Pokémon puede causar
enamoramiento."
56,15,8,"Al contatto subito, chi sferra
l’attacco può infatuarsi."
56,15,9,"Contact with the Pokémon
may cause infatuation."
56,15,11,"触れると　メロメロに
することがある。"
56,16,1,"ふれると　メロメロに
することがある。"
56,16,3,"스치면 헤롱헤롱 상태가
될 때가 있다."
56,16,5,"Séduit parfois l’attaquant au
contact."
56,16,6,"Kann bei Kontakt betörend
wirken."
56,16,7,"Tocar al Pokémon puede causar
enamoramiento."
56,16,8,"Al contatto subito, chi sferra
l’attacco può infatuarsi."
56,16,9,"Contact with the Pokémon
may cause infatuation."
56,16,11,"触れると　メロメロに
することがある。"
57,5,9,Powers up with MINUS.
57,6,9,Powers up with MINUS.
57,7,9,Powers up with MINUS.
57,8,9,"Boosts Sp. Atk if another
Pokémon has Minus."
57,9,9,"Boosts Sp. Atk if another
Pokémon has Minus."
57,10,9,"Ups Sp. Atk if another
Pokémon has Minus."
57,11,5,"Augmente l’Atq. Spé. si un
Pokémon a Minus ou Plus."
57,11,9,"Ups Sp. Atk if another
Pokémon has Plus or Minus."
57,14,9,"Ups Sp. Atk if another
Pokémon has Plus or Minus."
57,15,1,"プラスかマイナスがいると
とくこうが　あがる。"
57,15,3,"플러스나 마이너스가 있으면
특수공격이 올라간다."
57,15,5,"Augmente l’Attaque Spéciale si
un Pokémon a Minus ou Plus."
57,15,6,"Erhöht den Spezial-Angriff, wenn
Plus oder Minus vertreten sind."
57,15,7,"Potencia el At. Esp. si algún otro
Pokémon tiene Más o Menos."
57,15,8,"Aumenta l’Attacco Speciale se ci
sono Pokémon con Meno o Più."
57,15,9,"Boosts the Sp. Atk stat if another
Pokémon has Plus or Minus."
57,15,11,"プラスかマイナスがいると
特攻が　あがる。"
57,16,1,"プラスかマイナスがいると
とくこうが　あがる。"
57,16,3,"플러스나 마이너스가 있으면
특수공격이 올라간다."
57,16,5,"Augmente l’Atq. Spé. si un autre
Pokémon a Minus ou Plus."
57,16,6,"Erhöht den Spezial-Angriff, wenn
Plus oder Minus vertreten ist."
57,16,7,"Potencia el At. Esp. si algún otro
Pokémon tiene Más o Menos."
