item_id,local_language_id,name
181,3,야타비열매
181,5,Baie Pitaye
181,6,Tahaybeere
181,7,Baya Yapati
181,8,Baccapitaya
181,9,Petaya Berry
182,1,ズアのみ
182,3,규살열매
182,5,Baie Abriko
182,6,Apikobeere
182,7,Baya Aricoc
182,8,Baccacocca
182,9,Apicot Berry
183,1,サンのみ
183,3,랑사열매
183,5,Baie Lansat
183,6,Lansatbeere
183,7,Baya Zonlan
183,8,Baccalangsa
183,9,Lansat Berry
184,1,スターのみ
184,3,스타열매
184,5,Baie Frista
184,6,Krambobeere
184,7,Baya Arabol
184,8,Baccambola
184,9,Starf Berry
185,1,ナゾのみ
185,3,의문열매
185,5,Baie Enigma
185,6,Enigmabeere
185,7,Baya Enigma
185,8,Baccaenigma
185,9,Enigma Berry
186,1,ミクルのみ
186,3,미클열매
186,5,Baie Micle
186,6,Wunfrubeere
186,7,Baya Lagro
186,8,Baccaracolo
186,9,Micle Berry
187,1,イバンのみ
187,3,애슈열매
187,5,Baie Chérim
187,6,Eipfelbeere
187,7,Baya Chiri
187,8,Baccacrela
187,9,Custap Berry
188,1,ジャポのみ
188,3,자보열매
188,5,Baie Jaboca
188,6,Jabocabeere
188,7,Baya Jaboca
188,8,Baccajaba
188,9,Jaboca Berry
189,1,レンブのみ
189,3,애터열매
189,5,Baie Pommo
189,6,Roselbeere
189,7,Baya Magua
189,8,Baccaroam
189,9,Rowap Berry
190,1,ひかりのこな
190,3,반짝가루
190,5,Poudre Claire
190,6,Blendpuder
190,7,Polvo Brillo
190,8,Luminpolvere
190,9,Bright Powder
191,1,しろいハーブ
191,3,하양허브
191,5,Herbe Blanche
191,6,Schlohkraut
191,7,Hierba Blanca
191,8,Erbachiara
191,9,White Herb
192,1,きょうせいギプス
192,3,교정깁스
192,5,Bracelet Macho
192,6,Machoband
192,7,Brazal Firme
192,8,Crescicappa
192,9,Macho Brace
193,1,がくしゅうそうち
193,3,학습장치
193,5,Multi Exp
193,6,EP-Teiler
193,7,Repartir Exp
193,8,Condividi Esp.
193,9,Exp. Share
194,1,せんせいのツメ
194,3,선제공격손톱
194,5,Vive Griffe
194,6,Flinkklaue
194,7,Garra Rápida
194,8,Rapidartigli
194,9,Quick Claw
195,1,やすらぎのすず
195,3,평온의방울
195,5,Grelot Zen
195,6,Sanftglocke
195,7,Campana Alivio
195,8,Calmanella
195,9,Soothe Bell
196,1,メンタルハーブ
196,3,멘탈허브
196,5,Herbe Mental
196,6,Mentalkraut
196,7,Hierba Mental
196,8,Mentalerba
196,9,Mental Herb
197,1,こだわりハチマキ
197,3,구애머리띠
197,5,Bandeau Choix
197,6,Wahlband
197,7,Cinta Elegida
197,8,Bendascelta
197,9,Choice Band
198,1,おうじゃのしるし
198,3,왕의징표석
198,5,Roche Royale
198,6,King-Stein
198,7,Roca del Rey
198,8,Roccia di Re
198,9,King's Rock
199,1,ぎんのこな
199,3,은빛가루
199,5,Poudre Argentée
199,6,Silberstaub
199,7,Polvo Plata
199,8,Argenpolvere
199,9,Silver Powder
200,1,おまもりこばん
200,3,부적금화
200,5,Pièce Rune
200,6,Münzamulett
200,7,Moneda Amuleto
200,8,Monetamuleto
200,9,Amulet Coin
201,1,きよめのおふだ
201,3,순결의부적
201,5,Rune Purifiante
201,6,Schutzband
201,7,Amuleto
201,8,Velopuro
201,9,Cleanse Tag
202,1,こころのしずく
202,3,마음의물방울
202,5,Rosée Âme
202,6,Seelentau
202,7,Rocío Bondad
202,8,Cuorugiada
202,9,Soul Dew
203,1,しんかいのキバ
203,3,심해의이빨
203,5,Dent Océan
203,6,Abysszahn
203,7,Diente Marino
203,8,Dente Abissi
203,9,Deep Sea Tooth
204,1,しんかいのウロコ
204,3,심해의비늘
204,5,Écaille Océan
204,6,Abyssplatte
204,7,Escama Marina
204,8,Squamabissi
204,9,Deep Sea Scale
205,1,けむりだま
205,3,연막탄
205,5,Boule Fumée
205,6,Rauchball
205,7,Bola Humo
205,8,Palla Fumo
205,9,Smoke Ball
206,1,かわらずのいし
206,3,변함없는돌
206,5,Pierre Stase
206,6,Ewigstein
206,7,Piedra Eterna
206,8,Pietrastante
206,9,Everstone
207,1,きあいのハチマキ
207,3,기합의머리띠
207,5,Bandeau
207,6,Fokus-Band
207,7,Cinta Focus
207,8,Bandana
207,9,Focus Band
208,1,しあわせタマゴ
208,3,행복의알
208,5,Œuf Chance
208,6,Glücks-Ei
208,7,Huevo Suerte
208,8,Fortunuovo
208,9,Lucky Egg
209,1,ピントレンズ
209,3,초점렌즈
209,5,Lentilscope
209,6,Scope-Linse
209,7,Periscopio
209,8,Mirino
209,9,Scope Lens
210,1,メタルコート
210,3,금속코트
210,5,Peau Métal
210,6,Metallmantel
210,7,Revest. Metálico
210,8,Metalcoperta
210,9,Metal Coat
211,1,たべのこし
211,3,먹다남은음식
211,5,Restes
211,6,Überreste
211,7,Restos
211,8,Avanzi
211,9,Leftovers
212,1,りゅうのウロコ
212,3,용의비늘
212,5,Écaille Draco
212,6,Drachenhaut
212,7,Escamadragón
212,8,Squama Drago
212,9,Dragon Scale
213,1,でんきだま
213,3,전기구슬
213,5,Balle Lumière
213,6,Kugelblitz
213,7,Bolaluminosa
213,8,Elettropalla
213,9,Light Ball
214,1,やわらかいすな
214,3,부드러운모래
214,5,Sable Doux
214,6,Pudersand
214,7,Arena Fina
214,8,Sabbia Soffice
214,9,Soft Sand
215,1,かたいいし
215,3,딱딱한돌
215,5,Pierre Dure
215,6,Granitstein
215,7,Piedra Dura
215,8,Pietradura
215,9,Hard Stone
216,1,きせきのタネ
216,3,기적의씨
216,5,Grain Miracle
216,6,Wundersaat
216,7,Semilla Milagro
216,8,Miracolseme
216,9,Miracle Seed
217,1,くろいメガネ
217,3,검은안경
217,5,Lunettes Noires
217,6,Schattenglas
217,7,Gafas de Sol
217,8,Occhialineri
217,9,Black Glasses
218,1,くろおび
218,3,검은띠
218,5,Ceinture Noire
218,6,Schwarzgurt
218,7,Cinturón Negro
218,8,Cinturanera
218,9,Black Belt
219,1,じしゃく
219,3,자석
219,5,Aimant
219,6,Magnet
219,7,Imán
219,8,Calamita
219,9,Magnet
220,1,しんぴのしずく
220,3,신비의물방울
220,5,Eau Mystique
220,6,Zauberwasser
220,7,Agua Mística
220,8,Acqua Magica
220,9,Mystic Water
221,1,するどいくちばし
221,3,예리한부리
221,5,Bec Pointu
221,6,Hackattack
221,7,Pico Afilado
221,8,Beccaffilato
221,9,Sharp Beak
222,1,どくバリ
222,3,독바늘
222,5,Pic Venin
222,6,Giftstich
222,7,Flecha Venenosa
222,8,Velenaculeo
222,9,Poison Barb
223,1,とけないこおり
223,3,녹지않는얼음
223,5,Glace Éternelle
223,6,Ewiges Eis
223,7,Antiderretir
223,8,Gelomai
223,9,Never-Melt Ice
224,1,のろいのおふだ
224,3,저주의부적
224,5,Rune Sort
224,6,Bannsticker
224,7,Hechizo
224,8,Spettrotarga
224,9,Spell Tag
225,1,まがったスプーン
225,3,휘어진스푼
225,5,Cuiller Tordue
225,6,Krummlöffel
225,7,Cuchara Torcida
225,8,Cucchiaio Torto
225,9,Twisted Spoon
226,1,もくたん
226,3,목탄
226,5,Charbon
226,6,Holzkohle
226,7,Carbón
226,8,Carbonella
226,9,Charcoal
227,1,りゅうのキバ
227,3,용의이빨
227,5,Croc Dragon
227,6,Drachenzahn
227,7,Colmillo Dragón
227,8,Dentedidrago
227,9,Dragon Fang
228,1,シルクのスカーフ
228,3,실크스카프
228,5,Mouchoir Soie
228,6,Seidenschal
228,7,Pañuelo Seda
228,8,Sciarpa Seta
228,9,Silk Scarf
229,1,アップグレード
229,3,업그레이드
229,5,Améliorator
229,6,Up-Grade
229,7,Mejora
229,8,Upgrade
229,9,Up-Grade
230,1,かいがらのすず
230,3,조개껍질방울
230,5,Grelot Coque
230,6,Seegesang
230,7,Campana Concha
230,8,Conchinella
230,9,Shell Bell
231,1,うしおのおこう
231,3,바닷물향로
231,5,Encens Mer
231,6,Seerauch
231,7,Incienso Marino
231,8,Marearoma
231,9,Sea Incense
232,1,のんきのおこう
232,3,무사태평향로
232,5,Encens Doux
232,6,Laxrauch
232,7,Incienso Suave
232,8,Distraroma
232,9,Lax Incense
233,1,ラッキーパンチ
233,3,럭키펀치
233,5,Poing Chance
233,6,Lucky Punch
233,7,Puño Suerte
233,8,Fortunpugno
233,9,Lucky Punch
234,1,メタルパウダー
234,3,금속파우더
234,5,Poudre Métal
234,6,Metallstaub
234,7,Polvo Metálico
234,8,Metalpolvere
234,9,Metal Powder
235,1,ふといホネ
235,3,굵은뼈
235,5,Masse Os
235,6,Kampfknochen
235,7,Hueso Grueso
235,8,Ossospesso
235,9,Thick Club
236,1,ながねぎ
236,3,대파
236,5,Bâton
236,6,Lauchstange
236,7,Palo
236,8,Gambo
236,9,Stick
237,1,あかいバンダナ
237,3,빨강밴드
237,5,Foulard Rouge
237,6,Roter Schal
237,7,Pañuelo Rojo
237,8,Fascia Rossa
237,9,Red Scarf
238,1,あおいバンダナ
238,3,파랑밴드
238,5,Foulard Bleu
238,6,Blauer Schal
238,7,Pañuelo Azul
238,8,Fascia Blu
238,9,Blue Scarf
239,1,ピンクのバンダナ
239,3,분홍밴드
239,5,Foulard Rose
239,6,Rosa Schal
239,7,Pañuelo Rosa
239,8,Fascia Rosa
239,9,Pink Scarf
240,1,みどりのバンダナ
240,3,초록밴드
240,5,Foulard Vert
240,6,Grüner Schal
240,7,Pañuelo Verde
240,8,Fascia Verde
240,9,Green Scarf
241,1,きいろのバンダナ
241,3,노랑밴드
241,5,Foulard Jaune
241,6,Gelber Schal
241,7,Pañuelo Amarillo
241,8,Fascia Gialla
241,9,Yellow Scarf
242,1,こうかくレンズ
242,3,광각렌즈
242,5,Loupe
242,6,Großlinse
242,7,Lupa
242,8,Grandelente
242,9,Wide Lens
243,1,ちからのハチマキ
243,3,힘의머리띠
243,5,Bandeau Muscle
243,6,Muskelband
243,7,Cinta Fuerte
243,8,Muscolbanda
243,9,Muscle Band
244,1,ものしりメガネ
244,3,박식안경
244,5,Lunettes Sages
244,6,Schlauglas
244,7,Gafas Especiales
244,8,Saviocchiali
244,9,Wise Glasses
245,1,たつじんのおび
245,3,달인의띠
245,5,Ceinture Pro
245,6,Expertengurt
245,7,Cinta Experto
245,8,Abilcintura
245,9,Expert Belt
246,1,ひかりのねんど
246,3,빛의점토
246,5,Lumargile
246,6,Lichtlehm
246,7,Refleluz
246,8,Creta Luce
246,9,Light Clay
247,1,いのちのたま
247,3,생명의구슬
247,5,Orbe Vie
247,6,Leben-Orb
247,7,Vidasfera
247,8,Assorbisfera
247,9,Life Orb
248,1,パワフルハーブ
248,3,파워풀허브
248,5,Herbe Pouvoir
248,6,Energiekraut
248,7,Hierba Única
248,8,Vigorerba
248,9,Power Herb
249,1,どくどくだま
249,3,맹독구슬
249,5,Orbe Toxique
249,6,Toxik-Orb
249,7,Toxisfera
249,8,Tossicsfera
249,9,Toxic Orb
250,1,かえんだま
250,3,화염구슬
250,5,Orbe Flamme
250,6,Heiß-Orb
250,7,Llamasfera
250,8,Fiammosfera
250,9,Flame Orb
251,1,スピードパウダー
251,3,스피드파우더
251,5,Poudre Vite
251,6,Flottstaub
251,7,Polvo Veloz
251,8,Velopolvere
251,9,Quick Powder
252,1,きあいのタスキ
252,3,기합의띠
252,5,Ceinture Force
252,6,Fokusgurt
252,7,Banda Focus
252,8,Focalnastro
252,9,Focus Sash
253,1,フォーカスレンズ
253,3,포커스렌즈
253,5,Lentille Zoom
253,6,Zoomlinse
253,7,Telescopio
253,8,Zoomlente
253,9,Zoom Lens
254,1,メトロノーム
254,3,메트로놈
254,5,Métronome
254,6,Metronom
254,7,Metrónomo
254,8,Plessimetro
254,9,Metronome
255,1,くろいてっきゅう
255,3,검은철구
255,5,Balle Fer
255,6,Eisenkugel
255,7,Bola Férrea
255,8,Ferropalla
255,9,Iron Ball
256,1,こうこうのしっぽ
256,3,느림보꼬리
256,5,Ralentiqueue
256,6,Schwerschwf.
256,7,Cola Plúmbea
256,8,Rallentocoda
256,9,Lagging Tail
257,1,あかいいと
257,3,빨간실
257,5,Nœud Destin
257,6,Fatumknoten
257,7,Lazo Destino
257,8,Destincomune
257,9,Destiny Knot
258,1,くろいヘドロ
258,3,검은진흙
258,5,Boue Noire
258,6,Giftschleim
258,7,Lodo Negro
258,8,Fangopece
258,9,Black Sludge
259,1,つめたいいわ
259,3,차가운바위
259,5,Roche Glace
259,6,Eisbrocken
259,7,Roca Helada
259,8,Rocciafredda
259,9,Icy Rock
260,1,さらさらいわ
260,3,보송보송바위
260,5,Roche Lisse
260,6,Glattbrocken
260,7,Roca Suave
260,8,Roccialiscia
260,9,Smooth Rock
261,1,あついいわ
261,3,뜨거운바위
261,5,Roche Chaude
261,6,Heißbrocken
261,7,Roca Calor
261,8,Rocciacalda
261,9,Heat Rock
262,1,しめったいわ
262,3,축축한바위
262,5,Roche Humide
262,6,Nassbrocken
262,7,Roca Lluvia
262,8,Rocciaumida
262,9,Damp Rock
263,1,ねばりのかぎづめ
263,3,끈기갈고리손톱
263,5,Accro Griffe
263,6,Griffklaue
263,7,Garra Garfio
263,8,Presartigli
263,9,Grip Claw
264,1,こだわりスカーフ
264,3,구애스카프
264,5,Mouchoir Choix
264,6,Wahlschal
264,7,Pañuelo Elegido
264,8,Stolascelta
264,9,Choice Scarf
265,1,くっつきバリ
265,3,끈적끈적바늘
265,5,Piquants
265,6,Klettdorn
265,7,Toxiestrella
265,8,Vischiopunta
265,9,Sticky Barb
266,1,パワーリスト
266,3,파워리스트
266,5,Poignée Pouvoir
266,6,Machtreif
266,7,Brazal Recio
266,8,Vigorcerchio
266,9,Power Bracer
267,1,パワーベルト
267,3,파워벨트
267,5,Ceinture Pouvoir
267,6,Machtgurt
267,7,Cinto Recio
267,8,Vigorfascia
267,9,Power Belt
268,1,パワーレンズ
268,3,파워렌즈
268,5,Lentille Pouvoir
268,6,Machtlinse
268,7,Lente Recia
268,8,Vigorlente
268,9,Power Lens
269,1,パワーバンド
269,3,파워밴드
269,5,Bandeau Pouvoir
269,6,Machtband
269,7,Banda Recia
269,8,Vigorbanda
269,9,Power Band
270,1,パワーアンクル
270,3,파워앵클릿
270,5,Chaîne Pouvoir
270,6,Machtkette
270,7,Franja Recia
270,8,Vigorgliera
270,9,Power Anklet
271,1,パワーウエイト
271,3,파워웨이트
271,5,Poids Pouvoir
271,6,Machtgewicht
271,7,Pesa Recia
271,8,Vigorpeso
271,9,Power Weight
272,1,きれいなぬけがら
272,3,아름다운허물
272,5,Carapace Mue
272,6,Wechselhülle
272,7,Muda Concha
272,8,Disfoguscio
272,9,Shed Shell
273,1,おおきなねっこ
273,3,큰뿌리
273,5,Grosse Racine
273,6,Großwurzel
273,7,Raíz Grande
273,8,Granradice
273,9,Big Root
274,1,こだわりメガネ
274,3,구애안경
274,5,Lunettes Choix
274,6,Wahlglas
274,7,Gafas Elegid
274,8,Lentiscelta
274,9,Choice Specs
275,1,ひのたまプレート
275,3,불구슬플레이트
275,5,Plaque Flamme
275,6,Feuertafel
275,7,Tabla Llama
275,8,Lastrarogo
275,9,Flame Plate
276,1,しずくプレート
276,3,물방울플레이트
276,5,Plaque Hydro
276,6,Wassertafel
276,7,Tabla Linfa
276,8,Lastraidro
276,9,Splash Plate
277,1,いかずちプレート
277,3,우뢰플레이트
277,5,Plaque Volt
277,6,Blitztafel
277,7,Tabla Trueno
277,8,Lastrasaetta
277,9,Zap Plate
278,1,みどりのプレート
278,3,초록플레이트
278,5,Plaque Herbe
278,6,Wiesentafel
278,7,Tabla Pradal
278,8,Lastraprato
278,9,Meadow Plate
279,1,つららのプレート
279,3,고드름플레이트
279,5,Plaque Glace
279,6,Frosttafel
279,7,Tabla Helada
279,8,Lastragelo
279,9,Icicle Plate
280,1,こぶしのプレート
280,3,주먹플레이트
280,5,Plaque Poing
280,6,Fausttafel
280,7,Tabla Fuerte
280,8,Lastrapugno
280,9,Fist Plate
281,1,もうどくプレート
281,3,맹독플레이트
281,5,Plaque Toxik
281,6,Gifttafel
281,7,Tabla Tóxica
281,8,Lastrafiele
281,9,Toxic Plate
282,1,だいちのプレート
282,3,대지플레이트
282,5,Plaque Terre
282,6,Erdtafel
282,7,Tabla Terrax
282,8,Lastrageo
282,9,Earth Plate
283,1,あおぞらプレート
283,3,푸른하늘플레이트
283,5,Plaque Ciel
283,6,Wolkentafel
283,7,Tabla Cielo
283,8,Lastracielo
283,9,Sky Plate
284,1,ふしぎのプレート
284,3,이상한플레이트
284,5,Plaque Esprit
284,6,Hirntafel
284,7,Tabla Mental
284,8,Lastramente
284,9,Mind Plate
285,1,たまむしプレート
285,3,비단벌레플레이트
285,5,Plaque Insecte
285,6,Käfertafel
285,7,Tabla Bicho
285,8,Lastrabaco
285,9,Insect Plate
286,1,がんせきプレート
286,3,암석플레이트
286,5,Plaque Roc
286,6,Steintafel
286,7,Tabla Pétrea
286,8,Lastrapietra
286,9,Stone Plate
287,1,もののけプレート
287,3,원령플레이트
287,5,Plaque Fantô
287,6,Spuktafel
287,7,Tabla Terror
287,8,Lastratetra
287,9,Spooky Plate
288,1,りゅうのプレート
288,3,용의플레이트
288,5,Plaque Draco
288,6,Dracotafel
288,7,Tabla Draco
288,8,Lastradrakon
288,9,Draco Plate
289,1,こわもてプレート
289,3,공포플레이트
289,5,Plaque Ombre
289,6,Furchttafel
289,7,Tabla Oscura
289,8,Lastratimore
289,9,Dread Plate
290,1,こうてつプレート
290,3,강철플레이트
290,5,Plaque Fer
290,6,Eisentafel
290,7,Tabla Acero
290,8,Lastraferro
290,9,Iron Plate
291,1,あやしいおこう
291,3,괴상한향로
291,5,Encens Bizarre
291,6,Schrägrauch
291,7,Incienso Raro
291,8,Bizzoaroma
291,9,Odd Incense
292,1,がんせきおこう
292,3,암석향로
292,5,Encens Roc
292,6,Steinrauch
292,7,Incienso Roca
292,8,Roccioaroma
292,9,Rock Incense
293,1,まんぷくおこう
293,3,만복향로
293,5,Encens Plein
293,6,Lahmrauch
293,7,Incienso Lento
293,8,Gonfioaroma
293,9,Full Incense
294,1,さざなみのおこう
294,3,잔물결향로
294,5,Encens Vague
294,6,Wellenrauch
294,7,Incienso Aqua
294,8,Ondaroma
294,9,Wave Incense
295,1,おはなのおこう
295,3,꽃향로
295,5,Encens Fleur
295,6,Rosenrauch
295,7,Incienso Floral
295,8,Rosaroma
295,9,Rose Incense
296,1,こううんのおこう
296,3,행운의향로
296,5,Encens Veine
296,6,Glücksrauch
296,7,Incienso Duplo
296,8,Fortunaroma
296,9,Luck Incense
297,1,きよめのおこう
297,3,순결의향로
297,5,Encens Pur
297,6,Scheuchrauch
297,7,Incienso Puro
297,8,Puroaroma
297,9,Pure Incense
298,1,プロテクター
298,3,프로텍터
298,5,Protecteur
298,6,Schützer
298,7,Protector
298,8,Copertura
298,9,Protector
299,1,エレキブースター
299,3,에레키부스터
299,5,Électriseur
299,6,Stromisierer
299,7,Electrizador
299,8,Elettritore
299,9,Electirizer
300,1,マグマブースター
300,3,마그마부스터
300,5,Magmariseur
300,6,Magmaisierer
300,7,Magmatizador
300,8,Magmatore
300,9,Magmarizer
301,1,あやしいパッチ
301,3,괴상한패치
301,5,CD Douteux
301,6,Dubiosdisc
301,7,Disco Extraño
301,8,Dubbiodisco
301,9,Dubious Disc
302,1,れいかいのぬの
302,3,영계의천
302,5,Tissu Fauche
302,6,Düsterumhang
302,7,Tela Terrible
302,8,Terrorpanno
302,9,Reaper Cloth
303,1,するどいツメ
303,3,예리한손톱
303,5,Griffe Rasoir
303,6,Scharfklaue
303,7,Garra Afilada
303,8,Affilartigli
303,9,Razor Claw
304,1,するどいキバ
304,3,예리한이빨
304,5,Croc Rasoir
304,6,Scharfzahn
304,7,Colmillo Agudo
304,8,Affilodente
304,9,Razor Fang
305,1,わざマシン０１
305,3,기술머신01
305,5,CT01
305,6,TM01
305,7,MT01
305,8,MT01
305,9,TM01
306,1,わざマシン０２
306,3,기술머신02
306,5,CT02
306,6,TM02
306,7,MT02
306,8,MT02
306,9,TM02
307,1,わざマシン０３
307,3,기술머신03
307,5,CT03
307,6,TM03
307,7,MT03
307,8,MT03
307,9,TM03
308,1,わざマシン０４
308,3,기술머신04
308,5,CT04
308,6,TM04
308,7,MT04
308,8,MT04
308,9,TM04
309,1,わざマシン０５
309,3,기술머신05
309,5,CT05
309,6,TM05
309,7,MT05
309,8,MT05
309,9,TM05
310,1,わざマシン０６
310,3,기술머신06
310,5,CT06
310,6,TM06
310,7,MT06
310,8,MT06
310,9,TM06
311,1,わざマシン０７
311,3,기술머신07
311,5,CT07
311,6,TM07
311,7,MT07
311,8,MT07
311,9,TM07
312,1,わざマシン０８
312,3,기술머신08
312,5,CT08
312,6,TM08
312,7,MT08
312,8,MT08
312,9,TM08
313,1,わざマシン０９
313,3,기술머신09
313,5,CT09
313,6,TM09
313,7,MT09
313,8,MT09
313,9,TM09
314,1,わざマシン１０
314,3,기술머신10
314,5,CT10
314,6,TM10
314,7,MT10
314,8,MT10
314,9,TM10
315,1,わざマシン１１
315,3,기술머신11
315,5,CT11
315,6,TM11
315,7,MT11
315,8,MT11
315,9,TM11
316,1,わざマシン１２
316,3,기술머신12
316,5,CT12
316,6,TM12
316,7,MT12
316,8,MT12
316,9,TM12
317,1,わざマシン１３
317,3,기술머신13
317,5,CT13
317,6,TM13
317,7,MT13
317,8,MT13
317,9,TM13
318,1,わざマシン１４
318,3,기술머신14
318,5,CT14
318,6,TM14
318,7,MT14
318,8,MT14
318,9,TM14
319,1,わざマシン１５
319,3,기술머신15
319,5,CT15
319,6,TM15
319,7,MT15
319,8,MT15
319,9,TM15
320,1,わざマシン１６
320,3,기술머신16
320,5,CT16
320,6,TM16
320,7,MT16
320,8,MT16
320,9,TM16
321,1,わざマシン１７
321,3,기술머신17
321,5,CT17
321,6,TM17
321,7,MT17
321,8,MT17
321,9,TM17
322,1,わざマシン１８
322,3,기술머신18
322,5,CT18
322,6,TM18
322,7,MT18
322,8,MT18
322,9,TM18
323,1,わざマシン１９
323,3,기술머신19
323,5,CT19
323,6,TM19
323,7,MT19
323,8,MT19
323,9,TM19
324,1,わざマシン２０
324,3,기술머신20
324,5,CT20
324,6,TM20
324,7,MT20
324,8,MT20
324,9,TM20
325,1,わざマシン２１
325,3,기술머신21
325,5,CT21
325,6,TM21
325,7,MT21
325,8,MT21
325,9,TM21
326,1,わざマシン２２
326,3,기술머신22
326,5,CT22
326,6,TM22
326,7,MT22
326,8,MT22
326,9,TM22
327,1,わざマシン２３
327,3,기술머신23
327,5,CT23
327,6,TM23
327,7,MT23
327,8,MT23
327,9,TM23
328,1,わざマシン２４
328,3,기술머신24
328,5,CT24
328,6,TM24
328,7,MT24
328,8,MT24
328,9,TM24
329,1,わざマシン２５
329,3,기술머신25
329,5,CT25
329,6,TM25
329,7,MT25
329,8,MT25
329,9,TM25
330,1,わざマシン２６
330,3,기술머신26
330,5,CT26
330,6,TM26
330,7,MT26
330,8,MT26
330,9,TM26
331,1,わざマシン２７
331,3,기술머신27
331,5,CT27
331,6,TM27
331,7,MT27
331,8,MT27
331,9,TM27
332,1,わざマシン２８
332,3,기술머신28
332,5,CT28
332,6,TM28
332,7,MT28
332,8,MT28
332,9,TM28
333,1,わざマシン２９
333,3,기술머신29
333,5,CT29
333,6,TM29
333,7,MT29
333,8,MT29
333,9,TM29
334,1,わざマシン３０
334,3,기술머신30
334,5,CT30
334,6,TM30
334,7,MT30
334,8,MT30
334,9,TM30
335,1,わざマシン３１
335,3,기술머신31
335,5,CT31
335,6,TM31
335,7,MT31
335,8,MT31
335,9,TM31
336,1,わざマシン３２
336,3,기술머신32
336,5,CT32
336,6,TM32
336,7,MT32
336,8,MT32
336,9,TM32
337,1,わざマシン３３
337,3,기술머신33
337,5,CT33
337,6,TM33
337,7,MT33
337,8,MT33
337,9,TM33
338,1,わざマシン３４
338,3,기술머신34
338,5,CT34
338,6,TM34
338,7,MT34
338,8,MT34
338,9,TM34
339,1,わざマシン３５
339,3,기술머신35
339,5,CT35
339,6,TM35
339,7,MT35
339,8,MT35
339,9,TM35
340,1,わざマシン３６
340,3,기술머신36
340,5,CT36
340,6,TM36
340,7,MT36
340,8,MT36
340,9,TM36
341,1,わざマシン３７
341,3,기술머신37
341,5,CT37
341,6,TM37
341,7,MT37
341,8,MT37
341,9,TM37
342,1,わざマシン３８
342,3,기술머신38
342,5,CT38
342,6,TM38
342,7,MT38
342,8,MT38
342,9,TM38
343,1,わざマシン３９
343,3,기술머신39
343,5,CT39
343,6,TM39
343,7,MT39
343,8,MT39
343,9,TM39
344,1,わざマシン４０
344,3,기술머신40
344,5,CT40
344,6,TM40
344,7,MT40
344,8,MT40
344,9,TM40
345,1,わざマシン４１
345,3,기술머신41
345,5,CT41
345,6,TM41
345,7,MT41
345,8,MT41
345,9,TM41
346,1,わざマシン４２
346,3,기술머신42
346,5,CT42
346,6,TM42
346,7,MT42
346,8,MT42
346,9,TM42
347,1,わざマシン４３
347,3,기술머신43
347,5,CT43
347,6,TM43
347,7,MT43
347,8,MT43
347,9,TM43
348,1,わざマシン４４
348,3,기술머신44
348,5,CT44
348,6,TM44
348,7,MT44
348,8,MT44
348,9,TM44
349,1,わざマシン４５
349,3,기술머신45
349,5,CT45
349,6,TM45
349,7,MT45
349,8,MT45
349,9,TM45
350,1,わざマシン４６
350,3,기술머신46
350,5,CT46
350,6,TM46
350,7,MT46
350,8,MT46
350,9,TM46
351,1,わざマシン４７
351,3,기술머신47
351,5,CT47
351,6,TM47
351,7,MT47
351,8,MT47
351,9,TM47
352,1,わざマシン４８
352,3,기술머신48
352,5,CT48
352,6,TM48
352,7,MT48
352,8,MT48
352,9,TM48
353,1,わざマシン４９
353,3,기술머신49
353,5,CT49
353,6,TM49
353,7,MT49
353,8,MT49
353,9,TM49
354,1,わざマシン５０
354,3,기술머신50
354,5,CT50
354,6,TM50
354,7,MT50
354,8,MT50
354,9,TM50
355,1,わざマシン５１
355,3,기술머신51
355,5,CT51
355,6,TM51
355,7,MT51
355,8,MT51
355,9,TM51
356,1,わざマシン５２
356,3,기술머신52
356,5,CT52
356,6,TM52
356,7,MT52
356,8,MT52
356,9,TM52
357,1,わざマシン５３
357,3,기술머신53
357,5,CT53
357,6,TM53
357,7,MT53
357,8,MT53
357,9,TM53
358,1,わざマシン５４
358,3,기술머신54
358,5,CT54
358,6,TM54
358,7,MT54
358,8,MT54
358,9,TM54
359,1,わざマシン５５
359,3,기술머신55
359,5,CT55
359,6,TM55
359,7,MT55
359,8,MT55
359,9,TM55
360,1,わざマシン５６
360,3,기술머신56
360,5,CT56
360,6,TM56
360,7,MT56
360,8,MT56
360,9,TM56
361,1,わざマシン５７
361,3,기술머신57
361,5,CT57
361,6,TM57
361,7,MT57
361,8,MT57
361,9,TM57
362,1,わざマシン５８
362,3,기술머신58
362,5,CT58
362,6,TM58
362,7,MT58
362,8,MT58
362,9,TM58
363,1,わざマシン５９
363,3,기술머신59
363,5,CT59
363,6,TM59
363,7,MT59
363,8,MT59
363,9,TM59
364,1,わざマシン６０
364,3,기술머신60
364,5,CT60
364,6,TM60
364,7,MT60
364,8,MT60
364,9,TM60
365,1,わざマシン６１
365,3,기술머신61
365,5,CT61
365,6,TM61
365,7,MT61
365,8,MT61
365,9,TM61
366,1,わざマシン６２
366,3,기술머신62
366,5,CT62
366,6,TM62
366,7,MT62
366,8,MT62
366,9,TM62
367,1,わざマシン６３
367,3,기술머신63
367,5,CT63
367,6,TM63
367,7,MT63
367,8,MT63
367,9,TM63
368,1,わざマシン６４
368,3,기술머신64
368,5,CT64
368,6,TM64
368,7,MT64
368,8,MT64
368,9,TM64
369,1,わざマシン６５
369,3,기술머신65
369,5,CT65
