pokemon_id,ability_id,is_hidden,slot
715,140,1,3
716,187,0,1
717,186,0,1
718,188,0,1
719,29,0,1
720,170,0,1
721,11,0,1
10001,46,0,1
10002,46,0,1
10003,46,0,1
10004,107,0,1
10004,142,1,3
10005,107,0,1
10005,142,1,3
10006,32,0,1
10007,26,0,1
10008,26,0,1
10009,26,0,1
10010,26,0,1
10011,26,0,1
10012,26,0,1
10013,59,0,1
10014,59,0,1
10015,59,0,1
10016,69,0,1
10016,91,0,2
10016,104,1,3
10017,125,0,1
10017,161,1,3
10018,32,0,1
10019,144,0,1
10020,10,0,1
10021,22,0,1
10022,164,0,1
10023,163,0,1
10024,154,0,1
10025,51,0,1
10025,151,0,2
10025,172,1,3
10026,176,0,1
10027,53,0,1
10027,119,0,2
10027,15,1,3
10028,53,0,1
10028,119,0,2
10028,15,1,3
10029,53,0,1
10029,119,0,2
10029,15,1,3
10030,53,0,1
10030,119,0,2
10030,15,1,3
10031,53,0,1
10031,119,0,2
10031,15,1,3
10032,53,0,1
10032,119,0,2
10032,15,1,3
10033,47,0,1
10034,181,0,1
10035,70,0,1
10036,178,0,1
10037,36,0,1
10038,23,0,1
10039,185,0,1
10040,184,0,1
10041,104,0,1
10042,181,0,1
10043,80,0,1
10044,15,0,1
10045,104,0,1
10046,101,0,1
10047,92,0,1
10048,94,0,1
10049,45,0,1
10050,3,0,1
10051,182,0,1
10052,37,0,1
10053,111,0,1
10054,74,0,1
10055,22,0,1
10056,158,0,1
10057,156,0,1
10058,159,0,1
10059,91,0,1
10060,117,0,1
10061,166,0,1
10061,180,1,3
10062,26,0,1
10063,26,0,1
10064,33,0,1
10065,31,0,1
10066,156,0,1
10067,182,0,1
10068,39,0,1
10069,131,0,1
10070,173,0,1
10071,75,0,1
10072,159,0,1
10073,99,0,1
10074,174,0,1
10075,156,0,1
10076,181,0,1
10077,189,0,1
10078,190,0,1
10079,191,0,1
10080,9,0,1
10080,31,1,3
10081,9,0,1
10081,31,1,3
10082,9,0,1
10082,31,1,3
10083,9,0,1
10083,31,1,3
10084,9,0,1
10084,31,1,3
10085,9,0,1
10085,31,1,3
10086,170,0,1
10087,125,0,1
10088,113,0,1
10089,184,0,1
10090,91,0,1
