pokemon_species_id,local_language_id,flavor_summary
932,8,Pokémon Salgemma
933,8,Pokémon Salgemma
934,8,Pokémon Salgemma
935,8,Pokémon Infantigneo
936,8,Pokémon Guerrigneo
937,8,Pokémon Spadaccigneo
938,8,Pokémon Amperino
939,8,Pokémon Amperana
94,8,Pokémon Ombra
940,8,Pokémon Idrobatide
941,8,Pokémon Fregata
942,8,Pokémon Rompicollo
943,8,Pokémon Boss
944,8,Pokémon Velentopo
945,8,Pokémon Velenprimate
946,8,Pokémon Rotolerba
947,8,Pokémon Rotolerba
948,8,Pokémon Auricularia
949,8,Pokémon Auricularia
95,8,Pokémon Serpesasso
950,8,Pokémon Agguato
951,8,Pokémon Habanero
952,8,Pokémon Habanero
953,8,Pokémon Rotolatore
954,8,Pokémon Rotolatore
955,8,Pokémon Volant
956,8,Pokémon Struzzo
957,8,Pokémon Forgiatore
958,8,Pokémon Martello
959,8,Pokémon Martello
96,8,Pokémon Ipnosi
960,8,Pokémon Grongo
961,8,Pokémon Grongo
962,8,Pokémon Gettaoggetti
963,8,Pokémon Delfino
964,8,Pokémon Delfino
965,8,Pokémon Monocilindro
966,8,Pokémon Policilindro
967,8,Pokémon Cavalcatura
968,8,Pokémon Lombrico
969,8,Pokémon Minerale
97,8,Pokémon Ipnosi
970,8,Pokémon Minerale
971,8,Pokémon Cantasma
972,8,Pokémon Cantasma
973,8,Pokémon Sincronia
974,8,Pokémon Balenotterra
975,8,Pokémon Balenotterra
976,8,Pokémon Separazione
977,8,Pokémon Pescegattone
978,8,Pokémon Mimetico
979,8,Pokémon Irascimmia
98,8,Pokémon Granchio
980,8,Pokémon Pescespine
981,8,Pokémon Lungocollo
982,8,Pokémon Terraserpe
983,8,Pokémon Granspada
984,8,Pokémon Paradosso
985,8,Pokémon Paradosso
986,8,Pokémon Paradosso
987,8,Pokémon Paradosso
988,8,Pokémon Paradosso
989,8,Pokémon Paradosso
99,8,Pokémon Chela
990,8,Pokémon Paradosso
991,8,Pokémon Paradosso
992,8,Pokémon Paradosso
993,8,Pokémon Paradosso
994,8,Pokémon Paradosso
995,8,Pokémon Paradosso
996,8,Pokémon Gelopinna
997,8,Pokémon Gelopinna
998,8,Pokémon Gelodrago
999,8,Pokémon Scrigno
