location_area_id,local_language_id,name
571,5,Grotte Métamo (H)
572,9,Altering Cave (I)
572,5,Grotte Métamo (I)
576,9,Striaton City
576,5,Ogoesse
577,9,Driftveil City
577,5,Port Yoneuve
578,9,Icirrus City
578,5,Flocombe
579,9,Dreamyard
579,5,Vestiges du Rêve
580,9,Dreamyard (B1F)
580,5,Vestiges du Rêve (sous-sol)
581,9,Pinwheel Forest (outside)
581,5,Forêt d'Empoigne (extérieur)
582,9,Pinwheel Forest (inside)
582,5,Forêt d'Empoigne (intérieur)
583,9,Desert Resort (entrance)
583,5,Désert Délassant (entrée)
584,9,Desert Resort
584,5,Désert Délassant
585,9,Relic Castle (A)
585,5,Château Enfoui (A)
586,9,Relic Castle (B)
586,5,Château Enfoui (B)
587,9,Relic Castle (C)
587,5,Château Enfoui (C)
588,9,Relic Castle (D)
588,5,Château Enfoui (D)
589,9,Cold Storage
589,5,Hangar Frigorifique
590,9,Chargestone Cave (1F)
590,5,Grotte Électrolithe (RdC)
591,9,Chargestone Cave (B1F)
591,5,Grotte Électrolithe (1er s-sol)
592,9,Chargestone Cave (B2F)
592,5,Grotte Électrolithe (2e s-sol)
593,9,Twist Mountain
593,5,Mont Foré
594,9,Dragonspiral Tower (entrance)
594,5,Tour Dragospire (entrée)
595,9,Dragonspiral Tower (outside)
595,5,Tour Dragospire (extérieur)
596,9,Dragonspiral Tower (1F)
596,5,Tour Dragospire (RdC)
597,9,Dragonspiral Tower (2F)
597,5,Tour Dragospire (1er ét.)
598,9,Victory Road (outside)
598,5,Route Victoire (extérieur)
599,9,Victory Road (unknown area 53)
599,5,Route Victoire (zone inconnue 53)
600,9,Victory Road (unknown area 54)
600,5,Route Victoire (zone inconnue 54)
601,9,Victory Road (unknown area 55)
601,5,Route Victoire (zone inconnue 55)
602,9,Victory Road (unknown area 56)
602,5,Route Victoire (zone inconnue 56)
603,9,Victory Road (unknown area 57)
603,5,Route Victoire (zone inconnue 57)
604,9,Victory Road (unknown area 58)
604,5,Route Victoire (zone inconnue 58)
605,9,Victory Road (unknown area 59)
605,5,Route Victoire (zone inconnue 59)
606,9,Victory Road (unknown area 60)
606,5,Route Victoire (zone inconnue 60)
607,9,Victory Road (unknown area 61)
607,5,Route Victoire (zone inconnue 61)
608,9,Victory Road (unknown area 62)
608,5,Route Victoire (zone inconnue 62)
609,9,Victory Road (unknown area 63)
609,5,Route Victoire (zone inconnue 63)
610,9,Victory Road (unknown area 64)
610,5,Route Victoire (zone inconnue 64)
611,9,Victory Road (unknown area 65)
611,5,Route Victoire (zone inconnue 65)
612,9,Victory Road (unknown area 66)
612,5,Route Victoire (zone inconnue 66)
613,9,Trial Chamber
613,5,Salle Épreuve
614,9,Giant Chasm (outside)
614,5,Grotte Cyclopéenne (extérieur)
615,9,Giant Chasm
615,5,Grotte Cyclopéenne
616,9,Giant Chasm (forest)
616,5,Grotte Cyclopéenne (forêt)
617,9,Giant Chasm (forest cave)
617,5,Grotte Cyclopéenne (caverne-forêt)
618,9,P2 Laboratory
618,5,Labo P2
619,9,Undella Bay
619,5,Baie Vaguelone
620,9,Driftveil Drawbridge
620,5,Pont Yoneuve
621,9,Village Bridge
621,5,Pont du Hameau
622,9,Marvelous Bridge
622,5,Pont de l'Inconnu
623,9,Road 1
623,5,Route 1
624,9,Road 2
624,5,Route 2
625,9,Road 3
625,5,Route 3
626,9,Wellspring Cave
626,5,Veine Souterraine
627,9,Road 4
627,5,Route 4
628,9,Road 5
628,5,Route 5
629,9,Road 6
629,5,Route 6
630,9,Mistralton Cave
630,5,Grotte Parsemille
631,9,Guidance Chamber
631,5,Espace Guide
632,9,Road 7
632,5,Route 7
633,9,Celestial Tower (2F)
633,5,Tour des Cieux (1er ét.)
634,9,Celestial Tower (3F)
634,5,Tour des Cieux (2e ét.)
635,9,Celestial Tower (4F)
635,5,Tour des Cieux (3e ét.)
636,9,Celestial Tower (5F)
636,5,Tour des Cieux (4e ét.)
637,9,Road 8
637,5,Route 8
638,9,Moor of Icirrus
638,5,Tourbière Flocombe
639,9,Road 9
639,5,Route 9
640,9,Challengers Cave (1F)
640,5,Antre d'Entraînement (RdC)
641,9,Challengers Cave (B1F)
641,5,Antre d'Entraînement (1er s-sol)
642,9,Challengers Cave (B2F)
642,5,Antre d'Entraînement (2e s-sol)
643,9,Road 10
643,5,Route 10
644,9,Road 10 (Victory Road gate)
644,5,Route 10 (point de contrôle des badges)
645,9,Road 11
645,5,Route 11
646,9,Road 12
646,5,Route 12
647,9,Road 13
647,5,Route 13
648,9,Road 14
648,5,Route 14
649,9,Abundant Shrine
649,5,Autel Abondance
650,9,Road 15
650,5,Route 15
651,9,Road 16
651,5,Route 16
652,9,Lostlorn Forest
652,5,Bois des Illusions
653,9,Road 18
653,5,Route 18
654,9,Undella Town
654,5,Vaguelone
655,9,Road 17
655,5,Route 17
656,9,Castelia City
656,5,Volucité
657,9,Aspertia City
657,5,Pavonnay
658,9,Virbank City
658,5,Ondes-sur-Mer
659,9,Humilau City
659,5,Papeloa
660,9,Victory Road (7F)
660,5,Route Victoire (6e ét.)
661,9,Victory Road 2 (unknown area 71)
661,5,Route Victoire 2 (zone inconnue 71)
662,9,Victory Road 2 (unknown area 72)
662,5,Route Victoire 2 (zone inconnue 72)
663,9,Victory Road 2 (unknown area 73)
663,5,Route Victoire 2 (zone inconnue 73)
664,9,Victory Road 2 (unknown area 74)
664,5,Route Victoire 2 (zone inconnue 74)
665,9,Victory Road 2 (unknown area 75)
665,5,Route Victoire 2 (zone inconnue 75)
666,9,Victory Road 2 (unknown area 76)
666,5,Route Victoire 2 (zone inconnue 76)
667,9,Victory Road 2 (unknown area 77)
667,5,Route Victoire 2 (zone inconnue 77)
668,9,Victory Road 2 (unknown area 78)
668,5,Route Victoire 2 (zone inconnue 78)
669,9,Victory Road 2 (unknown area 79)
669,5,Route Victoire 2 (zone inconnue 79)
670,9,Victory Road 2 (unknown area 80)
670,5,Route Victoire 2 (zone inconnue 80)
671,9,Castelia Sewers
671,5,Égouts de Volucité
672,9,Castelia Sewers (unknown area 38)
672,5,Égouts de Volucité (zone inconnue 38)
673,9,Floccesy Ranch (outer)
673,5,Ranch d'Amaillide (extérieur)
674,9,Floccesy Ranch (inner)
674,5,Ranch d'Amaillide (intérieur)
675,9,Virbank Complex (outer)
675,5,Z.I. d'Ondes-sur-Mer (extérieur)
676,9,Virbank Complex (inner)
676,5,Z.I. d'Ondes-sur-Mer (intérieur)
677,9,Reversal Mountain (unknown area 48)
677,5,Mont Renenvers (zone inconnue 48)
678,9,Reversal Mountain (unknown area 49)
678,5,Mont Renenvers (zone inconnue49)
679,9,Reversal Mountain (unknown area 50)
679,5,Mont Renenvers (zone inconnue 50)
680,9,Reversal Mountain (unknown area 51)
680,5,Mont Renenvers (zone inconnue 51)
681,9,Reversal Mountain (unknown area 52)
681,5,Mont Renenvers (zone inconnue 52)
682,9,Reversal Mountain (unknown area 53)
682,5,Mont Renenvers (zone inconnue 53)
683,9,Reversal Mountain (unknown area 54)
683,5,Mont Renenvers (zone inconnue 54)
684,9,Reversal Mountain (unknown area 55)
684,5,Mont Renenvers (zone inconnue 55)
685,9,Reversal Mountain (unknown area 56)
685,5,Mont Renenvers (zone inconnue 56)
686,9,Reversal Mountain (unknown area 57)
686,5,Mont Renenvers (zone inconnue 57)
687,9,Reversal Mountain (unknown area 58)
687,5,Mont Renenvers (zone inconnue 58)
688,9,Reversal Mountain (unknown area 59)
688,5,Mont Renenvers (zone inconnue 59)
689,9,Reversal Mountain (unknown area 60)
689,5,Mont Renenvers (zone inconnue 60)
690,9,Strange House (1F)
690,5,Manoir de l'Étrange (RdC)
691,9,Strange House (B1F)
691,5,Manoir de l'Étrange (sous-sol)
692,9,Relic Tunnel (Castelia Sewers entrance)
692,5,Chemin Enfoui (entrée des égoûts de Volucité)
693,9,Relic Tunnel (Relic Castle entrance)
693,5,Chemin Enfoui (entrée du Château Enfoui)
694,9,Relic Tunnel (PWT entrance)
694,5,Chemin Enfoui (entrée PWT)
695,9,Clay Tunnel
695,5,Route Bardane
696,9,Underground Ruins
696,5,Ruines Enfouies
697,9,Rocky Mountain Room
697,5,Salle Pic Rocheux
698,9,Glacier Room
698,5,Salle Iceberg
699,9,Iron Room
699,5,Salle Fer
700,9,Seaside Cave (1F)
700,5,Grotte Littorale (RdC)
701,9,Seaside Cave (B1F)
701,5,Grotte Littorale (sous-sol)
702,9,Nature Sanctuary
702,5,Réserve Naturelle
703,9,Road 19
703,5,Route 19
704,9,Road 20
704,5,Route 20
705,9,Road 22
705,5,Route 22
706,9,Road 23
706,5,Route 230
707,9,Road 21
707,5,Route 21
708,9,Couriway Town
708,5,Mozheim
709,9,Ambrette Town
709,5,Roche-sur-Gliffe
710,9,Cyllage City
710,5,Relifac-le-Haut
711,9,Shalour City
711,5,Yantreizh
712,9,Laverre City
712,5,Romant-sous-Bois
713,9,Road 2
713,5,Route 2
714,9,Road 3
714,5,Route 3
715,9,Road 4
715,5,Route 4
716,9,Road 5
716,5,Route 5
717,9,Road 6
717,5,Route 6
718,9,Road 7
718,5,Route 7
719,9,Road 8
719,5,Route 8
720,9,Road 9
720,5,Route 9
721,9,Road 10
721,5,Route 10
722,9,Road 11
722,5,Route 11
723,9,Road 12
723,5,Route 12
724,9,Road 13
724,5,Route 13
725,9,Road 14
725,5,Route 14
726,9,Road 15
726,5,Route 15
727,9,Road 16
727,5,Route 16
728,9,Road 17
728,5,Route 17
729,9,Road 18
729,5,Route 18
730,9,Road 19
730,5,Route 19
731,9,Road 20
731,5,Route 20
732,9,Road 21
732,5,Route 21
733,9,Road 22
733,5,Route 22
734,9,Santalune Forest
734,5,Forêt de Neuvartault
735,9,Parfum Palace
735,5,Palais Chaydeuvre
736,9,Glittering Cave (unknown area 303)
736,5,Grotte Étincelante (zone inconnue 303)
737,9,Glittering Cave (unknown area 304)
737,5,Grotte Étincelante (zone inconnue 304)
738,9,Reflection Cave (unknown area 305)
738,5,Grotte Miroitante (zone inconnue 305)
739,9,Reflection Cave (unknown area 306)
739,5,Grotte Miroitante (zone inconnue 306)
740,9,Reflection Cave (unknown area 307)
740,5,Grotte Miroitante (zone inconnue 307)
741,9,Reflection Cave (unknown area 308)
741,5,Grotte Miroitante (zone inconnue 308)
742,9,Frost Cavern (unknown area 313)
742,5,Caverne Gelée (zone inconnue 313)
743,9,Frost Cavern (unknown area 314)
743,5,Caverne Gelée (zone inconnue 314)
744,9,Frost Cavern (unknown area 315)
744,5,Caverne Gelée (zone inconnue 315)
745,9,Frost Cavern (unknown area 316)
745,5,Caverne Gelée (zone inconnue 316)
746,9,Frost Cavern (unknown area 317)
746,5,Caverne Gelée (zone inconnue 317)
747,9,Pokemon Village
747,5,Village Pokémon
748,9,Victory Road (unknown area 322)
748,5,Route Victoire (zone inconnue 322)
749,9,Victory Road (unknown area 324)
749,5,Route Victoire (zone inconnue 324)
750,9,Victory Road (unknown area 326)
750,5,Route Victoire (zone inconnue 326)
751,9,Victory Road (unknown area 327)
751,5,Route Victoire (zone inconnue 327)
752,9,Victory Road (unknown area 328)
752,5,Route Victoire (zone inconnue 328)
753,9,Connecting Cave
753,5,Cave Connecterre
754,9,Terminus Cave (unknown area 343)
754,5,Grotte Coda (zone inconnue 343)
755,9,Terminus Cave (unknown area 344)
755,5,Grotte Coda (zone inconnue 344)
756,9,Terminus Cave (unknown area 345)
756,5,Grotte Coda (zone inconnue 345)
757,9,Terminus Cave (unknown area 347)
757,5,Grotte Coda (zone inconnue 347)
758,9,Terminus Cave (unknown area 348)
758,5,Grotte Coda (zone inconnue 348)
759,9,Lost Hotel
759,5,Hôtel Désolation
760,9,Azure Bay
760,5,Baie Azur
761,9,Pokemon Center (Road 4)
761,5,Centre Pokémon (Route 4)
762,9,Fighting Dojo
762,5,Dojo de Combat
763,9,Celadon Mansion rooftop
763,5,Toit du manoir Céladon
764,9,Silph Co. 7F
764,5,Sylphe SARL (6e ét.)
765,9,Goldenrod City (north gate)
765,5,Doublonville (porte Nord)
766,9,Goldenrod City (Bill's house)
766,5,Doublonville (maison de Bill)
767,9,Cianwood City (Mania's house)
767,5,Irisia (maison à l'ouest du centre Pokémon)
768,9,Weather Institute (Road 119)
768,5,Centre météo (Route 119)
769,9,Mossdeep City (Steven's house)
769,5,Algatia (maison de Pierre Rochard)
770,9,Littleroot Town
770,5,Bourg-en-Vol
771,9,Hearthome City
771,5,Unionpolis
772,9,Veilstone City
772,5,Voilaroc
773,9,Cianwood City (Kirk's house)
773,5,Irisia (maison à l'ouest du centre Pokémon)
774,9,Nuvema Town
774,5,Renouet
775,9,Game Freak HQ 1F (Castelia City)
775,5,Bureaux de Game Freak (Volucité)
776,9,Weather Institute (Road 6)
776,5,Centre météo (Route 6)
777,9,Floccesy Town
777,5,Amaillide
778,9,Aquacorde Town
778,5,Quarellis
779,9,Lumiose City
779,5,Illumis
780,9,Tower of Mastery
780,5,Tour Maîtrise
781,9,Contest Hall (Slateport City)
781,5,Centre de concours (Poivressel)
782,9,Contest Hall (Verdanturf Town)
782,5,Centre de concours (Vergazon)
783,9,Contest Hall (Fallarbor Town)
783,5,Centre de concours (Autéquia)
784,9,Contest Hall (Lilycove City)
784,5,Centre de concours (Nénucrique)
785,9,Southern Island
785,5,Île du Sud
786,9,Battle Resort
786,5,Atoll de Combat
787,9,Lavaridge Town
787,5,Vermilava
788,9,Eterna City (west gate)
788,5,Vestigion (porte ouest)
789,9,Hearthome City (west gate)
789,5,Unionpolis (porte ouest)
790,9,Violet City (Poke Mart)
790,5,Mauville (Boutique Pokémon)
791,9,Violet City (Pokemon Center)
791,5,Mauville (Centre Pokémon)
792,9,Nacrene City (west gate)
792,5,Maillard (porte ouest)
793,9,Bell Tower (roof)
793,5,Tour Carillon (toit)
794,9,Roaming Kanto
794,5,Sillonnant Kanto
795,9,Roaming Johto
795,5,Sillonnant Johto
796,9,Roaming Hoenn
796,5,Sillonnant Hoenn
797,9,Roaming Sinnoh
797,5,Sillonnant Sinnoh
798,9,Azalea Town
798,5,Ecorcia
800,9,Mahogany City
800,5,Acajou
801,9,Cave of Origin (B4F)
801,5,Grotte Origine (4e s-sol)
802,9,Terra Cave
802,5,Grotte Terra
803,9,Marine Cave
803,5,Grotte Marine
804,9,Sky Pillar Apex
804,5,Pilier Céleste (sommet)
805,9,Bell Tower (1F)
805,5,Tour Carillon (RdC)
806,9,Birth Island
806,5,Île Aurore
807,9,Navel Rock
807,5,Roc Nombri
808,9,Faraway Island
808,5,Île lointaine
809,9,Hoenn Battle Frontier
809,5,Zone de Combat
810,9,Desert Ruins
810,5,Ruines Désert
811,9,Island Cave
811,5,Grotte de l’Îlot
812,9,Ancient Tomb
812,5,Tombeau Antique
813,9,Safari Zone Peak
813,5,Parc Safari - Rochers
814,9,Safari Zone Desert
814,5,Parc Safari - Désert
815,9,Safari Zone Plains
815,5,Parc Safari - Prairie
816,9,Safari Zone Meadow
816,5,Parc Safari - Champ de fleurs
817,9,Safari Zone Forest
817,5,Parc Safari - Bois 
818,9,Safari Zone Swamp
818,5,Parc Safari - Bois et lacs
819,9,Safari Zone Marshland
819,5,Parc Safari - Marais
820,9,Safari Zone Mountain
820,5,Parc Safari - Montagne
821,9,Safari Zone Rocky Beach
821,5,Parc Safari - Rocs et lacs
822,9,Safari Zone Wasteland
822,5,Parc Safari - Terre aride
823,9,Safari Zone Savannah
823,5,Parc Safari - Savane
824,9,Safari Zone Wetland
824,5,Parc Safari - Terre humide
825,9,Mount Ember Summit
825,5,Mont Braise (sommet)
826,9,Embedded Tower (Kyogre’s room)
826,5,Tour Enfouie (salle de Kyogre)
827,9,Embedded Tower (Groudon’s room)
827,5,Tour Enfouie (salle de Groudon)
828,9,Embedded Tower (Rayquaza’s room)
828,5,Tour Enfouie (salle de Rayquaza)
829,9,Lake Acuity Cavern
829,5,Lac Savoir (caverne)
830,9,Lake Valor Cavern
830,5,Lac Courage (caverne)
831,9,Spear Pillar
831,5,Colonnes Lances
832,9,Pokemon Center (Road 3)
832,5,Centre Pokémon (Route 3)
833,9,Cinnabar Lab (Cinnabar Island)
833,5,Laboratoire (Cramois'Île)
834,9,Rustboro City
834,5,Mérouville
835,9,Silph Co.
835,5,Sylphe SARL
836,9,Pokemon Center (Cianwood City)
836,5,Centre Pokémon (Irisia)
837,9,Stark Mountain (Heatran Chamber)
837,5,Mont Abrupt (salle d'Heatran)
838,9,Newmoon Island
838,5,Ile Nouvellelune
839,9,Flower Paradise
839,5,Paradis Fleuri
840,9,Hall of Origin
840,5,Salle Originelle
841,9,Team Rocket HQ
841,5,Repaire Rocket d'Acajou
842,9,Sinjoy Ruins
842,5,Ruines Sinjoh
