pokemon_form_id,local_language_id,form_name,pokemon_name
10111,7,Flor Amarilla,
10111,8,Fiore Giallo,
10111,9,Yellow Flower,Yellow Florges
10112,1,オレンジいろのはな,
10112,3,오렌지색 꽃,
10112,5,Fleur Orange,Florges Orange
10112,6,Orangeblütler,
10112,7,Flor Naranja,
10112,8,Fiore Arancione,
10112,9,Orange Flower,Orange Florges
10113,1,あおいはな,
10113,3,파란 꽃,
10113,5,Fleur Bleue,Florges Bleu
10113,6,Blaublütler,
10113,7,Flor Azul,
10113,8,Fiore Blu,
10113,9,Blue Flower,Blue Florges
10114,1,しろいはな,
10114,3,하얀 꽃,
10114,5,Fleur Blanche,Florges Blanc
10114,6,Weißblütler,
10114,7,Flor Blanca,
10114,8,Fiore Bianco,
10114,9,White Flower,White Florges
10115,1,ハートカット,
10115,3,하트컷,
10115,5,Coupe Cœur,Couafarel Cœur
10115,6,Herzchenschnitt,
10115,7,Corte Corazón,
10115,8,Taglio Cuore,
10115,9,Heart Trim,Heart Furfrou
10116,1,スターカット,
10116,3,스타컷,
10116,5,Coupe Étoile,Couafarel Étoile
10116,6,Sternchenschnitt,
10116,7,Corte Estrella,
10116,8,Taglio Stella,
10116,9,Star Trim,Star Furfrou
10117,1,ダイヤカット,
10117,3,다이아컷,
10117,5,Coupe Diamant,Couafarel Diamant
10117,6,Diamantenschnitt,
10117,7,Corte Rombo,
10117,8,Taglio Diamante,
10117,9,Diamond Trim,Diamond Furfrou
10118,1,レディカット,
10118,3,레이디컷,
10118,5,Coupe Demoiselle,Couafarel Demoiselle
10118,6,Fräuleinschnitt,
10118,7,Corte Señorita,
10118,8,Taglio Signorina,
10118,9,Debutante Trim,Debutante Furfrou
10119,1,マダムカット,
10119,3,마담컷,
10119,5,Coupe Madame,Couafarel Madame
10119,6,Damenschnitt,
10119,7,Corte Dama,
10119,8,Taglio Gentildonna,
10119,9,Matron Trim,Matron Furfrou
10120,1,ジェントルカット,
10120,3,젠틀컷,
10120,5,Coupe Monsieur,Couafarel Monsieur
10120,6,Kavaliersschnitt,
10120,7,Corte Caballero,
10120,8,Taglio Gentiluomo,
10120,9,Dandy Trim,Dandy Furfrou
10121,1,クイーンカット,
10121,3,퀸컷,
10121,5,Coupe Reine,Couafarel Reine
10121,6,Königinnenschnitt,
10121,7,Corte Aristocrático,
10121,8,Taglio Regina,
10121,9,La Reine Trim,La Reine Furfrou
10122,1,カブキカット,
10122,3,가부키컷,
10122,5,Coupe Kabuki,Couafarel Kabuki
10122,6,Kabuki-Schnitt,
10122,7,Corte Kabuki,
10122,8,Taglio Kabuki,
10122,9,Kabuki Trim,Kabuki Furfrou
10123,1,キングダムカット,
10123,3,킹덤컷,
10123,5,Coupe Pharaon,Couafarel Pharaon
10123,6,Herrscherschnitt,
10123,7,Corte Faraónico,
10123,8,Taglio Faraone,
10123,9,Pharaoh Trim,Pharaoh Furfrou
10124,1,メスのすがた,
10124,3,암컷의 모습,
10124,5,Femelle,Mistigrix Femelle
10124,6,Weiblich,
10124,7,Hembra,
10124,8,Femmina,
10124,9,Female,Female Meowstic
10125,1,ブレードフォルム,
10125,3,블레이드폼,
10125,5,Forme Assaut,Exagide Assaut
10125,6,Klingenform,
10125,7,Forma Filo,
10125,8,Forma Spada,
10125,9,Blade Forme,Blade Aegislash
10126,1,ちいさいサイズ,
10126,3,작은 사이즈,
10126,5,Taille Mini,Pitrouille Mini
10126,6,Größe S,
10126,7,Tamaño Pequeño,
10126,8,Mini,
10126,9,Small Size,Small Pumpkaboo
10127,1,おおきいサイズ,
10127,3,큰 사이즈,
10127,5,Taille Maxi,Pitrouille Maxi
10127,6,Größe L,
10127,7,Tamaño Grande,
10127,8,Grande,
10127,9,Large Size,Large Pumpkaboo
10128,1,とくだいサイズ,
10128,3,특대 사이즈,
10128,5,Taille Ultra,Pitrouille Ultra
10128,6,Größe XL,
10128,7,Tamaño Extragrande,
10128,8,Maxi,
10128,9,Super Size,Super Pumpkaboo
10129,1,ちいさいサイズ,
10129,3,작은 사이즈,
10129,5,Taille Mini,Banshitrouye Mini
10129,6,Größe S,
10129,7,Tamaño Pequeño,
10129,8,Mini,
10129,9,Small Size,Small Gourgeist
10130,1,おおきいサイズ,
10130,3,큰 사이즈,
10130,5,Taille Maxi,Banshitrouye Maxi
10130,6,Größe L,
10130,7,Tamaño Grande,
10130,8,Grande,
10130,9,Large Size,Large Gourgeist
10131,1,とくだいサイズ,
10131,3,특대 사이즈,
10131,5,Taille Ultra,Banshitrouye Ultra
10131,6,Größe XL,
10131,7,Tamaño Extragrande,
10131,8,Maxi,
10131,9,Super Size,Super Gourgeist
10132,1,リラックスモード,
10132,3,릴랙스모드,
10132,5,Mode Paisible,Xerneas Paisible
10132,6,Ruhe-Modus,
10132,7,Modo Relajado,
10132,8,Modo Relax,
10132,9,Neutral Mode,Neutral Xerneas
10133,1,メガフシギバナ,
10133,3,메가이상해꽃,
10133,5,Méga-Florizarre,Méga-Florizarre
10133,6,Mega-Bisaflor,
10133,7,Mega-Venusaur,
10133,8,MegaVenusaur,
10133,9,Mega Venusaur,Mega Venusaur
10134,1,メガリザードンＸ,
10134,3,메가리자몽X,
10134,5,Méga-Dracaufeu X,Méga-Dracaufeu X
10134,6,Mega-Glurak X,
10134,7,Mega-Charizard X,
10134,8,MegaCharizard X,
10134,9,Mega Charizard X,Mega Charizard X
10135,1,メガリザードンＹ,
10135,3,메가리자몽Y,
10135,5,Méga-Dracaufeu Y,Méga-Dracaufeu Y
10135,6,Mega-Glurak Y,
10135,7,Mega-Charizard Y,
10135,8,MegaCharizard Y,
10135,9,Mega Charizard Y,Mega Charizard Y
10136,1,メガカメックス,
10136,3,메가거북왕,
10136,5,Méga-Tortank,Méga-Tortank
10136,6,Mega-Turtok,
10136,7,Mega-Blastoise,
10136,8,MegaBlastoise,
10136,9,Mega Blastoise,Mega Blastoise
10137,1,メガフーディン,
10137,3,메가후딘,
10137,5,Méga-Alakazam,Méga-Alakazam
10137,6,Mega-Simsala,
10137,7,Mega-Alakazam,
10137,8,MegaAlakazam,
10137,9,Mega Alakazam,Mega Alakazam
10138,1,メガゲンガー,
10138,3,메가팬텀,
10138,5,Méga-Ectoplasma,Méga-Ectoplasma
10138,6,Mega-Gengar,
10138,7,Mega-Gengar,
10138,8,MegaGengar,
10138,9,Mega Gengar,Mega Gengar
10139,1,メガガルーラ,
10139,3,메가캥카,
10139,5,Méga-Kangourex,Méga-Kangourex
10139,6,Mega-Kangama,
10139,7,Mega-Kangaskhan,
10139,8,MegaKangaskhan,
10139,9,Mega Kangaskhan,Mega Kangaskhan
10140,1,メガカイロス,
10140,3,메가쁘사이저,
10140,5,Méga-Scarabrute,Méga-Scarabrute
10140,6,Mega-Pinsir,
10140,7,Mega-Pinsir,
10140,8,MegaPinsir,
10140,9,Mega Pinsir,Mega Pinsir
10141,1,メガギャラドス,
10141,3,메가갸라도스,
10141,5,Méga-Léviator,Méga-Léviator
10141,6,Mega-Garados,
10141,7,Mega-Gyarados,
10141,8,MegaGyarados,
10141,9,Mega Gyarados,Mega Gyarados
10142,1,メガプテラ,
10142,3,메가프테라,
10142,5,Méga-Ptéra,Méga-Ptéra
10142,6,Mega-Aerodactyl,
10142,7,Mega-Aerodactyl,
10142,8,MegaAerodactyl,
10142,9,Mega Aerodactyl,Mega Aerodactyl
10143,1,メガミュウツーＸ,
10143,3,메가뮤츠X,
10143,5,Méga-Mewtwo X,Méga-Mewtwo X
10143,6,Mega-Mewtu X,
10143,7,Mega-Mewtwo X,
10143,8,MegaMewtwo X,
10143,9,Mega Mewtwo X,Mega Mewtwo X
10144,1,メガミュウツーＹ,
10144,3,메가뮤츠Y,
10144,5,Méga-Mewtwo Y,Méga-Mewtwo Y
10144,6,Mega-Mewtu Y,
10144,7,Mega-Mewtwo Y,
10144,8,MegaMewtwo Y,
10144,9,Mega Mewtwo Y,Mega Mewtwo Y
10145,1,メガデンリュウ,
10145,3,메가전룡,
10145,5,Méga-Pharamp,Méga-Pharamp
10145,6,Mega-Ampharos,
10145,7,Mega-Ampharos,
10145,8,MegaAmpharos,
10145,9,Mega Ampharos,Mega Ampharos
10146,1,メガハッサム,
10146,3,메가핫삼,
10146,5,Méga-Cizayox,Méga-Cizayox
10146,6,Mega-Scherox,
10146,7,Mega-Scizor,
10146,8,MegaScizor,
10146,9,Mega Scizor,Mega Scizor
10147,1,メガヘラクロス,
10147,3,메가헤라크로스,
10147,5,Méga-Scarhino,Méga-Scarhino
10147,6,Mega-Skaraborn,
10147,7,Mega-Heracross,
10147,8,MegaHeracross,
10147,9,Mega Heracross,Mega Heracross
10148,1,メガヘルガー,
10148,3,메가헬가,
10148,5,Méga-Démolosse,Méga-Démolosse
10148,6,Mega-Hundemon,
10148,7,Mega-Houndoom,
10148,8,MegaHoundoom,
10148,9,Mega Houndoom,Mega Houndoom
10149,1,メガバンギラス,
10149,3,메가마기라스,
10149,5,Méga-Tyranocif,Méga-Tyranocif
10149,6,Mega-Despotar,
10149,7,Mega-Tyranitar,
10149,8,MegaTyranitar,
10149,9,Mega Tyranitar,Mega Tyranitar
10150,1,メガバシャーモ,
10150,3,메가번치코,
10150,5,Méga-Braségali,Méga-Braségali
10150,6,Mega-Lohgock,
10150,7,Mega-Blaziken,
10150,8,MegaBlaziken,
10150,9,Mega Blaziken,Mega Blaziken
10151,1,メガサーナイト,
10151,3,메가가디안,
10151,5,Méga-Gardevoir,Méga-Gardevoir
10151,6,Mega-Guardevoir,
10151,7,Mega-Gardevoir,
10151,8,MegaGardevoir,
10151,9,Mega Gardevoir,Mega Gardevoir
10152,1,メガクチート,
10152,3,메가입치트,
10152,5,Méga-Mysdibule,Méga-Mysdibule
10152,6,Mega-Flunkifer,
10152,7,Mega-Mawile,
10152,8,MegaMawile,
10152,9,Mega Mawile,Mega Mawile
10153,1,メガボスゴドラ,
10153,3,메가보스로라,
10153,5,Méga-Galeking,Méga-Galeking
10153,6,Mega-Stolloss,
10153,7,Mega-Aggron,
10153,8,MegaAggron,
10153,9,Mega Aggron,Mega Aggron
10154,1,メガチャーレム,
10154,3,메가요가램,
10154,5,Méga-Charmina,Méga-Charmina
10154,6,Mega-Meditalis,
10154,7,Mega-Medicham,
10154,8,MegaMedicham,
10154,9,Mega Medicham,Mega Medicham
10155,1,メガライボルト,
10155,3,메가썬더볼트,
10155,5,Méga-Élecsprint,Méga-Élecsprint
10155,6,Mega-Voltenso,
10155,7,Mega-Manectric,
10155,8,MegaManectric,
10155,9,Mega Manectric,Mega Manectric
10156,1,メガジュペッタ,
10156,3,메가다크펫,
10156,5,Méga-Branette,Méga-Branette
10156,6,Mega-Banette,
10156,7,Mega-Banette,
10156,8,MegaBanette,
10156,9,Mega Banette,Mega Banette
10157,1,メガアブソル,
10157,3,메가앱솔,
10157,5,Méga-Absol,Méga-Absol
10157,6,Mega-Absol,
10157,7,Mega-Absol,
10157,8,MegaAbsol,
10157,9,Mega Absol,Mega Absol
10158,1,メガガブリアス,
10158,3,메가한카리아스,
10158,5,Méga-Carchacrok,Méga-Carchacrok
10158,6,Mega-Knakrack,
10158,7,Mega-Garchomp,
10158,8,MegaGarchomp,
10158,9,Mega Garchomp,Mega Garchomp
10159,1,メガルカリオ,
10159,3,메가루카리오,
10159,5,Méga-Lucario,Méga-Lucario
10159,6,Mega-Lucario,
10159,7,Mega-Lucario,
10159,8,MegaLucario,
10159,9,Mega Lucario,Mega Lucario
10160,1,メガユキノオー,
10160,3,메가눈설왕,
10160,5,Méga-Blizzaroi,Méga-Blizzaroi
10160,6,Mega-Rexblisar,
10160,7,Mega-Abomasnow,
10160,8,MegaAbomasnow,
10160,9,Mega Abomasnow,Mega Abomasnow
10161,1,ファンシーなもよう,
10161,3,팬시한 모양,
10161,5,Motif Fantaisie,Prismillion Fantaisie
10161,6,Fantasiemuster,
10161,7,Motivo Fantasía,
10161,8,Motivo Sbarazzino,
10161,9,Fancy Pattern,Fancy Vivillon
10162,1,ボールのもよう,
10162,3,볼의 모양,
10162,5,Motif Poké Ball,Prismillon Poké Ball
10162,6,Pokéball-Muster,
10162,7,Motivo Poké Ball,
10162,8,Motivo Poké Ball,
10162,9,Poké Ball Pattern,Poké Ball Vivillon
10163,1,えいえんのはな,
10163,3,영원의 꽃,
10163,5,Fleur Éternelle,Floette Éternel
10163,6,Ewigblütler,
10163,7,Flor Eterna,
10163,8,Fiore Eterno,
10163,9,Eternal Flower,Eternal Floette
10164,1,メガラティアス,
10164,3,메가라티아스,
10164,5,Méga-Latias,Méga-Latias
10164,6,Mega-Latias,
10164,7,Mega-Latias,
10164,8,MegaLatias,
10164,9,Mega Latias,Mega Latias
10165,1,メガラティオス,
10165,3,메가라티오스,
10165,5,Méga-Latios,Méga-Latios
10165,6,Mega-Latios,
10165,7,Mega-Latios,
10165,8,MegaLatios,
10165,9,Mega Latios,Mega Latios
10166,9,Mega Swampert,Mega Swampert
10167,9,Mega Sceptile,Mega Sceptile
10168,9,Mega Sableye,Mega Sableye
10169,9,Mega Altaria,Mega Altaria
10170,9,Mega Gallade,Mega Gallade
10171,9,Mega Audino,Mega Audino
10172,9,Mega Sharpedo,Mega Sharpedo
10173,9,Mega Slowbro,Mega Slowbro
10174,9,Mega Steelix,Mega Steelix
10175,9,Mega Pidgeot,Mega Pidgeot
10176,9,Mega Glalie,Mega Glalie
10177,9,Mega Diancie,Mega Diancie
10178,9,Mega Metagross,Mega Metagross
10179,9,Primal Reversion,Primal Kyogre
10180,9,Primal Reversion,Primal Groudon
10181,9,Mega Rayquaza,Mega Rayquaza
10182,9,Pikachu Rock Star,Pikachu Rock Star
10183,9,Pikachu Belle,Pikachu Belle
10184,9,Pikachu Pop Star,Pikachu Pop Star
10185,9,"Pikachu, Ph.D.","Pikachu, Ph.D."
10186,9,Pikachu Libre,Pikachu Libre
10187,9,Cosplay Pikachu,Cosplay Pikachu
10188,9,Hoopa Unbound,Hoopa Unbound
10189,9,Mega Camerupt,Mega Camerupt
10190,9,Mega Lopunny,Mega Lopunny
10191,9,Mega Salamence,Mega Salamence
10192,9,Mega Beedrill,Mega Beedrill
