id,identifier,species_id,height,weight,base_experience,order,is_default
738,vikavolt,738,15,450,250,885,1
739,crabrawler,739,6,70,68,887,1
740,crabominable,740,17,1800,167,888,1
741,oricorio-baile,741,6,34,167,889,1
742,cutiefly,742,1,2,61,893,1
743,ribombee,743,2,5,162,894,1
744,rockruff,744,5,92,56,896,1
745,lycanroc-midday,745,8,250,170,898,1
746,wishiwashi-solo,746,2,3,61,901,1
747,mareanie,747,4,80,61,903,1
748,toxapex,748,7,145,173,904,1
749,mudbray,749,10,1100,77,905,1
750,mudsdale,750,25,9200,175,906,1
751,dewpider,751,3,40,54,907,1
752,araquanid,752,18,820,159,908,1
753,fomantis,753,3,15,50,910,1
754,lurantis,754,9,185,168,911,1
755,morelull,755,2,15,57,913,1
756,shiinotic,756,10,115,142,914,1
757,salandit,757,6,48,64,915,1
758,salazzle,758,12,222,168,916,1
759,stufful,759,5,68,68,918,1
760,bewear,760,21,1350,175,919,1
761,bounsweet,761,3,32,42,920,1
762,steenee,762,7,82,102,921,1
763,tsareena,763,12,214,255,922,1
764,comfey,764,1,3,170,923,1
765,oranguru,765,15,760,172,924,1
766,passimian,766,20,828,172,925,1
767,wimpod,767,5,120,46,926,1
768,golisopod,768,20,1080,186,927,1
769,sandygast,769,5,700,64,928,1
770,palossand,770,13,2500,168,929,1
771,pyukumuku,771,3,12,144,930,1
772,type-null,772,19,1205,107,931,1
773,silvally,773,23,1005,285,932,1
774,minior-red-meteor,774,3,400,154,933,1
775,komala,775,4,199,168,947,1
776,turtonator,776,20,2120,170,948,1
777,togedemaru,777,3,33,152,949,1
778,mimikyu-disguised,778,2,7,167,951,1
779,bruxish,779,9,190,166,955,1
780,drampa,780,30,1850,170,956,1
781,dhelmise,781,39,2100,181,957,1
782,jangmo-o,782,6,297,60,958,1
783,hakamo-o,783,12,470,147,959,1
784,kommo-o,784,16,782,300,960,1
785,tapu-koko,785,18,205,285,962,1
786,tapu-lele,786,12,186,285,963,1
787,tapu-bulu,787,19,455,285,964,1
788,tapu-fini,788,13,212,285,965,1
789,cosmog,789,2,1,40,966,1
790,cosmoem,790,1,9999,140,967,1
791,solgaleo,791,34,2300,340,968,1
792,lunala,792,40,1200,340,969,1
793,nihilego,793,12,555,285,970,1
794,buzzwole,794,24,3336,285,971,1
795,pheromosa,795,18,250,285,972,1
796,xurkitree,796,38,1000,285,973,1
797,celesteela,797,92,9999,285,974,1
798,kartana,798,3,1,285,975,1
799,guzzlord,799,55,8880,285,976,1
800,necrozma,800,24,2300,300,977,1
801,magearna,801,10,805,300,981,1
802,marshadow,802,7,222,300,983,1
803,poipole,803,6,18,210,984,1
804,naganadel,804,36,1500,270,985,1
805,stakataka,805,55,8200,285,986,1
806,blacephalon,806,18,130,285,987,1
807,zeraora,807,15,445,300,988,1
808,meltan,808,2,80,150,989,1
809,melmetal,809,25,8000,300,990,1
810,grookey,810,3,50,62,991,1
811,thwackey,811,7,140,147,992,1
812,rillaboom,812,21,900,265,993,1
813,scorbunny,813,3,45,62,994,1
814,raboot,814,6,90,147,995,1
815,cinderace,815,14,330,265,996,1
816,sobble,816,3,40,62,997,1
817,drizzile,817,7,115,147,998,1
818,inteleon,818,19,452,265,999,1
819,skwovet,819,3,25,55,1000,1
820,greedent,820,6,60,161,1001,1
821,rookidee,821,2,18,49,1002,1
822,corvisquire,822,8,160,128,1003,1
823,corviknight,823,22,750,248,1004,1
824,blipbug,824,4,80,36,1005,1
825,dottler,825,4,195,117,1006,1
826,orbeetle,826,4,408,253,1007,1
827,nickit,827,6,89,49,1008,1
828,thievul,828,12,199,159,1009,1
829,gossifleur,829,4,22,50,1010,1
830,eldegoss,830,5,25,161,1011,1
831,wooloo,831,6,60,122,1012,1
832,dubwool,832,13,430,172,1013,1
833,chewtle,833,3,85,57,1014,1
834,drednaw,834,10,1155,170,1015,1
835,yamper,835,3,135,54,1016,1
836,boltund,836,10,340,172,1017,1
837,rolycoly,837,3,120,48,1018,1
838,carkol,838,11,780,144,1019,1
839,coalossal,839,28,3105,255,1020,1
840,applin,840,2,5,52,1021,1
841,flapple,841,3,10,170,1022,1
842,appletun,842,4,130,170,1023,1
843,silicobra,843,22,76,63,1024,1
844,sandaconda,844,38,655,179,1025,1
845,cramorant,845,8,180,166,1026,1
846,arrokuda,846,5,10,56,1029,1
847,barraskewda,847,13,300,172,1030,1
848,toxel,848,4,110,48,1031,1
849,toxtricity-amped,849,16,400,176,1032,1
850,sizzlipede,850,7,10,61,1034,1
851,centiskorch,851,30,1200,184,1035,1
852,clobbopus,852,6,40,62,1036,1
853,grapploct,853,16,390,168,1037,1
854,sinistea,854,1,2,62,1038,1
855,polteageist,855,2,4,178,1039,1
856,hatenna,856,4,34,53,1040,1
857,hattrem,857,6,48,130,1041,1
858,hatterene,858,21,51,255,1042,1
859,impidimp,859,4,55,53,1043,1
860,morgrem,860,8,125,130,1044,1
861,grimmsnarl,861,15,610,255,1045,1
862,obstagoon,862,16,460,260,1046,1
863,perrserker,863,8,280,154,1047,1
864,cursola,864,10,4,179,1048,1
865,sirfetchd,865,8,1170,177,1049,1
866,mr-rime,866,15,582,182,1050,1
867,runerigus,867,16,666,169,1051,1
868,milcery,868,2,3,54,1052,1
869,alcremie,869,3,5,173,1053,1
870,falinks,870,30,620,165,1054,1
871,pincurchin,871,3,10,152,1055,1
872,snom,872,3,38,37,1056,1
873,frosmoth,873,13,420,166,1057,1
874,stonjourner,874,25,5200,165,1058,1
875,eiscue-ice,875,14,890,165,1059,1
876,indeedee-male,876,9,280,166,1061,1
877,morpeko-full-belly,877,3,30,153,1063,1
878,cufant,878,12,1000,66,1065,1
879,copperajah,879,30,6500,175,1066,1
880,dracozolt,880,18,1900,177,1067,1
881,arctozolt,881,23,1500,177,1068,1
882,dracovish,882,23,2150,177,1069,1
883,arctovish,883,20,1750,177,1070,1
884,duraludon,884,18,400,187,1071,1
885,dreepy,885,5,20,54,1072,1
886,drakloak,886,14,110,144,1073,1
887,dragapult,887,30,500,300,1074,1
888,zacian,888,28,1100,335,1075,1
889,zamazenta,889,29,2100,335,1077,1
890,eternatus,890,200,9500,345,1079,1
891,kubfu,891,6,120,77,1081,1
892,urshifu-single-strike,892,19,1050,275,1082,1
893,zarude,893,18,700,300,1084,1
894,regieleki,894,12,1450,290,1086,1
895,regidrago,895,21,2000,290,1087,1
896,glastrier,896,22,8000,290,1088,1
897,spectrier,897,20,445,290,1089,1
898,calyrex,898,11,77,250,1090,1
899,wyrdeer,899,18,951,,,1
900,kleavor,900,18,890,,,1
901,ursaluna,901,24,2900,,,1
902,basculegion-male,902,30,1100,,,1
903,sneasler,903,13,430,,,1
904,overqwil,904,25,605,,,1
905,enamorus-incarnate,905,16,480,,,1
906,sprigatito,906,4,41,,906,1
907,floragato,907,9,122,,907,1
908,meowscarada,908,15,312,,908,1
909,fuecoco,909,4,98,,909,1
910,crocalor,910,10,307,,910,1
911,skeledirge,911,16,3265,,911,1
912,quaxly,912,5,61,,912,1
913,quaxwell,913,12,215,,913,1
914,quaquaval,914,18,619,,914,1
915,lechonk,915,5,102,,915,1
916,oinkologne,916,10,1200,,916,1
917,tarountula,917,3,40,,918,1
918,spidops,918,10,165,,919,1
919,nymble,919,2,10,,920,1
920,lokix,920,10,175,,921,1
921,pawmi,921,3,25,,954,1
922,pawmo,922,4,65,,955,1
923,pawmot,923,9,410,,956,1
924,tandemaus,924,3,18,,945,1
925,maushold,925,3,23,,946,1
926,fidough,926,3,109,,970,1
927,dachsbun,927,5,149,,971,1
928,smoliv,928,3,65,,935,1
929,dolliv,929,6,119,,936,1
930,arboliva,930,14,482,,937,1
931,squawkabilly,931,6,24,,960,1
932,nacli,932,4,160,,963,1
933,naclstack,933,6,1050,,964,1
934,garganacl,934,23,2400,,965,1
935,charcadet,935,6,105,,1003,1
936,armarouge,936,15,850,,1004,1
937,ceruledge,937,16,620,,1005,1
938,tadbulb,938,3,4,,940,1
939,bellibolt,939,12,1130,,941,1
940,wattrel,940,4,36,,957,1
941,kilowattrel,941,14,386,,958,1
942,maschiff,942,5,160,,972,1
943,mabosstiff,943,11,610,,973,1
944,shroodle,944,2,7,,968,1
945,grafaiai,945,7,272,,969,1
946,bramblin,946,6,6,,974,1
947,brambleghast,947,12,60,,975,1
948,toedscool,948,9,330,,1006,1
949,toedscruel,949,19,580,,1007,1
950,klawf,950,13,790,,962,1
951,capsakid,951,3,30,,938,1
952,scovillain,952,9,150,,939,1
953,rellor,953,2,10,,922,1
954,rabsca,954,3,35,,923,1
955,flittle,955,2,15,,926,1
956,espathra,956,19,900,,927,1
957,tinkatink,957,4,89,,1000,1
958,tinkatuff,958,7,591,,1001,1
959,tinkaton,959,7,1128,,1002,1
960,wiglett,960,12,18,,929,1
961,wugtrio,961,12,54,,930,1
962,bombirdier,962,15,429,,959,1
963,finizen,963,13,602,,933,1
964,palafin,964,13,602,,934,1
965,varoom,965,10,350,,942,1
966,revavroom,966,18,1200,,943,1
967,cyclizar,967,16,630,,953,1
968,orthworm,968,25,3100,,944,1
969,glimmet,969,7,80,,966,1
970,glimmora,970,15,450,,967,1
971,greavard,971,6,350,,924,1
972,houndstone,972,20,150,,925,1
973,flamigo,973,16,370,,961,1
974,cetoddle,974,12,450,,947,1
975,cetitan,975,45,7000,,948,1
976,veluza,976,25,900,,932,1
977,dondozo,977,120,2200,,931,1
978,tatsugiri,978,3,80,,952,1
979,annihilape,979,12,560,,1010,1
980,clodsire,980,18,2230,,1009,1
981,farigiraf,981,32,1600,,928,1
982,dudunsparce,982,36,392,,917,1
983,kingambit,983,20,1200,,1008,1
984,great-tusk,984,22,3200,,978,1
985,scream-tail,985,12,80,,982,1
986,brute-bonnet,986,12,210,,979,1
987,flutter-mane,987,14,40,,983,1
988,slither-wing,988,32,920,,984,1
989,sandy-shocks,989,23,600,,981,1
990,iron-treads,990,9,2400,,986,1
991,iron-bundle,991,6,110,,992,1
992,iron-hands,992,18,3807,,989,1
993,iron-jugulis,993,13,1110,,990,1
994,iron-moth,994,12,360,,988,1
995,iron-thorns,995,16,3030,,991,1
996,frigibax,996,5,170,,949,1
997,arctibax,997,8,300,,950,1
998,baxcalibur,998,21,2100,,951,1
999,gimmighoul,999,3,50,,976,1
1000,gholdengo,1000,12,300,,977,1
1001,wo-chien,1001,15,742,,996,1
1002,chien-pao,1002,19,1522,,995,1
1003,ting-lu,1003,27,6997,,994,1
1004,chi-yu,1004,4,49,,997,1
1005,roaring-moon,1005,20,3800,,985,1
1006,iron-valiant,1006,14,350,,993,1
1007,koraidon,1007,25,3030,,998,1
1008,miraidon,1008,35,2400,,999,1
1009,walking-wake,1009,35,2800,,1093,1
1010,iron-leaves,1010,15,1250,,1094,1
1011,dipplin,1011,4,97,,1095,1
1012,poltchageist,1012,1,11,,1096,1
1013,sinistcha,1013,2,22,,1097,1
1014,okidogi,1014,18,922,,1098,1
1015,munkidori,1015,10,122,,1099,1
1016,fezandipiti,1016,14,301,,1100,1
1017,ogerpon,1017,12,398,,1101,1
10001,deoxys-attack,386,17,608,270,515,0
10002,deoxys-defense,386,17,608,270,516,0
10003,deoxys-speed,386,17,608,270,517,0
10004,wormadam-sandy,413,5,65,148,543,0
10005,wormadam-trash,413,5,65,148,544,0
10006,shaymin-sky,492,4,52,270,607,0
10007,giratina-origin,487,69,6500,340,601,0
10008,rotom-heat,479,3,3,182,588,0
10009,rotom-wash,479,3,3,182,589,0
10010,rotom-frost,479,3,3,182,590,0
10011,rotom-fan,479,3,3,182,591,0
10012,rotom-mow,479,3,3,182,592,0
10013,castform-sunny,351,3,8,147,465,0
10014,castform-rainy,351,3,8,147,466,0
10015,castform-snowy,351,3,8,147,467,0
10016,basculin-blue-striped,550,10,180,161,667,0
10017,darmanitan-zen,555,13,929,189,674,0
10018,meloetta-pirouette,648,6,65,270,778,0
10019,tornadus-therian,641,14,630,290,765,0
10020,thundurus-therian,642,30,610,290,767,0
10021,landorus-therian,645,13,680,300,771,0
10022,kyurem-black,646,33,3250,350,774,0
10023,kyurem-white,646,36,3250,350,773,0
10024,keldeo-resolute,647,14,485,290,776,0
10025,meowstic-female,678,6,85,163,812,0
10026,aegislash-blade,681,17,530,250,816,0
10027,pumpkaboo-small,710,3,35,67,845,0
10028,pumpkaboo-large,710,5,75,67,846,0
10029,pumpkaboo-super,710,8,150,67,847,0
10030,gourgeist-small,711,7,95,173,849,0
10031,gourgeist-large,711,11,140,173,850,0
10032,gourgeist-super,711,17,390,173,851,0
10033,venusaur-mega,3,24,1555,281,4,0
10034,charizard-mega-x,6,17,1105,285,8,0
10035,charizard-mega-y,6,17,1005,285,9,0
10036,blastoise-mega,9,16,1011,284,13,0
10037,alakazam-mega,65,12,480,270,106,0
10038,gengar-mega,94,14,405,270,150,0
10039,kangaskhan-mega,115,22,1000,207,185,0
10040,pinsir-mega,127,17,590,210,208,0
10041,gyarados-mega,130,65,3050,224,212,0
10042,aerodactyl-mega,142,21,790,215,233,0
10043,mewtwo-mega-x,150,23,1270,351,246,0
10044,mewtwo-mega-y,150,15,330,351,247,0
10045,ampharos-mega,181,14,615,275,276,0
10046,scizor-mega,212,20,1250,210,198,0
10047,heracross-mega,214,17,625,210,311,0
10048,houndoom-mega,229,19,495,210,331,0
10049,tyranitar-mega,248,25,2550,315,343,0
10050,blaziken-mega,257,19,520,284,354,0
10051,gardevoir-mega,282,16,484,278,383,0
10052,mawile-mega,303,10,235,168,408,0
10053,aggron-mega,306,22,3950,284,412,0
10054,medicham-mega,308,13,315,179,415,0
10055,manectric-mega,310,18,440,201,418,0
10056,banette-mega,354,12,130,194,471,0
10057,absol-mega,359,12,490,198,479,0
10058,garchomp-mega,445,19,950,315,571,0
10059,lucario-mega,448,13,575,219,574,0
10060,abomasnow-mega,460,27,1850,208,586,0
10061,floette-eternal,670,2,9,243,803,0
10062,latias-mega,380,18,520,315,504,0
10063,latios-mega,381,23,700,315,506,0
10064,swampert-mega,260,19,1020,286,358,0
10065,sceptile-mega,254,19,552,284,350,0
10066,sableye-mega,302,5,1610,168,406,0
10067,altaria-mega,334,15,206,207,447,0
10068,gallade-mega,475,16,564,278,385,0
10069,audino-mega,531,15,320,425,647,0
10070,sharpedo-mega,319,25,1303,196,430,0
10071,slowbro-mega,80,20,1200,207,128,0
10072,steelix-mega,208,105,7400,214,153,0
10073,pidgeot-mega,18,22,505,261,24,0
10074,glalie-mega,362,21,3502,203,482,0
10075,diancie-mega,719,11,278,315,864,0
10076,metagross-mega,376,25,9429,315,499,0
10077,kyogre-primal,382,98,4300,347,508,0
10078,groudon-primal,383,50,9997,347,510,0
10079,rayquaza-mega,384,108,3920,351,512,0
10080,pikachu-rock-star,25,4,60,112,37,0
10081,pikachu-belle,25,4,60,112,38,0
10082,pikachu-pop-star,25,4,60,112,39,0
10083,pikachu-phd,25,4,60,112,40,0
10084,pikachu-libre,25,4,60,112,41,0
10085,pikachu-cosplay,25,4,60,112,36,0
10086,hoopa-unbound,720,65,4900,306,866,0
10087,camerupt-mega,323,25,3205,196,435,0
10088,lopunny-mega,428,13,283,203,559,0
10089,salamence-mega,373,18,1126,315,495,0
10090,beedrill-mega,15,14,405,223,20,0
10091,rattata-alola,19,3,38,51,26,0
10092,raticate-alola,20,7,255,145,28,0
10093,raticate-totem-alola,20,14,1050,145,29,0
10094,pikachu-original-cap,25,4,60,112,42,0
10095,pikachu-hoenn-cap,25,4,60,112,43,0
10096,pikachu-sinnoh-cap,25,4,60,112,44,0
10097,pikachu-unova-cap,25,4,60,112,45,0
10098,pikachu-kalos-cap,25,4,60,112,46,0
10099,pikachu-alola-cap,25,4,60,112,47,0
10100,raichu-alola,26,7,210,243,52,0
10101,sandshrew-alola,27,7,400,60,54,0
10102,sandslash-alola,28,12,550,158,56,0
10103,vulpix-alola,37,6,99,60,67,0
10104,ninetales-alola,38,11,199,177,69,0
10105,diglett-alola,50,2,10,53,85,0
10106,dugtrio-alola,51,7,666,149,87,0
10107,meowth-alola,52,4,42,58,89,0
10108,persian-alola,53,11,330,154,92,0
10109,geodude-alola,74,4,203,60,116,0
10110,graveler-alola,75,10,1100,137,118,0
10111,golem-alola,76,17,3160,223,120,0
10112,grimer-alola,88,7,420,65,142,0
10113,muk-alola,89,10,520,175,144,0
10114,exeggutor-alola,103,109,4156,186,162,0
10115,marowak-alola,105,10,340,149,165,0
10116,greninja-battle-bond,658,15,400,239,789,0
10117,greninja-ash,658,15,400,288,790,0
10118,zygarde-10-power-construct,718,12,335,243,860,0
10119,zygarde-50-power-construct,718,50,3050,300,861,0
10120,zygarde-complete,718,45,6100,354,862,0
10121,gumshoos-totem,735,14,600,146,882,0
10122,vikavolt-totem,738,26,1475,225,886,0
10123,oricorio-pom-pom,741,6,34,167,890,0
10124,oricorio-pau,741,6,34,167,891,0
10125,oricorio-sensu,741,6,34,167,892,0
10126,lycanroc-midnight,745,11,250,170,899,0
10127,wishiwashi-school,746,82,786,217,902,0
10128,lurantis-totem,754,15,580,168,912,0
10129,salazzle-totem,758,21,810,168,917,0
10130,minior-orange-meteor,774,3,400,154,934,0
10131,minior-yellow-meteor,774,3,400,154,935,0
10132,minior-green-meteor,774,3,400,154,936,0
10133,minior-blue-meteor,774,3,400,154,937,0
10134,minior-indigo-meteor,774,3,400,154,938,0
10135,minior-violet-meteor,774,3,400,154,939,0
10136,minior-red,774,3,3,175,940,0
10137,minior-orange,774,3,3,175,941,0
10138,minior-yellow,774,3,3,175,942,0
10139,minior-green,774,3,3,175,943,0
10140,minior-blue,774,3,3,175,944,0
10141,minior-indigo,774,3,3,175,945,0
10142,minior-violet,774,3,3,175,946,0
10143,mimikyu-busted,778,2,7,167,952,0
10144,mimikyu-totem-disguised,778,4,28,167,953,0
10145,mimikyu-totem-busted,778,4,28,167,954,0
10146,kommo-o-totem,784,24,2075,270,961,0
10147,magearna-original,801,10,805,300,982,0
10148,pikachu-partner-cap,25,4,60,112,48,0
10149,marowak-totem,105,17,980,149,166,0
10150,ribombee-totem,743,4,20,162,895,0
10151,rockruff-own-tempo,744,5,92,56,897,0
10152,lycanroc-dusk,745,8,250,170,900,0
10153,araquanid-totem,752,31,2175,159,909,0
10154,togedemaru-totem,777,6,130,152,950,0
10155,necrozma-dusk,800,38,4600,340,978,0
10156,necrozma-dawn,800,42,3500,340,979,0
10157,necrozma-ultra,800,75,2300,339,980,0
10158,pikachu-starter,25,4,60,86,49,0
10159,eevee-starter,133,3,65,87,216,0
10160,pikachu-world-cap,25,4,60,112,50,0
10161,meowth-galar,52,4,75,58,90,0
10162,ponyta-galar,77,8,240,82,122,0
10163,rapidash-galar,78,17,800,175,124,0
10164,slowpoke-galar,79,12,360,63,126,0
10165,slowbro-galar,80,16,705,172,129,0
10166,farfetchd-galar,83,8,420,132,136,0
10167,weezing-galar,110,30,160,172,175,0
10168,mr-mime-galar,122,14,568,161,195,0
10169,articuno-galar,144,17,509,290,237,0
10170,zapdos-galar,145,16,582,290,239,0
10171,moltres-galar,146,20,660,290,241,0
10172,slowking-galar,199,18,795,172,131,0
10173,corsola-galar,222,6,5,144,322,0
10174,zigzagoon-galar,263,4,175,56,362,0
10175,linoone-galar,264,5,325,147,364,0
10176,darumaka-galar,554,7,400,63,672,0
10177,darmanitan-galar-standard,555,17,1200,168,675,0
10178,darmanitan-galar-zen,555,17,1200,189,676,0
10179,yamask-galar,562,5,15,61,684,0
10180,stunfisk-galar,618,7,205,165,741,0
10181,zygarde-10,718,12,335,243,859,0
10182,cramorant-gulping,845,8,180,166,1027,0
10183,cramorant-gorging,845,8,180,166,1028,0
10184,toxtricity-low-key,849,16,400,176,1033,0
10185,eiscue-noice,875,14,890,165,1060,0
10186,indeedee-female,876,9,280,166,1062,0
10187,morpeko-hangry,877,3,30,153,1064,0
10188,zacian-crowned,888,28,3550,360,1076,0
10189,zamazenta-crowned,889,29,7850,360,1078,0
10190,eternatus-eternamax,890,1000,0,563,1080,0
10191,urshifu-rapid-strike,892,19,1050,275,1083,0
10192,zarude-dada,893,18,700,300,1085,0
10193,calyrex-ice,898,24,8091,340,1091,0
10194,calyrex-shadow,898,24,536,340,1092,0
10195,venusaur-gmax,3,240,10000,236,,0
10196,charizard-gmax,6,280,10000,240,,0
10197,blastoise-gmax,9,250,10000,239,,0
10198,butterfree-gmax,12,170,10000,178,,0
10199,pikachu-gmax,25,210,10000,112,,0
10200,meowth-gmax,52,330,10000,58,,0
10201,machamp-gmax,68,250,10000,227,,0
10202,gengar-gmax,94,200,10000,225,,0
10203,kingler-gmax,99,190,10000,166,,0
10204,lapras-gmax,131,240,10000,187,,0
10205,eevee-gmax,133,180,10000,65,,0
10206,snorlax-gmax,143,350,10000,189,,0
10207,garbodor-gmax,569,210,10000,166,,0
10208,melmetal-gmax,809,250,10000,270,,0
10209,rillaboom-gmax,812,280,10000,265,,0
10210,cinderace-gmax,815,270,10000,265,,0
10211,inteleon-gmax,818,400,10000,265,,0
10212,corviknight-gmax,823,140,10000,248,,0
10213,orbeetle-gmax,826,140,10000,253,,0
10214,drednaw-gmax,834,240,10000,170,,0
10215,coalossal-gmax,839,420,10000,255,,0
10216,flapple-gmax,841,240,10000,170,,0
10217,appletun-gmax,842,240,10000,170,,0
10218,sandaconda-gmax,844,220,10000,179,,0
10219,toxtricity-amped-gmax,849,240,10000,176,,0
10220,centiskorch-gmax,851,750,10000,184,,0
10221,hatterene-gmax,858,260,10000,255,,0
10222,grimmsnarl-gmax,861,320,10000,255,,0
10223,alcremie-gmax,869,300,10000,173,,0
10224,copperajah-gmax,879,230,10000,175,,0
10225,duraludon-gmax,884,430,10000,187,,0
10226,urshifu-single-strike-gmax,892,290,10000,275,,0
10227,urshifu-rapid-strike-gmax,892,260,10000,275,,0
10228,toxtricity-low-key-gmax,849,240,10000,176,,0
10229,growlithe-hisui,58,8,227,,,0
10230,arcanine-hisui,59,20,1680,,,0
10231,voltorb-hisui,100,5,130,,,0
10232,electrode-hisui,101,12,710,,,0
10233,typhlosion-hisui,157,16,698,,,0
10234,qwilfish-hisui,211,5,39,,,0
10235,sneasel-hisui,215,9,270,,,0
10236,samurott-hisui,503,15,582,,,0
10237,lilligant-hisui,549,12,192,,,0
10238,zorua-hisui,570,7,125,,,0
10239,zoroark-hisui,571,16,730,,,0
10240,braviary-hisui,628,17,434,,,0
10241,sliggoo-hisui,705,7,685,,,0
10242,goodra-hisui,706,17,3341,,,0
10243,avalugg-hisui,713,14,2624,,,0
10244,decidueye-hisui,724,16,370,,,0
10245,dialga-origin,483,70,8487,,,0
10246,palkia-origin,484,63,6590,,,0
10247,basculin-white-striped,550,10,180,,,0
10248,basculegion-female,902,30,1100,,,0
10249,enamorus-therian,905,16,480,,,0
10250,tauros-paldea-combat-breed,128,14,1150,,,0
10251,tauros-paldea-blaze-breed,128,14,850,,,0
10252,tauros-paldea-aqua-breed,128,14,1100,,,0
10253,wooper-paldea,194,4,110,,,0
10254,oinkologne-female,916,10,1200,,,0
10255,dudunsparce-three-segment,982,45,474,,,0
10256,palafin-hero,964,18,974,,,0
10257,maushold-family-of-three,925,3,28,,,0
10258,tatsugiri-droopy,978,3,80,,,0
10259,tatsugiri-stretchy,978,3,80,,,0
10260,squawkabilly-blue-plumage,931,6,24,,,0
10261,squawkabilly-yellow-plumage,931,6,24,,,0
10262,squawkabilly-white-plumage,931,6,24,,,0
10263,gimmighoul-roaming,999,1,10,,,0
10264,koraidon-limited-build,1007,35,3030,,,0
10265,koraidon-sprinting-build,1007,35,3030,,,0
10266,koraidon-swimming-build,1007,35,3030,,,0
10267,koraidon-gliding-build,1007,35,3030,,,0
10268,miraidon-low-power-mode,1008,28,2400,,,0
10269,miraidon-drive-mode,1008,28,2400,,,0
10270,miraidon-aquatic-mode,1008,28,2400,,,0
10271,miraidon-glide-mode,1008,28,2400,,,0
10272,ursaluna-bloodmoon,901,24,2900,,,0
10273,ogerpon-wellspring-mask,1017,12,398,,,0
10274,ogerpon-hearthflame-mask,1017,12,398,,,0
10275,ogerpon-cornerstone-mask,1017,12,398,,,0
