location_id,local_language_id,name,subtitle
387,9,N's Castle,
387,6,Schloss von N,
387,5,Palais de N,
387,1,Ｎの城,
388,9,Royal Unova,
388,6,MS Einall Royal,
388,5,L'Étoile d'Unys,
388,1,ロイヤルイッシュ号,
389,9,Gear Station,
389,6,Kampfmetro,
389,5,Engrenage du Métro,
389,1,ギアステーション,
390,9,Battle Subway,
390,6,Kampfmetro,
390,5,Métro de Combat,
390,1,バトルサブウェイ,
391,9,Musical Theater,
391,6,,
391,5,Music-Hall,
391,1,ミュージカルホール,
392,9,Black City,
392,6,Schwarze Stadt,
392,5,Ville Noire,
392,1,ブラックシティ,
393,9,White Forest,
393,6,Weißer Wald,
393,5,Forêt Blanche,
393,1,ホワイトフォレスト,
394,9,Unity Tower,
394,6,Turm der Einheit,
394,5,Tour Union,
394,1,ユナイテッドタワー,
395,9,Wellspring Cave,
395,6,Grundwassersenke,
395,5,Veine Souterraine,
395,1,地下水脈の穴,
396,9,Mistralton Cave,
396,6,Panaero-Höhle,
396,5,Grotte Parsemille,
396,1,フキヨセの洞穴,
397,9,Rumination Field,
397,6,Feld der Besinnung,
397,5,Clairière Réflexion,
397,1,思索の原,
398,9,Celestial Tower,
398,6,Turm des Himmels,
398,5,Tour des Cieux,
398,1,タワーオブヘブン,
399,9,Moor of Icirrus,
399,6,Moor von Nevaio,
399,5,Tourbière Flocombe,
399,1,セッカの湿原,
400,9,Shopping Mall,
400,6,Kaufhaus 9,
400,5,Centre Commercial,
400,1,ショッピングモール,
401,9,Challenger's Cave,
401,6,Höhle der Schulung,
401,5,Antre d'Entraînement,
401,1,修行の岩屋,
402,9,Poké Transfer Lab,
402,6,Porterlabor,
402,5,Laboratoire Fret,
402,1,シフトファクトリー,
403,9,Giant Chasm,
403,6,Riesengrotte,
403,5,Grotte Cyclopéenne,
403,1,ジャイアントホール,
404,9,Liberty Garden,
404,6,Freiheitsgarten,
404,5,Île Liberté,
404,1,リバティガーデン島,
405,9,P2 Laboratory,
405,6,P2-Labor,
405,5,Labo P2,
405,1,Ｐ２ラボ,
406,9,Skyarrow Bridge,
406,6,Himmelspfeilbrücke,
406,5,Pont Sagiciel,
406,1,スカイアローブリッジ,
407,9,Driftveil Drawbridge,
407,6,Marea-Zugbrücke,
407,5,Pont Yoneuve,
407,1,ホドモエの跳ね橋,
408,9,Tubeline Bridge,
408,6,Zylinderbrücke,
408,5,Pont Ferroviaire,
408,1,シリンダーブリッジ,
409,9,Village Bridge,
409,6,Dorfbrücke,
409,5,Pont du Hameau,
409,1,ビレッジブリッジ,
410,9,Marvelous Bridge,
410,6,Wunderbrücke,
410,5,Pont de l'Inconnu,
410,1,ワンダーブリッジ,
411,9,Entralink,
411,6,Kontaktebene,
411,5,Heylink,
411,1,ハイリンク,
412,9,Abundant Shrine,
412,6,Schrein der Ernte,
412,5,Autel Abondance,
412,1,ほうじょうの社,
413,9,Undella Bay,
413,6,Bucht von Ondula,
413,5,Baie Vaguelone,
413,1,サザナミ湾,
414,9,Lostlorn Forest,
414,6,Hain der Täuschung,
414,5,Bois des Illusions,
414,1,迷いの森,
415,9,Trial Chamber,
415,6,Kammer der Prüfung,
415,5,Salle Épreuve,
415,1,試練の室,
416,9,Guidance Chamber,
416,6,Kammer der Weisung,
416,5,Espace Guide,
416,1,導の間,
417,9,Entree Forest,
417,6,Kontaktebenenhain,
417,5,Forêt du Heylink,
417,1,ハイリンクの森,
418,9,Accumula Gate,
418,6,Gavina-Tor,
418,5,Porte Arabelle,
418,1,カラクサゲート,
419,9,Undella Gate,
419,6,Ondula-Tor,
419,5,Porte Vaguelone,
419,1,サザナミゲート,
420,9,Nacrene Gate,
420,6,Septerna-Tor,
420,5,Porte Maillard,
420,1,シッポウゲート,
421,9,Castelia Gate,
421,6,Stratos-Tor,
421,5,Porte Volucité,
421,1,ヒウンゲート,
422,9,Nimbasa Gate,
422,6,Rayono-Tor,
422,5,Porte Méanville,
422,1,ライモンゲート,
423,9,Opelucid Gate,
423,6,Twindrake-Tor,
423,5,Porte Janusia,
423,1,ソウリュウゲート,
424,9,Black Gate,
424,6,Schwarzes Tor,
424,5,Porte Noire,
424,1,ブラックゲート,
425,9,White Gate,
425,6,Weißes Tor,
425,5,Porte Blanche,
425,1,ホワイトゲート,
426,9,Bridge Gate,
426,6,Brückentor,
426,5,Porte de Pont,
426,1,ブリッジゲート,
427,9,Route Gate,
427,6,Route Gate,
427,5,Porte de Route,
427,1,ロードゲート,
428,9,Abyssal Ruins,
428,6,Unterwasserruine,
428,5,Ruines des Abysses,
428,1,海底遺跡,
429,11,トウカシティ,
429,9,Petalburg City,
429,8,Petalipoli,
429,7,Ciudad Petalia,
429,6,Blütenburg City,
429,5,Clémenti-Ville,
429,3,등화도시,
429,1,トウカシティ,
430,11,カイナシティ,
430,9,Slateport City,
430,8,Porto Selcepoli,
430,7,Ciudad Portual,
430,6,Graphitport City,
430,5,Poivressel,
430,3,잿빛도시,
430,1,カイナシティ,
431,11,ミナモシティ,
431,9,Lilycove City,
431,8,Porto Alghepoli,
431,7,Ciudad Calagua,
431,6,Seegrasulb City,
431,5,Nénucrique,
431,3,해안시티,
431,1,ミナモシティ,
432,11,トクサネシティ,
432,9,Mossdeep City,
432,8,Verdeazzupoli,
432,7,Ciudad Algaria,
432,6,Moosbach City,
432,5,Algatia,
432,3,이끼시티,
432,1,トクサネシティ,
433,11,ルネシティ,
433,9,Sootopolis City,
433,8,Ceneride,
433,7,Arrecípolis,
433,6,Xeneroville,
433,5,Atalanopolis,
433,3,루네시티,
433,1,ルネシティ,
434,11,サイユウシティ,
434,9,Ever Grande City,
434,8,Iridopoli,
434,7,Ciudad Colosalia,
434,6,Prachtpolis City,
434,5,Éternara,
434,3,그랜드시티,
434,1,サイユウシティ,
435,11,流星の滝,
435,9,Meteor Falls,
435,8,Cascate Meteora,
435,7,Cascada Meteoro,
435,6,Meteorfälle,
435,5,Site Météore,
435,3,유성의 폭포,
435,1,りゅうせいのたき,
436,11,カナシダトンネル,
436,9,Rusturf Tunnel,
436,8,Tunnel Menferro,
436,7,Túnel Fervergal,
436,6,Metaflurtunnel,
436,5,Tunnel Mérazon,
436,3,금잔터널,
436,1,カナシダトンネル,
437,11,石の洞窟,
437,9,Granite Cave,
437,8,Grotta Pietrosa,
437,7,Cueva Granito,
437,6,Granithöhle,
437,5,Grotte Granite,
437,3,바위 동굴,
437,1,いしのどうくつ,
438,11,トウカの森,
438,9,Petalburg Woods,
438,8,Bosco Petalo,
438,7,Bosque Petalia,
438,6,Blütenburgwald,
438,5,Bois Clémenti,
438,3,등화숲,
438,1,トウカのもり,
439,11,デコボコ山道,
439,9,Jagged Pass,
439,8,Passo Selvaggio,
439,7,Desfiladero,
439,6,Steilpass,
439,5,Sentier Sinuroc,
439,3,울퉁불퉁 산길,
439,1,デコボコさんどう,
440,11,炎の抜け道,
440,9,Fiery Path,
440,8,Cammino Ardente,
440,7,Senda Ígnea,
440,6,Feuriger Pfad,
440,5,Chemin Ardent,
440,3,불꽃샛길,
440,1,ほのおのぬけみち,
441,11,おくりび山,
441,9,Mt. Pyre,
441,8,Monte Pira,
441,7,Monte Pírico,
441,6,Pyroberg,
441,5,Mont Mémoria,
441,3,송화산,
441,1,おくりびやま,
442,11,海底洞窟,
442,9,Seafloor Cavern,
442,8,Antro Abissale,
442,7,Caverna Abisal,
442,6,Tiefseehöhle,
442,5,Caverne Fondmer,
442,3,해저동굴,
442,1,かいていどうくつ,
443,11,目覚めのほこら,
443,9,Cave of Origin,
443,8,Grotta dei Tempi,
443,7,Cueva Ancestral,
443,6,Urzeithöhle,
443,5,Grotte Origine,
443,3,각성의 사당,
443,1,めざめのほこら,
444,11,チャンピオンロード,
444,9,Victory Road,
444,8,Via Vittoria,
444,7,Calle Victoria,
444,6,Siegesstraße,
444,5,Route Victoire,
444,3,챔피언로드,
444,1,チャンピオンロード,
445,11,浅瀬の洞穴,
445,9,Shoal Cave,
445,8,Grotta Ondosa,
445,7,Cueva Cardumen,
445,6,Küstenhöhle,
445,5,Grotte Tréfonds,
445,3,여울의 동굴,
445,1,あさせのほらあな,
446,11,ニューキンセツ,
446,9,New Mauville,
446,8,Ciclanova,
446,7,Malvalanova,
446,6,Neu Malvenfroh,
446,5,New Lavandia,
446,3,뉴보라,
446,1,ニューキンセツ,
447,9,Abandoned Ship,
447,6,Schiffswrack,
447,5,Épave,
448,11,空の柱,
448,9,Sky Pillar,
448,8,Torre dei Cieli,
448,7,Pilar Celeste,
448,6,Himmelturm,
448,5,Pilier Céleste,
448,3,하늘기둥,
448,1,そらのはしら,
449,11,１０１番道路,
449,9,Route 101,
449,8,Percorso 101,
449,7,Ruta 101,
449,6,Route 101,
449,5,Route 101,
449,3,101번도로,
449,1,１０１ばんどうろ,
450,11,１０２番道路,
450,9,Route 102,
450,8,Percorso 102,
450,7,Ruta 102,
450,6,Route 102,
450,5,Route 102,
450,3,102번도로,
450,1,１０２ばんどうろ,
451,11,１０３番道路,
451,9,Route 103,
451,8,Percorso 103,
451,7,Ruta 103,
451,6,Route 103,
451,5,Route 103,
451,3,103번도로,
451,1,１０３ばんどうろ,
452,11,１０４番道路,
452,9,Route 104,
452,8,Percorso 104,
452,7,Ruta 104,
452,6,Route 104,
452,5,Route 104,
452,3,104번도로,
452,1,１０４ばんどうろ,
453,11,１０５番水道,
453,9,Route 105,
453,8,Percorso 105,
453,7,Ruta 105,
453,6,Route 105,
453,5,Chenal 105,
453,3,105번수로,
453,1,１０５ばんすいどう,
454,11,１０６番水道,
454,9,Route 106,
454,8,Percorso 106,
454,7,Ruta 106,
454,6,Route 106,
454,5,Chenal 106,
454,3,106번수로,
454,1,１０６ばんすいどう,
455,11,１０７番水道,
455,9,Route 107,
455,8,Percorso 107,
455,7,Ruta 107,
455,6,Route 107,
455,5,Chenal 107,
455,3,107번수로,
455,1,１０７ばんすいどう,
456,11,１０８番水道,
456,9,Route 108,
456,8,Percorso 108,
456,7,Ruta 108,
456,6,Route 108,
456,5,Chenal 108,
456,3,108번수로,
456,1,１０８ばんすいどう,
457,11,１０９番水道,
457,9,Route 109,
457,8,Percorso 109,
457,7,Ruta 109,
457,6,Route 109,
457,5,Chenal 109,
457,3,109번수로,
457,1,１０９ばんすいどう,
458,11,１１０番道路,
458,9,Route 110,
458,8,Percorso 110,
458,7,Ruta 110,
458,6,Route 110,
458,5,Route 110,
458,3,110번도로,
458,1,１１０ばんどうろ,
459,11,１１１番道路,
459,9,Route 111,
459,8,Percorso 111,
459,7,Ruta 111,
459,6,Route 111,
459,5,Route 111,
459,3,111번도로,
459,1,１１１ばんどうろ,
460,11,１１２番道路,
460,9,Route 112,
460,8,Percorso 112,
460,7,Ruta 112,
460,6,Route 112,
460,5,Route 112,
460,3,112번도로,
460,1,１１２ばんどうろ,
461,11,１１３番道路,
461,9,Route 113,
461,8,Percorso 113,
461,7,Ruta 113,
461,6,Route 113,
461,5,Route 113,
461,3,113번도로,
461,1,１１３ばんどうろ,
462,11,１１４番道路,
462,9,Route 114,
462,8,Percorso 114,
462,7,Ruta 114,
462,6,Route 114,
462,5,Route 114,
462,3,114번도로,
462,1,１１４ばんどうろ,
463,11,１１５番道路,
463,9,Route 115,
463,8,Percorso 115,
463,7,Ruta 115,
463,6,Route 115,
463,5,Route 115,
463,3,115번도로,
463,1,１１５ばんどうろ,
464,11,１１６番道路,
464,9,Route 116,
464,8,Percorso 116,
464,7,Ruta 116,
464,6,Route 116,
464,5,Route 116,
464,3,116번도로,
464,1,１１６ばんどうろ,
465,11,１１７番道路,
465,9,Route 117,
465,8,Percorso 117,
465,7,Ruta 117,
465,6,Route 117,
465,5,Route 117,
465,3,117번도로,
465,1,１１７ばんどうろ,
466,11,１１８番道路,
466,9,Route 118,
466,8,Percorso 118,
466,7,Ruta 118,
466,6,Route 118,
466,5,Route 118,
466,3,118번도로,
466,1,１１８ばんどうろ,
467,11,１１９番道路,
467,9,Route 119,
467,8,Percorso 119,
467,7,Ruta 119,
467,6,Route 119,
467,5,Route 119,
467,3,119번도로,
467,1,１１９ばんどうろ,
468,11,１２０番道路,
468,9,Route 120,
468,8,Percorso 120,
468,7,Ruta 120,
468,6,Route 120,
468,5,Route 120,
468,3,120번도로,
468,1,１２０ばんどうろ,
469,11,１２１番道路,
469,9,Route 121,
469,8,Percorso 121,
469,7,Ruta 121,
469,6,Route 121,
469,5,Route 121,
469,3,121번도로,
469,1,１２１ばんどうろ,
470,11,１２２番水道,
470,9,Route 122,
470,8,Percorso 122,
470,7,Ruta 122,
470,6,Route 122,
470,5,Chenal 122,
470,3,122번수로,
470,1,１２２ばんすいどう,
471,11,１２３番道路,
471,9,Route 123,
471,8,Percorso 123,
471,7,Ruta 123,
471,6,Route 123,
471,5,Route 123,
471,3,123번도로,
471,1,１２３ばんどうろ,
472,11,１２４番水道,
472,9,Route 124,
472,8,Percorso 124,
472,7,Ruta 124,
472,6,Route 124,
472,5,Chenal 124,
472,3,124번수로,
472,1,１２４ばんすいどう,
473,11,１２５番水道,
473,9,Route 125,
473,8,Percorso 125,
473,7,Ruta 125,
473,6,Route 125,
473,5,Chenal 125,
473,3,125번수로,
473,1,１２５ばんすいどう,
474,11,１２６番水道,
474,9,Route 126,
474,8,Percorso 126,
474,7,Ruta 126,
474,6,Route 126,
474,5,Chenal 126,
474,3,126번수로,
474,1,１２６ばんすいどう,
475,11,１２７番水道,
475,9,Route 127,
475,8,Percorso 127,
475,7,Ruta 127,
475,6,Route 127,
475,5,Chenal 127,
475,3,127번수로,
475,1,１２７ばんすいどう,
476,11,１２８番水道,
476,9,Route 128,
476,8,Percorso 128,
476,7,Ruta 128,
476,6,Route 128,
476,5,Chenal 128,
476,3,128번수로,
476,1,１２８ばんすいどう,
477,11,１２９番水道,
477,9,Route 129,
477,8,Percorso 129,
477,7,Ruta 129,
477,6,Route 129,
477,5,Chenal 129,
477,3,129번수로,
477,1,１２９ばんすいどう,
478,11,１３０番水道,
478,9,Route 130,
478,8,Percorso 130,
478,7,Ruta 130,
478,6,Route 130,
478,5,Chenal 130,
478,3,130번수로,
478,1,１３０ばんすいどう,
479,11,１３１番水道,
479,9,Route 131,
479,8,Percorso 131,
479,7,Ruta 131,
479,6,Route 131,
479,5,Chenal 131,
479,3,131번수로,
479,1,１３１ばんすいどう,
480,11,１３２番水道,
480,9,Route 132,
480,8,Percorso 132,
480,7,Ruta 132,
480,6,Route 132,
480,5,Chenal 132,
480,3,132번수로,
480,1,１３２ばんすいどう,
481,11,１３３番水道,
481,9,Route 133,
481,8,Percorso 133,
481,7,Ruta 133,
481,6,Route 133,
481,5,Chenal 133,
481,3,133번수로,
481,1,１３３ばんすいどう,
482,11,１３４番水道,
482,9,Route 134,
482,8,Percorso 134,
482,7,Ruta 134,
482,6,Route 134,
482,5,Chenal 134,
482,3,134번수로,
482,1,１３４ばんすいどう,
483,11,サファリゾーン,
483,9,Safari Zone,
483,8,Zona Safari,
483,7,Zona Safari,
483,6,Safari-Zone,
483,5,Parc Safari,
483,3,사파리존,
483,1,サファリゾーン,
484,11,ムロタウン,
484,9,Dewford Town,
484,8,Bluruvia,
484,7,Pueblo Azuliza,
484,6,Faustauhaven,
484,5,Myokara,
484,3,무로마을,
484,1,ムロタウン,
485,11,キナギタウン,
485,9,Pacifidlog Town,
485,8,Orocea,
485,7,Pueblo Oromar,
485,6,Floßbrunn,
485,5,Pacifiville,
485,3,황금마을,
485,1,キナギタウン,
486,9,Magma Hideout,
486,6,Team Magmas Versteck,
486,5,Planque Magma,
487,9,Mirage Tower,
487,6,Wunderturm,
487,5,Tour Mirage,
488,9,Desert Underpass,
488,6,Wüstentunnel,
488,5,Voie du Désert,
489,9,Artisan Cave,
489,6,Höhlenatelier,
489,5,Grotte Atelier,
490,9,Altering Cave,
490,6,Wandelhöhle,
490,5,Grotte Métamo,
491,9,Monean Chamber,
491,6,Einamon-Kammer,
491,5,Chambre Anemune,
492,9,Liptoo Chamber,
492,6,Pezwulp-Kammer,
492,5,Chambre Deulipe,
493,9,Weepth Chamber,
493,6,Dreiecke-Kammer,
493,5,Chambre Prois,
494,9,Dilford Chamber,
494,6,Vierzisse-Kammer,
494,5,Chambre Jonquatre,
495,9,Scufib Chamber,
495,6,Fünibisku-Kammer,
495,5,Chambre Hibicinq,
496,9,Rixy Chamber,
496,6,Lilechs-Kammer,
496,5,Chambre Irix,
497,9,Viapos Chamber,
497,6,Sieborbia-Kammer,
497,5,Chambre Poinsept,
498,9,S.S. Anne,
498,6,MS Anne,
498,5,L'Océane,
500,9,Mt. Ember,
500,6,Glutberg,
500,5,Mont Braise,
501,9,Berry Forest,
501,6,Beerenforst,
501,5,Bois Baies,
502,9,Icefall Cave,
502,6,Eiskaskadenhöhle,
502,5,Grotte de Glace,
503,9,Pattern Bush,
503,6,Musterbuschwald,
503,5,Forbuissons,
504,9,Lost Cave,
504,6,Verlorene Höhle,
504,5,Grotte Perdue,
505,9,Kindle Road,
505,6,Glühweg,
505,5,Route Tison,
506,9,Treasure Beach,
506,6,Schatzgestade,
506,5,Plage Trésor,
507,9,Cape Brink,
507,6,Kap Kante,
507,5,Cap Falaise,
508,9,Bond Bridge,
508,6,Bundbrücke,
508,5,Pont du Lien,
509,9,Three Isle Port,
509,6,Tri-Eiland Hafen,
509,5,Port Ile 3,
510,9,Resort Gorgeous,
510,6,Ferienparadies,
510,5,Camp de Vacances,
511,9,Water Labyrinth,
511,6,Wasserirrgarten,
511,5,Labyrinthe d'O,
512,9,Five Isle Meadow,
512,6,Eiland 5-Weide,
512,5,Pré Ile 5,
513,9,Memorial Pillar,
513,6,Gedenksäule,
513,5,Mémorial,
514,9,Outcast Island,
514,6,Fern-Eiland,
514,5,Ile du Lointain,
515,9,Green Path,
515,6,Grüner Pfad,
515,5,Chemin Vert,
516,9,Water Path,
516,6,Wasserweg,
516,5,Agualcanal,
517,9,Ruin Valley,
517,6,Ruinental,
517,5,Vallée Ruine,
518,9,Trainer Tower,
518,6,Trainerturm,
518,5,Tour Dresseurs,
519,9,Canyon Entrance,
519,6,Schluchteingang,
519,5,Entrée du Canyon,
520,9,Sevault Canyon,
520,6,7-Schatzschlucht,
520,5,Canyon Sesor,
521,9,Tanoby Ruins,
521,6,Tanibo-Ruinen,
521,5,Ruines Tanoby,
526,9,One Island,
526,6,Eiland Eins,
526,5,Ile 1,
527,9,Four Island,
527,6,Eiland Vier,
527,5,Ile 4,
528,9,Five Island,
528,6,Eiland Fünf,
528,5,Ile 5,
529,9,Altering Cave,
529,6,Wandelhöhle,
529,5,Grotte Métamo,
531,9,Aspertia City,
531,6,Eventura City,
531,5,Pavonnay,
531,1,ヒオウギシティ,
532,9,Virbank City,
532,6,Vapydro City,
532,5,Ondes-sur-Mer,
532,1,タチワキシティ,
533,9,Humilau City,
533,6,Abidaya City,
533,5,Papeloa,
533,1,セイガイハシティ,
534,9,PokéStar Studios,
534,6,Pokéwood,
534,5,Pokéwood,
534,1,ポケウッド,
535,9,Join Avenue,
535,6,Einklangspassage,
535,5,Galerie Concorde,
535,1,ジョインアベニュー,
536,9,Floccesy Town,
536,6,Dausing,
536,5,Amaillide,
536,1,サンギタウン,
537,9,Lentimas Town,
537,6,Monsentiero,
537,5,Arpentières,
537,1,ヤマジタウン,
538,9,Route 19,
538,6,Route 19,
538,5,Route 19,
538,1,１９番道路,
539,9,Route 20,
539,6,Route 20,
539,5,Route 20,
539,1,２０番道路,
540,9,Route 21,
540,6,Route 21,
540,5,Chenal 21,
540,1,２１番水道,
541,9,Route 22,
541,6,Route 22,
541,5,Route 22,
541,1,２２番道路,
542,9,Route 23,
542,6,Route 23,
542,5,Route 23,
542,1,２３番道路,
543,9,Castelia Sewers,
543,6,Stratos-Kanalisation,
543,5,Égouts de Volucité,
543,1,ヒウン下水道,
544,9,Floccesy Ranch,
544,6,Dausing-Hof,
544,5,Ranch d'Amaillide,
544,1,サンギ牧場,
545,9,Virbank Complex,
545,6,Vapydro-Werke,
545,5,Z.I. d'Ondes-sur-Mer,
545,1,タチワキコンビナート,
546,9,Reversal Mountain,
546,6,Janusberg,
546,5,Mont Renenvers,
546,1,リバースマウンテン,
547,9,Strange House,
547,6,Bizarro-Haus,
547,5,Manoir de l'Étrange,
547,1,ストレンジャーハウス,
548,9,Victory Road,
548,6,Siegesstraße,
548,5,Route Victoire,
548,1,チャンピオンロード,
549,9,Plasma Frigate,
549,6,Plasma-Fregatte,
549,5,Frégate Plasma,
549,1,プラズマフリゲート,
550,9,Relic Passage,
550,6,Alter Fluchtweg,
550,5,Chemin Enfoui,
550,1,古代の抜け道,
551,9,Clay Tunnel,
551,6,Turner-Pfad,
551,5,Route Bardane,
551,1,ヤーコンロード,
552,9,White Treehollow,
552,6,Weiße Baumhöhle,
552,5,Arbre Creux Blanc,
552,1,白の樹洞,
553,9,Black Tower,
553,6,Schwarzes Hochhaus,
553,5,Gratte-Ciel Noir,
553,1,黒の摩天楼,
554,9,Seaside Cave,
554,6,Strandgrotte,
554,5,Grotte Littorale,
554,1,海辺の洞穴,
555,9,Cave of Being,
555,6,Beschwörungshöhle,
555,5,Caverne des Esprits,
555,1,心の空洞,
556,9,Hidden Grotto,
556,6,Versteckte Lichtung,
556,5,Trouée Cachée,
556,1,隠し穴,
557,9,Marine Tube,
557,6,Unterseetunnel,
557,5,Aquatube,
557,1,マリンチューブ,
558,9,Virbank Gate,
558,6,Vapydro-Tor,
558,5,Porte Ondes-sur-Mer,
558,1,タチワキゲート,
559,9,Aspertia Gate,
559,6,Eventura-Tor,
559,5,Porte Pavonnay,
559,1,ヒオウギゲート,
560,9,Nature Sanctuary,
560,6,Naturschutzgebiet,
560,5,Réserve Naturelle,
560,1,自然保護区,
561,9,Medal Secretariat,
561,6,Medaillenamt,
561,5,Bureau des Médailles,
561,1,メダル事務局,
562,9,Underground Ruins,
562,6,Unterirdische Ruine,
562,5,Ruines Enfouies,
562,1,地底遺跡,
563,9,Rocky Mountain Room,
563,6,Steingipfelkammer,
563,5,Salle Pic Rocheux,
563,1,岩山の間,
564,9,Glacier Room,
564,6,Eisbergkammer,
564,5,Salle Iceberg,
564,1,氷山の間,
565,9,Iron Room,
565,6,Eisenkammer,
565,5,Salle Fer,
565,1,鉄の間,
566,9,Pledge Grove,
566,6,Schwurhain,
566,5,Bois du Serment,
566,1,誓いの林,
567,11,ミシロタウン,
567,9,Littleroot Town,
567,8,Albanova,
567,7,Villa Raíz,
567,6,Wurzelheim,
567,5,Bourg-en-Vol,
567,3,미로마을,
567,1,ミシロタウン,
568,11,コトキタウン,
568,9,Oldale Town,
568,8,Solarosa,
568,7,Pueblo Escaso,
568,6,Rosaltstadt,
568,5,Rosyères,
568,3,고도마을,
568,1,コトキタウン,
569,11,フエンタウン,
569,9,Lavaridge Town,
569,8,Cuordilava,
569,7,Pueblo Lavacalda,
569,6,Bad Lavastadt,
569,5,Vermilava,
569,3,용암마을,
569,1,フエンタウン,
570,11,ハジツゲタウン,
570,9,Fallarbor Town,
570,8,Brunifoglia,
570,7,Pueblo Pardal,
570,6,Laubwechselfeld,
570,5,Autéquia,
570,3,단풍마을,
570,1,ハジツゲタウン,
571,11,シダケタウン,
571,9,Verdanturf Town,
571,8,Mentania,
571,7,Pueblo Verdegal,
571,6,Wiesenflur,
571,5,Vergazon,
571,3,잔디마을,
571,1,シダケタウン,
572,11,キンセツシティ,
572,9,Mauville City,
572,8,Ciclamipoli,
572,7,Ciudad Malvalona,
572,6,Malvenfroh City,
572,5,Lavandia,
572,3,보라시티,
572,1,キンセツシティ,
573,11,カナズミシティ,
573,9,Rustboro City,
573,8,Ferrugipoli,
573,7,Ciudad Férrica,
573,6,Metarost City,
573,5,Mérouville,
573,3,금탄도시,
573,1,カナズミシティ,
574,11,ヒワマキシティ,
574,9,Fortree City,
574,8,Forestopoli,
574,7,Ciudad Arborada,
574,6,Baumhausen City,
574,5,Cimetronelle,
574,3,검방울시티,
574,1,ヒワマキシティ,
575,9,Underwater,
575,6,Unterwasser,
575,5,Fond marin,
576,11,えんとつ山,
576,9,Mt. Chimney,
576,8,Monte Camino,
576,7,Monte Cenizo,
576,6,Schlotberg,
576,5,Mont Chimnée,
576,3,굴뚝산,
576,1,えんとつやま,
577,11,マボロシ島,
577,9,Mirage Island,
577,8,Isola Miraggio,
577,7,Isla Espejismo,
577,6,Wundereiland,
577,5,Île Mirage,
577,3,환상섬,
577,1,マボロシじま,
578,11,南の孤島,
578,9,Southern Island,
578,8,Isola Remota,
578,7,Isla del Sur,
578,6,Insel im Süden,
578,5,Île du Sud,
578,3,남쪽의 외딴섬,
578,1,みなみのことう,
579,11,おふれの石室,
579,9,Sealed Chamber,
579,8,Sala Incisa,
579,7,Cámara Sellada,
579,6,Siegelkammer,
579,5,Sanctuaire,
579,3,고시의 석실,
579,1,おふれのせきしつ,
580,11,日照りの岩戸,
580,9,Scorched Slab,
580,8,Grottino Solare,
580,7,Gruta Solar,
580,6,Sonnengrotte,
580,5,Grotte Zénith,
580,3,가뭄의 암굴,
580,1,ひでりのいわと,
581,11,小島の横穴,
581,9,Island Cave,
581,8,Grotta Insulare,
581,7,Cueva Insular,
581,6,Inselhöhle,
581,5,Grotte de l’Îlot,
581,3,작은 섬 옆굴,
581,1,こじまのよこあな,
582,11,砂漠遺跡,
582,9,Desert Ruins,
582,8,Rovine Sabbiose,
582,7,Ruinas del Desierto,
582,6,Wüstenruine,
582,5,Ruines Désert,
582,3,사막유적,
582,1,さばくいせき,
583,11,古代塚,
583,9,Ancient Tomb,
583,8,Tomba Antica,
583,7,Tumba Antigua,
583,6,Grabmal,
583,5,Tombeau Antique,
583,3,고대의 무덤,
583,1,こだいづか,
584,11,？？？,
584,9,???,
584,8,???,
584,7,(?),
584,6,???,
584,5,???,
584,3,???,
584,1,？？？,
585,11,ひみつきち,
585,9,Secret Base,
585,8,Base Segreta,
585,7,Base Secreta,
585,6,Geheimbasis,
585,5,Base Secrète,
585,3,비밀기지,
585,1,ひみつきち,
586,9,Battle Tower,
586,6,Duellturm,
586,5,Tour de Combat,
587,11,アサメタウン,
587,9,Vaniville Town,
587,8,Borgo Bozzetto,
587,7,Pueblo Boceto,
587,6,Escissia,
587,5,Bourg Croquis,
587,3,조아마을,
587,1,アサメタウン,
588,11,１番道路,
588,9,Route 1,
588,8,Percorso 1,
588,7,Ruta 1,
588,6,Route 1,
588,5,Route 1,
588,3,1번도로,
588,1,１ばんどうろ,
589,11,アサメの小道,
589,9,Vaniville Pathway,
589,8,Vicolo Bozzetto,
589,7,Sendero Boceto,
589,6,Escissia-Pfad,
589,5,Sentier Croquis,
589,3,조아의 작은 길,
589,1,アサメのこみち,
590,11,メイスイタウン,
590,9,Aquacorde Town,
590,8,Rio Acquerello,
590,7,Pueblo Acuarela,
590,6,Aquarellia,
590,5,Quarellis,
590,3,수미마을,
590,1,メイスイタウン,
591,11,２番道路,
591,9,Route 2,
591,8,Percorso 2,
591,7,Ruta 2,
591,6,Route 2,
591,5,Route 2,
591,3,2번도로,
591,1,２ばんどうろ,
592,11,アバンセ通り,
592,9,Avance Trail,
592,8,Via Progresso,
592,7,Vía del Avance,
592,6,Progrès-Weg,
592,5,Chemin Progrès,
592,3,아방쎄 도로,
592,1,アバンセどおり,
593,11,ハクダンの森,
593,9,Santalune Forest,
593,8,Bosco Novartopoli,
593,7,Bosque de Novarte,
593,6,Nouvaria-Wald,
593,5,Forêt de Neuvartault,
593,3,백단숲,
593,1,ハクダンのもり,
594,11,３番道路,
594,9,Route 3,
594,8,Percorso 3,
594,7,Ruta 3,
594,6,Route 3,
594,5,Route 3,
594,3,3번도로,
594,1,３ばんどうろ,
595,11,ウベール通り,
595,9,Ouvert Way,
595,8,Via Aperta,
595,7,Senda Despejada,
