move_id,local_language_id,name
137,5,Regard Médusant
137,6,Schlangenblick
137,7,Deslumbrar
137,8,Sguardo Feroce
137,9,Glare
137,11,へびにらみ
137,12,大蛇瞪眼
138,1,ゆめくい
138,3,꿈먹기
138,4,食夢
138,5,Dévorêve
138,6,Traumfresser
138,7,Comesueños
138,8,Mangiasogni
138,9,Dream Eater
138,11,ゆめくい
138,12,食梦
139,1,どくガス
139,3,독가스
139,4,毒瓦斯
139,5,Gaz Toxik
139,6,Giftwolke
139,7,Gas Venenoso
139,8,Velenogas
139,9,Poison Gas
139,11,どくガス
139,12,毒瓦斯
140,1,たまなげ
140,3,구슬던지기
140,4,投球
140,5,Pilonnage
140,6,Stakkato
140,7,Bombardeo
140,8,Attacco Pioggia
140,9,Barrage
140,11,たまなげ
140,12,投球
141,1,きゅうけつ
141,3,흡혈
141,4,吸血
141,5,Vampirisme
141,6,Blutsauger
141,7,Chupavidas
141,8,Sanguisuga
141,9,Leech Life
141,11,きゅうけつ
141,12,吸血
142,1,あくまのキッス
142,3,악마의키스
142,4,惡魔之吻
142,5,Grobisou
142,6,Todeskuss
142,7,Beso Amoroso
142,8,Demonbacio
142,9,Lovely Kiss
142,11,あくまのキッス
142,12,恶魔之吻
143,1,ゴッドバード
143,3,불새
143,4,神鳥猛擊
143,5,Piqué
143,6,Himmelsfeger
143,7,Ataque Aéreo
143,8,Aeroattacco
143,9,Sky Attack
143,11,ゴッドバード
143,12,神鸟猛击
144,1,へんしん
144,3,변신
144,4,變身
144,5,Morphing
144,6,Wandler
144,7,Transformación
144,8,Trasformazione
144,9,Transform
144,11,へんしん
144,12,变身
145,1,あわ
145,3,거품
145,4,泡沫
145,5,Écume
145,6,Blubber
145,7,Burbuja
145,8,Bolla
145,9,Bubble
145,11,あわ
145,12,泡沫
146,1,ピヨピヨパンチ
146,3,잼잼펀치
146,4,迷昏拳
146,5,Uppercut
146,6,Irrschlag
146,7,Puño Mareo
146,8,Stordipugno
146,9,Dizzy Punch
146,11,ピヨピヨパンチ
146,12,迷昏拳
147,1,キノコのほうし
147,3,버섯포자
147,4,蘑菇孢子
147,5,Spore
147,6,Pilzspore
147,7,Espora
147,8,Spora
147,9,Spore
147,11,キノコのほうし
147,12,蘑菇孢子
148,1,フラッシュ
148,3,플래시
148,4,閃光
148,5,Flash
148,6,Blitz
148,7,Destello
148,8,Flash
148,9,Flash
148,11,フラッシュ
148,12,闪光
149,1,サイコウェーブ
149,3,사이코웨이브
149,4,精神波
149,5,Vague Psy
149,6,Psywelle
149,7,Psicoonda
149,8,Psiconda
149,9,Psywave
149,11,サイコウェーブ
149,12,精神波
150,1,はねる
150,3,튀어오르기
150,4,躍起
150,5,Trempette
150,6,Platscher
150,7,Salpicadura
150,8,Splash
150,9,Splash
150,11,はねる
150,12,跃起
151,1,とける
151,3,녹기
151,4,溶化
151,5,Acidarmure
151,6,Säurepanzer
151,7,Armadura Ácida
151,8,Scudo Acido
151,9,Acid Armor
151,11,とける
151,12,溶化
152,1,クラブハンマー
152,3,찝게햄머
152,4,蟹鉗錘
152,5,Pince-Masse
152,6,Krabbhammer
152,7,Martillazo
152,8,Martellata
152,9,Crabhammer
152,11,クラブハンマー
152,12,蟹钳锤
153,1,だいばくはつ
153,3,대폭발
153,4,大爆炸
153,5,Explosion
153,6,Explosion
153,7,Explosión
153,8,Esplosione
153,9,Explosion
153,11,だいばくはつ
153,12,大爆炸
154,1,みだれひっかき
154,3,마구할퀴기
154,4,亂抓
154,5,Combo-Griffe
154,6,Kratzfurie
154,7,Golpes Furia
154,8,Sfuriate
154,9,Fury Swipes
154,11,みだれひっかき
154,12,乱抓
155,1,ホネブーメラン
155,3,뼈다귀부메랑
155,4,骨頭回力鏢
155,5,Osmerang
155,6,Knochmerang
155,7,Huesomerang
155,8,Ossomerang
155,9,Bonemerang
155,11,ホネブーメラン
155,12,骨头回力镖
156,1,ねむる
156,3,잠자기
156,4,睡覺
156,5,Repos
156,6,Erholung
156,7,Descanso
156,8,Riposo
156,9,Rest
156,11,ねむる
156,12,睡觉
157,1,いわなだれ
157,3,스톤샤워
157,4,岩崩
157,5,Éboulement
157,6,Steinhagel
157,7,Avalancha
157,8,Frana
157,9,Rock Slide
157,11,いわなだれ
157,12,岩崩
158,1,ひっさつまえば
158,3,필살앞니
158,4,必殺門牙
158,5,Croc de Mort
158,6,Hyperzahn
158,7,Hipercolmillo
158,8,Iperzanna
158,9,Hyper Fang
158,11,ひっさつまえば
158,12,必杀门牙
159,1,かくばる
159,3,각지기
159,4,稜角化
159,5,Affûtage
159,6,Schärfer
159,7,Afilar
159,8,Affilatore
159,9,Sharpen
159,11,かくばる
159,12,棱角化
160,1,テクスチャー
160,3,텍스처
160,4,紋理
160,5,Conversion
160,6,Umwandlung
160,7,Conversión
160,8,Conversione
160,9,Conversion
160,11,テクスチャー
160,12,纹理
161,1,トライアタック
161,3,트라이어택
161,4,三重攻擊
161,5,Triplattaque
161,6,Triplette
161,7,Triataque
161,8,Tripletta
161,9,Tri Attack
161,11,トライアタック
161,12,三重攻击
162,1,いかりのまえば
162,3,분노의앞니
162,4,憤怒門牙
162,5,Croc Fatal
162,6,Superzahn
162,7,Superdiente
162,8,Superzanna
162,9,Super Fang
162,11,いかりのまえば
162,12,愤怒门牙
163,1,きりさく
163,3,베어가르기
163,4,劈開
163,5,Tranche
163,6,Schlitzer
163,7,Cuchillada
163,8,Lacerazione
163,9,Slash
163,11,きりさく
163,12,劈开
164,1,みがわり
164,3,대타출동
164,4,替身
164,5,Clonage
164,6,Delegator
164,7,Sustituto
164,8,Sostituto
164,9,Substitute
164,11,みがわり
164,12,替身
165,1,わるあがき
165,3,발버둥
165,4,掙扎
165,5,Lutte
165,6,Verzweifler
165,7,Forcejeo
165,8,Scontro
165,9,Struggle
165,11,わるあがき
165,12,挣扎
166,1,スケッチ
166,3,스케치
166,4,寫生
166,5,Gribouille
166,6,Nachahmer
166,7,Esquema
166,8,Schizzo
166,9,Sketch
166,11,スケッチ
166,12,写生
167,1,トリプルキック
167,3,트리플킥
167,4,三連踢
167,5,Triple Pied
167,6,Dreifachkick
167,7,Triple Patada
167,8,Triplocalcio
167,9,Triple Kick
167,11,トリプルキック
167,12,三连踢
168,1,どろぼう
168,3,도둑질
168,4,小偷
168,5,Larcin
168,6,Raub
168,7,Ladrón
168,8,Furto
168,9,Thief
168,11,どろぼう
168,12,小偷
169,1,クモのす
169,3,거미집
169,4,蛛網
169,5,Toile
169,6,Spinnennetz
169,7,Telaraña
169,8,Ragnatela
169,9,Spider Web
169,11,クモのす
169,12,蛛网
170,1,こころのめ
170,3,마음의눈
170,4,心之眼
170,5,Lire-Esprit
170,6,Willensleser
170,7,Telépata
170,8,Leggimente
170,9,Mind Reader
170,11,こころのめ
170,12,心之眼
171,1,あくむ
171,3,악몽
171,4,惡夢
171,5,Cauchemar
171,6,Nachtmahr
171,7,Pesadilla
171,8,Incubo
171,9,Nightmare
171,11,あくむ
171,12,恶梦
172,1,かえんぐるま
172,3,화염자동차
172,4,火焰輪
172,5,Roue de Feu
172,6,Flammenrad
172,7,Rueda Fuego
172,8,Ruotafuoco
172,9,Flame Wheel
172,11,かえんぐるま
172,12,火焰轮
173,1,いびき
173,3,코골기
173,4,打鼾
173,5,Ronflement
173,6,Schnarcher
173,7,Ronquido
173,8,Russare
173,9,Snore
173,11,いびき
173,12,打鼾
174,1,のろい
174,3,저주
174,4,詛咒
174,5,Malédiction
174,6,Fluch
174,7,Maldición
174,8,Maledizione
174,9,Curse
174,11,のろい
174,12,诅咒
175,1,じたばた
175,3,바둥바둥
175,4,抓狂
175,5,Gigotage
175,6,Dreschflegel
175,7,Azote
175,8,Flagello
175,9,Flail
175,11,じたばた
175,12,抓狂
176,1,テクスチャー２
176,3,텍스처2
176,4,紋理２
176,5,Conversion 2
176,6,Umwandlung2
176,7,Conversión2
176,8,Conversione2
176,9,Conversion 2
176,11,テクスチャー２
176,12,纹理２
177,1,エアロブラスト
177,3,에어로블라스트
177,4,氣旋攻擊
177,5,Aéroblast
177,6,Luftstoß
177,7,Aerochorro
177,8,Aerocolpo
177,9,Aeroblast
177,11,エアロブラスト
177,12,气旋攻击
178,1,わたほうし
178,3,목화포자
178,4,棉孢子
178,5,Spore Coton
178,6,Baumwollsaat
178,7,Esporagodón
178,8,Cottonspora
178,9,Cotton Spore
178,11,わたほうし
178,12,棉孢子
179,1,きしかいせい
179,3,기사회생
179,4,起死回生
179,5,Contre
179,6,Gegenschlag
179,7,Inversión
179,8,Contropiede
179,9,Reversal
179,11,きしかいせい
179,12,起死回生
180,1,うらみ
180,3,원한
180,4,怨恨
180,5,Dépit
180,6,Groll
180,7,Rencor
180,8,Dispetto
180,9,Spite
180,11,うらみ
180,12,怨恨
181,1,こなゆき
181,3,눈싸라기
181,4,細雪
181,5,Poudreuse
181,6,Pulverschnee
181,7,Nieve Polvo
181,8,Polneve
181,9,Powder Snow
181,11,こなゆき
181,12,细雪
182,1,まもる
182,3,방어
182,4,守住
182,5,Abri
182,6,Schutzschild
182,7,Protección
182,8,Protezione
182,9,Protect
182,11,まもる
182,12,守住
183,1,マッハパンチ
183,3,마하펀치
183,4,音速拳
183,5,Mach Punch
183,6,Tempohieb
183,7,Ultrapuño
183,8,Pugnorapido
183,9,Mach Punch
183,11,マッハパンチ
183,12,音速拳
184,1,こわいかお
184,3,겁나는얼굴
184,4,鬼面
184,5,Grimace
184,6,Grimasse
184,7,Cara Susto
184,8,Visotruce
184,9,Scary Face
184,11,こわいかお
184,12,鬼面
185,1,だましうち
185,3,속여때리기
185,4,出奇一擊
185,5,Feinte
185,6,Finte
185,7,Finta
185,8,Finta
185,9,Feint Attack
185,11,だましうち
185,12,出奇一击
186,1,てんしのキッス
186,3,천사의키스
186,4,天使之吻
186,5,Doux Baiser
186,6,Bitterkuss
186,7,Beso Dulce
186,8,Dolcebacio
186,9,Sweet Kiss
186,11,てんしのキッス
186,12,天使之吻
187,1,はらだいこ
187,3,배북
187,4,腹鼓
187,5,Cognobidon
187,6,Bauchtrommel
187,7,Tambor
187,8,Panciamburo
187,9,Belly Drum
187,11,はらだいこ
187,12,腹鼓
188,1,ヘドロばくだん
188,3,오물폭탄
188,4,污泥炸彈
188,5,Bombe Beurk
188,6,Matschbombe
188,7,Bomba Lodo
188,8,Fangobomba
188,9,Sludge Bomb
188,11,ヘドロばくだん
188,12,污泥炸弹
189,1,どろかけ
189,3,진흙뿌리기
189,4,擲泥
189,5,Coud’Boue
189,6,Lehmschelle
189,7,Bofetón Lodo
189,8,Fangosberla
189,9,Mud-Slap
189,11,どろかけ
189,12,掷泥
190,1,オクタンほう
190,3,대포무노포
190,4,章魚桶炮
190,5,Octazooka
190,6,Octazooka
190,7,Pulpocañón
190,8,Octazooka
190,9,Octazooka
190,11,オクタンほう
190,12,章鱼桶炮
191,1,まきびし
191,3,압정뿌리기
191,4,撒菱
191,5,Picots
191,6,Stachler
191,7,Púas
191,8,Punte
191,9,Spikes
191,11,まきびし
191,12,撒菱
192,1,でんじほう
192,3,전자포
192,4,電磁炮
192,5,Élecanon
192,6,Blitzkanone
192,7,Electrocañón
192,8,Falcecannone
192,9,Zap Cannon
192,11,でんじほう
192,12,电磁炮
193,1,みやぶる
193,3,꿰뚫어보기
193,4,識破
193,5,Clairvoyance
193,6,Scharfblick
193,7,Profecía
193,8,Preveggenza
193,9,Foresight
193,11,みやぶる
193,12,识破
194,1,みちづれ
194,3,길동무
194,4,同命
194,5,Lien du Destin
194,6,Abgangsbund
194,7,Mismo Destino
194,8,Destinobbligato
194,9,Destiny Bond
194,11,みちづれ
194,12,同命
195,1,ほろびのうた
195,3,멸망의노래
195,4,滅亡之歌
195,5,Requiem
195,6,Abgesang
195,7,Canto Mortal
195,8,Ultimocanto
195,9,Perish Song
195,11,ほろびのうた
195,12,灭亡之歌
196,1,こごえるかぜ
196,3,얼다바람
196,4,冰凍之風
196,5,Vent Glace
196,6,Eissturm
196,7,Viento Hielo
196,8,Ventogelato
196,9,Icy Wind
196,11,こごえるかぜ
196,12,冰冻之风
197,1,みきり
197,3,판별
197,4,看穿
197,5,Détection
197,6,Scanner
197,7,Detección
197,8,Individua
197,9,Detect
197,11,みきり
197,12,看穿
198,1,ボーンラッシュ
198,3,본러쉬
198,4,骨棒亂打
198,5,Charge Os
198,6,Knochenhatz
198,7,Ataque Óseo
198,8,Ossoraffica
198,9,Bone Rush
198,11,ボーンラッシュ
198,12,骨棒乱打
199,1,ロックオン
199,3,록온
199,4,鎖定
199,5,Verrouillage
199,6,Zielschuss
199,7,Fijar Blanco
199,8,Localizza
199,9,Lock-On
199,11,ロックオン
199,12,锁定
200,1,げきりん
200,3,역린
200,4,逆鱗
200,5,Colère
200,6,Wutanfall
200,7,Enfado
200,8,Oltraggio
200,9,Outrage
200,11,げきりん
200,12,逆鳞
201,1,すなあらし
201,3,모래바람
201,4,沙暴
201,5,Tempête de Sable
201,6,Sandsturm
201,7,Tormenta Arena
201,8,Terrempesta
201,9,Sandstorm
201,11,すなあらし
201,12,沙暴
202,1,ギガドレイン
202,3,기가드레인
202,4,終極吸取
202,5,Giga-Sangsue
202,6,Gigasauger
202,7,Gigadrenado
202,8,Gigassorbimento
202,9,Giga Drain
202,11,ギガドレイン
202,12,终极吸取
203,1,こらえる
203,3,버티기
203,4,挺住
203,5,Ténacité
203,6,Ausdauer
203,7,Aguante
203,8,Resistenza
203,9,Endure
203,11,こらえる
203,12,挺住
204,1,あまえる
204,3,애교부리기
204,4,撒嬌
204,5,Charme
204,6,Charme
204,7,Encanto
204,8,Fascino
204,9,Charm
204,11,あまえる
204,12,撒娇
205,1,ころがる
205,3,구르기
205,4,滾動
205,5,Roulade
205,6,Walzer
205,7,Rodar
205,8,Rotolamento
205,9,Rollout
205,11,ころがる
205,12,滚动
206,1,みねうち
206,3,칼등치기
206,4,點到為止
206,5,Faux-Chage
206,6,Trugschlag
206,7,Falso Tortazo
206,8,Falsofinale
206,9,False Swipe
206,11,みねうち
206,12,点到为止
207,1,いばる
207,3,뽐내기
207,4,虛張聲勢
207,5,Vantardise
207,6,Angeberei
207,7,Contoneo
207,8,Bullo
207,9,Swagger
207,11,いばる
207,12,虚张声势
208,1,ミルクのみ
208,3,우유마시기
208,4,喝牛奶
208,5,Lait à Boire
208,6,Milchgetränk
208,7,Batido
208,8,Buonlatte
208,9,Milk Drink
208,11,ミルクのみ
208,12,喝牛奶
209,1,スパーク
209,3,스파크
209,4,電光
209,5,Étincelle
209,6,Funkensprung
209,7,Chispa
209,8,Scintilla
209,9,Spark
209,11,スパーク
209,12,电光
210,1,れんぞくぎり
210,3,연속자르기
210,4,連斬
210,5,Taillade
210,6,Zornklinge
210,7,Corte Furia
210,8,Tagliofuria
210,9,Fury Cutter
210,11,れんぞくぎり
210,12,连斩
211,1,はがねのつばさ
211,3,강철날개
211,4,鋼翼
211,5,Ailes d’Acier
211,6,Stahlflügel
211,7,Ala de Acero
211,8,Alacciaio
211,9,Steel Wing
211,11,はがねのつばさ
211,12,钢翼
212,1,くろいまなざし
212,3,검은눈빛
212,4,黑色目光
212,5,Regard Noir
212,6,Horrorblick
212,7,Mal de Ojo
212,8,Malosguardo
212,9,Mean Look
212,11,くろいまなざし
212,12,黑色目光
213,1,メロメロ
213,3,헤롱헤롱
213,4,迷人
213,5,Attraction
213,6,Anziehung
213,7,Atracción
213,8,Attrazione
213,9,Attract
213,11,メロメロ
213,12,迷人
214,1,ねごと
214,3,잠꼬대
214,4,夢話
214,5,Blabla Dodo
214,6,Schlafrede
214,7,Sonámbulo
214,8,Sonnolalia
214,9,Sleep Talk
214,11,ねごと
214,12,梦话
215,1,いやしのすず
215,3,치료방울
215,4,治癒鈴聲
215,5,Glas de Soin
215,6,Vitalglocke
215,7,Campana Cura
215,8,Rintoccasana
215,9,Heal Bell
215,11,いやしのすず
215,12,治愈铃声
216,1,おんがえし
216,3,은혜갚기
216,4,報恩
216,5,Retour
216,6,Rückkehr
216,7,Retribución
216,8,Ritorno
216,9,Return
216,11,おんがえし
216,12,报恩
217,1,プレゼント
217,3,프레젠트
217,4,禮物
217,5,Cadeau
217,6,Geschenk
217,7,Presente
217,8,Regalino
217,9,Present
217,11,プレゼント
217,12,礼物
218,1,やつあたり
218,3,화풀이
218,4,遷怒
218,5,Frustration
218,6,Frustration
218,7,Frustración
218,8,Frustrazione
218,9,Frustration
218,11,やつあたり
218,12,迁怒
219,1,しんぴのまもり
219,3,신비의부적
219,4,神秘守護
219,5,Rune Protect
219,6,Bodyguard
219,7,Velo Sagrado
219,8,Salvaguardia
219,9,Safeguard
219,11,しんぴのまもり
219,12,神秘守护
220,1,いたみわけ
220,3,아픔나누기
220,4,分擔痛楚
220,5,Balance
220,6,Leidteiler
220,7,Divide Dolor
220,8,Malcomune
220,9,Pain Split
220,11,いたみわけ
220,12,分担痛楚
221,1,せいなるほのお
221,3,성스러운불꽃
221,4,神聖之火
221,5,Feu Sacré
221,6,Läuterfeuer
221,7,Fuego Sagrado
221,8,Magifuoco
221,9,Sacred Fire
221,11,せいなるほのお
221,12,神圣之火
222,1,マグニチュード
222,3,매그니튜드
222,4,震級
222,5,Ampleur
222,6,Intensität
222,7,Magnitud
222,8,Magnitudo
222,9,Magnitude
222,11,マグニチュード
222,12,震级
223,1,ばくれつパンチ
223,3,폭발펀치
223,4,爆裂拳
223,5,Dynamo-Poing
223,6,Wuchtschlag
223,7,Puño Dinámico
223,8,Dinamipugno
223,9,Dynamic Punch
223,11,ばくれつパンチ
223,12,爆裂拳
224,1,メガホーン
224,3,메가폰
224,4,超級角擊
224,5,Mégacorne
224,6,Vielender
224,7,Megacuerno
224,8,Megacorno
224,9,Megahorn
224,11,メガホーン
224,12,超级角击
225,1,りゅうのいぶき
225,3,용의숨결
225,4,龍息
225,5,Draco-Souffle
225,6,Feuerodem
225,7,Dragoaliento
225,8,Dragospiro
225,9,Dragon Breath
225,11,りゅうのいぶき
225,12,龙息
226,1,バトンタッチ
226,3,바톤터치
226,4,接棒
226,5,Relais
226,6,Stafette
226,7,Relevo
226,8,Staffetta
226,9,Baton Pass
226,11,バトンタッチ
226,12,接棒
227,1,アンコール
227,3,앵콜
227,4,再來一次
227,5,Encore
227,6,Zugabe
227,7,Otra Vez
227,8,Ripeti
227,9,Encore
227,11,アンコール
227,12,再来一次
228,1,おいうち
228,3,따라가때리기
228,4,追打
228,5,Poursuite
228,6,Verfolgung
228,7,Persecución
228,8,Inseguimento
228,9,Pursuit
228,11,おいうち
228,12,追打
229,1,こうそくスピン
229,3,고속스핀
229,4,高速旋轉
229,5,Tour Rapide
229,6,Turbodreher
229,7,Giro Rápido
229,8,Rapigiro
229,9,Rapid Spin
229,11,こうそくスピン
229,12,高速旋转
230,1,あまいかおり
230,3,달콤한향기
230,4,甜甜香氣
230,5,Doux Parfum
230,6,Lockduft
230,7,Dulce Aroma
230,8,Profumino
230,9,Sweet Scent
230,11,あまいかおり
230,12,甜甜香气
231,1,アイアンテール
231,3,아이언테일
231,4,鐵尾
231,5,Queue de Fer
231,6,Eisenschweif
231,7,Cola Férrea
231,8,Codacciaio
231,9,Iron Tail
231,11,アイアンテール
231,12,铁尾
232,1,メタルクロー
232,3,메탈크로우
232,4,金屬爪
232,5,Griffe Acier
232,6,Metallklaue
232,7,Garra Metal
232,8,Ferrartigli
232,9,Metal Claw
232,11,メタルクロー
232,12,金属爪
233,1,あてみなげ
233,3,받아던지기
233,4,借力摔
233,5,Corps Perdu
233,6,Überwurf
233,7,Tiro Vital
233,8,Vitaltiro
233,9,Vital Throw
233,11,あてみなげ
233,12,借力摔
234,1,あさのひざし
234,3,아침햇살
234,4,晨光
234,5,Aurore
234,6,Morgengrauen
234,7,Sol Matinal
234,8,Mattindoro
234,9,Morning Sun
234,11,あさのひざし
234,12,晨光
235,1,こうごうせい
235,3,광합성
235,4,光合作用
235,5,Synthèse
235,6,Synthese
235,7,Síntesis
235,8,Sintesi
235,9,Synthesis
235,11,こうごうせい
235,12,光合作用
236,1,つきのひかり
236,3,달의불빛
236,4,月光
236,5,Rayon Lune
236,6,Mondschein
236,7,Luz Lunar
236,8,Lucelunare
236,9,Moonlight
236,11,つきのひかり
236,12,月光
237,1,めざめるパワー
237,3,잠재파워
237,4,覺醒力量
237,5,Puissance Cachée
237,6,Kraftreserve
237,7,Poder Oculto
237,8,Introforza
237,9,Hidden Power
237,11,めざめるパワー
237,12,觉醒力量
238,1,クロスチョップ
238,3,크로스촙
238,4,十字劈
238,5,Coup Croix
238,6,Kreuzhieb
238,7,Tajo Cruzado
238,8,Incrocolpo
238,9,Cross Chop
238,11,クロスチョップ
238,12,十字劈
239,1,たつまき
239,3,회오리
239,4,龍捲風
239,5,Ouragan
239,6,Windhose
239,7,Ciclón
239,8,Tornado
239,9,Twister
239,11,たつまき
239,12,龙卷风
240,1,あまごい
240,3,비바라기
240,4,求雨
240,5,Danse Pluie
240,6,Regentanz
240,7,Danza Lluvia
240,8,Pioggiadanza
240,9,Rain Dance
240,11,あまごい
240,12,求雨
241,1,にほんばれ
241,3,쾌청
241,4,大晴天
241,5,Zénith
241,6,Sonnentag
241,7,Día Soleado
241,8,Giornodisole
241,9,Sunny Day
241,11,にほんばれ
241,12,大晴天
242,1,かみくだく
242,3,깨물어부수기
242,4,咬碎
242,5,Mâchouille
242,6,Knirscher
242,7,Triturar
242,8,Sgranocchio
242,9,Crunch
242,11,かみくだく
242,12,咬碎
243,1,ミラーコート
243,3,미러코트
243,4,鏡面反射
243,5,Voile Miroir
243,6,Spiegelcape
243,7,Manto Espejo
243,8,Specchiovelo
243,9,Mirror Coat
243,11,ミラーコート
243,12,镜面反射
244,1,じこあんじ
244,3,자기암시
244,4,自我暗示
244,5,Boost
244,6,Psycho-Plus
244,7,Más Psique
244,8,Psicamisù
244,9,Psych Up
244,11,じこあんじ
244,12,自我暗示
245,1,しんそく
245,3,신속
245,4,神速
245,5,Vitesse Extrême
245,6,Turbotempo
245,7,Veloc. Extrema
245,8,Extrarapido
245,9,Extreme Speed
245,11,しんそく
245,12,神速
246,1,げんしのちから
246,3,원시의힘
246,4,原始之力
246,5,Pouvoir Antique
246,6,Antik-Kraft
246,7,Poder Pasado
246,8,Forzantica
246,9,Ancient Power
246,11,げんしのちから
246,12,原始之力
247,1,シャドーボール
247,3,섀도볼
247,4,暗影球
247,5,Ball’Ombre
247,6,Spukball
247,7,Bola Sombra
247,8,Palla Ombra
247,9,Shadow Ball
247,11,シャドーボール
247,12,暗影球
248,1,みらいよち
248,3,미래예지
248,4,預知未來
248,5,Prescience
248,6,Seher
248,7,Premonición
248,8,Divinazione
248,9,Future Sight
248,11,みらいよち
248,12,预知未来
249,1,いわくだき
249,3,바위깨기
249,4,碎岩
249,5,Éclate-Roc
249,6,Zertrümmerer
249,7,Golpe Roca
249,8,Spaccaroccia
249,9,Rock Smash
249,11,いわくだき
249,12,碎岩
250,1,うずしお
250,3,바다회오리
250,4,潮旋
250,5,Siphon
250,6,Whirlpool
250,7,Torbellino
250,8,Mulinello
250,9,Whirlpool
250,11,うずしお
250,12,潮旋
251,1,ふくろだたき
251,3,집단구타
251,4,圍攻
251,5,Baston
251,6,Prügler
251,7,Paliza
251,8,Picchiaduro
251,9,Beat Up
251,11,ふくろだたき
251,12,围攻
252,1,ねこだまし
252,3,속이다
252,4,擊掌奇襲
252,5,Bluff
252,6,Mogelhieb
252,7,Sorpresa
252,8,Bruciapelo
252,9,Fake Out
252,11,ねこだまし
252,12,击掌奇袭
253,1,さわぐ
253,3,소란피기
253,4,吵鬧
253,5,Brouhaha
253,6,Aufruhr
253,7,Alboroto
253,8,Baraonda
253,9,Uproar
253,11,さわぐ
253,12,吵闹
254,1,たくわえる
254,3,비축하기
254,4,蓄力
254,5,Stockage
254,6,Horter
254,7,Reserva
254,8,Accumulo
254,9,Stockpile
254,11,たくわえる
254,12,蓄力
255,1,はきだす
255,3,토해내기
255,4,噴出
255,5,Relâche
255,6,Entfessler
255,7,Escupir
255,8,Sfoghenergia
255,9,Spit Up
255,11,はきだす
255,12,喷出
256,1,のみこむ
256,3,꿀꺽
256,4,吞下
256,5,Avale
256,6,Verzehrer
256,7,Tragar
256,8,Introenergia
256,9,Swallow
256,11,のみこむ
256,12,吞下
257,1,ねっぷう
257,3,열풍
257,4,熱風
257,5,Canicule
257,6,Hitzewelle
257,7,Onda Ígnea
257,8,Ondacalda
257,9,Heat Wave
257,11,ねっぷう
257,12,热风
258,1,あられ
258,3,싸라기눈
258,4,冰雹
258,5,Grêle
258,6,Hagelsturm
258,7,Granizo
258,8,Grandine
258,9,Hail
258,11,あられ
258,12,冰雹
259,1,いちゃもん
259,3,트집
259,4,無理取鬧
259,5,Tourmente
259,6,Folterknecht
259,7,Tormento
259,8,Attaccalite
259,9,Torment
259,11,いちゃもん
259,12,无理取闹
260,1,おだてる
260,3,부추기기
260,4,吹捧
260,5,Flatterie
260,6,Schmeichler
260,7,Camelo
260,8,Adulazione
260,9,Flatter
260,11,おだてる
260,12,吹捧
261,1,おにび
261,3,도깨비불
261,4,鬼火
261,5,Feu Follet
261,6,Irrlicht
261,7,Fuego Fatuo
261,8,Fuocofatuo
261,9,Will-O-Wisp
261,11,おにび
261,12,鬼火
262,1,おきみやげ
262,3,추억의선물
262,4,臨別禮物
262,5,Souvenir
262,6,Memento-Mori
262,7,Legado
262,8,Memento
262,9,Memento
262,11,おきみやげ
262,12,临别礼物
263,1,からげんき
263,3,객기
263,4,硬撐
263,5,Façade
263,6,Fassade
263,7,Imagen
263,8,Facciata
263,9,Facade
263,11,からげんき
263,12,硬撑
264,1,きあいパンチ
264,3,힘껏펀치
264,4,真氣拳
264,5,Mitra-Poing
264,6,Power-Punch
264,7,Puño Certero
264,8,Centripugno
264,9,Focus Punch
264,11,きあいパンチ
264,12,真气拳
265,1,きつけ
265,3,정신차리기
265,4,清醒
265,5,Stimulant
265,6,Riechsalz
265,7,Estímulo
265,8,Maniereforti
265,9,Smelling Salts
265,11,きつけ
265,12,清醒
266,1,このゆびとまれ
266,3,날따름
266,4,看我嘛
266,5,Par Ici
266,6,Spotlight
266,7,Señuelo
266,8,Sonoqui
266,9,Follow Me
266,11,このゆびとまれ
266,12,看我嘛
267,1,しぜんのちから
267,3,자연의힘
267,4,自然之力
267,5,Force Nature
267,6,Natur-Kraft
267,7,Adaptación
267,8,Naturforza
267,9,Nature Power
267,11,しぜんのちから
267,12,自然之力
268,1,じゅうでん
268,3,충전
268,4,充電
268,5,Chargeur
268,6,Ladevorgang
268,7,Carga
268,8,Sottocarica
268,9,Charge
268,11,じゅうでん
268,12,充电
269,1,ちょうはつ
269,3,도발
269,4,挑釁
269,5,Provoc
269,6,Verhöhner
269,7,Mofa
269,8,Provocazione
269,9,Taunt
269,11,ちょうはつ
269,12,挑衅
270,1,てだすけ
270,3,도우미
270,4,幫助
270,5,Coup d’Main
270,6,Rechte Hand
270,7,Refuerzo
270,8,Altruismo
270,9,Helping Hand
270,11,てだすけ
270,12,帮助
271,1,トリック
271,3,트릭
271,4,戲法
271,5,Tour de Magie
271,6,Trickbetrug
271,7,Truco
271,8,Raggiro
271,9,Trick
271,11,トリック
271,12,戏法
272,1,なりきり
272,3,역할
272,4,扮演
272,5,Imitation
272,6,Rollenspiel
272,7,Imitación
272,8,Giocodiruolo
272,9,Role Play
272,11,なりきり
272,12,扮演
273,1,ねがいごと
273,3,희망사항
273,4,祈願
273,5,Vœu
273,6,Wunschtraum
273,7,Deseo
273,8,Desiderio
273,9,Wish
273,11,ねがいごと
273,12,祈愿
274,1,ねこのて
274,3,조수
274,4,借助
274,5,Assistance
274,6,Zuschuss
274,7,Ayuda
274,8,Assistente
274,9,Assist
274,11,ねこのて
