ability_id,local_language_id,name
191,3,델타스트림
191,5,Souffle Delta
191,6,Delta-Wind
191,7,Ráfaga Delta
191,8,Flusso Delta
191,9,Delta Stream
10001,9,Mountaineer
10002,9,Wave Rider
10003,9,Skater
10004,9,Thrust
10005,9,Perception
10006,9,Parry
10007,9,Instinct
10008,9,Dodge
10009,9,Jagged Edge
10010,9,Frostbite
10011,9,Tenacity
10012,9,Pride
10013,9,Deep Sleep
10014,9,Power Nap
10015,9,Spirit
10016,9,Warm Blanket
10017,9,Gulp
10018,9,Herbivore
10019,9,Sandpit
10020,9,Hot Blooded
10021,9,Medic
10022,9,Life Force
10023,9,Lunchbox
10024,9,Nurse
10025,9,Melee
10026,9,Sponge
10027,9,Bodyguard
10028,9,Hero
10029,9,Last Bastion
10030,9,Stealth
10031,9,Vanguard
10032,9,Nomad
10033,9,Sequence
10034,9,Grass Cloak
10035,9,Celebrate
10036,9,Lullaby
10037,9,Calming
10038,9,Daze
10039,9,Frighten
10040,9,Interference
10041,9,Mood Maker
10042,9,Confidence
10043,9,Fortune
10044,9,Bonanza
10045,9,Explode
10046,9,Omnipotent
10047,9,Share
10048,9,Black Hole
10049,9,Shadow Dash
10050,9,Sprint
10051,9,Disgust
10052,9,High-rise
10053,9,Climber
10054,9,Flame Boost
10055,9,Aqua Boost
10056,9,Run Up
10057,9,Conqueror
10058,9,Shackle
10059,9,Decoy
10060,9,Shield
