item_id,local_language_id,short_effect,effect
128,9,Held: Consumed when poisoned to cure poison.,"Held in battle
:   When the holder is [poisoned]{mechanic:poison}, it consumes this item to cure the poison.

Used on a party Pokémon
:   Cures [poison]{mechanic:poison}."
129,5,Tenu: Consommé quand brûlé pour soigner la brûlure.,"Tenu au combat
:   Quand le porteur est [brûlé]{mechanic:burn}, cela consomme cet objet pour soigner la brûlure.

Utilisé sur un Pokémon de l'équipe
:   Soigne la [brûlure]{mechanic:burn}."
129,9,Held: Consumed when burned to cure a burn.,"Held in battle
:   When the holder is [burned]{mechanic:burn}, it consumes this item to cure the burn.

Used on a party Pokémon
:   Cures a [burn]{mechanic:burn}."
130,5,Tenu: Consommé quand gelé pour soigner le gel.,"Tenu au combat
:   Quand le porteur est [gelé]{mechanic:freezing}, cela consomme cet objet pour le dégeler.

Utilisé sur un Pokémon de l'équipe
:   Soigne le [gel]{mechanic:freezing}."
130,9,Held: Consumed when frozen to cure frozen.,"Held in battle
:   When the holder is [frozen]{mechanic:freezing}, it consumes this item to thaw itself.

Used on a party Pokémon
:   Cures [freezing]{mechanic:freezing}."
131,5,Tenu: Consommé quand une capacité est à court de PP pour restaurer ses PP de 10.,"Tenu au combat
:   Quand le porteur est à court de [PP]{mechanic:pp} pour une de ses capacités, cela consomme cet objet pour restaurer 10 PP de cette capacité.

Utilisé sur un Pokémon de l'équipe
:   Restaure 10 [PP]{mechanic:pp} pour une capacité sélectionnée."
131,9,Held: Consumed when a move runs out of PP to restore its PP by 10.,"Held in battle
:   When the holder is out of [PP]{mechanic:pp} for one of its moves, it consumes this item to restore 10 of that move’s PP.

Used on a party Pokémon
:   Restores 10 [PP]{mechanic:pp} for a selected move."
132,5,Tenu: Consommé à 1/2 des PV max pour regagner 10 PV.,"Tenu au combat
:   Quand le porteur a 1/2 de ses [PV]{mechanic:hp} max restants ou moins, cela consomme cet objet pour restaurer 10 PV.

Utilisé sur un Pokémon de l'équipe
:   Restaure 10 [PV]{mechanic:hp}."
132,9,Held: Consumed at 1/2 max HP to recover 10 HP.,"Held in battle
:   When the holder has 1/2 its max [HP]{mechanic:hp} remaining or less, it consumes this item to restore 10 HP.

Used on a party Pokémon
:   Restores 10 [HP]{mechanic:hp}."
133,5,Tenu: Consommé quand confus pour soigner la confusion.,"Tenu au combat
:   Quand le porteur est [confus]{mechanic:confusion}, cela consomme cet objet pour soigner la confusion.

Utilisé sur un Pokémon de l'équipe
:   Soigne la [confusion]{mechanic:confusion}."
133,9,Held: Consumed when confused to cure confusion.,"Held in battle
:   When the holder is [confused]{mechanic:confusion}, it consumes this item to cure the confusion.

Used on a party Pokémon
:   Cures [confusion]{mechanic:confusion}."
134,5,Tenu: Consomme pour soigner n'importe quelle condition de statut ou la confusion.,"Tenu au combat
:   Quand le porteur est affecté par une [altération majeure de statut]{mechanic:major-status-ailment}, cela consomme cet objet pour soigner l'altération.

Utilisé sur un Pokémon de l'équipe
:   Soigne n'importe quelle [altération majeure de statut]{mechanic:major-status-ailment}."
134,9,Held: Consumed to cure any status condition or confusion.,"Held in battle
:   When the holder is afflicted with a [major status ailment]{mechanic:major-status-ailment}, it consumes this item to cure the ailment.

Used on a party Pokémon
:   Cures any [major status ailment]{mechanic:major-status-ailment}."
135,5,Tenu: Consommé à 1/2 des PV max pour regagner 1/4 des PV max.,"Tenu au combat
:   Quand le porteur a 1/2 de ses [PV]{mechanic:hp} max restants ou moins, cela consomme cet objet pour restaurer 1/4 de ses PV max.

Utilisé sur un Pokémon de l'équipe
:   Restaure 1/4 des [PV]{mechanic:hp} max du Pokémon."
135,9,Held: Consumed at 1/2 max HP to recover 1/4 max HP.,"Held in battle
:   When the holder has 1/2 its max [HP]{mechanic:hp} remaining or less, it consumes this item to restore 1/4 its max HP.

Used on a party Pokémon
:   Restores 1/4 the Pokémon’s max [HP]{mechanic:hp}."
136,5,Tenu: Consommé à 1/2 des PV max pour regagner 1/8 des PV max. Peut rendre confus les Pokémon qui n'aime pas les saveurs épicées.,"Tenu au combat
:   Quand le porteur a 1/2 de ses [PV]{mechanic:hp} max restants ou moins, cela consomme cet objet pour restaurer 1/8 de ses PV max. Si le porteur déteste les saveurs épicées (i.e., a une nature qui diminue l'[Attaque]{mechanic:attack}), il sera également [confus]{mechanic:confusion}."
136,9,Held: Consumed at 1/2 max HP to restore 1/8 max HP. Confuses Pokémon that dislike spicy flavor.,"Held in battle
:   When the holder has 1/2 its max [HP]{mechanic:hp} remaining or less, it consumes this item to restore 1/8 its max HP.  If the holder dislikes spicy flavors (i.e., has a nature that lowers [Attack]{mechanic:attack}), it will also become [confused]{mechanic:confusion}."
137,5,Tenu: Consommé à 1/2 des PV max pour regagner 1/8 des PV max. Peut rendre confus les Pokémon qui n'aime pas les saveurs sèches.,"Tenu au combat
:   Quand le porteur a 1/2 de ses [PV]{mechanic:hp} max restants ou moins, cela consomme cet objet pour restaurer 1/8 de ses PV max. Si le porteur déteste les saveurs sèches (i.e., a une nature qui diminue l'[Attaque Spéciale]{mechanic:special-attack}), il sera également [confus]{mechanic:confusion}."
137,9,Held: Consumed at 1/2 max HP to restore 1/8 max HP. Confuses Pokémon that dislike dry flavor.,"Held in battle
:   When the holder has 1/2 its max [HP]{mechanic:hp} remaining or less, it consumes this item to restore 1/8 its max HP.  If the holder dislikes dry flavors (i.e., has a nature that lowers [Special Attack]{mechanic:special-attack}), it will also become [confused]{mechanic:confusion}."
138,5,Tenu: Consommé à 1/2 des PV max pour regagner 1/8 des PV max. Peut rendre confus les Pokémon qui n'aime pas les saveurs sucrées.,"Tenu au combat
:   Quand le porteur a 1/2 de ses [PV]{mechanic:hp} max restants ou moins, cela consomme cet objet pour restaurer 1/8 de ses PV max. Si le porteur déteste les saveurs sucrées (i.e., a une nature qui diminue la [Vitesse]{mechanic:speed}), il sera également [confus]{mechanic:confusion}."
138,9,Held: Consumed at 1/2 max HP to restore 1/8 max HP. Confuses Pokémon that dislike sweet flavor.,"Held in battle
:   When the holder has 1/2 its max [HP]{mechanic:hp} remaining or less, it consumes this item to restore 1/8 its max HP.  If the holder dislikes sweet flavors (i.e., has a nature that lowers [Speed]{mechanic:speed}), it will also become [confused]{mechanic:confusion}."
139,5,Tenu: Consommé à 1/2 des PV max pour regagner 1/8 des PV max. Peut rendre confus les Pokémon qui n'aime pas les saveurs amères.,"Tenu au combat 
:   Quand le porteur a 1/2 de ses [PV]{mechanic:hp} max restants ou moins, cela consomme cet objet pour restaurer 1/8 de ses PV max. Si le porteur déteste les saveurs amères (i.e., a une nature qui diminue la [Défense Spéciale]{mechanic:special-defense}), il sera également [confus]{mechanic:confusion}."
139,9,Held: Consumed at 1/2 max HP to restore 1/8 max HP. Confuses Pokémon that dislike bitter flavor.,"Held in battle
:   When the holder has 1/2 its max [HP]{mechanic:hp} remaining or less, it consumes this item to restore 1/8 its max HP.  If the holder dislikes bitter flavors (i.e., has a nature that lowers [Special Defense]{mechanic:special-defense}), it will also become [confused]{mechanic:confusion}."
140,5,Tenu: Consommé à 1/2 des PV max pour regagner 1/8 des PV max. Peut rendre confus les Pokémon qui n'aime pas les saveurs acides.,"Tenu au combat
:   Quand le porteur a 1/2 de ses [PV]{mechanic:hp} max restants ou moins, cela consomme cet objet pour restaurer 1/8 de ses PV max. Si le porteur déteste les saveurs acides (i.e., a une nature qui diminue la [Défense]{mechanic:defense}), il sera également [confus]{mechanic:confusion}."
140,9,Held: Consumed at 1/2 max HP to restore 1/8 max HP. Confuses Pokémon that dislike sour flavor.,"Held in battle
:   When the holder has 1/2 its max [HP]{mechanic:hp} remaining or less, it consumes this item to restore 1/8 its max HP.  If the holder dislikes sour flavors (i.e., has a nature that lowers [Defense]{mechanic:defense}), it will also become [confused]{mechanic:confusion}."
141,5,Utilisé pour créer des Pokéblocs et Poffins.,Aucun effet; seulement utilise pour planter et cuisiner.
141,9,Used for creating PokéBlocks and Poffins.,No effect; only useful for planting and cooking.
142,5,Utilisé pour créer des Pokéblocs et Poffins.,Aucun effet; seulement utilise pour planter et cuisiner.
142,9,Used for creating PokéBlocks and Poffins.,No effect; only useful for planting and cooking.
143,5,Utilisé pour créer des Pokéblocs et Poffins.,Aucun effet; seulement utilise pour planter et cuisiner.
143,9,Used for creating PokéBlocks and Poffins.,No effect; only useful for planting and cooking.
144,5,Utilisé pour créer des Pokéblocs et Poffins.,Aucun effet; seulement utilise pour planter et cuisiner.
144,9,Used for creating PokéBlocks and Poffins.,No effect; only useful for planting and cooking.
145,5,Utilisé pour créer des Pokéblocs et Poffins.,Aucun effet; seulement utilise pour planter et cuisiner.
145,9,Used for creating PokéBlocks and Poffins.,No effect; only useful for planting and cooking.
146,5,Diminue les EV de PV de 10 et augmente le bonheur.,"Utilisé sur un Pokémon de l'équipe
:   Augmente le [bonheur]{mechanic:happiness} de 10/5/2.  Diminue les [EV]{mechanic:effort} de [PV]{mechanic:hp} de 10."
146,9,Drops HP Effort Values by 10 and raises happiness.,"Used on a party Pokémon
:   Increases [happiness]{mechanic:happiness} by 10/5/2.  Lowers [HP]{mechanic:hp} [effort]{mechanic:effort} by 10."
147,5,Diminue les EV d'Attaque de 10 et augmente le bonheur.,"Utilisé sur un Pokémon de l'équipe
:   Augmente le [bonheur]{mechanic:happiness} de 10/5/2.  Diminue les [EV]{mechanic:effort} d'[Attaque]{mechanic:attack} de 10."
147,9,Drops Attack Effort Values by 10 and raises happiness.,"Used on a party Pokémon
:   Increases [happiness]{mechanic:happiness} by 10/5/2.  Lowers [Attack]{mechanic:attack} [effort]{mechanic:effort} by 10."
148,5,Diminue les EV de Défense de 10 et augmente le bonheur.,"Utilisé sur un Pokémon de l'équipe
:   Augmente le [bonheur]{mechanic:happiness} de 10/5/2.  Diminue les [EV]{mechanic:effort} de [Défense]{mechanic:defense} de 10."
148,9,Drops Defense Effort Values by 10 and raises happiness.,"Used on a party Pokémon
:   Increases [happiness]{mechanic:happiness} by 10/5/2.  Lowers [Defense]{mechanic:defense} [effort]{mechanic:effort} by 10."
149,5,Diminue les EV d'Attaque Spéciale de 10 et augmente le bonheur.,"Utilisé sur un Pokémon de l'équipe
:   Augmente le [bonheur]{mechanic:happiness} de 10/5/2.  Diminue les [EV]{mechanic:effort} d'[Attaque Spéciale]{mechanic:special-attack} de 10."
149,9,Drops Special Attack Effort Values by 10 and raises happiness.,"Used on a party Pokémon
:   Increases [happiness]{mechanic:happiness} by 10/5/2.  Lowers [Special Attack]{mechanic:special-attack} [effort]{mechanic:effort} by 10."
150,5,Diminue les EV de Défense Spéciale de 10 et augmente le bonheur.,"Utilisé sur un Pokémon de l'équipe
:   Augmente le [bonheur]{mechanic:happiness} de 10/5/2.  Diminue les [EV]{mechanic:effort} de [Défense Spéciale]{mechanic:special-defense} de 10."
150,9,Drops Special Defense Effort Values by 10 and raises happiness.,"Used on a party Pokémon
:   Increases [happiness]{mechanic:happiness} by 10/5/2.  Lowers [Special Defense]{mechanic:special-defense} [effort]{mechanic:effort} by 10."
151,5,Diminue les EV de Vitesse de 10 et augmente le bonheur.,"Utilisé sur un Pokémon de l'équipe
:   Augmente le [bonheur]{mechanic:happiness} de 10/5/2.  Diminue les [EV]{mechanic:effort} de [Vitesse]{mechanic:speed} de 10."
151,9,Drops Speed Effort Values by 10 and raises happiness.,"Used on a party Pokémon
:   Increases [happiness]{mechanic:happiness} by 10/5/2.  Lowers [Speed]{mechanic:speed} [effort]{mechanic:effort} by 10."
152,5,Utilisé pour créer des Pokéblocs et Poffins.,Aucun effet; seulement utilise pour planter et cuisiner.
152,9,Used for creating PokéBlocks and Poffins.,No effect; only useful for planting and cooking.
153,5,Utilisé pour créer des Pokéblocs et Poffins.,Aucun effet; seulement utilise pour planter et cuisiner.
153,9,Used for creating PokéBlocks and Poffins.,No effect; only useful for planting and cooking.
154,5,Utilisé pour créer des Pokéblocs et Poffins.,Aucun effet; seulement utilise pour planter et cuisiner.
154,9,Used for creating PokéBlocks and Poffins.,No effect; only useful for planting and cooking.
155,5,Utilisé pour créer des Pokéblocs et Poffins.,Aucun effet; seulement utilise pour planter et cuisiner.
155,9,Used for creating PokéBlocks and Poffins.,No effect; only useful for planting and cooking.
156,5,Utilisé pour créer des Pokéblocs et Poffins.,Aucun effet; seulement utilise pour planter et cuisiner.
156,9,Used for creating PokéBlocks and Poffins.,No effect; only useful for planting and cooking.
157,5,Utilisé pour créer des Pokéblocs et Poffins.,Aucun effet; seulement utilise pour planter et cuisiner.
157,9,Used for creating PokéBlocks and Poffins.,No effect; only useful for planting and cooking.
158,5,Utilisé pour créer des Pokéblocs et Poffins.,Aucun effet; seulement utilise pour planter et cuisiner.
158,9,Used for creating PokéBlocks and Poffins.,No effect; only useful for planting and cooking.
159,5,Utilisé pour créer des Pokéblocs et Poffins.,Aucun effet; seulement utilise pour planter et cuisiner.
159,9,Used for creating PokéBlocks and Poffins.,No effect; only useful for planting and cooking.
160,5,Utilisé pour créer des Pokéblocs et Poffins.,Aucun effet; seulement utilise pour planter et cuisiner.
160,9,Used for creating PokéBlocks and Poffins.,No effect; only useful for planting and cooking.
161,5,Tenu:  Consommé quand touché par une attaque Feu super efficace pour diviser par deux les dégâts subis.,"Tenu au combat
:   Quand le porteur devrait subir des dégâts [super efficaces]{mechanic:super-effective} de type []{type:fire}, cela consomme cet objet pour diviser par deux la quantité de dégâts subis."
161,9,Held: Consumed when struck by a super-effective Fire-type attack to halve the damage.,"Held in battle
:   When the holder would take [super-effective]{mechanic:super-effective} []{type:fire}-type damage, it consumes this item to halve the amount of damage taken."
162,5,Tenu:  Consommé quand touché par une attaque Eau super efficace pour diviser par deux les dégâts subis.,"Tenu au combat
:   Quand le porteur devrait subir des dégâts [super efficaces]{mechanic:super-effective} de type []{type:water}, cela consomme cet objet pour diviser par deux la quantité de dégâts subis."
162,9,Held: Consumed when struck by a super-effective Water-type attack to halve the damage.,"Held in battle
:   When the holder would take [super-effective]{mechanic:super-effective} []{type:water}-type damage, it consumes this item to halve the amount of damage taken."
163,5,Tenu:  Consommé quand touché par une attaque Électrik super efficace pour diviser par deux les dégâts subis.,"Tenu au combat
:   Quand le porteur devrait subir des dégâts [super efficaces]{mechanic:super-effective} de type []{type:electric}, cela consomme cet objet pour diviser par deux la quantité de dégâts subis."
163,9,Held: Consumed when struck by a super-effective Electric-type attack to halve the damage.,"Held in battle
:   When the holder would take [super-effective]{mechanic:super-effective} []{type:electric}-type damage, it consumes this item to halve the amount of damage taken."
164,5,Tenu:  Consommé quand touché par une attaque Plante super efficace pour diviser par deux les dégâts subis.,"Tenu au combat
:   Quand le porteur devrait subir des dégâts [super efficaces]{mechanic:super-effective} de type []{type:grass}, cela consomme cet objet pour diviser par deux la quantité de dégâts subis."
164,9,Held: Consumed when struck by a super-effective Grass-type attack to halve the damage.,"Held in battle
:   When the holder would take [super-effective]{mechanic:super-effective} []{type:grass}-type damage, it consumes this item to halve the amount of damage taken."
165,5,Tenu:  Consommé quand touché par une attaque Glace super efficace pour diviser par deux les dégâts subis.,"Tenu au combat
:   Quand le porteur devrait subir des dégâts [super efficaces]{mechanic:super-effective} de type []{type:ice}, cela consomme cet objet pour diviser par deux la quantité de dégâts subis."
165,9,Held: Consumed when struck by a super-effective Ice-type attack to halve the damage.,"Held in battle
:   When the holder would take [super-effective]{mechanic:super-effective} []{type:ice}-type damage, it consumes this item to halve the amount of damage taken."
166,5,Tenu:  Consommé quand touché par une attaque Combat super efficace pour diviser par deux les dégâts subis.,"Tenu au combat
:   Quand le porteur devrait subir des dégâts [super efficaces]{mechanic:super-effective} de type []{type:fighting}, cela consomme cet objet pour diviser par deux la quantité de dégâts subis."
166,9,Held: Consumed when struck by a super-effective Fighting-type attack to halve the damage.,"Held in battle
:   When the holder would take [super-effective]{mechanic:super-effective} []{type:fighting}-type damage, it consumes this item to halve the amount of damage taken."
167,5,Tenu:  Consommé quand touché par une attaque Poison super efficace pour diviser par deux les dégâts subis.,"Tenu au combat
:   Quand le porteur devrait subir des dégâts [super efficaces]{mechanic:super-effective} de type []{type:poison}, cela consomme cet objet pour diviser par deux la quantité de dégâts subis."
167,9,Held: Consumed when struck by a super-effective Poison-type attack to halve the damage.,"Held in battle
:   When the holder would take [super-effective]{mechanic:super-effective} []{type:poison}-type damage, it consumes this item to halve the amount of damage taken."
168,5,Tenu:  Consommé quand touché par une attaque Sol super efficace pour diviser par deux les dégâts subis.,"Tenu au combat
:   Quand le porteur devrait subir des dégâts [super efficaces]{mechanic:super-effective} de type []{type:ground}, cela consomme cet objet pour diviser par deux la quantité de dégâts subis."
168,9,Held: Consumed when struck by a super-effective Ground-type attack to halve the damage.,"Held in battle
:   When the holder would take [super-effective]{mechanic:super-effective} []{type:ground}-type damage, it consumes this item to halve the amount of damage taken."
169,5,Tenu:  Consommé quand touché par une attaque Vol super efficace pour diviser par deux les dégâts subis.,"Tenu au combat
:   Quand le porteur devrait subir des dégâts [super efficaces]{mechanic:super-effective} de type []{type:flying}, cela consomme cet objet pour diviser par deux la quantité de dégâts subis."
169,9,Held: Consumed when struck by a super-effective Flying-type attack to halve the damage.,"Held in battle
:   When the holder would take [super-effective]{mechanic:super-effective} []{type:flying}-type damage, it consumes this item to halve the amount of damage taken."
170,5,Tenu:  Consommé quand touché par une attaque Psy super efficace pour diviser par deux les dégâts subis.,"Tenu au combat
:   Quand le porteur devrait subir des dégâts [super efficaces]{mechanic:super-effective} de type []{type:psychic}, cela consomme cet objet pour diviser par deux la quantité de dégâts subis."
170,9,Held: Consumed when struck by a super-effective Psychic-type attack to halve the damage.,"Held in battle
:   When the holder would take [super-effective]{mechanic:super-effective} []{type:psychic}-type damage, it consumes this item to halve the amount of damage taken."
171,5,Tenu:  Consommé quand touché par une attaque Insecte super efficace pour diviser par deux les dégâts subis.,"Tenu au combat
:   Quand le porteur devrait subir des dégâts [super efficaces]{mechanic:super-effective} de type []{type:bug}, cela consomme cet objet pour diviser par deux la quantité de dégâts subis."
171,9,Held: Consumed when struck by a super-effective Bug-type attack to halve the damage.,"Held in battle
:   When the holder would take [super-effective]{mechanic:super-effective} []{type:bug}-type damage, it consumes this item to halve the amount of damage taken."
172,5,Tenu:  Consommé quand touché par une attaque Roche super efficace pour diviser par deux les dégâts subis.,"Tenu au combat
:   Quand le porteur devrait subir des dégâts [super efficaces]{mechanic:super-effective} de type []{type:rock}, cela consomme cet objet pour diviser par deux la quantité de dégâts subis."
172,9,Held: Consumed when struck by a super-effective Rock-type attack to halve the damage.,"Held in battle
:   When the holder would take [super-effective]{mechanic:super-effective} []{type:rock}-type damage, it consumes this item to halve the amount of damage taken."
173,5,Tenu:  Consommé quand touché par une attaque Spectre super efficace pour diviser par deux les dégâts subis.,"Tenu au combat
:   Quand le porteur devrait subir des dégâts [super efficaces]{mechanic:super-effective} de type []{type:ghost}, cela consomme cet objet pour diviser par deux la quantité de dégâts subis."
173,9,Held: Consumed when struck by a super-effective Ghost-type attack to halve the damage.,"Held in battle
:   When the holder would take [super-effective]{mechanic:super-effective} []{type:ghost}-type damage, it consumes this item to halve the amount of damage taken."
174,5,Tenu:  Consommé quand touché par une attaque Dragon super efficace pour diviser par deux les dégâts subis.,"Tenu au combat
:   Quand le porteur devrait subir des dégâts [super efficaces]{mechanic:super-effective} de type []{type:dragon}, cela consomme cet objet pour diviser par deux la quantité de dégâts subis."
174,9,Held: Consumed when struck by a super-effective Dragon-type attack to halve the damage.,"Held in battle
:   When the holder would take [super-effective]{mechanic:super-effective} []{type:dragon}-type damage, it consumes this item to halve the amount of damage taken."
175,5,Tenu:  Consommé quand touché par une attaque Ténèbres super efficace pour diviser par deux les dégâts subis.,"Tenu au combat
:   Quand le porteur devrait subir des dégâts [super efficaces]{mechanic:super-effective} de type []{type:dark}, cela consomme cet objet pour diviser par deux la quantité de dégâts subis."
175,9,Held: Consumed when struck by a super-effective Dark-type attack to halve the damage.,"Held in battle
:   When the holder would take [super-effective]{mechanic:super-effective} []{type:dark}-type damage, it consumes this item to halve the amount of damage taken."
176,5,Tenu:  Consommé quand touché par une attaque Acier super efficace pour diviser par deux les dégâts subis.,"Tenu au combat
:   Quand le porteur devrait subir des dégâts [super efficaces]{mechanic:super-effective} de type []{type:steel}, cela consomme cet objet pour diviser par deux la quantité de dégâts subis."
176,9,Held: Consumed when struck by a super-effective Steel-type attack to halve the damage.,"Held in battle
:   When the holder would take [super-effective]{mechanic:super-effective} []{type:steel}-type damage, it consumes this item to halve the amount of damage taken."
177,5,Tenu: Consommé quand touché par une attaque Normal pour diviser par deux les dégâts subis.,"Tenu au combat
:   Quand le porteur devrait subir des dégâts de type []{type:normal}, cela consomme cet objet pour diviser par deux la quantité de dégâts subis."
177,9,Held: Consumed when struck by a Normal-type attack to halve the damage.,"Held in battle
:   When the holder would take []{type:normal}-type damage, it consumes this item to halve the amount of damage taken."
178,5,Tenu: Consommé à 1/4 des PV max pour booster l'Attaque.,"Tenu au combat
:   Quand le porteur a 1/4 de ses [PV]{mechanic:hp} max restants ou moins, cela consomme cet objet pour [augmenter]{mechanic:raise} son [Attaque]{mechanic:attack} d'un niveau."
178,9,Held: Consumed at 1/4 max HP to boost Attack.,"Held in battle
:   When the holder has 1/4 its max [HP]{mechanic:hp} remaining or less, it consumes this item to [raise]{mechanic:raise} its [Attack]{mechanic:attack} by one stage."
179,5,Tenu: Consommé à 1/4 des PV max pour booster la Défense.,"Tenu au combat
:   Quand le porteur a 1/4 de ses [PV]{mechanic:hp} max restants ou moins, cela consomme cet objet pour [augmenter]{mechanic:raise} sa [Défense]{mechanic:defense} d'un niveau."
179,9,Held: Consumed at 1/4 max HP to boost Defense.,"Held in battle
:   When the holder has 1/4 its max [HP]{mechanic:hp} remaining or less, it consumes this item to [raise]{mechanic:raise} its [Defense]{mechanic:defense} by one stage."
180,5,Tenu: Consommé à 1/4 des PV max pour booster la Vitesse.,"Tenu au combat
:   Quand le porteur a 1/4 de ses [PV]{mechanic:hp} max restants ou moins, cela consomme cet objet pour [augmenter]{mechanic:raise} sa [Vitesse]{mechanic:speed} d'un niveau."
180,9,Held: Consumed at 1/4 max HP to boost Speed.,"Held in battle
:   When the holder has 1/4 its max [HP]{mechanic:hp} remaining or less, it consumes this item to [raise]{mechanic:raise} its [Speed]{mechanic:speed} by one stage."
181,5,Tenu: Consommé à 1/4 des PV max pour booster l'Attaque Spéciale.,"Tenu au combat
:   Quand le porteur a 1/4 de ses [PV]{mechanic:hp} max restants ou moins, cela consomme cet objet pour [augmenter]{mechanic:raise} son [Attaque Spéciale]{mechanic:special-attack} d'un niveau."
181,9,Held: Consumed at 1/4 max HP to boost Special Attack.,"Held in battle
:   When the holder has 1/4 its max [HP]{mechanic:hp} remaining or less, it consumes this item to [raise]{mechanic:raise} its [Special Attack]{mechanic:special-attack} by one stage."
182,5,Tenu: Consommé à 1/4 des PV max pour booster la Défense Spéciale.,"Tenu au combat
:   Quand le porteur a 1/4 de ses [PV]{mechanic:hp} max restants ou moins, cela consomme cet objet pour [augmenter]{mechanic:raise} sa [Défense Spéciale]{mechanic:special-defense} d'un niveau."
182,9,Held: Consumed at 1/4 max HP to boost Special Defense.,"Held in battle
:   When the holder has 1/4 its max [HP]{mechanic:hp} remaining or less, it consumes this item to [raise]{mechanic:raise} its [Special Defense]{mechanic:special-defense} by one stage."
183,5,Tenu: Consommé à 1/4 des PV max pour booster le taux de coups critiques de deux niveaux.,"Tenu au combat
:   Quand le porteur a 1/4 de ses [PV]{mechanic:hp} max restants ou moins, cela consomme cet objet pour [augmenter]{mechanic:raise} son [taux de coups critiques]{mechanic:critical-hit-chance} d'un niveau."
183,9,Held: Consumed at 1/4 max HP to boost critical hit ratio by two stages.,"Held in battle
:   When the holder has 1/4 its max [HP]{mechanic:hp} remaining or less, it consumes this item to [raise]{mechanic:raise} its [critical hit chance]{mechanic:critical-hit-chance} by one stage."
184,5,Tenu: Consommé à 1/4 des PV max pour booster une stat aléatoire de deux niveaux.,"Tenu au combat
:   Quand le porteur a 1/4 de ses [PV]{mechanic:hp} max restants ou moins, cela consomme cet objet pour [augmenter]{mechanic:raise} une stat aléatoire de deux niveaux."
184,9,Held: Consumed at 1/4 max HP to boost a random stat by two stages.,"Held in battle
:   When the holder has 1/4 its max [HP]{mechanic:hp} remaining or less, it consumes this item to [raise]{mechanic:raise} a random stat by two stages."
185,5,Tenu: Consommé quand touché par une attaque super efficace pour restaurer 1/4 des PV max.,"Tenu au combat 
:   Quand le porteur subit des dégâts [super efficaces]{mechanic:super-effective}, cela consomme cet objet pour restaurer 1/4 de ses [PV]{mechanic:hp} max."
185,9,Held: Consumed when struck by a super-effective attack to restore 1/4 max HP.,"Held in battle
:   When the holder takes [super-effective]{mechanic:super-effective} damage, it consumes this item to restore 1/4 its max [HP]{mechanic:hp}."
186,5,Tenu: Consommé à 1/4 des PV max pour booster la précision de la prochaine capacité de 20%. (Gén IV : Précision parfaite).,"Tenu au combat
:   Quand le porteur a 1/4 de ses [PV]{mechanic:hp} max restants ou moins, cela consomme cet objet, et sa prochaine capacité utilisée aura sa précision de base augmentée de 20%."
186,9,Held: Consumed at 1/4 max HP to boost accuracy of next move by 20%. (Gen IV: Perfect accuracy),"Held in battle
:   When the holder has 1/4 its max [HP]{mechanic:hp} remaining or less, it consumes this item, and its next used move has 1.2× its normal accuracy."
187,5,Tenu: Consommé à 1/4 des PV en utilisant une capacité pour être prioritaire.,"Tenu au combat 
:   Quand le porteur a 1/4 de ses [PV]{mechanic:hp} max restants ou moins, cela consomme cet objet.  Au prochain tour, le porteur agira en premier parmi les capacités de même [priorité]{mechanic:priority}, peu importe sa [Vitesse]{mechanic:speed}."
187,9,Held: Consumed at 1/4 max HP when using a move to go first.,"Held in battle
:   When the holder has 1/4 its max [HP]{mechanic:hp} remaining or less, it consumes this item.  On the following turn, the holder will act first among moves with the same [priority]{mechanic:priority}, regardless of [Speed]{mechanic:speed}."
188,5,Tenu: Consommé pour infliger 1/8 des PV max à l'adversaire quand le porteur est touché par une capacité physique.,"Tenu au combat 
:   Quand le porteur suvit des dégâts [physiques]{mechanic:physic}, cela consomme cet objet pour infliger au Pokémon attaquant 1/8 de ses [PV}{mechanic:hp} max en dégâts."
188,9,Held: Consumed to deal 1/8 attacker’s max HP when holder is struck by a physical attack.,"Held in battle
:   When the holder takes [physical]{mechanic:physical} damage, it consumes this item to damage the attacking Pokémon for 1/8 its max [HP]{mechanic:hp}."
189,5,Tenu: Consommé pour infliger 1/8 des PV max à l'adversaire quand le porteur est touché par une capacité spéciale.,"Tenu au combat 
:   Quand le porteur suvit des dégâts [spéciaux]{mechanic:special}, cela consomme cet objet pour infliger au Pokémon attaquant 1/8 de ses [PV}{mechanic:hp} max en dégâts."
189,9,Held: Consumed to deal 1/8 attacker’s max HP when holder is struck by a special attack.,"Held in battle
:   When the holder takes [special]{mechanic:special} damage, it consumes this item to damage the attacking Pokémon for 1/8 its max [HP]{mechanic:hp}."
190,5,Tenu: Augmente l'esquive du porteur de 1/9 (11 1/9%).,"Tenu au combat 
:   Les capacités ciblant le porteur ont 90% de [chances de toucher]{mechanic:chance-to-hit}."
190,9,Held: Increases the holder’s evasion by 1/9 (11 1/9%).,"Held in battle
:   Moves targeting the holder have 0.9× [chance to hit]{mechanic:chance-to-hit}."
191,5,Tenu: Réinitialise toutes les stats diminuées à la normale à la fin du tour. Consommé après utilisation.,"Tenu au combat
:   À la fin de chaque tour, si n'importe quelle stat du porteur a une [modification de stat]{mechanic:stat-modifier} négative, le porteur consomme cet objet pour annuler les modifications de ces stats."
191,9,Held: Resets all lowered stats to normal at end of turn. Consumed after use.,"Held in battle
:   At the end of each turn, if any of the holder’s stats have a negative [stat modifier]{mechanic:stat-modifier}, the holder consumes this item to remove the modifiers from those stats."
