move_effect_id,local_language_id,short_effect,effect
81,5,Le lanceur passe son prochain tour pour se recharger.,"Inflige des [dégâts réguliers]{mechanic:regular-damage}.  Le lanceur passe son prochain tour pour ""se recharger"", et ne peut pas attaquer ou [se retirer]{mechanic:switch} pendant ce tour."
81,9,User foregoes its next turn to recharge.,"Inflicts [regular damage]{mechanic:regular-damage}.  User loses its next turn to ""recharge"", and cannot attack or [switch]{mechanic:switch} out during that turn."
82,5,"Si le lanceur est touché après avoir utilisé cette capacité, son Attaque augmente d'un niveau.","Inflige des [dégâts réguliers]{mechanic:regular-damage}.  À chaque fois que le lanceur est frappé après avoir utilisé cette capacité mais avant sa prochaine action, son [Attaque]{mechanic:attack} augmente d'un [niveau]{mechanic:stage}."
82,9,"If the user is hit after using this move, its Attack rises by one stage.","Inflicts [regular damage]{mechanic:regular-damage}.  Every time the user is hit after it uses this move but before its next action, its [Attack]{mechanic:attack} raises by one [stage]{mechanic:stage}."
83,5,Copie la dernière capacité utilisée par la cible.,"Cette capacité est remplacée par la dernière capacité utilisée avec succès par la cible, et ses PP changent à 5.  Si la cible n'a pas utilisé de capacité depuis sont entrée sur le terrain, si elle essaie d'utiliser une capacité ce tour et a [échoué]{mechanic:fail}, ou si le lanceur connaît déjà la capacité ciblée, cette capacité échouera.  Cet effet disparaît quand le lanceur quitte le terrain.

Si [Babil]{move:chatter}, [Métronome]{move:metronome}, [Copie]{move:mimic}, [Gribouille]{move:sketch}, ou [Lutte]{move:struggle} est sélectionné, cette capacité [échouera]{mechanic:fail}.

Cette capacité ne peut pas être copiée par [Mimique]{move:mirror-move}, ni sélectionnée par [Assistance]{move:assist} ou [Métronome]{move:metronome}, ni forcée par [Encore]{move:encore}."
83,9,Copies the target’s last used move.,"This move is replaced by the target’s last successfully used move, and its PP changes to 5.  If the target hasn’t used a move since entering the field, if it tried to use a move this turn and [failed]{mechanic:fail}, or if the user already knows the targeted move, this move will fail.  This effect vanishes when the user leaves the field.

If [Chatter]{move:chatter}, [Metronome]{move:metronome}, [Mimic]{move:mimic}, [Sketch]{move:sketch}, or [Struggle]{move:struggle} is selected, this move will [fail]{mechanic:fail}.

This move cannot be copied by [Mirror Move]{move:mirror-move}, nor selected by [Assist]{move:assist} or [Metronome]{move:metronome}, nor forced by [Encore]{move:encore}."
84,5,Sélectionne et utilise aléatoirement n'importe quelle capacité du jeu.,"Sélectionne aléatoirement une capacité et l'utilise.  Les capacités que le lanceur connaît déjà ne sont pas éligibles.  Les capacités d'assistance, méta, protection, et réflexion ne sont pas non plus éligibles; en particulier, [Assistance]{move:assist}, [Babil]{move:chatter}, [Photocopie]{move:copycat}, [Riposte]{move:counter}, [Implore]{move:covet}, [Lien du Destin]{move:destiny-bond}, [Détection]{move:detect}, [Ténacité]{move:endure}, [Ruse]{move:feint}, [Mitra-Poing]{move:focus-punch}, [Par Ici]{move:follow-me}, [Coup d’Main]{move:helping-hand}, [Moi d’Abord]{move:me-first}, [Métronome]{move:metronome}, [Copie]{move:mimic}, [Voile Miroir]{move:mirror-coat}, [Mimique]{move:mirror-move}, [Abri]{move:protect}, [Prévention]{move:quick-guard}, [Gribouille]{move:sketch}, [Blabla Dodo]{move:sleep-talk}, [Saisie]{move:snatch}, [Lutte]{move:struggle}, [Passe-Passe]{move:switcheroo}, [Larcin]{move:thief}, [Tour de Magie]{move:trick}, et [Garde Large]{move:wide-guard} ne seront pas sélectionnée par cette capacité.

Cette capacité ne peut pas être copiée par [Copie]{move:mimic} ou [Mimique]{move:mirror-move}, ni sélectionnée par [Assistance]{move:assist}, [Métronome]{move:metronome}, ou [Blabla Dodo]{move:sleep-talk}."
84,9,Randomly selects and uses any move in the game.,"Selects any move at random and uses it.  Moves the user already knows are not eligible.  Assist, meta, protection, and reflection moves are also not eligible; specifically, [Assist]{move:assist}, [Chatter]{move:chatter}, [Copycat]{move:copycat}, [Counter]{move:counter}, [Covet]{move:covet}, [Destiny Bond]{move:destiny-bond}, [Detect]{move:detect}, [Endure]{move:endure}, [Feint]{move:feint}, [Focus Punch]{move:focus-punch}, [Follow Me]{move:follow-me}, [Helping Hand]{move:helping-hand}, [Me First]{move:me-first}, [Metronome]{move:metronome}, [Mimic]{move:mimic}, [Mirror Coat]{move:mirror-coat}, [Mirror Move]{move:mirror-move}, [Protect]{move:protect}, [Quick Guard]{move:quick-guard}, [Sketch]{move:sketch}, [Sleep Talk]{move:sleep-talk}, [Snatch]{move:snatch}, [Struggle]{move:struggle}, [Switcheroo]{move:switcheroo}, [Thief]{move:thief}, [Trick]{move:trick}, and [Wide Guard]{move:wide-guard} will not be selected by this move.

This move cannot be copied by [Mimic]{move:mimic} or [Mirror Move]{move:mirror-move}, nor selected by [Assist]{move:assist}, [Metronome]{move:metronome}, or [Sleep Talk]{move:sleep-talk}."
85,5,"Ensemence la cible, lui volant des PV à chaque tour.","Plante une graine dans la cible qui [draine]{mechanic:drain} 1/8 de ses [PV]{mechanic:hp} max à la fin de chaque tour et soigne le lanceur de la quantité subie.  N'a pas d'effet sur les Pokémon [Plante]{type:grass}.  La graine reste jusqu'à ce que la cible quitte le terrain.

Le lanceur prend des dégâts au lieu d'être soigné si la cible a [Suintement]{ability:liquid-ooze}.

[Tour Rapide]{move:rapid-spin} supprimera cet effet.

Cet effet est transmis par [Relais]{move:baton-pass}."
85,9,"Seeds the target, stealing HP from it every turn.","Plants a seed on the target that [drains]{mechanic:drain} 1/8 of its max [HP]{mechanic:hp} at the end of every turn and heals the user for the amount taken.  Has no effect on [Grass]{type:grass} Pokémon.  The seed remains until the target leaves the field.

The user takes damage instead of being healed if the target has [Liquid Ooze]{ability:liquid-ooze}.

[Rapid Spin]{move:rapid-spin} will remove this effect.

This effect is passed on by [Baton Pass]{move:baton-pass}."
86,5,Ne fait rien.,Ne fait rien.
86,9,Does nothing.,"Does nothing.

This move cannot be used while [Gravity]{move:gravity} is in effect."
87,5,Empêche la cible d'utiliser sa dernière capacité utilisée pendant 1-8 tours.,"Empêche la cible d'utiliser la dernière capacité utilisée, empêchant son utilisation pour 4–7 tours, sélectionné au hasard, ou jusqu'à ce que la cible quitte le [terrain]{mechanic:field}.  Si la cible n'a pas utilisé de capacité depuis son entrée sur le [terrain]{mechanic:field}, si elle a essayé d'utiliser une capacité ce tour et a [échoué]{mechanic:failed},  si sa dernière capacité utilisée a PP restant, ou si elle a déjà une capacité désactivée, cette capacité échouera."
87,9,Disables the target’s last used move for 1-8 turns.,"Disables the target’s last used move, preventing its use for 4–7 turns, selected at random, or until the target leaves the [field]{mechanic:field}.  If the target hasn’t used a move since entering the [field]{mechanic:field}, if it tried to use a move this turn and [failed]{mechanic:failed},  if its last used move has 0 PP remaining, or if it already has a move disabled, this move will fail."
88,5,Inflige des dégâts égaux au niveau du lanceur.,"Inflige des dégâts égaux au niveau du lanceur.  Les immunités de type s'appliquent, mais les autres effets sont ignorés."
88,9,Inflicts damage equal to the user’s level.,"Inflicts damage equal to the user’s level.  Type immunity applies, but other type effects are ignored."
89,5,Inflige des dégâts entre 50% et 150% du niveau du lanceur.,"Inflige des dégâts [sans type]{mechanic:typeless} entre 50% et 150% du niveau du lanceur, sélectionné au hasard dans par incréments de 10%."
89,9,Inflicts damage between 50% and 150% of the user’s level.,"Inflicts [typeless]{mechanic:typeless} damage between 50% and 150% of the user’s level, selected at random in increments of 10%."
90,5,Inflige le double des dégâts que le lanceur a reçu de la dernière attaque physique qu'il a subi.,"Cible le dernier Pokémon adverse à avoir frappé le lanceur avec une capacité [physique]{mechanic:physical} ce tour.  Inflige deux fois les dégâts que cette capacité a infligé au lanceur.  S'il n'y a pas de cible éligible, cette capacité [échouera]{mechanic:fail}.  L'immunité de type s'applique, mais les autres effets de type sont ignorés.

Cette capacité ne peut pas être copiée par [Mimique]{move:mirror-move}, ni sélectionnée par [Assistance]{move:assist} ou [Métronome]{move:metronome}."
90,9,Inflicts twice the damage the user received from the last physical hit it took.,"Targets the last opposing Pokémon to hit the user with a [physical]{mechanic:physical} move this turn.  Inflicts twice the damage that move did to the user.  If there is no eligible target, this move will [fail]{mechanic:fail}.  Type immunity applies, but other type effects are ignored.

This move cannot be copied by [Mirror Move]{move:mirror-move}, nor selected by [Assist]{move:assist} or [Metronome]{move:metronome}."
91,5,Force la cible à répéter sa dernière capacité utilisée à chaque tour pendant 2 à 6 tours.,"Les 4–8 prochaines fois (sélectionné au hasard) que la cible essaie d'utiliser une capacité, elle est forcée de répéter sa dernière capacité utilisée.  Si la capacité sélectionnée permet au dresseur de sélectionner une cible, un adversaire sera choisi au hasard à chaque tour.  Si la cible est empêchée d'utiliser la capacité sélectionnée par un autre effet, [Lutte]{move:struggle} sera utilisé à la place.  Cet effet prend fin si la capacité sélectionnée arrive à court de [PP]{mechanic:pp}.

Si la cible n'a pas utilisé de capacité depuis son entrée sur le [terrain]{mechanic:field}, si elle a essayé d'utiliser une capacité ce tour et [a échoué]{mechanic:failed}, si elle ne connaît pas la capacité sélectionnée, ou si la capacité sélectionnée a 0 [PP]{mechanic:pp} restant, cette capacité échouera.  Si la dernière capacité utilisée de la cible était [Encore]{move:encore}, [Copie]{move:mimic}, [Mimique]{move:mirror-move}, [Gribouille]{move:sketch}, [Lutte]{move:struggle}, ou [Morphing]{move:transform}, cette capacité échouera."
91,9,Forces the target to repeat its last used move every turn for 2 to 6 turns.,"The next 4–8 times (selected at random) the target attempts to move, it is forced to repeat its last used move.  If the selected move allows the trainer to select a target, an opponent will be selected at random each turn.  If the target is prevented from using the selected move by some other effect, [Struggle]{move:struggle} will be used instead.  This effect ends if the selected move runs out of [PP]{mechanic:pp}.

If the target hasn’t used a move since entering the [field]{mechanic:field}, if it tried to use a move this turn and [failed]{mechanic:failed}, if it does not know the selected move, or if the selected move has 0 [PP]{mechanic:pp} remaining, this move will fail.  If the target’s last used move was [Encore]{move:encore}, [Mimic]{move:mimic}, [Mirror Move]{move:mirror-move}, [Sketch]{move:sketch}, [Struggle]{move:struggle}, or [Transform]{move:transform}, this move will fail."
92,5,Les PV du lanceur et de la cible deviennent la moyenne de leurs PV actuels.,"Change les [PV]{mechanic:hp} restants du lanceur et de la cible en la moyenne de leurs [PV]{mechanic:hp} restants actuels.  Ignore les modifications de [précision]{mechanic:accuracy} et d'[esquive]{mechanic:evasion}.  Cet effet ne compte pas comme des infligeant des dégâts pour les autres capacités et effets qui réagissent aux dégâts subis.

Cet effet [échoue]{mechanic:fail} contre un [Clonage]{move:substitute}."
92,9,Sets the user’s and targets’s HP to the average of their current HP.,"Changes the user’s and target’s remaining [HP]{mechanic:hp} to the average of their current remaining [HP]{mechanic:hp}.  Ignores [accuracy]{mechanic:accuracy} and [evasion]{mechanic:evasion} modifiers.  This effect does not count as inflicting damage for other moves and effects that respond to damage taken.

This effect [fail]{mechanic:fail}s against a [Substitute]{move:substitute}."
93,5,A une $probabilité_d'effet% de chances d'apeurer la cible.  Ne fonctionne que si le lanceur dort.,Utilisable seulement si le lanceur [dort]{mechanic:sleep}.  Inflige des [dégâts réguliers]{mechanic:regular-damage}.  A une $probabilité_d'effet% de chances d'[apeurer]{mechanic:flinch} la cible.
93,9,Has a $effect_chance% chance to make the target flinch.  Only works if the user is sleeping.,Only usable if the user is [sleep]{mechanic:sleep}ing.  Inflicts [regular damage]{mechanic:regular-damage}.  Has a $effect_chance% chance to make the target [flinch]{mechanic:flinch}.
94,5,Change le type du lanceur en un type aléatoire soit résistant ou immunisé à la dernière capacité utilisée contre lui.,"Change le type du lanceur en un type résistant ou immunisé à la dernière capacité offensive qui l'a frappé.  Le nouveau type est choisi au hasard et ne peut pas être un type qu'a déjà le lanceur.  S'il n'y a pas de nouveau type éligible, cette capacité [échouera]{mechanic:fail}."
94,9,Changes the user’s type to a random type either resistant or immune to the last move used against it.,"Changes the user’s type to a type either resistant or immune to the last damaging move that hit it.  The new type is selected at random and cannot be a type the user already is.  If there is no eligible new type, this move will [fail]{mechanic:fail}."
95,5,Garantit au lanceur que sa prochaine capacité frappera la cible.,"Si le lanceur cible la même cible à nouveau avant la fin du prochain tour, la capacité qu'il utilise est sûre de frapper.  Cette capacité elle-même ignore aussi les modifications de [précision]{mechanic:accuracy} et d'[esquive]{mechanic:evasion}.

Les capacités OHKO sont aussi sûres de frapper, tant que le lanceur est d'un niveau égal ou supérieur à celui de la cible.  Cet effet permet aussi au lanceur de frapper les Pokémon qui sont hors du terrain grâce à des effets tels que [Tunnel]{move:dig} ou [Vol]{move:fly}.

Si la cible utilise [Détection]{move:detect} ou [Abri]{move:protect} pendant qu'elle est sous l'effet de cette capacité, le lanceur n'est pas sûr de frapper, mais a (100 - accuracy)% de chances de passer à travers la protection.

Cet effet est transmis par [Relais]{move:baton-pass}."
95,9,Ensures that the user’s next move will hit the target.,"If the user targets the same target again before the end of the next turn, the move it uses is guaranteed to hit.  This move itself also ignores [accuracy]{mechanic:accuracy} and [evasion]{mechanic:evasion} modifiers.

One-hit KO moves are also guaranteed to hit, as long as the user is equal or higher level than the target.  This effect also allows the user to hit Pokémon that are off the field due to moves such as [Dig]{move:dig} or [Fly]{move:fly}.

If the target uses [Detect]{move:detect} or [Protect]{move:protect} while under the effect of this move, the user is not guaranteed to hit, but has a (100 - accuracy)% chance to break through the protection.

This effect is passed on by [Baton Pass]{move:baton-pass}."
96,5,Devient définitivement la dernière capacité utilisée par la cible.,"Remplace par la dernière capacité que la cible a utilisé de manière permanente.  Si cette capacité est [Babil]{move:chatter} ou [Lutte]{move:struggle}, cette capacité [échouera]{mechanic:fail}.

Cette capacité ne peut pas être copiée par [Copie]{move:mimic} ou [Mimique]{move:mirror-move}, ni sélectionnée par [Assistance]{move:assist} ou [Métronome]{move:metronome}, ni forcée par [Encore]{move:encore}."
96,9,Permanently becomes the target’s last used move.,"Permanently replaces itself with the target’s last used move.  If that move is [Chatter]{move:chatter} or [Struggle]{move:struggle}, this move will [fail]{mechanic:fail}.

This move cannot be copied by [Mimic]{move:mimic} or [Mirror Move]{move:mirror-move}, nor selected by [Assist]{move:assist} or [Metronome]{move:metronome}, nor forced by [Encore]{move:encore}."
98,5,Utilise aléatoirement l'une des trois autres capacités du lanceur.  Ne fonctionne que si le lanceur dort.,"Utilisable seulement si le lanceur [dort]{mechanic:sleep}.  Sélectionne et utilise au hasard une des trois autres capacités du lanceur.  L'utilisation de la capacité sélectionnée requiert et coûte 0 [PP]{mechanic:pp}.

Cette capacité ne sélectionnera pas [Assistance]{move:assist}, [Patience]{move:bide}, [Rebond]{move:bounce}, [Babil]{move:chatter}, [Photocopie]{move:copycat}, [Tunnel]{move:dig}, [Plongée]{move:dive}, [Vol]{move:fly}, [Mitra-Poing]{move:focus-punch}, [Moi d’Abord]{move:me-first}, [Métronome]{move:metronome}, [Mimique]{move:mirror-move}, [Revenant]{move:shadow-force}, [Coud’Krâne]{move:skull-bash}, [Piqué]{move:sky-attack}, [Chute Libre]{move:sky-drop}, [Blabla Dodo]{move:sleep-talk}, [Lance-Soleil]{move:solar-beam}, [Coupe-Vent]{move:razor-wind}, ou [Brouhaha]{move:uproar}.

Si la capacité sélectionnée requiert un tour de chargement—i.e., une de [Rafale Feu]{move:blast-burn}, [Végé-Attaque]{move:frenzy-plant}, [Giga Impact]{move:giga-impact}, [Hydroblast]{move:hydro-cannon}, [Ultralaser]{move:hyper-beam}, [Hurle-Temps]{move:roar-of-time}, ou [Roc-Boulet]{move:rock-wrecker}—et que le lanceur est toujours [endormi]{mechanic:sleep} au prochain tour, alors elle est forcée d'utiliser cette capacité à nouveau et payer un autre [PP]{mechanic:pp} pour le tour de recharge.

Cette capacité ne peut pas être copiée par [Mimique]{move:mirror-move}, ni sélectionnée par [Assistance]{move:assist}, [Métronome]{move:metronome}, ou [Blabla Dodo]{move:sleep-talk}."
98,9,Randomly uses one of the user’s other three moves.  Only works if the user is sleeping.,"Only usable if the user is [sleep]{mechanic:sleep}ing.  Randomly selects and uses one of the user’s other three moves.  Use of the selected move requires and costs 0 [PP]{mechanic:pp}.

This move will not select [Assist]{move:assist}, [Bide]{move:bide}, [Bounce]{move:bounce}, [Chatter]{move:chatter}, [Copycat]{move:copycat}, [Dig]{move:dig}, [Dive]{move:dive}, [Fly]{move:fly}, [Focus Punch]{move:focus-punch}, [Me First]{move:me-first}, [Metronome]{move:metronome}, [Mirror Move]{move:mirror-move}, [Shadow Force]{move:shadow-force}, [Skull Bash]{move:skull-bash}, [Sky Attack]{move:sky-attack}, [Sky Drop]{move:sky-drop}, [Sleep Talk]{move:sleep-talk}, [Solar Beam]{move:solar-beam}, [Razor Wind]{move:razor-wind}, or [Uproar]{move:uproar}.

If the selected move requires a recharge turn—i.e., one of [Blast Burn]{move:blast-burn}, [Frenzy Plant]{move:frenzy-plant}, [Giga Impact]{move:giga-impact}, [Hydro Cannon]{move:hydro-cannon}, [Hyper Beam]{move:hyper-beam}, [Roar of Time]{move:roar-of-time}, or [Rock Wrecker]{move:rock-wrecker}—and the user is still [sleep]{mechanic:sleep}ing next turn, then it’s forced to use this move again and pay another [PP]{mechanic:pp} for the recharge turn.

This move cannot be copied by [Mirror Move]{move:mirror-move}, nor selected by [Assist]{move:assist}, [Metronome]{move:metronome}, or [Sleep Talk]{move:sleep-talk}."
99,5,"Si le lanceur est mis KO ce tour, la cible le sera aussi, également.","Si le lanceur est [mis KO]{mechanic:faints} avant sa prochaine capacité, le Pokémon qui l'a [mis KO]{mechanic:faint} sera automatiquement [mis KO]{mechanic:faint}.  Les dégâts de fin de tour sont ignorés.

Cette capacité ne peut pas être sélectionnée par [Assistance]{move:assist} ou [Métronome]{move:metronome}."
99,9,"If the user faints this turn, the target automatically will, too.","If the user [faints]{mechanic:faints} before its next move, the Pokémon that [faint]{mechanic:faint}ed it will automatically [faint]{mechanic:faint}.  End-of-turn damage is ignored.

This move cannot be selected by [Assist]{move:assist} or [Metronome]{move:metronome}."
100,5,"Inflige plus de dégâts quand le lanceur a moins de PV restants, avec une puissance maximum de 200.","Inflige des [dégâts réguliers]{mechanic:regular-damage}.  La puissance varie inversement avec le taux de [PV]{mechanic:hp} restants du lanceur.

64 * PV actuels / PV max | Puissance
-----------------------: | ----:
 0– 1                    |  200
 2– 5                    |  150
 6–12                    |  100
13–21                    |   80
22–42                    |   40
43–64                    |   20
"
100,9,"Inflicts more damage when the user has less HP remaining, with a maximum of 200 power.","Inflicts [regular damage]{mechanic:regular-damage}.  Power varies inversely with the user’s proportional remaining [HP]{mechanic:hp}.

64 * current HP / max HP | Power
-----------------------: | ----:
 0– 1                    |  200
 2– 5                    |  150
 6–12                    |  100
13–21                    |   80
22–42                    |   40
43–64                    |   20
"
101,5,Diminue les PP de la dernière capacité utilisée par la cible de 4.,"Diminue les PP de la dernière capacité utilisée par la cible de 4.  Si la cible n'a pas utilisé de capacité depuis son entrée sur le [terrain]{mechanic:field}, si elle a essayé d'utiliser cette capacité ce tour et [a échoué]{mechanic:failed}, ou si sa dernière capacité utilisée a 0 PP restant, cette capacité échouera."
101,9,Lowers the PP of the target’s last used move by 4.,"Lowers the PP of the target’s last used move by 4.  If the target hasn’t used a move since entering the [field]{mechanic:field}, if it tried to use a move this turn and [failed]{mechanic:failed}, or if its last used move has 0 PP remaining, this move will fail."
102,5,Ne peut pas baisser les PV de la cible en dessous de 1.,Inflige des [dégâts réguliers]{mechanic:regular-damage}.  Ne réduira pas les [PV]{mechanic:hp} de la cible sous 1.
102,9,Cannot lower the target’s HP below 1.,Inflicts [regular damage]{mechanic:regular-damage}.  Will not reduce the target’s [HP]{mechanic:hp} below 1.
103,5,Soigne l'équipe entière de ses effets majeurs de statut.,Supprime les [effets majeurs de statut]{mechanic:major-status-effects} et la [confusion]{mechanic:confusion} de tous les Pokémon de l'équipe du lanceur.
103,9,Cures the entire party of major status effects.,Removes [major status effects]{mechanic:major-status-effects} and [confusion]{mechanic:confusion} from every Pokémon in the user’s party.
104,5,Inflige des dégâts réguliers avec aucun effet additionnel.,Inflige des [dégâts réguliers]{mechanic:regular-damage}.
104,9,Inflicts regular damage with no additional effect.,Inflicts [regular damage]{mechanic:regular-damage}.
105,5,"Touche trois fois, augmentant la puissance de 100% à chaque coup réussi.","Inflige des [dégâts réguliers]{mechanic:regular-damage}.  Touche trois fois dans le même tour.  Le second coup a une puissance double, et le troisième a une puissance triple.  Chaque coup a une vérification de [précision]{mechanic:accuracy} différente, et cette capacité s'arrête si un coup manque sa cible.

[Multi-Coups]{ability:skill-link} ne s'applique pas."
105,9,"Hits three times, increasing power by 100% with each successful hit.","Inflicts [regular damage]{mechanic:regular-damage}.  Hits three times in the same turn.  The second hit has double power, and the third hit has triple power.  Each hit has a separate [accuracy]{mechanic:accuracy} check, and this move stops if a hit misses.

[Skill Link]{ability:skill-link} does not apply."
106,5,Prend l'objet de la cible.,"Inflige des [dégâts réguliers]{mechanic:regular-damage}.  Si la cible porte un objet et pas le lanceur, le lanceur prendra l'objet de manière permanente.  Les dégâts sont toujours infligés si un objet ne peut pas être pris.

Les Pokémon avec [Glu]{ability:sticky-hold} ou [Multi-Type]{ability:multitype} sont immunisés contre l'effet de l'objet volé.

La cible ne peut pas récupérer son objet avec [Recyclage]{move:recycle}.

Cette capacité ne peut pas être sélectionnée par [Assistance]{move:assist} ou [Métronome]{move:metronome}."
106,9,Takes the target’s item.,"Inflicts [regular damage]{mechanic:regular-damage}.  If the target is holding an item and the user is not, the user will permanently take the item.  Damage is still inflicted if an item cannot be taken.

Pokémon with [Sticky Hold]{ability:sticky-hold} or [Multitype]{ability:multitype} are immune to the item theft effect.

The target cannot recover its item with [Recycle]{move:recycle}.

This move cannot be selected by [Assist]{move:assist} or [Metronome]{move:metronome}."
107,5,Empêche la cible de quitter le combat.,"La cible ne peut pas [se retirer]{mechanic:switch-out} normalement.  Ignore les modifications de [précision]{mechanic:accuracy} et d'[esquive]{mechanic:evasion}.  

Cet effet prend fin quand le lanceur quitte le [terrain]{mechanic:field}.  La cible peut toujours s'échapper en utilisant [Relais]{move:baton-pass}, [Demi-Tour]{move:u-turn}, ou un [Carapace Mue]{item:shed-shell}.  

Le lanceur et la cible transmettent tous les deux cet effet avec [Relais]{move:baton-pass}."
107,9,Prevents the target from leaving battle.,"The target cannot [switch out]{mechanic:switch-out} normally.  Ignores [accuracy]{mechanic:accuracy} and [evasion]{mechanic:evasion} modifiers.  This effect ends when the user leaves the [field]{mechanic:field}.

The target may still escape by using [Baton Pass]{move:baton-pass}, [U-turn]{move:u-turn}, or a [Shed Shell]{item:shed-shell}.

Both the user and the target pass on this effect with [Baton Pass]{move:baton-pass}."
108,5,La cible perd 1/4 de ses PV max à chaque tour tant qu'elle est endormie.,"Fonctionne seulement sur les Pokémon [endormis]{mechanic:sleep}.  Donne des cauchemars à la cible, lui infligeant 1/4 de ses [PV]{mechanic:hp} max à chaque tour.  Si la cible se réveille ou quitte le [terrain]{mechanic:field}, cet effet prend fin."
108,9,Target loses 1/4 its max HP every turn as long as it’s asleep.,"Only works on [sleep]{mechanic:sleep}ing Pokémon.  Gives the target a nightmare, damaging it for 1/4 its max [HP]{mechanic:hp} every turn.  If the target wakes up or leaves the [field]{mechanic:field}, this effect ends."
109,5,Augmente l'esquive du lanceur de deux niveaux.,"Augmente l'[esquive]{mechanic:evasion} de la cible de deux [niveaux]{mechanic:stage}.  

[Écrasement]{move:stomp} et [Bulldoboule]{move:steamroller} ont une puissance double contre les Pokémon qui ont utilisé cette capacité depuis leur entrée sur le [terrain]{mechanic:field}."
109,9,Raises the user’s evasion by two stages.,"Raises the user’s [evasion]{mechanic:evasion} by two [stages]{mechanic:stage}.

[Stomp]{move:stomp} and [Steamroller]{move:steamroller} have double power against Pokémon that have used this move since entering the [field]{mechanic:field}."
110,5,"Les spectres dépensent la moitié de leurs PV max pour infliger des dégâts à la cible à chaque tour.  Les autres diminuent la Vitesse, mais augmentent l'Attaque et la Défense.","Si le lanceur est un [Spectre]{type:ghost}: le lanceur paye la moitié de ses [PV]{mechanic:hp} max pour placer une malédiction sur la cible, lui infligeant 1/4 de ses [PV]{mechanic:hp} max à chaque tour.
Sinon: Diminue la [Vitesse]{mechanic:speed} du lanceur d'un [niveau]{mechanic:stage}, et augmente son [Attaque]{mechanic:attack} et [Défense]{mechanic:defense} d'un [niveau]{mechanic:stage} chacune.

L'effet maudit est transmis par [Relais]{move:baton-pass}.

Cette capacité ne peut pas être copiée par [Mimique]{move:mirror-move}."
110,9,Ghosts pay half their max HP to hurt the target every turn.  Others decrease Speed but raise Attack and Defense.,"If the user is a [Ghost]{type:ghost}: user pays half its max [HP]{mechanic:hp} to place a curse on the target, damaging it for 1/4 its max [HP]{mechanic:hp} every turn.
Otherwise: Lowers the user’s [Speed]{mechanic:speed} by one [stage]{mechanic:stage}, and raises its [Attack]{mechanic:attack} and [Defense]{mechanic:defense} by one [stage]{mechanic:stage} each.

The curse effect is passed on by [Baton Pass]{move:baton-pass}.

This move cannot be copied by [Mirror Move]{move:mirror-move}."
112,5,Empêche n'importe quelle capacité de frapper le lanceur ce tour.,"Aucune capacité ne frappera le lanceur pour le reste de ce tour.  Si le lanceur est le dernier à agir ce tour, cette capacité [échouera]{mechanic:fail}.

Si le lanceur a utilisé avec succès [Détection]{move:detect}, [Ténacité]{move:endure}, [Abri]{move:protect}, [Prévention]{move:quick-guard}, ou [Garde Large]{move:wide-guard} le dernier tour, cette capacité a 50% de chances d'[échouer]{mechanic:fail}.

[Verrouillage]{move:lock-on}, [Lire-Esprit]{move:mind-reader}, et [Annule Garde]{ability:no-guard} fournissent (100 – accuracy)% de chances que les capacités passent à travers cette capacité.  Cela ne s'applique pas aux capacités OHKO ([Abîme]{move:fissure}, [Guillotine]{move:guillotine}, [Empal’Korne]{move:horn-drill}, et [Glaciation]{move:sheer-cold}); celles-ci sont toujours bloquées par cette capacité.

[Fatal-Foudre]{move:thunder} sous [Danse Pluie]{move:rain-dance} et [Blizzard]{move:blizzard} sous [Grêle]{move:hail} ont 30% de chances de passer à travers cette capacité.

Les effets suivants ne sont pas empêchés par cette capacité:

* [Acupression]{move:acupressure} d'un allié
* Effet maudit de [Malédiction]{move:curse}
* Dégâts retardés de [Vœu Destructeur]{move:doom-desire} et [Prescience]{move:future-sight}; cependant, ces capacités seront empêchées si elles sont utilisées ce tour
* [Ruse]{move:feint}, qui terminera aussi la protection de cette capacité après qu'elle frappe
* [Possessif]{move:imprison}
* [Requiem]{move:perish-song}
* [Revenant]{move:shadow-force}
* Capacités qui copient simplement le lanceur, comme [Morphing]{move:transform} ou [Boost]{move:psych-up}

Cette capacité ne peut pas être sélectionnée par [Assistance]{move:assist} ou [Métronome]{move:metronome}."
