id,version_group_id,encounter_method_id,slot,rarity
1365,18,1,3,20
1366,18,1,4,10
1367,18,1,5,10
1368,18,1,6,10
1369,18,1,7,10
1370,18,1,8,10
1371,18,1,9,10
1372,18,1,10,10
1373,18,1,11,10
1374,18,34,1,50
1375,18,34,2,30
1376,18,34,3,30
1377,18,34,4,15
1378,18,34,5,5
1379,18,34,6,5
1380,18,1,1,20
1381,18,1,2,20
1382,18,1,3,20
1383,18,1,4,10
1384,18,1,5,10
1385,18,1,6,10
1386,18,1,7,10
1387,18,1,8,10
1388,18,1,9,10
1389,18,1,10,10
1390,18,1,11,10
1391,17,35,1,100
1392,17,34,1,70
1393,17,34,2,70
1394,17,34,3,30
1395,17,1,1,30
1396,17,1,2,20
1397,17,1,3,20
1398,17,1,4,20
1399,17,1,5,10
1400,17,1,6,10
1401,17,35,1,100
1402,17,34,1,70
1403,17,34,2,70
1404,17,34,3,30
1405,17,1,1,30
1406,17,1,2,20
1407,17,1,3,20
1408,17,1,4,20
1409,17,1,5,10
1410,17,1,6,10
1411,18,35,1,100
1412,18,34,1,50
1413,18,34,2,30
1414,18,34,3,30
1415,18,34,4,15
1416,18,34,5,5
1417,18,34,6,5
1418,18,1,1,20
1419,18,1,2,20
1420,18,1,3,20
1421,18,1,4,10
1422,18,1,5,10
1423,18,1,6,10
1424,18,1,7,10
1425,18,1,8,10
1426,18,1,9,10
1427,18,1,10,10
1428,18,1,11,10
1429,18,35,1,100
1430,18,34,1,50
1431,18,34,2,30
1432,18,34,3,30
1433,18,34,4,15
1434,18,34,5,5
1435,18,34,6,5
1436,18,1,1,20
1437,18,1,2,20
1438,18,1,3,20
1439,18,1,4,10
1440,18,1,5,10
1441,18,1,6,10
1442,18,1,7,10
1443,18,1,8,10
1444,18,1,9,10
1445,18,1,10,10
1446,18,1,11,10
1447,17,32,1,100
1448,17,32,1,100
1449,18,32,1,100
1450,18,32,1,100
1451,17,34,1,70
1452,17,34,2,30
1453,17,1,1,40
1454,17,1,2,20
1455,17,1,3,20
1456,17,1,4,10
1457,17,1,5,10
1458,17,1,6,10
1459,17,34,1,70
1460,17,34,2,30
1461,17,1,1,40
1462,17,1,2,20
1463,17,1,3,20
1464,17,1,4,10
1465,17,1,5,10
1466,17,1,6,10
1467,18,34,1,70
1468,18,34,2,30
1469,18,1,1,30
1470,18,1,2,30
1471,18,1,3,30
1472,18,1,4,10
1473,18,34,1,70
1474,18,34,2,30
1475,18,1,1,30
1476,18,1,2,30
1477,18,1,3,30
1478,18,1,4,10
1479,17,35,1,100
1480,17,33,1,15
1481,17,1,1,49
1482,17,1,2,20
1483,17,1,3,20
1484,17,1,4,10
1485,17,1,5,10
1486,17,1,6,1
1487,17,35,1,100
1488,17,33,1,15
1489,17,1,1,49
1490,17,1,2,20
1491,17,1,3,20
1492,17,1,4,10
1493,17,1,5,10
1494,17,1,6,1
1495,18,35,1,100
1496,18,33,1,15
1497,18,1,1,30
1498,18,1,2,30
1499,18,1,3,29
1500,18,1,4,10
1501,18,1,5,1
1502,18,35,1,100
1503,18,33,1,15
1504,18,1,1,30
1505,18,1,2,30
1506,18,1,3,29
1507,18,1,4,10
1508,18,1,5,1
1509,17,35,1,100
1510,17,32,1,100
1511,17,33,1,15
1512,17,33,2,15
1513,17,33,3,15
1514,17,33,4,15
1515,17,1,1,30
1516,17,1,2,25
1517,17,1,3,20
1518,17,1,4,15
1519,17,1,5,10
1520,17,1,6,10
1521,17,1,7,10
1522,17,1,8,10
1523,17,1,9,5
1524,17,35,1,100
1525,17,32,1,100
1526,17,33,1,15
1527,17,33,2,15
1528,17,33,3,15
1529,17,33,4,15
1530,17,1,1,30
1531,17,1,2,25
1532,17,1,3,20
1533,17,1,4,15
1534,17,1,5,10
1535,17,1,6,10
1536,17,1,7,10
1537,17,1,8,10
1538,17,1,9,5
1539,18,35,1,100
1540,18,32,1,100
1541,18,33,1,15
1542,18,33,2,15
1543,18,33,3,15
1544,18,33,4,15
1545,18,1,1,30
1546,18,1,2,25
1547,18,1,3,20
1548,18,1,4,20
1549,18,1,5,20
1550,18,1,6,15
1551,18,1,7,10
1552,18,1,8,10
1553,18,1,9,10
1554,18,1,10,5
1555,18,35,1,100
1556,18,32,1,100
1557,18,33,1,15
1558,18,33,2,15
1559,18,33,3,15
1560,18,33,4,15
1561,18,1,1,30
1562,18,1,2,25
1563,18,1,3,20
1564,18,1,4,20
1565,18,1,5,20
1566,18,1,6,15
1567,18,1,7,10
1568,18,1,8,10
1569,18,1,9,10
1570,18,1,10,5
1571,17,35,1,100
1572,17,34,1,100
1573,17,32,1,100
1574,17,36,1,100
1575,17,33,1,15
1576,17,33,2,15
1577,17,33,3,15
1578,17,1,1,30
1579,17,1,2,20
1580,17,1,3,20
1581,17,1,4,10
1582,17,1,5,10
1583,17,1,6,9
1584,17,1,7,1
1585,17,35,1,100
1586,17,34,1,100
1587,17,32,1,100
1588,17,36,1,100
1589,17,33,1,15
1590,17,33,2,15
1591,17,33,3,15
1592,17,1,1,30
1593,17,1,2,20
1594,17,1,3,20
1595,17,1,4,10
1596,17,1,5,10
1597,17,1,6,9
1598,17,1,7,1
1599,18,35,1,100
1600,18,34,1,100
1601,18,32,1,100
1602,18,36,1,100
1603,18,33,1,15
1604,18,33,2,15
1605,18,33,3,15
1606,18,1,1,20
1607,18,1,2,20
1608,18,1,3,20
1609,18,1,4,20
1610,18,1,5,10
1611,18,1,6,9
1612,18,1,7,1
1613,18,35,1,100
1614,18,34,1,100
1615,18,32,1,100
1616,18,36,1,100
1617,18,33,1,15
1618,18,33,2,15
1619,18,33,3,15
1620,18,1,1,20
1621,18,1,2,20
1622,18,1,3,20
1623,18,1,4,20
1624,18,1,5,10
1625,18,1,6,9
1626,18,1,7,1
1627,17,32,1,100
1628,17,33,1,15
1629,17,33,2,15
1630,17,33,3,15
1631,17,33,4,15
1632,17,1,1,30
1633,17,1,2,25
1634,17,1,3,20
1635,17,1,4,15
1636,17,1,5,10
1637,17,1,6,10
1638,17,1,7,10
1639,17,1,8,10
1640,17,1,9,5
1641,17,32,1,100
1642,17,33,1,15
1643,17,33,2,15
1644,17,33,3,15
1645,17,33,4,15
1646,17,1,1,30
1647,17,1,2,25
1648,17,1,3,20
1649,17,1,4,15
1650,17,1,5,10
1651,17,1,6,10
1652,17,1,7,10
1653,17,1,8,10
1654,17,1,9,5
1655,18,32,1,100
1656,18,33,1,15
1657,18,33,2,15
1658,18,33,3,15
1659,18,33,4,15
1660,18,1,1,30
1661,18,1,2,25
1662,18,1,3,20
1663,18,1,4,20
1664,18,1,5,20
1665,18,1,6,15
1666,18,1,7,10
1667,18,1,8,10
1668,18,1,9,10
1669,18,1,10,5
1670,18,32,1,100
1671,18,33,1,15
1672,18,33,2,15
1673,18,33,3,15
1674,18,33,4,15
1675,18,1,1,30
1676,18,1,2,25
1677,18,1,3,20
1678,18,1,4,20
1679,18,1,5,20
1680,18,1,6,15
1681,18,1,7,10
1682,18,1,8,10
1683,18,1,9,10
1684,18,1,10,5
1685,17,33,1,15
1686,17,33,2,15
1687,17,33,3,15
1688,17,33,4,15
1689,17,1,1,30
1690,17,1,2,25
1691,17,1,3,20
1692,17,1,4,15
1693,17,1,5,10
1694,17,1,6,10
1695,17,1,7,10
1696,17,1,8,10
1697,17,1,9,5
1698,17,33,1,15
1699,17,33,2,15
1700,17,33,3,15
1701,17,33,4,15
1702,17,1,1,30
1703,17,1,2,25
1704,17,1,3,20
1705,17,1,4,15
1706,17,1,5,10
1707,17,1,6,10
1708,17,1,7,10
1709,17,1,8,10
1710,17,1,9,5
1711,18,33,1,15
1712,18,33,2,15
1713,18,33,3,15
1714,18,33,4,15
1715,18,1,1,30
1716,18,1,2,25
1717,18,1,3,20
1718,18,1,4,20
1719,18,1,5,20
1720,18,1,6,15
1721,18,1,7,10
1722,18,1,8,10
1723,18,1,9,10
1724,18,1,10,5
1725,18,33,1,15
1726,18,33,2,15
1727,18,33,3,15
1728,18,33,4,15
1729,18,1,1,30
1730,18,1,2,25
1731,18,1,3,20
1732,18,1,4,20
1733,18,1,5,20
1734,18,1,6,15
1735,18,1,7,10
1736,18,1,8,10
1737,18,1,9,10
1738,18,1,10,5
1739,17,34,1,100
1740,17,32,1,100
1741,17,33,1,15
1742,17,33,2,15
1743,17,4,1,79
1744,17,4,2,20
1745,17,4,3,1
1746,17,5,1,30
1747,17,5,2,30
1748,17,5,3,20
1749,17,5,4,20
1750,17,34,1,100
1751,17,32,1,100
1752,17,33,1,15
1753,17,33,2,15
1754,17,4,1,79
1755,17,4,2,20
1756,17,4,3,1
1757,17,5,1,30
1758,17,5,2,30
1759,17,5,3,20
1760,17,5,4,20
1761,18,34,1,100
1762,18,34,2,45
1763,18,34,3,35
1764,18,34,4,20
1765,18,32,1,100
1766,18,33,1,15
1767,18,33,2,15
1768,18,37,1,15
1769,18,37,2,15
1770,18,4,1,55
1771,18,4,2,40
1772,18,4,3,5
1773,18,5,1,30
1774,18,5,2,30
1775,18,5,3,20
1776,18,5,4,20
1777,18,34,1,100
1778,18,34,2,45
1779,18,34,3,35
1780,18,34,4,20
1781,18,32,1,100
1782,18,33,1,15
1783,18,33,2,15
1784,18,37,1,15
1785,18,37,2,15
1786,18,4,1,55
1787,18,4,2,40
1788,18,4,3,5
1789,18,5,1,30
1790,18,5,2,30
1791,18,5,3,20
1792,18,5,4,20
1793,17,18,1,100
1794,17,18,2,100
1795,17,18,3,100
1796,17,18,4,100
1797,17,18,1,100
1798,17,18,2,100
1799,17,18,3,100
1800,17,18,4,100
1801,18,18,1,100
1802,18,18,2,100
1803,18,18,3,100
1804,18,18,4,100
1805,18,18,5,100
1806,18,18,6,100
1807,18,18,7,100
1808,18,18,8,100
1809,18,18,9,100
1810,18,18,10,100
1811,18,18,1,100
1812,18,18,2,100
1813,18,18,3,100
1814,18,18,4,100
1815,18,18,5,100
1816,18,18,6,100
1817,18,18,7,100
1818,18,18,8,100
1819,18,18,9,100
1820,18,18,10,100
1821,17,35,1,100
1822,17,34,1,60
1823,17,34,2,20
1824,17,34,3,20
1825,17,32,1,100
1826,17,20,1,100
1827,17,33,1,15
1828,17,33,2,15
1829,17,37,1,15
1830,17,4,1,79
1831,17,4,2,20
1832,17,4,3,1
1833,17,1,1,30
1834,17,1,2,30
1835,17,1,3,30
1836,17,1,4,20
1837,17,1,5,15
1838,17,1,6,5
1839,17,35,1,100
1840,17,34,1,60
1841,17,34,2,20
1842,17,34,3,20
1843,17,32,1,100
1844,17,20,1,100
1845,17,33,1,15
1846,17,33,2,15
1847,17,37,1,15
1848,17,4,1,79
1849,17,4,2,20
1850,17,4,3,1
1851,17,1,1,30
1852,17,1,2,30
1853,17,1,3,30
1854,17,1,4,20
1855,17,1,5,15
1856,17,1,6,5
1857,18,35,1,100
1858,18,34,1,40
1859,18,34,2,35
1860,18,34,3,20
1861,18,34,4,5
1862,18,32,1,100
1863,18,36,1,100
1864,18,20,1,100
1865,18,33,1,15
1866,18,33,2,15
1867,18,33,3,15
1868,18,33,4,15
1869,18,33,5,15
1870,18,33,6,15
1871,18,37,1,15
1872,18,37,2,15
1873,18,37,3,15
1874,18,4,1,50
1875,18,4,2,30
1876,18,4,3,15
1877,18,4,4,5
1878,18,1,1,30
1879,18,1,2,30
1880,18,1,3,30
1881,18,1,4,15
1882,18,1,5,15
1883,18,1,6,10
1884,18,35,1,100
1885,18,34,1,40
1886,18,34,2,35
1887,18,34,3,20
1888,18,34,4,5
1889,18,32,1,100
1890,18,36,1,100
1891,18,20,1,100
1892,18,33,1,15
1893,18,33,2,15
1894,18,33,3,15
1895,18,33,4,15
1896,18,33,5,15
1897,18,33,6,15
1898,18,37,1,15
1899,18,37,2,15
1900,18,37,3,15
1901,18,4,1,50
1902,18,4,2,30
1903,18,4,3,15
1904,18,4,4,5
1905,18,1,1,30
1906,18,1,2,30
1907,18,1,3,30
1908,18,1,4,15
1909,18,1,5,15
1910,18,1,6,10
1911,17,33,1,15
1912,17,33,2,15
1913,17,4,1,70
1914,17,4,2,15
1915,17,4,3,10
1916,17,4,4,5
1917,17,33,1,15
1918,17,33,2,15
1919,17,4,1,70
1920,17,4,2,15
1921,17,4,3,10
1922,17,4,4,5
1923,18,33,1,15
1924,18,33,2,15
1925,18,4,1,50
1926,18,4,2,20
1927,18,4,3,15
1928,18,4,4,15
1929,18,33,1,15
1930,18,33,2,15
1931,18,4,1,50
1932,18,4,2,20
1933,18,4,3,15
1934,18,4,4,15
1935,18,20,1,100
1936,18,20,1,100
1937,17,20,1,100
1938,17,20,1,100
1939,17,32,1,100
1940,17,1,1,30
1941,17,1,2,30
1942,17,1,3,30
1943,17,1,4,20
1944,17,1,5,10
1945,17,1,6,10
1946,17,32,1,100
1947,17,1,1,30
1948,17,1,2,30
1949,17,1,3,30
1950,17,1,4,20
1951,17,1,5,10
1952,17,1,6,10
1953,18,34,1,40
1954,18,34,2,30
1955,18,34,3,20
1956,18,34,4,10
1957,18,18,1,100
1958,18,32,1,100
1959,18,33,1,15
1960,18,33,2,15
1961,18,33,3,15
1962,18,37,1,15
1963,18,37,2,15
1964,18,37,3,15
1965,18,4,1,49
1966,18,4,2,40
1967,18,4,3,10
1968,18,4,4,1
1969,18,5,1,30
1970,18,5,2,25
1971,18,5,3,20
1972,18,5,4,20
1973,18,5,5,5
1974,18,1,1,30
1975,18,1,2,20
1976,18,1,3,20
1977,18,1,4,20
1978,18,1,5,10
1979,18,34,1,40
1980,18,34,2,30
1981,18,34,3,20
1982,18,34,4,10
1983,18,18,1,100
1984,18,32,1,100
1985,18,33,1,15
1986,18,33,2,15
1987,18,33,3,15
1988,18,37,1,15
1989,18,37,2,15
1990,18,37,3,15
1991,18,4,1,49
1992,18,4,2,40
1993,18,4,3,10
1994,18,4,4,1
1995,18,5,1,30
1996,18,5,2,25
1997,18,5,3,20
1998,18,5,4,20
1999,18,5,5,5
2000,18,1,1,30
2001,18,1,2,20
2002,18,1,3,20
2003,18,1,4,20
2004,18,1,5,10
2005,17,35,1,100
2006,17,35,1,100
2007,18,35,1,100
2008,18,35,1,100
2009,17,32,1,100
2010,17,33,1,15
2011,17,33,2,15
2012,17,1,1,30
2013,17,1,2,20
2014,17,1,3,20
2015,17,1,4,10
2016,17,1,5,10
2017,17,1,6,10
2018,17,32,1,100
2019,17,33,1,15
2020,17,33,2,15
2021,17,1,1,30
2022,17,1,2,20
2023,17,1,3,20
2024,17,1,4,10
2025,17,1,5,10
2026,17,1,6,10
2027,17,1,7,10
2028,18,32,1,100
2029,18,33,1,15
2030,18,33,2,15
2031,18,33,3,15
2032,18,33,4,15
2033,18,33,5,15
2034,18,33,6,15
2035,18,33,7,15
2036,18,1,1,20
2037,18,1,2,20
2038,18,1,3,20
2039,18,1,4,10
2040,18,1,5,10
2041,18,1,6,10
2042,18,1,7,10
2043,18,32,1,100
2044,18,33,1,15
2045,18,33,2,15
2046,18,33,3,15
2047,18,33,4,15
2048,18,33,5,15
2049,18,33,6,15
2050,18,33,7,15
2051,18,1,1,20
2052,18,1,2,20
2053,18,1,3,10
2054,18,1,4,10
2055,18,1,5,10
2056,18,1,6,10
2057,18,1,7,10
2058,18,1,8,10
2059,17,32,1,100
2060,17,32,1,100
2061,18,32,1,100
2062,18,32,1,100
2063,17,34,1,50
2064,17,34,2,45
2065,17,34,3,5
2066,17,33,1,15
2067,17,33,2,15
2068,17,37,1,15
2069,17,37,2,15
2070,17,4,1,70
2071,17,4,2,29
2072,17,4,3,1
2073,17,5,1,40
2074,17,5,2,40
2075,17,5,3,40
2076,17,5,4,20
2077,17,1,1,30
2078,17,1,2,20
2079,17,1,3,20
2080,17,1,4,20
2081,17,1,5,10
2082,17,1,6,10
2083,17,1,7,10
2084,17,1,8,10
2085,17,34,1,50
2086,17,34,2,45
2087,17,34,3,5
2088,17,33,1,15
2089,17,33,2,15
2090,17,37,1,15
2091,17,37,2,15
2092,17,4,1,70
2093,17,4,2,29
2094,17,4,3,1
2095,17,5,1,40
2096,17,5,2,40
2097,17,5,3,40
2098,17,5,4,20
2099,17,1,1,30
2100,17,1,2,20
2101,17,1,3,20
2102,17,1,4,20
2103,17,1,5,10
2104,17,1,6,10
2105,17,1,7,10
2106,17,1,8,10
2107,18,34,1,40
2108,18,34,2,25
2109,18,34,3,25
2110,18,34,4,10
2111,18,33,1,15
2112,18,33,2,15
2113,18,37,1,15
2114,18,37,2,15
2115,18,4,1,44
2116,18,4,2,30
2117,18,4,3,25
2118,18,4,4,1
2119,18,5,1,40
2120,18,5,2,40
2121,18,5,3,40
2122,18,5,4,20
2123,18,1,1,20
2124,18,1,2,20
2125,18,1,3,20
2126,18,1,4,20
2127,18,1,5,20
2128,18,1,6,20
2129,18,1,7,20
2130,18,34,1,40
2131,18,34,2,25
2132,18,34,3,25
2133,18,34,4,10
2134,18,33,1,15
2135,18,33,2,15
2136,18,37,1,15
2137,18,37,2,15
2138,18,4,1,44
2139,18,4,2,30
2140,18,4,3,25
2141,18,4,4,1
2142,18,5,1,40
2143,18,5,2,40
2144,18,5,3,40
2145,18,5,4,20
2146,18,1,1,20
2147,18,1,2,20
2148,18,1,3,20
2149,18,1,4,20
2150,18,1,5,20
2151,18,1,6,20
2152,18,1,7,20
2153,17,34,1,50
2154,17,34,2,45
2155,17,34,3,5
2156,17,33,1,15
2157,17,33,2,15
2158,17,37,1,15
2159,17,37,2,15
2160,17,4,1,70
2161,17,4,2,29
2162,17,4,3,1
2163,17,5,1,40
2164,17,5,2,40
2165,17,5,3,40
2166,17,5,4,20
2167,17,1,1,30
2168,17,1,2,30
2169,17,1,3,20
2170,17,1,4,20
2171,17,1,5,20
2172,17,34,1,50
2173,17,34,2,45
2174,17,34,3,5
2175,17,33,1,15
2176,17,33,2,15
2177,17,37,1,15
2178,17,37,2,15
2179,17,4,1,70
2180,17,4,2,29
2181,17,4,3,1
2182,17,5,1,40
2183,17,5,2,40
2184,17,5,3,40
2185,17,5,4,20
2186,17,1,1,30
2187,17,1,2,30
2188,17,1,3,20
2189,17,1,4,20
2190,17,1,5,20
2191,18,34,1,40
2192,18,34,2,25
2193,18,34,3,25
2194,18,34,4,10
2195,18,33,1,15
2196,18,33,2,15
2197,18,37,1,15
2198,18,37,2,15
2199,18,4,1,44
2200,18,4,2,30
2201,18,4,3,25
2202,18,4,4,1
2203,18,5,1,40
2204,18,5,2,40
2205,18,5,3,40
2206,18,5,4,20
2207,18,1,1,20
2208,18,1,2,20
2209,18,1,3,20
2210,18,1,4,20
2211,18,1,5,20
2212,18,1,6,20
2213,18,1,7,20
2214,18,34,1,40
2215,18,34,2,25
2216,18,34,3,25
2217,18,34,4,10
2218,18,33,1,15
2219,18,33,2,15
2220,18,37,1,15
2221,18,37,2,15
2222,18,4,1,44
2223,18,4,2,30
2224,18,4,3,25
2225,18,4,4,1
2226,18,5,1,40
2227,18,5,2,40
2228,18,5,3,40
2229,18,5,4,20
2230,18,1,1,20
2231,18,1,2,20
2232,18,1,3,20
2233,18,1,4,20
2234,18,1,5,20
2235,18,1,6,20
2236,18,1,7,20
2237,17,34,1,50
2238,17,34,2,30
2239,17,34,3,20
2240,17,33,1,15
2241,17,37,1,15
2242,17,4,1,79
2243,17,4,2,20
2244,17,4,3,1
2245,17,5,1,40
2246,17,5,2,40
2247,17,5,3,20
2248,17,34,1,50
2249,17,34,2,30
2250,17,34,3,20
2251,17,33,1,15
2252,17,37,1,15
2253,17,4,1,79
2254,17,4,2,20
2255,17,4,3,1
2256,17,5,1,40
2257,17,5,2,40
2258,17,5,3,20
2259,18,34,1,40
2260,18,34,2,35
2261,18,34,3,25
2262,18,33,1,15
2263,18,37,1,15
2264,18,4,1,55
2265,18,4,2,40
2266,18,4,3,5
2267,18,5,1,40
2268,18,5,2,40
2269,18,5,3,20
2270,18,34,1,40
2271,18,34,2,35
2272,18,34,3,25
2273,18,33,1,15
2274,18,37,1,15
2275,18,4,1,55
2276,18,4,2,40
2277,18,4,3,5
2278,18,5,1,40
2279,18,5,2,40
2280,18,5,3,20
2281,17,34,1,100
2282,17,1,1,70
2283,17,1,2,30
2284,17,1,3,100
2285,17,34,1,100
2286,17,1,1,70
2287,17,1,2,30
2288,17,1,3,100
2289,18,34,1,100
2290,18,33,1,15
2291,18,1,1,60
2292,18,1,2,30
2293,18,1,3,10
2294,18,34,1,100
2295,18,33,1,15
2296,18,1,1,60
2297,18,1,2,30
2298,18,1,3,10
2299,18,34,1,100
2300,18,20,1,100
2301,18,34,1,100
2302,18,20,1,100
2303,17,32,1,100
2304,17,33,1,11
2305,17,33,2,10
2306,17,33,3,1
2307,17,1,1,40
2308,17,1,2,30
2309,17,1,3,20
2310,17,1,4,10
2311,17,32,1,100
2312,17,33,1,11
2313,17,33,2,10
2314,17,33,3,1
2315,17,1,1,40
2316,17,1,2,30
2317,17,1,3,20
2318,17,1,4,10
2319,18,32,1,100
2320,18,33,1,11
2321,18,33,2,10
2322,18,33,3,1
2323,18,1,1,20
2324,18,1,2,20
2325,18,1,3,20
2326,18,1,4,20
2327,18,1,5,10
2328,18,1,6,10
2329,18,32,1,100
2330,18,33,1,11
2331,18,33,2,10
2332,18,33,3,1
2333,18,1,1,20
2334,18,1,2,20
2335,18,1,3,20
2336,18,1,4,20
2337,18,1,5,10
2338,18,1,6,10
2339,17,34,1,70
2340,17,34,2,20
2341,17,34,3,10
2342,17,33,1,10
2343,17,33,2,10
2344,17,33,3,1
2345,17,37,1,10
2346,17,37,2,10
2347,17,37,3,1
2348,17,1,1,70
2349,17,1,2,30
2350,17,1,3,100
2351,17,34,1,70
2352,17,34,2,20
2353,17,34,3,10
2354,17,33,1,10
2355,17,33,2,10
2356,17,33,3,1
2357,17,37,1,10
2358,17,37,2,10
2359,17,37,3,1
2360,17,1,1,70
2361,17,1,2,30
2362,18,34,1,70
2363,18,34,2,20
2364,18,34,3,10
2365,18,33,1,11
2366,18,33,2,10
2367,18,33,3,1
2368,18,33,4,15
2369,18,33,5,15
2370,18,37,1,11
2371,18,37,2,10
2372,18,37,3,1
2373,18,37,4,15
2374,18,37,5,15
2375,18,37,6,15
2376,18,1,1,70
2377,18,1,2,30
2378,18,34,1,70
2379,18,34,2,20
2380,18,34,3,10
2381,18,33,1,11
2382,18,33,2,10
2383,18,33,3,1
2384,18,33,4,15
2385,18,33,5,15
2386,18,37,1,11
2387,18,37,2,10
2388,18,37,3,1
2389,18,37,4,15
2390,18,37,5,15
2391,18,37,6,15
2392,18,1,1,70
2393,18,1,2,30
2394,17,34,1,100
2395,17,5,1,30
2396,17,5,2,30
2397,17,5,3,20
2398,17,5,4,20
2399,17,1,1,80
2400,17,1,2,20
2401,17,34,1,100
2402,17,5,1,30
2403,17,5,2,30
2404,17,5,3,20
2405,17,5,4,20
2406,17,1,1,80
2407,17,1,2,20
2408,18,34,1,100
2409,18,33,1,15
2410,18,33,2,15
2411,18,33,3,15
2412,18,33,4,15
2413,18,5,1,30
2414,18,5,2,30
2415,18,5,3,30
2416,18,5,4,10
2417,18,1,1,70
2418,18,1,2,30
2419,18,34,1,100
2420,18,33,1,15
2421,18,33,2,15
2422,18,33,3,15
2423,18,33,4,15
2424,18,5,1,30
2425,18,5,2,30
2426,18,5,3,30
2427,18,5,4,10
2428,18,1,1,70
2429,18,1,2,30
2430,17,32,1,100
2431,17,1,1,50
2432,17,1,2,30
2433,17,1,3,30
2434,17,1,4,20
2435,17,32,1,100
2436,17,1,1,50
2437,17,1,2,30
2438,17,1,3,30
2439,17,1,4,20
2440,18,32,1,100
2441,18,1,1,40
2442,18,1,2,40
2443,18,1,3,40
2444,18,1,4,20
2445,18,32,1,100
2446,18,1,1,40
2447,18,1,2,40
2448,18,1,3,40
2449,18,1,4,20
2450,18,34,1,35
2451,18,34,2,15
2452,18,34,3,15
2453,18,34,4,15
2454,18,34,5,15
2455,18,34,6,5
2456,18,33,1,15
2457,18,33,2,15
2458,18,33,3,15
2459,18,33,4,15
2460,18,33,5,15
2461,18,33,6,15
2462,18,37,1,15
2463,18,37,2,15
2464,18,37,3,15
2465,18,37,4,15
2466,18,37,5,15
2467,18,4,1,25
2468,18,4,2,25
2469,18,4,3,25
2470,18,4,4,15
2471,18,4,5,5
2472,18,4,6,5
2473,18,5,1,40
2474,18,5,2,20
2475,18,5,3,20
2476,18,5,4,20
2477,18,34,1,35
2478,18,34,2,15
2479,18,34,3,15
2480,18,34,4,15
2481,18,34,5,15
2482,18,34,6,5
2483,18,33,1,15
2484,18,33,2,15
2485,18,33,3,15
2486,18,33,4,15
2487,18,33,5,15
2488,18,33,6,15
2489,18,37,1,15
2490,18,37,2,15
2491,18,37,3,15
2492,18,37,4,15
2493,18,37,5,15
2494,18,4,1,25
2495,18,4,2,25
2496,18,4,3,25
2497,18,4,4,15
2498,18,4,5,5
2499,18,4,6,5
2500,18,5,1,40
2501,18,5,2,20
2502,18,5,3,20
2503,18,5,4,20
2504,17,32,1,100
2505,17,32,1,100
2506,18,32,1,100
2507,18,32,1,100
2508,17,33,1,15
2509,17,33,2,15
2510,17,1,1,25
2511,17,1,2,20
2512,17,1,3,20
2513,17,1,4,20
2514,17,1,5,10
2515,17,1,6,10
2516,17,1,7,10
2517,17,1,8,5
2518,17,33,1,15
2519,17,33,2,15
2520,17,1,1,25
2521,17,1,2,20
2522,17,1,3,20
2523,17,1,4,20
2524,17,1,5,10
2525,17,1,6,10
2526,17,1,7,10
2527,17,1,8,5
2528,18,20,1,100
2529,18,20,2,100
2530,18,33,1,15
2531,18,33,2,15
2532,18,1,1,25
2533,18,1,2,20
2534,18,1,3,20
2535,18,1,4,10
2536,18,1,5,10
2537,18,1,6,10
2538,18,1,7,5
2539,18,20,1,100
2540,18,20,2,100
2541,18,33,1,15
2542,18,33,2,15
2543,18,1,1,25
2544,18,1,2,20
2545,18,1,3,20
2546,18,1,4,10
2547,18,1,5,10
2548,18,1,6,10
2549,18,1,7,5
2550,18,18,1,100
2551,18,18,2,100
2552,18,18,3,100
2553,18,18,4,100
2554,18,18,5,100
2555,18,18,6,100
2556,18,18,1,100
2557,18,18,2,100
2558,18,18,3,100
2559,18,18,4,100
2560,18,18,5,100
2561,18,18,6,100
2562,18,18,1,100
2563,18,18,1,100
2564,17,18,1,100
2565,17,18,2,100
2566,17,18,3,100
2567,17,18,1,100
2568,17,18,2,100
2569,17,18,3,100
2570,17,34,1,50
2571,17,34,2,30
2572,17,34,3,20
2573,17,32,1,100
2574,17,33,1,15
2575,17,33,2,15
2576,17,33,3,15
2577,17,37,1,15
2578,17,4,1,79
2579,17,4,2,20
2580,17,4,3,1
2581,17,5,1,40
2582,17,5,2,40
2583,17,5,3,20
2584,17,1,1,40
2585,17,1,2,30
2586,17,1,3,30
2587,17,1,4,20
2588,17,1,5,10
2589,17,34,1,50
2590,17,34,2,30
2591,17,34,3,20
2592,17,32,1,100
2593,17,33,1,15
2594,17,33,2,15
2595,17,33,3,15
2596,17,37,1,15
2597,17,4,1,79
2598,17,4,2,20
2599,17,4,3,1
2600,17,5,1,40
2601,17,5,2,40
2602,17,5,3,20
2603,17,1,1,40
2604,17,1,2,30
2605,17,1,3,30
2606,17,1,4,20
2607,17,1,5,10
2608,18,34,1,35
2609,18,34,2,25
2610,18,34,3,25
2611,18,34,4,15
2612,18,32,1,100
2613,18,33,1,15
2614,18,33,2,15
2615,18,33,3,15
2616,18,33,4,15
2617,18,33,5,15
2618,18,33,6,15
2619,18,37,1,15
2620,18,37,2,15
2621,18,4,1,35
2622,18,4,2,35
2623,18,4,3,25
2624,18,4,4,5
2625,18,5,1,40
2626,18,5,2,20
2627,18,5,3,20
2628,18,5,4,20
2629,18,1,1,40
2630,18,1,2,30
2631,18,1,3,30
2632,18,1,4,20
2633,18,1,5,10
2634,18,34,1,35
