pokemon_species_id,local_language_id,name,genus
110,7,Weezing,Gas Venenoso
110,8,Weezing,Velenuvola
110,9,Weezing,Poison Gas
111,1,サイホーン,とげとげ
111,2,Sihorn,
111,3,뿔카노,뿔
111,4,鐵甲犀牛,
111,5,Rhinocorne,Piquant
111,6,Rihorn,Stachler
111,7,Rhyhorn,Clavos
111,8,Rhyhorn,Punzoni
111,9,Rhyhorn,Spikes
112,1,サイドン,ドリル
112,2,Sidon,
112,3,코뿌리,드릴
112,4,鐵甲暴龍,
112,5,Rhinoféros,Perceur
112,6,Rizeros,Bohrer
112,7,Rhydon,Taladro
112,8,Rhydon,Trapano
112,9,Rhydon,Drill
113,1,ラッキー,たまご
113,2,Lucky,
113,3,럭키,알
113,4,吉利蛋,
113,5,Leveinard,Œuf
113,6,Chaneira,Ei
113,7,Chansey,Huevo
113,8,Chansey,Uovo
113,9,Chansey,Egg
114,1,モンジャラ,ツルじょう
114,2,Monjara,
114,3,덩쿠리,넝쿨
114,4,蔓藤怪,
114,5,Saquedeneu,Vigne
114,6,Tangela,Ranke
114,7,Tangela,Enredadera
114,8,Tangela,Liana
114,9,Tangela,Vine
115,1,ガルーラ,おやこ
115,2,Garura,
115,3,캥카,가족
115,4,袋龍,
115,5,Kangourex,Maternel
115,6,Kangama,Muttertier
115,7,Kangaskhan,Padres
115,8,Kangaskhan,Genitore
115,9,Kangaskhan,Parent
116,1,タッツー,ドラゴン
116,2,Tattu,
116,3,쏘드라,드래곤
116,4,墨海馬,
116,5,Hypotrempe,Dragon
116,6,Seeper,Drache
116,7,Horsea,Dragón
116,8,Horsea,Drago
116,9,Horsea,Dragon
117,1,シードラ,ドラゴン
117,2,Seadra,
117,3,시드라,드래곤
117,4,海刺龍,
117,5,Hypocéan,Dragon
117,6,Seemon,Drache
117,7,Seadra,Dragón
117,8,Seadra,Drago
117,9,Seadra,Dragon
118,1,トサキント,きんぎょ
118,2,Tosakinto,
118,3,콘치,금붕어
118,4,角金魚,
118,5,Poissirène,Poisson
118,6,Goldini,Goldfisch
118,7,Goldeen,Pez Color
118,8,Goldeen,Pescerosso
118,9,Goldeen,Goldfish
119,1,アズマオウ,きんぎょ
119,2,Azumao,
119,3,왕콘치,금붕어
119,4,金魚王,
119,5,Poissoroy,Poisson
119,6,Golking,Goldfisch
119,7,Seaking,Pez Color
119,8,Seaking,Pescerosso
119,9,Seaking,Goldfish
120,1,ヒトデマン,ほしがた
120,2,Hitodeman,
120,3,별가사리,별
120,4,海星星,
120,5,Stari,Étoile
120,6,Sterndu,Sternform
120,7,Staryu,Estrellada
120,8,Staryu,Stella
120,9,Staryu,Star Shape
121,1,スターミー,なぞの
121,2,Starmie,
121,3,아쿠스타,수수께끼
121,4,寶石海星,
121,5,Staross,Mystérieux
121,6,Starmie,Mysteriös
121,7,Starmie,Misterioso
121,8,Starmie,Misterioso
121,9,Starmie,Mysterious
122,1,バリヤード,バリアー
122,2,Barrierd,
122,3,마임맨,배리어
122,4,吸盤魔偶,
122,5,M. Mime,Bloqueur
122,6,Pantimos,Sperre
122,7,Mr. Mime,Barrera
122,8,Mr. Mime,Barriera
122,9,Mr. Mime,Barrier
123,1,ストライク,かまきり
123,2,Strike,
123,3,스라크,버마재비
123,4,飛天螳螂,
123,5,Insécateur,Mante
123,6,Sichlor,Mantis
123,7,Scyther,Mantis
123,8,Scyther,Mantide
123,9,Scyther,Mantis
124,1,ルージュラ,ひとがた
124,2,Rougela,
124,3,루주라,인간형태
124,4,迷唇姐,
124,5,Lippoutou,Humanoïde
124,6,Rossana,Humanotyp
124,7,Jynx,Forma Humana
124,8,Jynx,Umanoide
124,9,Jynx,Human Shape
125,1,エレブー,でんげき
125,2,Eleboo,
125,3,에레브,전기
125,4,電擊獸,
125,5,Élektek,Électrique
125,6,Elektek,Elektro
125,7,Electabuzz,Eléctrico
125,8,Electabuzz,Elettrico
125,9,Electabuzz,Electric
126,1,ブーバー,ひふき
126,2,Boober,
126,3,마그마,불뿜기
126,4,鴨嘴火龍,
126,5,Magmar,Crache-Feu
126,6,Magmar,Brenner
126,7,Magmar,Escupefuego
126,8,Magmar,Sputafuoco
126,9,Magmar,Spitfire
127,1,カイロス,くわがた
127,2,Kailios,
127,3,쁘사이저,뿔집게
127,4,大甲,
127,5,Scarabrute,Scarabée
127,6,Pinsir,Kneifkäfer
127,7,Pinsir,Escarabajo
127,8,Pinsir,Cervolante
127,9,Pinsir,Stag Beetle
128,1,ケンタロス,あばれうし
128,2,Kentauros,
128,3,켄타로스,성난소
128,4,肯泰羅,
128,5,Tauros,Buffle
128,6,Tauros,Wildbulle
128,7,Tauros,Toro Bravo
128,8,Tauros,Torobrado
128,9,Tauros,Wild Bull
129,1,コイキング,さかな
129,2,Koiking,
129,3,잉어킹,물고기
129,4,鯉魚王,
129,5,Magicarpe,Poisson
129,6,Karpador,Fisch
129,7,Magikarp,Pez
129,8,Magikarp,Pesce
129,9,Magikarp,Fish
130,1,ギャラドス,きょうあく
130,2,Gyarados,
130,3,갸라도스,흉악
130,4,暴鯉龍,
130,5,Léviator,Terrifiant
130,6,Garados,Grausam
130,7,Gyarados,Atrocidad
130,8,Gyarados,Atroce
130,9,Gyarados,Atrocious
131,1,ラプラス,のりもの
131,2,Laplace,
131,3,라프라스,탈것
131,4,乘龍,
131,5,Lokhlass,Transport
131,6,Lapras,Transport
131,7,Lapras,Transporte
131,8,Lapras,Trasporto
131,9,Lapras,Transport
132,1,メタモン,へんしん
132,2,Metamon,
132,3,메타몽,변신
132,4,百變怪,
132,5,Métamorph,Morphing
132,6,Ditto,Transform
132,7,Ditto,Transform.
132,8,Ditto,Mutante
132,9,Ditto,Transform
133,1,イーブイ,しんか
133,2,Eievui,
133,3,이브이,진화
133,4,伊布,
133,5,Évoli,Évolutif
133,6,Evoli,Evolution
133,7,Eevee,Evolución
133,8,Eevee,Evoluzione
133,9,Eevee,Evolution
134,1,シャワーズ,あわはき
134,2,Showers,
134,3,샤미드,거품뿜기
134,4,水精靈,
134,5,Aquali,Bulleur
134,6,Aquana,Blubblase
134,7,Vaporeon,Burbuja
134,8,Vaporeon,Bollajet
134,9,Vaporeon,Bubble Jet
135,1,サンダース,かみなり
135,2,Thunders,
135,3,쥬피썬더,번개
135,4,雷精靈,
135,5,Voltali,Orage
135,6,Blitza,Blitz
135,7,Jolteon,Relámpago
135,8,Jolteon,Luminoso
135,9,Jolteon,Lightning
136,1,ブースター,ほのお
136,2,Booster,
136,3,부스터,불꽃
136,4,火精靈,
136,5,Pyroli,Flamme
136,6,Flamara,Feuer
136,7,Flareon,Llama
136,8,Flareon,Fiamma
136,9,Flareon,Flame
137,1,ポリゴン,バーチャル
137,2,Porygon,
137,3,폴리곤,가상
137,4,3D龍,
137,5,Porygon,Virtuel
137,6,Porygon,Virtuell
137,7,Porygon,Virtual
137,8,Porygon,Virtuale
137,9,Porygon,Virtual
138,1,オムナイト,うずまき
138,2,Omnite,
138,3,암나이트,소용돌이
138,4,菊石獸,
138,5,Amonita,Spirale
138,6,Amonitas,Spirale
138,7,Omanyte,Espiral
138,8,Omanyte,Spirale
138,9,Omanyte,Spiral
139,1,オムスター,うずまき
139,2,Omstar,
139,3,암스타,소용돌이
139,4,多刺菊石獸,
139,5,Amonistar,Spirale
139,6,Amoroso,Spirale
139,7,Omastar,Espiral
139,8,Omastar,Spirale
139,9,Omastar,Spiral
140,1,カブト,こうら
140,2,Kabuto,
140,3,투구,껍질
140,4,化石盔,
140,5,Kabuto,Carapace
140,6,Kabuto,Schaltier
140,7,Kabuto,Marisco
140,8,Kabuto,Crostaceo
140,9,Kabuto,Shellfish
141,1,カブトプス,こうら
141,2,Kabutops,
141,3,투구푸스,껍질
141,4,鐮刀盔,
141,5,Kabutops,Carapace
141,6,Kabutops,Schaltier
141,7,Kabutops,Marisco
141,8,Kabutops,Crostaceo
141,9,Kabutops,Shellfish
142,1,プテラ,かせき
142,2,Ptera,
142,3,프테라,화석
142,4,化石翼龍,
142,5,Ptéra,Fossile
142,6,Aerodactyl,Fossil
142,7,Aerodactyl,Fósil
142,8,Aerodactyl,Fossile
142,9,Aerodactyl,Fossil
143,1,カビゴン,いねむり
143,2,Kabigon,
143,3,잠만보,졸음
143,4,卡比獸,
143,5,Ronflex,Pionceur
143,6,Relaxo,Tagträumer
143,7,Snorlax,Dormir
143,8,Snorlax,Sonno
143,9,Snorlax,Sleeping
144,1,フリーザー,れいとう
144,2,Freezer,
144,3,프리져,냉동
144,4,急凍鳥,
144,5,Artikodin,Glaciaire
144,6,Arktos,Eis
144,7,Articuno,Congelar
144,8,Articuno,Gelo
144,9,Articuno,Freeze
145,1,サンダー,でんげき
145,2,Thunder,
145,3,썬더,전기
145,4,閃電鳥,
145,5,Électhor,Électrique
145,6,Zapdos,Elektro
145,7,Zapdos,Eléctrico
145,8,Zapdos,Elettrico
145,9,Zapdos,Electric
146,1,ファイヤー,かえん
146,2,Fire,
146,3,파이어,화염
146,4,火焰鳥,
146,5,Sulfura,Flamme
146,6,Lavados,Flamme
146,7,Moltres,Llama
146,8,Moltres,Fiamma
146,9,Moltres,Flame
147,1,ミニリュウ,ドラゴン
147,2,Miniryu,
147,3,미뇽,드래곤
147,4,迷你龍,
147,5,Minidraco,Dragon
147,6,Dratini,Drache
147,7,Dratini,Dragón
147,8,Dratini,Drago
147,9,Dratini,Dragon
148,1,ハクリュー,ドラゴン
148,2,Hakuryu,
148,3,신뇽,드래곤
148,4,哈克龍,
148,5,Draco,Dragon
148,6,Dragonir,Drache
148,7,Dragonair,Dragón
148,8,Dragonair,Drago
148,9,Dragonair,Dragon
149,1,カイリュー,ドラゴン
149,2,Kairyu,
149,3,망나뇽,드래곤
149,4,快龍,
149,5,Dracolosse,Dragon
149,6,Dragoran,Drache
149,7,Dragonite,Dragón
149,8,Dragonite,Drago
149,9,Dragonite,Dragon
150,1,ミュウツー,いでんし
150,2,Mewtwo,
150,3,뮤츠,유전
150,4,超夢,
150,5,Mewtwo,Génétique
150,6,Mewtu,Genmutant
150,7,Mewtwo,Genético
150,8,Mewtwo,Genetico
150,9,Mewtwo,Genetic
151,1,ミュウ,しんしゅ
151,2,Mew,
151,3,뮤,신종
151,4,夢幻,
151,5,Mew,Nouveau
151,6,Mew,Neue Art
151,7,Mew,N. Especie
151,8,Mew,Novaspecie
151,9,Mew,New Species
152,1,チコリータ,はっぱ
152,2,Chicorita,
152,3,치코리타,잎사귀
152,4,菊草葉,
152,5,Germignon,Feuille
152,6,Endivie,Laub
152,7,Chikorita,Hoja
152,8,Chikorita,Foglia
152,9,Chikorita,Leaf
153,1,ベイリーフ,はっぱ
153,2,Bayleaf,
153,3,베이리프,잎사귀
153,4,月桂葉,
153,5,Macronium,Feuille
153,6,Lorblatt,Laub
153,7,Bayleef,Hoja
153,8,Bayleef,Foglia
153,9,Bayleef,Leaf
154,1,メガニウム,ハーブ
154,2,Meganium,
154,3,메가니움,허브
154,4,大菊花,
154,5,Méganium,Herbe
154,6,Meganie,Kräuter
154,7,Meganium,Hierba
154,8,Meganium,Erbe
154,9,Meganium,Herb
155,1,ヒノアラシ,ひねずみ
155,2,Hinoarashi,
155,3,브케인,불쥐
155,4,火球鼠,
155,5,Héricendre,Souris Feu
155,6,Feurigel,Feuermaus
155,7,Cyndaquil,Ratón Fuego
155,8,Cyndaquil,Fuocotopo
155,9,Cyndaquil,Fire Mouse
156,1,マグマラシ,かざん
156,2,Magmarashi,
156,3,마그케인,화산
156,4,火岩鼠,
156,5,Feurisson,Volcan
156,6,Igelavar,Vulkan
156,7,Quilava,Volcán
156,8,Quilava,Vulcano
156,9,Quilava,Volcano
157,1,バクフーン,かざん
157,2,Bakphoon,
157,3,블레이범,화산
157,4,火暴獸,
157,5,Typhlosion,Volcan
157,6,Tornupto,Vulkan
157,7,Typhlosion,Volcán
157,8,Typhlosion,Vulcano
157,9,Typhlosion,Volcano
158,1,ワニノコ,おおあご
158,2,Waninoko,
158,3,리아코,큰턱
158,4,小鋸鱷,
158,5,Kaiminus,Mâchoire
158,6,Karnimani,Großmaul
158,7,Totodile,Fauces
158,8,Totodile,Mascellone
158,9,Totodile,Big Jaw
159,1,アリゲイツ,おおあご
159,2,Alligates,
159,3,엘리게이,큰턱
159,4,藍鱷,
159,5,Crocrodil,Mâchoire
159,6,Tyracroc,Großmaul
159,7,Croconaw,Fauces
159,8,Croconaw,Mascellone
159,9,Croconaw,Big Jaw
160,1,オーダイル,おおあご
160,2,Ordile,
160,3,장크로다일,큰턱
160,4,大力鱷,
160,5,Aligatueur,Mâchoire
160,6,Impergator,Großmaul
160,7,Feraligatr,Fauces
160,8,Feraligatr,Mascellone
160,9,Feraligatr,Big Jaw
161,1,オタチ,みはり
161,2,Otachi,
161,3,꼬리선,망보기
161,4,尾立,
161,5,Fouinette,Espion
161,6,Wiesor,Späher
161,7,Sentret,Explorador
161,8,Sentret,Esplorante
161,9,Sentret,Scout
162,1,オオタチ,どうなが
162,2,Ootachi,
162,3,다꼬리,긴몸통
162,4,大尾立,
162,5,Fouinar,Allongé
162,6,Wiesenior,Langleib
162,7,Furret,Alargado
162,8,Furret,Lungocorpo
162,9,Furret,Long Body
163,1,ホーホー,ふくろう
163,2,Hoho,
163,3,부우부,부엉이
163,4,咕咕,
163,5,Hoothoot,Hibou
163,6,Hoothoot,Eule
163,7,Hoothoot,Búho
163,8,Hoothoot,Gufo
163,9,Hoothoot,Owl
164,1,ヨルノズク,ふくろう
164,2,Yorunozuku,
164,3,야부엉,부엉이
164,4,貓頭夜鷹,
164,5,Noarfang,Hibou
164,6,Noctuh,Eule
164,7,Noctowl,Búho
164,8,Noctowl,Gufo
164,9,Noctowl,Owl
165,1,レディバ,いつつぼし
165,2,Rediba,
165,3,레디바,별다섯
165,4,芭瓢蟲,
165,5,Coxy,5 Étoiles
165,6,Ledyba,Fünf-Punkt
165,7,Ledyba,5 Estrellas
165,8,Ledyba,Pentastra
165,9,Ledyba,Five Star
166,1,レディアン,いつつぼし
166,2,Redian,
166,3,레디안,별다섯
166,4,安瓢蟲,
166,5,Coxyclaque,5 Étoiles
166,6,Ledian,Fünf-Punkt
166,7,Ledian,5 Estrellas
166,8,Ledian,Pentastra
166,9,Ledian,Five Star
167,1,イトマル,いとはき
167,2,Itomaru,
167,3,페이검,실뿜기
167,4,線球,
167,5,Mimigal,Crache Fil
167,6,Webarak,Fadenwurf
167,7,Spinarak,Escupesoga
167,8,Spinarak,Tela
167,9,Spinarak,String Spit
168,1,アリアドス,あしなが
168,2,Ariados,
168,3,아리아도스,롱다리
168,4,阿利多斯,
168,5,Migalos,Long-Patte
168,6,Ariados,Langbein
168,7,Ariados,Pata Larga
168,8,Ariados,Lungazampa
168,9,Ariados,Long Leg
169,1,クロバット,こうもり
169,2,Crobat,
169,3,크로뱃,박쥐
169,4,叉字蝠,
169,5,Nostenfer,Chovsouris
169,6,Iksbat,Fledermaus
169,7,Crobat,Murciélago
169,8,Crobat,Pipistrello
169,9,Crobat,Bat
170,1,チョンチー,あんこう
170,2,Chonchie,
170,3,초라기,아귀
170,4,燈籠魚,
170,5,Loupio,Poisson
170,6,Lampi,Angler
170,7,Chinchou,Rape
170,8,Chinchou,Pescatore
170,9,Chinchou,Angler
171,1,ランターン,ライト
171,2,Lantern,
171,3,랜턴,라이트
171,4,電燈怪,
171,5,Lanturn,Lumière
171,6,Lanturn,Leuchte
171,7,Lanturn,Luz
171,8,Lanturn,Luce
171,9,Lanturn,Light
172,1,ピチュー,こねずみ
172,2,Pichu,
172,3,피츄,아기쥐
172,4,皮丘,
172,5,Pichu,Minisouris
172,6,Pichu,Babymaus
172,7,Pichu,Ratoncito
172,8,Pichu,Topino
172,9,Pichu,Tiny Mouse
173,1,ピィ,ほしがた
173,2,Py,
173,3,삐,별
173,4,皮寶寶,
173,5,Mélo,Étoile
173,6,Pii,Sternform
173,7,Cleffa,Estrellada
173,8,Cleffa,Stella
173,9,Cleffa,Star Shape
174,1,ププリン,ふうせん
174,2,Pupurin,
174,3,푸푸린,풍선
174,4,寶寶丁,
174,5,Toudoudou,Bouboule
174,6,Fluffeluff,Ballon
174,7,Igglybuff,Globo
174,8,Igglybuff,Pallone
174,9,Igglybuff,Balloon
175,1,トゲピー,はりたま
175,2,Togepy,
175,3,토게피,바늘알
175,4,波克比,
175,5,Togepi,Balle Pic
175,6,Togepi,Zackenball
175,7,Togepi,Bolaclavos
175,8,Togepi,Pallapunte
175,9,Togepi,Spike Ball
176,1,トゲチック,しあわせ
176,2,Togechick,
176,3,토게틱,행복
176,4,波克基古,
176,5,Togetic,Bonheur
176,6,Togetic,Freude
176,7,Togetic,Felicidad
176,8,Togetic,Felicità
176,9,Togetic,Happiness
177,1,ネイティ,ことり
177,2,Naty,
177,3,네이티,아기새
177,4,天然雀,
177,5,Natu,Minoiseau
177,6,Natu,Kleinvogel
177,7,Natu,Pajarito
177,8,Natu,Uccellino
177,9,Natu,Tiny Bird
178,1,ネイティオ,せいれい
178,2,Natio,
178,3,네이티오,정령
178,4,天然鳥,
178,5,Xatu,Mystique
178,6,Xatu,Mystik
178,7,Xatu,Místico
178,8,Xatu,Magico
178,9,Xatu,Mystic
179,1,メリープ,わたげ
179,2,Merriep,
179,3,메리프,솜털
179,4,咩利羊,
179,5,Wattouat,Laine
179,6,Voltilamm,Wolle
179,7,Mareep,Lana
179,8,Mareep,Lana
179,9,Mareep,Wool
180,1,モココ,わたげ
180,2,Mokoko,
180,3,보송송,솜털
180,4,綿綿,
180,5,Lainergie,Laine
180,6,Waaty,Wolle
180,7,Flaaffy,Lana
180,8,Flaaffy,Lana
180,9,Flaaffy,Wool
181,1,デンリュウ,ライト
181,2,Denryu,
181,3,전룡,라이트
181,4,電龍,
181,5,Pharamp,Lumière
181,6,Ampharos,Leuchte
181,7,Ampharos,Luz
181,8,Ampharos,Luce
181,9,Ampharos,Light
182,1,キレイハナ,フラワー
182,2,Kireihana,
182,3,아르코,꽃
182,4,美麗花,
182,5,Joliflor,Fleur
182,6,Blubella,Blume
182,7,Bellossom,Flor
182,8,Bellossom,Fiore
182,9,Bellossom,Flower
183,1,マリル,みずねずみ
183,2,Maril,
183,3,마릴,물쥐
183,4,瑪力露,
183,5,Marill,Aquasouris
183,6,Marill,Aquamaus
183,7,Marill,Ratón Agua
183,8,Marill,Acquatopo
183,9,Marill,Aqua Mouse
184,1,マリルリ,みずうさぎ
184,2,Marilli,
184,3,마릴리,물토끼
184,4,瑪力露麗,
184,5,Azumarill,Aqualapin
184,6,Azumarill,Aquahase
184,7,Azumarill,Conejo Agua
184,8,Azumarill,Acquniglio
184,9,Azumarill,Aqua Rabbit
185,1,ウソッキー,まね
185,2,Usokkie,
185,3,꼬지모,흉내
185,4,胡說樹,
185,5,Simularbre,Imitation
185,6,Mogelbaum,Imitation
185,7,Sudowoodo,Imitación
185,8,Sudowoodo,Imitazione
185,9,Sudowoodo,Imitation
186,1,ニョロトノ,かえる
186,2,Nyorotono,
186,3,왕구리,개구리
186,4,牛蛙君,
186,5,Tarpaud,Grenouille
186,6,Quaxo,Frosch
186,7,Politoed,Rana
186,8,Politoed,Rana
186,9,Politoed,Frog
187,1,ハネッコ,わたくさ
187,2,Hanecco,
187,3,통통코,솜풀
187,4,毽子草,
187,5,Granivol,Pissenlit
187,6,Hoppspross,Löwenzahn
187,7,Hoppip,Algadón
187,8,Hoppip,Gramigna
187,9,Hoppip,Cottonweed
188,1,ポポッコ,わたくさ
188,2,Popocco,
188,3,두코,솜풀
188,4,毽子花,
188,5,Floravol,Pissenlit
188,6,Hubelupf,Löwenzahn
188,7,Skiploom,Algadón
188,8,Skiploom,Gramigna
188,9,Skiploom,Cottonweed
189,1,ワタッコ,わたくさ
189,2,Watacco,
189,3,솜솜코,솜풀
189,4,毽子綿,
189,5,Cotovol,Pissenlit
189,6,Papungha,Löwenzahn
189,7,Jumpluff,Algadón
189,8,Jumpluff,Gramigna
189,9,Jumpluff,Cottonweed
190,1,エイパム,おなが
190,2,Eipam,
190,3,에이팜,긴꼬리
190,4,長尾怪手,
190,5,Capumain,Longqueue
190,6,Griffel,Langschweif
190,7,Aipom,Cola Larga
190,8,Aipom,Lungacoda
190,9,Aipom,Long Tail
191,1,ヒマナッツ,たね
191,2,Himanuts,
191,3,해너츠,씨앗
191,4,向日種子,
191,5,Tournegrin,Graine
191,6,Sonnkern,Samen
191,7,Sunkern,Semilla
191,8,Sunkern,Seme
191,9,Sunkern,Seed
192,1,キマワリ,たいよう
192,2,Kimawari,
192,3,해루미,태양
192,4,向日花怪,
192,5,Héliatronc,Soleil
192,6,Sonnflora,Sonne
192,7,Sunflora,Sol
192,8,Sunflora,Sole
192,9,Sunflora,Sun
193,1,ヤンヤンマ,うすばね
193,2,Yanyanma,
193,3,왕자리,얇은날개
193,4,陽陽瑪,
193,5,Yanma,Translaile
193,6,Yanma,Libelle
193,7,Yanma,Ala Clara
193,8,Yanma,Alachiara
193,9,Yanma,Clear Wing
194,1,ウパー,みずうお
194,2,Upah,
194,3,우파,수어
194,4,烏波,
194,5,Axoloto,Poisson
194,6,Felino,Fisch
194,7,Wooper,Pez Agua
194,8,Wooper,Acquapesce
194,9,Wooper,Water Fish
195,1,ヌオー,みずうお
195,2,Nuoh,
195,3,누오,수어
195,4,沼王,
195,5,Maraiste,Poisson
195,6,Morlord,Fisch
195,7,Quagsire,Pez Agua
195,8,Quagsire,Acquapesce
195,9,Quagsire,Water Fish
196,1,エーフィ,たいよう
196,2,Eifie,
196,3,에브이,태양
196,4,太陽精靈,
196,5,Mentali,Soleil
196,6,Psiana,Sonne
196,7,Espeon,Sol
196,8,Espeon,Sole
196,9,Espeon,Sun
197,1,ブラッキー,げっこう
197,2,Blacky,
197,3,블래키,달빛
197,4,月精靈,
197,5,Noctali,Lune
197,6,Nachtara,Mondschein
197,7,Umbreon,Luz Lunar
197,8,Umbreon,Lucelunare
197,9,Umbreon,Moonlight
198,1,ヤミカラス,くらやみ
198,2,Yamikarasu,
198,3,니로우,어둠
198,4,黑暗鴉,
198,5,Cornèbre,Obscurité
198,6,Kramurx,Finsternis
198,7,Murkrow,Oscuridad
198,8,Murkrow,Oscurità
198,9,Murkrow,Darkness
199,1,ヤドキング,おうじゃ
199,2,Yadoking,
199,3,야도킹,임금
199,4,河馬王,
199,5,Roigada,Royal
199,6,Laschoking,Monarch
199,7,Slowking,Regio
199,8,Slowking,Reale
199,9,Slowking,Royal
200,1,ムウマ,よなき
200,2,Muma,
200,3,무우마,야명
200,4,夢妖,
200,5,Feuforêve,Strident
200,6,Traunfugil,Kreischer
200,7,Misdreavus,Chirrido
200,8,Misdreavus,Strido
200,9,Misdreavus,Screech
201,1,アンノーン,シンボル
201,2,Unknown,
201,3,안농,심볼
201,4,未知圖騰,
201,5,Zarbi,Symbolique
201,6,Icognito,Symbol
201,7,Unown,Símbolo
201,8,Unown,Simbolo
201,9,Unown,Symbol
202,1,ソーナンス,がまん
202,2,Sonans,
202,3,마자용,참기
202,4,果然翁,
202,5,Qulbutoké,Patient
202,6,Woingenau,Geduld
202,7,Wobbuffet,Paciente
202,8,Wobbuffet,Pazienza
202,9,Wobbuffet,Patient
203,1,キリンリキ,くびなが
203,2,Kirinriki,
203,3,키링키,긴목
203,4,麒麟奇,
203,5,Girafarig,Long-Cou
203,6,Girafarig,Langhals
203,7,Girafarig,Gran Cuello
203,8,Girafarig,Lungocollo
203,9,Girafarig,Long Neck
204,1,クヌギダマ,みのむし
204,2,Kunugidama,
204,3,피콘,도롱이벌레
204,4,榛果球,
204,5,Pomdepik,Ver Caché
204,6,Tannza,Beutelwurm
204,7,Pineco,Larva
204,8,Pineco,Larva
204,9,Pineco,Bagworm
205,1,フォレトス,みのむし
205,2,Foretos,
205,3,쏘콘,도롱이벌레
205,4,佛烈托斯,
205,5,Foretress,Ver Caché
205,6,Forstellka,Beutelwurm
205,7,Forretress,Larva
205,8,Forretress,Larva
205,9,Forretress,Bagworm
206,1,ノコッチ,つちへび
206,2,Nokocchi,
206,3,노고치,땅뱀
206,4,土龍弟弟,
206,5,Insolourdo,Serpent
206,6,Dummisel,Schlange
206,7,Dunsparce,Serptierra
206,8,Dunsparce,Terraserpe
206,9,Dunsparce,Land Snake
207,1,グライガー,とびさそり
207,2,Gliger,
207,3,글라이거,날전갈
207,4,天蠍,
207,5,Scorplane,Scorpivol
207,6,Skorgla,Flugskorpi
207,7,Gligar,Escorpiala
207,8,Gligar,Aliscorpio
207,9,Gligar,Fly Scorpion
208,1,ハガネール,てつへび
208,2,Haganeil,
208,3,강철톤,철뱀
208,4,大鋼蛇,
208,5,Steelix,Serpenfer
208,6,Stahlos,Stahlboa
208,7,Steelix,Serpférrea
208,8,Steelix,Ferroserpe
208,9,Steelix,Iron Snake
209,1,ブルー,ようせい
209,2,Bulu,
209,3,블루,요정
209,4,布盧,
209,5,Snubbull,Fée
209,6,Snubbull,Fee
209,7,Snubbull,Hada
209,8,Snubbull,Fata
209,9,Snubbull,Fairy
210,1,グランブル,ようせい
210,2,Granbulu,
210,3,그랑블루,요정
210,4,布盧皇,
210,5,Granbull,Fée
210,6,Granbull,Fee
210,7,Granbull,Hada
210,8,Granbull,Fata
210,9,Granbull,Fairy
211,1,ハリーセン,ふうせん
211,2,Harysen,
211,3,침바루,풍선
211,4,千針魚,
211,5,Qwilfish,Bouboule
211,6,Baldorfish,Ballon
211,7,Qwilfish,Globo
211,8,Qwilfish,Pallone
211,9,Qwilfish,Balloon
212,1,ハッサム,はさみ
212,2,Hassam,
212,3,핫삼,집게
212,4,巨鉗螳螂,
212,5,Cizayox,Pince
212,6,Scherox,Kneifer
212,7,Scizor,Tenaza
212,8,Scizor,Chela
212,9,Scizor,Pincer
213,1,ツボツボ,はっこう
213,2,Tsubotsubo,
213,3,단단지,발효
213,4,壺壺,
213,5,Caratroc,Pourri
213,6,Pottrott,Schimmel
213,7,Shuckle,Moho
213,8,Shuckle,Muffa
213,9,Shuckle,Mold
214,1,ヘラクロス,１ぽんヅノ
214,2,Heracros,
214,3,헤라크로스,외뿔
214,4,赫拉剋羅斯,
214,5,Scarhino,Unicorne
214,6,Skaraborn,Einzelhorn
214,7,Heracross,Unicornio
214,8,Heracross,Monocorno
214,9,Heracross,Single Horn
215,1,ニューラ,かぎづめ
215,2,Nyula,
215,3,포푸니,갈고리손톱
215,4,狃拉,
215,5,Farfuret,Grifacérée
215,6,Sniebel,Stichklaue
215,7,Sneasel,Garra Filo
215,8,Sneasel,Lamartigli
215,9,Sneasel,Sharp Claw
216,1,ヒメグマ,こぐま
216,2,Himeguma,
216,3,깜지곰,아기곰
216,4,熊寶寶,
216,5,Teddiursa,Mini Ours
216,6,Teddiursa,Kleinbär
216,7,Teddiursa,Osito
216,8,Teddiursa,Orsetto
216,9,Teddiursa,Little Bear
217,1,リングマ,とうみん
217,2,Ringuma,
217,3,링곰,동면
217,4,圈圈熊,
217,5,Ursaring,Hibernant
217,6,Ursaring,Schläfer
217,7,Ursaring,Hibernante
217,8,Ursaring,Letargo
217,9,Ursaring,Hibernator
218,1,マグマッグ,ようがん
218,2,Magmag,
218,3,마그마그,용암
218,4,熔岩蟲,
218,5,Limagma,Lave
218,6,Schneckmag,Lava
218,7,Slugma,Lava
218,8,Slugma,Lava
218,9,Slugma,Lava
219,1,マグカルゴ,ようがん
219,2,Magcargot,
219,3,마그카르고,용암
219,4,熔岩蝸牛,
219,5,Volcaropod,Lave
219,6,Magcargo,Lava
219,7,Magcargo,Lava
219,8,Magcargo,Lava
219,9,Magcargo,Lava
220,1,ウリムー,いのぶた
220,2,Urimoo,
220,3,꾸꾸리,산돼지
220,4,小山豬,
220,5,Marcacrin,Cochon
220,6,Quiekel,Ferkel
220,7,Swinub,Cerdo
