species_id,pokemon_id,pokedex_id,pokedex_number
131,131,33,145
132,132,1,132
132,132,2,132
132,132,3,92
132,132,7,92
132,132,9,261
132,132,14,138
132,132,16,209
132,132,19,81
132,132,21,271
132,132,24,92
132,132,26,132
132,132,27,373
132,132,28,207
132,132,31,212
133,133,1,133
133,133,2,133
133,133,3,180
133,133,6,163
133,133,7,184
133,133,9,91
133,133,11,1
133,133,13,77
133,133,16,123
133,133,18,50
133,133,21,153
133,133,23,54
133,133,26,133
133,133,27,196
133,133,29,74
133,133,30,25
133,133,31,179
134,134,1,134
134,134,2,134
134,134,3,181
134,134,6,164
134,134,7,185
134,134,9,92
134,134,11,2
134,134,13,78
134,134,16,124
134,134,18,51
134,134,21,154
134,134,23,55
134,134,26,134
134,134,27,197
134,134,29,75
134,134,30,26
134,134,31,180
135,135,1,135
135,135,2,135
135,135,3,182
135,135,6,165
135,135,7,186
135,135,9,93
135,135,11,3
135,135,13,79
135,135,16,125
135,135,18,52
135,135,21,155
135,135,23,56
135,135,26,135
135,135,27,198
135,135,29,76
135,135,30,27
135,135,31,181
136,136,1,136
136,136,2,136
136,136,3,183
136,136,6,166
136,136,7,187
136,136,9,94
136,136,11,4
136,136,13,80
136,136,16,126
136,136,18,53
136,136,21,156
136,136,23,57
136,136,26,136
136,136,27,199
136,136,29,77
136,136,30,28
136,136,31,182
137,137,1,137
137,137,2,137
137,137,3,215
137,137,6,192
137,137,7,220
137,137,16,217
137,137,19,89
137,137,21,281
137,137,24,102
137,137,26,137
137,137,28,208
137,137,30,133
137,137,33,129
138,138,1,138
138,138,2,138
138,138,3,220
138,138,7,225
138,138,21,227
138,138,23,128
138,138,26,138
138,138,29,123
139,139,1,139
139,139,2,139
139,139,3,221
139,139,7,226
139,139,21,228
139,139,23,129
139,139,26,139
139,139,29,124
140,140,1,140
140,140,2,140
140,140,3,222
140,140,7,227
140,140,21,229
140,140,23,130
140,140,26,140
140,140,29,125
141,141,1,141
141,141,2,141
141,141,3,223
141,141,7,228
141,141,21,230
141,141,23,131
141,141,26,141
141,141,29,126
142,142,1,142
142,142,2,142
142,142,3,224
142,142,7,229
142,142,13,68
142,142,16,284
142,142,20,99
142,142,21,382
142,142,25,129
142,142,26,142
142,142,29,127
143,143,1,143
143,143,2,143
143,143,3,225
143,143,5,113
143,143,6,113
143,143,7,230
143,143,11,179
143,143,12,139
143,143,16,36
143,143,17,36
143,143,21,43
143,143,22,43
143,143,26,143
143,143,27,261
143,143,29,173
143,143,30,52
143,143,32,103
144,144,1,144
144,144,2,144
144,144,3,235
144,144,7,240
144,144,11,192
144,144,13,151
144,144,26,144
144,10169,29,202
145,145,1,145
145,145,2,145
145,145,3,236
145,145,7,241
145,145,13,152
145,145,26,145
145,10170,29,203
146,146,1,146
146,146,2,146
146,146,3,237
146,146,7,242
146,146,13,153
146,146,26,146
146,10171,29,204
147,147,1,147
147,147,2,147
147,147,3,241
147,147,7,246
147,147,11,76
147,147,14,145
147,147,16,281
147,147,20,96
147,147,21,379
147,147,25,126
147,147,26,147
147,147,29,194
147,147,31,347
148,148,1,148
148,148,2,148
148,148,3,242
148,148,7,247
148,148,11,77
148,148,14,146
148,148,16,282
148,148,20,97
148,148,21,380
148,148,25,127
148,148,26,148
148,148,29,195
148,148,31,348
149,149,1,149
149,149,2,149
149,149,3,243
149,149,7,248
149,149,11,78
149,149,14,147
149,149,16,283
149,149,20,98
149,149,21,381
149,149,25,128
149,149,26,149
149,149,29,196
149,149,31,349
150,150,1,150
150,150,2,150
150,150,3,249
150,150,7,254
150,150,11,196
150,150,14,151
150,150,26,150
151,151,1,151
151,151,2,151
151,151,3,250
151,151,7,255
151,151,26,151
152,152,1,152
152,152,3,1
152,152,7,1
152,152,33,173
153,153,1,153
153,153,3,2
153,153,7,2
153,153,33,174
154,154,1,154
154,154,3,3
154,154,7,3
154,154,33,175
155,155,1,155
155,155,3,4
155,155,7,4
155,155,30,4
155,155,33,176
156,156,1,156
156,156,3,5
156,156,7,5
156,156,30,5
156,156,33,177
157,157,1,157
157,157,3,6
157,157,7,6
157,10233,30,6
157,157,33,178
158,158,1,158
158,158,3,7
158,158,7,7
158,158,33,179
159,159,1,159
159,159,3,8
159,159,7,8
159,159,33,180
160,160,1,160
160,160,3,9
160,160,7,9
160,160,33,181
161,161,1,161
161,161,3,19
161,161,7,19
161,161,12,109
161,161,32,26
162,162,1,162
162,162,3,20
162,162,7,20
162,162,12,110
162,162,32,27
163,163,1,163
163,163,3,15
163,163,5,106
163,163,6,106
163,163,7,15
163,163,14,117
163,163,21,212
163,163,23,113
163,163,27,19
163,163,32,45
164,164,1,164
164,164,3,16
164,164,5,107
164,164,6,107
164,164,7,16
164,164,14,118
164,164,21,213
164,164,23,114
164,164,27,20
164,164,32,46
165,165,1,165
165,165,3,30
165,165,7,30
165,165,12,74
165,165,16,20
165,165,17,20
165,165,19,8
165,165,21,20
165,165,22,20
165,165,24,8
166,166,1,166
166,166,3,31
166,166,7,31
166,166,12,75
166,166,16,21
166,166,17,21
166,166,19,9
166,166,21,21
166,166,22,21
166,166,24,9
167,167,1,167
167,167,3,32
167,167,7,32
167,167,14,107
167,167,16,22
167,167,17,22
167,167,19,10
167,167,21,22
167,167,22,22
167,167,24,10
167,167,32,1
168,168,1,168
168,168,3,33
168,168,7,33
168,168,14,108
168,168,16,23
168,168,17,23
168,168,19,11
168,168,21,23
168,168,22,23
168,168,24,11
168,168,32,2
169,169,1,169
169,169,3,39
169,169,4,65
169,169,5,30
169,169,6,30
169,169,7,39
169,169,9,63
169,169,11,25
169,169,12,147
169,169,15,67
169,169,16,70
169,169,17,70
169,169,18,28
169,169,19,37
169,169,20,21
169,169,21,82
169,169,22,82
169,169,23,28
169,169,24,37
169,169,25,28
169,169,29,146
169,169,30,36
170,170,1,170
170,170,3,174
170,170,4,181
170,170,7,176
170,170,13,147
170,170,15,190
170,170,16,201
170,170,18,128
170,170,21,257
170,170,23,158
170,170,27,220
170,170,28,188
170,170,33,78
171,171,1,171
171,171,3,175
171,171,4,182
171,171,7,177
171,171,13,148
171,171,15,191
171,171,16,202
171,171,18,129
171,171,21,258
171,171,23,159
171,171,27,221
171,171,28,189
171,171,33,79
172,172,1,172
172,172,3,21
172,172,4,155
172,172,5,103
172,172,6,103
172,172,7,21
172,172,11,15
172,172,12,35
172,172,15,162
172,172,16,24
172,172,17,24
172,172,21,31
172,172,22,31
172,172,27,193
172,172,28,84
172,172,30,55
172,172,31,73
172,172,32,20
173,173,1,173
173,173,3,40
173,173,5,99
173,173,6,99
173,173,7,40
173,173,9,88
173,173,16,210
173,173,19,82
173,173,21,272
173,173,24,93
173,173,27,254
173,173,29,43
173,173,30,199
173,173,32,151
174,174,1,174
174,174,3,43
174,174,4,137
174,174,7,43
174,174,9,281
174,174,11,20
174,174,14,119
174,174,15,142
174,174,16,134
174,174,18,61
174,174,21,167
174,174,23,68
174,174,28,11
174,174,31,59
175,175,1,175
175,175,3,46
175,175,6,173
175,175,7,46
175,175,27,257
175,175,30,127
176,176,1,176
176,176,3,47
176,176,6,174
176,176,7,47
176,176,27,258
176,176,30,128
177,177,1,177
177,177,3,159
177,177,4,162
177,177,7,161
177,177,15,169
177,177,21,252
177,177,23,153
177,177,27,92
178,178,1,178
178,178,3,160
178,178,4,163
178,178,7,162
178,178,15,170
178,178,21,253
178,178,23,154
178,178,27,93
179,179,1,179
179,179,3,53
179,179,7,53
179,179,9,25
179,179,11,45
179,179,13,127
179,179,21,162
179,179,23,63
179,179,31,101
180,180,1,180
180,180,3,54
180,180,7,54
180,180,9,26
180,180,11,46
180,180,13,128
180,180,21,163
180,180,23,64
180,180,31,102
181,181,1,181
181,181,3,55
181,181,7,55
181,181,9,27
181,181,11,47
181,181,13,129
181,181,21,164
181,181,23,65
181,181,31,103
182,182,1,182
182,182,3,86
182,182,4,91
182,182,7,86
182,182,12,108
182,182,15,94
182,182,27,58
182,182,33,65
183,183,1,183
183,183,3,130
183,183,4,55
183,183,5,125
183,183,6,125
183,183,7,132
183,183,9,31
183,183,12,42
183,183,15,56
183,183,28,140
183,183,31,47
184,184,1,184
184,184,3,131
184,184,4,56
184,184,5,126
184,184,6,126
184,184,7,133
184,184,9,32
184,184,12,43
184,184,15,57
184,184,28,141
184,184,31,48
185,185,1,185
185,185,3,106
185,185,5,93
185,185,6,93
185,185,7,107
185,185,14,130
185,185,16,31
185,185,17,31
185,185,18,15
185,185,21,38
185,185,22,38
185,185,23,15
185,185,27,253
185,185,30,124
185,185,31,88
185,185,32,84
186,186,1,186
186,186,3,75
186,186,7,75
186,186,14,36
186,186,16,152
186,186,18,79
186,186,19,71
186,186,21,185
186,186,23,86
186,186,24,77
186,186,28,145
186,186,32,42
187,187,1,187
187,187,3,67
187,187,7,67
187,187,12,135
187,187,31,16
188,188,1,188
188,188,3,68
188,188,7,68
188,188,12,136
188,188,31,17
189,189,1,189
189,189,3,69
189,189,7,69
189,189,12,137
189,189,31,18
190,190,1,190
190,190,3,122
190,190,5,63
190,190,6,63
190,190,7,123
190,190,21,368
190,190,25,115
190,190,30,78
190,190,32,47
191,191,1,191
191,191,3,102
191,191,7,103
191,191,9,20
191,191,31,31
192,192,1,192
192,192,3,103
192,192,7,104
192,192,9,21
192,192,31,32
193,193,1,193
193,193,3,101
193,193,6,183
193,193,7,101
193,193,9,286
193,193,13,87
193,193,30,105
193,193,32,3
194,194,1,194
194,194,3,56
194,194,5,117
194,194,6,117
194,194,7,56
194,194,11,18
194,194,14,17
194,194,27,100
194,194,28,58
194,10253,31,53
194,194,32,5
195,195,1,195
195,195,3,57
195,195,5,118
195,195,6,118
195,195,7,57
195,195,11,19
195,195,14,18
195,195,27,101
195,195,28,59
195,195,32,6
196,196,1,196
196,196,3,184
196,196,6,167
196,196,7,188
196,196,9,95
196,196,11,5
196,196,13,81
196,196,16,127
196,196,18,54
196,196,21,157
196,196,23,58
196,196,27,200
196,196,29,79
196,196,30,29
196,196,31,183
197,197,1,197
197,197,3,185
197,197,6,168
197,197,7,189
197,197,9,96
197,197,11,6
197,197,13,82
197,197,16,128
197,197,18,55
197,197,21,158
197,197,23,59
197,197,27,201
197,197,29,78
197,197,30,30
197,197,31,184
198,198,1,198
198,198,3,208
198,198,5,74
198,198,6,74
198,198,7,213
198,198,14,51
198,198,16,277
198,198,20,92
198,198,21,78
198,198,22,78
198,198,30,140
198,198,31,232
199,199,1,199
199,199,3,82
199,199,7,82
199,199,13,135
199,199,16,39
199,199,17,39
199,199,19,20
199,199,21,46
199,199,22,46
199,199,24,20
199,10172,28,3
199,199,31,326
199,10172,33,77
200,200,1,200
200,200,3,214
200,200,5,72
200,200,6,72
200,200,7,219
200,200,11,183
200,200,16,66
200,200,17,66
200,200,21,372
200,200,25,119
200,200,30,197
200,200,31,114
201,201,1,201
201,201,3,61
201,201,5,114
201,201,6,114
201,201,7,61
201,201,30,142
202,202,1,202
202,202,3,107
202,202,4,161
202,202,7,108
202,202,13,119
202,202,15,168
202,202,27,217
203,203,1,203
203,203,3,147
203,203,4,164
203,203,5,121
203,203,6,121
203,203,7,149
203,203,15,171
203,203,31,192
203,203,33,25
204,204,1,204
204,204,3,93
204,204,7,93
204,204,11,56
204,204,21,268
204,204,24,89
204,204,31,258
205,205,1,205
205,205,3,94
205,205,7,94
205,205,11,57
205,205,21,269
205,205,24,90
205,205,31,259
206,206,1,206
206,206,3,52
206,206,7,52
206,206,9,35
206,206,12,40
206,206,21,63
206,206,22,63
206,206,28,52
206,206,31,188
206,206,32,160
207,207,1,207
207,207,3,189
207,207,6,153
207,207,7,193
207,207,9,221
207,207,14,115
207,207,30,185
207,207,32,121
208,208,1,208
208,208,3,63
208,208,5,35
208,208,6,35
208,208,7,63
208,208,9,72
208,208,11,176
208,208,13,54
208,208,27,179
208,208,30,119
209,209,1,209
209,209,3,123
209,209,7,125
209,209,13,71
209,209,16,258
209,209,20,73
209,209,21,339
209,209,25,86
209,209,33,151
210,210,1,210
210,210,3,124
210,210,7,126
210,210,13,72
210,210,16,259
210,210,20,74
210,210,21,340
210,210,25,87
210,210,33,152
211,211,1,211
211,211,3,161
211,211,7,163
211,211,13,38
211,211,27,304
211,10234,30,84
211,211,31,331
211,10234,33,146
212,212,1,212
212,212,3,111
212,212,6,196
212,212,7,112
212,212,11,189
212,212,14,137
212,212,16,276
212,212,20,91
212,212,21,366
212,212,25,113
212,212,28,119
212,212,30,74
212,212,31,261
212,212,33,20
213,213,1,213
213,213,3,166
213,213,7,168
213,213,9,232
213,213,14,14
213,213,27,227
213,213,29,170
214,214,1,214
214,214,3,113
214,214,4,168
214,214,5,62
214,214,6,62
214,214,7,114
214,214,9,145
214,214,13,131
214,214,15,175
214,214,21,367
214,214,25,114
214,214,28,121
214,214,30,75
214,214,31,262
214,214,32,49
215,215,1,215
215,215,3,213
215,215,5,144
215,215,6,144
215,215,7,218
215,215,9,252
215,215,11,181
215,215,14,91
215,215,16,249
215,215,19,121
215,215,21,326
215,215,24,147
215,215,27,292
215,215,29,28
215,10235,30,202
215,215,31,230
215,215,32,170
216,216,1,216
216,216,3,193
216,216,7,198
216,216,14,132
216,216,30,112
216,216,31,215
217,217,1,217
217,217,3,194
217,217,7,199
217,217,14,133
217,217,30,113
217,217,31,216
218,218,1,218
218,218,3,211
218,218,4,103
218,218,7,216
218,218,14,12
218,218,15,108
218,218,32,144
219,219,1,219
219,219,3,212
219,219,4,104
219,219,7,217
219,219,14,13
219,219,15,109
219,219,32,145
220,220,1,220
220,220,3,191
220,220,6,203
220,220,7,195
220,220,9,258
220,220,14,76
220,220,27,75
220,220,29,7
220,220,30,212
220,220,32,50
221,221,1,221
221,221,3,192
221,221,6,204
221,221,7,196
221,221,9,259
221,221,14,77
221,221,27,76
221,221,29,8
221,221,30,213
221,221,32,51
222,222,1,222
222,222,3,171
222,222,4,180
222,222,7,173
222,222,9,237
222,222,13,146
222,222,15,189
222,222,16,112
222,222,17,112
222,222,18,44
222,222,21,135
222,222,22,135
222,222,23,44
222,10173,27,236
223,223,1,223
223,223,3,172
223,223,5,132
223,223,6,132
223,223,7,174
223,223,9,235
223,223,13,144
223,223,21,143
223,223,22,143
223,223,23,47
223,223,27,148
223,223,28,44
223,223,30,146
224,224,1,224
224,224,3,173
224,224,5,133
224,224,6,133
224,224,7,175
224,224,9,236
224,224,13,145
224,224,21,144
224,224,22,144
224,224,23,48
224,224,27,149
224,224,28,45
224,224,30,147
225,225,1,225
225,225,3,190
225,225,7,194
225,225,9,254
225,225,14,90
225,225,16,81
225,225,17,81
225,225,21,95
225,225,22,95
225,225,27,78
225,225,29,120
225,225,31,354
226,226,1,226
226,226,3,197
226,226,5,141
226,226,6,141
226,226,7,202
226,226,9,234
226,226,13,140
226,226,21,146
226,226,22,146
226,226,23,50
226,226,27,355
226,226,28,47
226,226,30,165
227,227,1,227
227,227,3,198
227,227,4,115
227,227,7,203
227,227,9,203
227,227,14,112
227,227,15,120
227,227,16,208
227,227,19,80
227,227,20,72
227,227,21,270
227,227,24,91
227,227,25,85
227,227,28,153
227,227,33,113
228,228,1,228
228,228,3,209
228,228,6,176
228,228,7,214
228,228,13,75
228,228,21,289
228,228,24,110
228,228,31,25
228,228,32,123
229,229,1,229
229,229,3,210
229,229,6,177
229,229,7,215
229,229,13,76
229,229,21,290
229,229,24,111
229,229,31,26
229,229,32,124
230,230,1,230
230,230,3,188
230,230,4,186
230,230,7,192
230,230,13,41
230,230,15,195
230,230,28,200
230,230,33,54
231,231,1,231
231,231,3,195
231,231,4,165
231,231,7,200
231,231,15,172
231,231,31,122
232,232,1,232
232,232,3,196
232,232,4,166
232,232,7,201
232,232,15,173
232,232,31,123
233,233,1,233
233,233,3,216
233,233,6,193
233,233,7,221
233,233,16,218
233,233,19,90
233,233,21,282
233,233,24,103
233,233,28,209
233,233,30,134
233,233,33,130
234,234,1,234
234,234,3,129
234,234,7,131
234,234,30,49
234,234,31,204
234,234,32,53
235,235,1,235
235,235,3,157
235,235,7,159
235,235,12,124
235,235,16,58
235,235,17,58
235,235,21,70
235,235,22,70
235,235,33,40
236,236,1,236
236,236,3,143
236,236,7,145
236,236,27,107
236,236,33,92
237,237,1,237
237,237,3,146
237,237,7,148
237,237,27,110
237,237,33,95
238,238,1,238
238,238,3,152
238,238,7,154
238,238,14,83
238,238,21,109
238,238,22,109
238,238,29,13
239,239,1,239
239,239,3,154
239,239,6,197
239,239,7,156
239,239,9,56
239,239,16,226
239,239,19,98
239,239,21,295
239,239,24,116
239,239,29,15
239,239,30,182
239,239,33,10
240,240,1,240
240,240,3,150
240,240,6,200
240,240,7,152
240,240,9,53
240,240,16,166
240,240,18,93
240,240,21,200
240,240,23,101
240,240,29,18
240,240,30,174
240,240,33,13
241,241,1,241
241,241,3,149
241,241,7,151
241,241,13,126
241,241,16,138
241,241,18,65
241,241,20,62
241,241,21,171
241,241,23,72
241,241,25,74
241,241,28,117
242,242,1,242
242,242,3,218
242,242,5,98
242,242,6,98
242,242,7,223
242,242,16,34
242,242,17,34
242,242,18,18
242,242,19,17
242,242,20,10
242,242,21,41
242,242,22,41
242,242,23,18
242,242,24,17
242,242,25,17
242,242,28,8
242,242,30,88
242,242,31,45
242,242,33,18
243,243,1,243
243,243,3,238
243,243,7,243
244,244,1,244
244,244,3,239
244,244,7,244
245,245,1,245
245,245,3,240
245,245,7,245
246,246,1,246
246,246,3,244
246,246,7,249
246,246,9,292
246,246,11,79
246,246,14,102
246,246,21,247
246,246,23,148
246,246,27,383
246,246,29,139
246,246,31,316
247,247,1,247
247,247,3,245
247,247,7,250
247,247,9,293
247,247,11,80
247,247,14,103
247,247,21,248
247,247,23,149
247,247,27,384
247,247,29,140
247,247,31,317
248,248,1,248
248,248,3,246
248,248,7,251
248,248,9,294
248,248,11,81
248,248,14,104
248,248,21,249
248,248,23,150
248,248,27,385
248,248,29,141
248,248,31,318
249,249,1,249
249,249,3,247
249,249,7,252
250,250,1,250
250,250,3,248
250,250,7,253
251,251,1,251
251,251,3,251
251,251,7,256
252,252,1,252
252,252,4,1
252,252,11,130
252,252,15,1
252,252,33,182
253,253,1,253
253,253,4,2
253,253,11,131
253,253,15,2
253,253,33,183
254,254,1,254
254,254,4,3
254,254,11,132
254,254,15,3
254,254,33,184
255,255,1,255
255,255,4,4
255,255,15,4
255,255,33,185
256,256,1,256
256,256,4,5
256,256,15,5
256,256,33,186
257,257,1,257
257,257,4,6
257,257,15,6
257,257,33,187
258,258,1,258
258,258,4,7
258,258,15,7
258,258,33,188
259,259,1,259
259,259,4,8
259,259,15,8
259,259,33,189
260,260,1,260
260,260,4,9
260,260,15,9
260,260,33,190
261,261,1,261
261,261,4,10
261,261,14,44
261,261,15,10
261,261,32,7
262,262,1,262
262,262,4,11
262,262,14,45
262,262,15,11
262,262,32,8
263,263,1,263
263,263,4,12
263,263,12,12
263,263,15,12
263,10174,27,31
263,10174,29,71
264,264,1,264
264,264,4,13
264,264,12,13
264,264,15,13
264,10175,27,32
264,10175,29,72
265,265,1,265
265,265,4,14
265,265,5,48
265,265,6,48
265,265,15,14
265,265,30,18
266,266,1,266
266,266,4,15
266,266,5,49
266,266,6,49
266,266,15,15
266,266,30,19
267,267,1,267
267,267,4,16
267,267,5,50
267,267,6,50
267,267,15,16
267,267,30,20
268,268,1,268
268,268,4,17
268,268,5,51
268,268,6,51
268,268,15,17
268,268,30,21
269,269,1,269
269,269,4,18
269,269,5,52
269,269,6,52
269,269,15,18
269,269,30,22
270,270,1,270
270,270,4,19
270,270,14,55
270,270,15,19
270,270,27,36
270,270,32,104
271,271,1,271
271,271,4,20
271,271,14,56
271,271,15,20
271,271,27,37
271,271,32,105
272,272,1,272
272,272,4,21
272,272,14,57
272,272,15,21
272,272,27,38
272,272,32,106
273,273,1,273
273,273,4,22
273,273,15,22
273,273,27,39
273,273,32,54
274,274,1,274
274,274,4,23
274,274,15,23
274,274,27,40
274,274,32,55
275,275,1,275
275,275,4,24
275,275,15,24
275,275,27,41
275,275,32,56
276,276,1,276
276,276,4,25
276,276,13,19
276,276,15,25
277,277,1,277
277,277,4,26
277,277,13,20
277,277,15,26
278,278,1,278
278,278,4,27
278,278,5,119
278,278,6,119
278,278,9,212
278,278,13,17
278,278,15,27
278,278,16,40
278,278,17,40
278,278,18,19
278,278,19,21
278,278,20,11
278,278,21,47
278,278,22,47
278,278,23,19
278,278,24,21
278,278,25,18
278,278,27,62
278,278,28,48
278,278,31,132
279,279,1,279
279,279,4,28
279,279,5,120
279,279,6,120
279,279,9,213
279,279,13,18
279,279,15,28
279,279,16,41
279,279,17,41
279,279,18,20
279,279,19,22
279,279,20,12
279,279,21,48
279,279,22,48
279,279,23,20
279,279,24,22
279,279,25,19
279,279,27,63
279,279,28,49
279,279,31,133
280,280,1,280
280,280,4,29
280,280,6,157
280,280,11,9
280,280,12,64
280,280,15,29
280,280,27,120
280,280,28,34
280,280,30,101
280,280,31,62
280,280,32,57
281,281,1,281
281,281,4,30
281,281,6,158
281,281,11,10
281,281,12,65
281,281,15,30
281,281,27,121
281,281,28,35
281,281,30,102
281,281,31,63
281,281,32,58
282,282,1,282
282,282,4,31
282,282,6,159
282,282,11,11
282,282,12,66
282,282,15,31
282,282,27,122
282,282,28,36
282,282,30,103
282,282,31,64
282,282,32,59
283,283,1,283
283,283,4,32
283,283,12,47
283,283,15,33
283,283,16,139
283,283,18,66
283,283,19,60
283,283,21,172
283,283,23,73
283,283,24,66
283,283,31,49
283,283,32,149
284,284,1,284
284,284,4,33
284,284,12,48
284,284,15,34
284,284,16,140
284,284,18,67
284,284,19,61
284,284,21,173
284,284,23,74
284,284,24,67
284,284,31,50
284,284,32,150
285,285,1,285
285,285,4,34
285,285,15,35
285,285,31,106
286,286,1,286
286,286,4,35
286,286,15,36
286,286,31,107
287,287,1,287
287,287,4,36
287,287,9,276
287,287,15,37
287,287,31,78
287,287,33,59
288,288,1,288
288,288,4,37
288,288,9,277
288,288,15,38
288,288,31,79
288,288,33,60
289,289,1,289
289,289,4,38
289,289,9,278
289,289,15,39
289,289,31,80
289,289,33,61
290,290,1,290
290,290,4,42
290,290,12,111
290,290,15,43
290,290,27,104
291,291,1,291
291,291,4,43
291,291,12,112
291,291,15,44
291,291,27,105
292,292,1,292
292,292,4,44
292,292,12,113
292,292,15,45
292,292,27,106
293,293,1,293
293,293,4,45
293,293,12,140
293,293,15,46
293,293,28,148
294,294,1,294
294,294,4,46
294,294,12,141
294,294,15,47
294,294,28,149
295,295,1,295
295,295,4,47
295,295,12,142
295,295,15,48
295,295,28,150
296,296,1,296
296,296,4,48
296,296,13,95
296,296,15,49
296,296,16,56
296,296,17,56
296,296,20,15
296,296,21,68
296,296,22,68
296,296,25,22
296,296,31,116
297,297,1,297
297,297,4,49
297,297,13,96
297,297,15,50
297,297,16,57
297,297,17,57
297,297,20,16
297,297,21,69
297,297,22,69
297,297,25,23
297,297,31,117
298,298,1,298
298,298,4,54
298,298,5,124
298,298,6,124
298,298,9,30
298,298,12,41
298,298,15,55
298,298,28,139
298,298,31,46
299,299,1,299
299,299,4,60
299,299,6,155
299,299,9,164
299,299,13,93
299,299,15,61
299,299,16,198
299,299,18,125
299,299,21,254
299,299,23,155
299,299,30,190
299,299,32,107
300,300,1,300
300,300,4,61
300,300,9,78
300,300,12,78
300,300,15,63
301,301,1,301
301,301,4,62
301,301,9,79
301,301,12,79
301,301,15,64
302,302,1,302
302,302,4,68
302,302,13,123
302,302,15,70
302,302,16,102
302,302,17,102
302,302,20,52
302,302,21,124
302,302,22,124
302,302,25,64
302,302,27,294
302,302,29,174
302,302,31,297
303,303,1,303
303,303,4,69
303,303,13,63
303,303,15,71
303,303,21,125
303,303,22,125
303,303,27,295
303,303,29,175
304,304,1,304
304,304,4,70
304,304,9,166
304,304,11,149
304,304,14,99
304,304,15,72
304,304,29,191
305,305,1,305
305,305,4,71
305,305,9,167
305,305,11,150
305,305,14,100
305,305,15,73
305,305,29,192
306,306,1,306
306,306,4,72
306,306,9,168
306,306,11,151
306,306,14,101
306,306,15,74
306,306,29,193
307,307,1,307
307,307,4,76
307,307,5,86
307,307,6,86
307,307,12,143
307,307,15,78
307,307,31,161
308,308,1,308
308,308,4,77
308,308,5,87
308,308,6,87
308,308,12,144
308,308,15,79
308,308,31,162
309,309,1,309
309,309,4,78
309,309,13,73
309,309,15,80
309,309,21,293
309,309,24,114
309,309,27,66
310,310,1,310
310,310,4,79
310,310,13,74
310,310,15,81
310,310,21,294
310,310,24,115
310,310,27,67
311,311,1,311
311,311,4,80
311,311,12,96
311,311,15,82
311,311,33,119
312,312,1,312
312,312,4,81
312,312,12,97
312,312,15,83
312,312,33,120
313,313,1,313
313,313,4,86
313,313,12,133
313,313,15,89
313,313,32,9
314,314,1,314
314,314,4,87
314,314,12,134
314,314,15,90
314,314,32,10
315,315,1,315
315,315,4,94
315,315,5,26
315,315,6,26
315,315,9,134
315,315,12,72
315,315,15,98
315,315,27,60
315,315,30,90
316,316,1,316
316,316,4,95
316,316,12,98
316,316,15,100
316,316,31,139
317,317,1,317
317,317,4,96
317,317,12,99
317,317,15,101
317,317,31,140
318,318,1,318
318,318,4,97
318,318,12,55
318,318,15,102
318,318,16,264
318,318,20,79
318,318,21,345
318,318,25,92
318,318,28,111
319,319,1,319
319,319,4,98
319,319,12,56
319,319,15,103
319,319,16,265
319,319,20,80
319,319,21,346
319,319,25,93
319,319,28,112
320,320,1,320
320,320,4,99
320,320,9,240
320,320,13,27
320,320,15,104
320,320,16,266
320,320,20,81
320,320,21,351
320,320,25,98
320,320,27,356
320,320,28,190
321,321,1,321
321,321,4,100
321,321,9,241
321,321,13,28
321,321,15,105
321,321,16,267
321,321,20,82
321,321,21,352
321,321,25,99
321,321,27,357
321,321,28,191
322,322,1,322
322,322,4,101
322,322,9,204
322,322,15,106
322,322,31,151
322,322,33,125
323,323,1,323
323,323,4,102
323,323,9,205
323,323,15,107
323,323,31,152
323,323,33,126
324,324,1,324
324,324,4,105
324,324,14,96
324,324,15,110
324,324,16,223
324,324,19,95
324,324,21,287
324,324,24,108
324,324,27,300
324,324,28,173
324,324,31,150
324,324,33,86
325,325,1,325
325,325,4,110
325,325,9,206
325,325,13,7
325,325,15,115
325,325,31,111
325,325,32,125
326,326,1,326
326,326,4,111
326,326,9,207
326,326,13,8
326,326,15,116
326,326,31,112
326,326,32,126
327,327,1,327
327,327,4,114
327,327,14,131
327,327,15,119
327,327,16,105
327,327,17,105
327,327,21,128
327,327,22,128
328,328,1,328
328,328,4,116
328,328,9,121
328,328,14,3
328,328,15,121
328,328,16,235
328,328,19,107
328,328,21,304
328,328,24,125
328,328,27,321
328,328,33,44
329,329,1,329
329,329,4,117
329,329,9,122
329,329,14,4
329,329,15,122
329,329,16,236
329,329,19,108
329,329,21,305
329,329,24,126
329,329,27,322
329,329,33,45
330,330,1,330
330,330,4,118
330,330,9,123
330,330,14,5
330,330,15,123
330,330,16,237
330,330,19,109
330,330,21,306
330,330,24,127
330,330,27,323
330,330,33,46
331,331,1,331
331,331,4,119
331,331,15,124
331,331,31,252
332,332,1,332
332,332,4,120
332,332,15,125
332,332,31,253
333,333,1,333
333,333,4,121
333,333,6,171
333,333,9,246
333,333,14,139
333,333,15,126
333,333,29,35
333,333,31,219
333,333,33,114
334,334,1,334
334,334,4,122
334,334,6,172
334,334,9,247
334,334,14,140
334,334,15,127
334,334,29,36
334,334,31,220
334,334,33,115
335,335,1,335
335,335,4,123
335,335,9,186
335,335,13,5
335,335,15,128
335,335,31,217
335,335,33,70
336,336,1,336
336,336,4,124
336,336,9,187
336,336,13,6
336,336,15,129
336,336,31,218
336,336,33,71
337,337,1,337
337,337,4,125
337,337,9,214
337,337,13,12
337,337,15,130
337,337,27,362
338,338,1,338
