item_id,version_group_id,language_id,flavor_text
199,18,5,"Objet à tenir. De la poudre d’argent brillante
qui augmente la puissance des capacités
de type Insecte."
199,18,6,"Ein Item, das einem Pokémon zum Tragen gegeben
werden kann. Es verstärkt Attacken vom Typ Käfer."
199,18,7,"Polvo de brillo argénteo que fortalece los ataques
de tipo Bicho. Debe llevarlo un Pokémon."
199,18,8,"Strumento da dare a un Pokémon.
Polvere argentea e brillante che potenzia le mosse
di tipo Coleottero."
199,18,9,"An item to be held by a Pokémon. It’s a shiny
silver powder that will boost the power of
Bug-type moves."
199,18,11,"銀色に　輝く　粉。
持たせると　むしタイプの
技の　威力が　あがる。"
199,18,12,"散发着银色光辉的粉末。
携带后，虫属性的
招式威力就会提高。"
200,5,9,"Doubles money in
battle if the holder
takes part."
200,6,9,"Doubles money in
battle if the
holder takes part."
200,7,9,"An item to be held by a POKéMON.
It doubles the battle money if the
holding POKéMON takes part."
200,8,9,"An item to be held by a Pokémon.
It doubles a battle’s prize money if
the holding Pokémon joins in."
200,9,9,"An item to be held by a Pokémon.
It doubles a battle’s prize money if
the holding Pokémon joins in."
200,10,9,"An item to be held by a Pokémon.
It doubles a battle’s prize money if
the holding Pokémon joins in."
200,11,5,"Objet à tenir. Double l’argent gagné
si le porteur se joint au combat."
200,11,9,"An item to be held by a Pokémon.
It doubles a battle’s prize money if
the holding Pokémon joins in."
200,14,9,"An item to be held by a Pokémon.
It doubles a battle’s prize money if
the holding Pokémon joins in."
200,15,1,"もたせた　ポケモンが　いちどでも
せんとうに　かおを　だすと
おかねが　２ばい　もらえる。"
200,15,3,"지니게 한 포켓몬이
한 번이라도 배틀에 나가면
돈을 2배로 받을 수 있다."
200,15,5,"Objet à tenir. Double l’argent gagné si le porteur
se joint au combat."
200,15,6,"Ein Item, das von einem Pokémon getragen wird
und das doppeltes Preisgeld bringt, wenn der
Träger am Kampf teilnimmt."
200,15,7,"Debe llevarlas un Pokémon. Fortalecen los
movimientos de tipo Siniestro."
200,15,8,"Strumento da dare a un Pokémon.
Se chi ce l’ha partecipa alla lotta, i guadagni
raddoppiano."
200,15,9,"An item to be held by a Pokémon.
It doubles any prize money received
if the holding Pokémon joins a battle."
200,15,11,"持たせた　ポケモンが　１度でも
戦闘に　顔を　だすと
お金が　２倍　もらえる。"
200,17,1,"もたせた　ポケモンが　いちどでも
せんとうに　かおを　だすと
おかねが　２ばい　もらえる。"
200,17,3,"지니게 한 포켓몬이
한 번이라도 배틀에 나가면
돈을 2배로 받을 수 있다."
200,17,4,"只要攜帶它的寶可夢
在戰鬥時出場一次，
就能獲得２倍金錢。"
200,17,5,"Objet à tenir. Double l’argent gagné si le porteur
se joint au combat."
200,17,6,"Ein Item, das von einem Pokémon getragen wird und
das doppeltes Preisgeld bringt, wenn der Träger am
Kampf teilnimmt."
200,17,7,"Si el Pokémon que la lleva lucha en un combate,
duplica las ganancias."
200,17,8,"Strumento da dare a un Pokémon.
Se chi ce l’ha partecipa alla lotta, i guadagni
raddoppiano."
200,17,9,"An item to be held by a Pokémon. It doubles any
prize money received if the holding Pokémon joins
a battle."
200,17,11,"持たせた　ポケモンが　１度でも
戦闘に　顔を　だすと
お金が　２倍　もらえる。"
200,17,12,"只要携带它的宝可梦
在战斗时出场一次，
就能获得２倍金钱。"
200,18,1,"もたせた　ポケモンが　いちどでも
せんとうに　かおを　だすと
おかねが　２ばい　もらえる。"
200,18,3,"지니게 한 포켓몬이
한 번이라도 배틀에 나가면
돈을 2배로 받을 수 있다."
200,18,4,"只要攜帶它的寶可夢
在戰鬥時出場一次，
就能獲得２倍金錢。"
200,18,5,"Objet à tenir. Double l’argent gagné si le porteur
se joint au combat."
200,18,6,"Ein Item, das von einem Pokémon getragen wird und
das doppeltes Preisgeld bringt, wenn der Träger am
Kampf teilnimmt."
200,18,7,"Si el Pokémon que la lleva lucha en un combate,
duplica las ganancias."
200,18,8,"Strumento da dare a un Pokémon.
Se chi ce l’ha partecipa alla lotta, i guadagni
raddoppiano."
200,18,9,"An item to be held by a Pokémon. It doubles any
prize money received if the holding Pokémon joins
a battle."
200,18,11,"持たせた　ポケモンが　１度でも
戦闘に　顔を　だすと
お金が　２倍　もらえる。"
200,18,12,"只要携带它的宝可梦
在战斗时出场一次，
就能获得２倍金钱。"
201,5,9,"A hold item that
helps repel wild
POKéMON."
201,6,9,"A hold item that
helps repel wild
POKéMON."
201,7,9,"An item to be held by a POKéMON.
It repels wild POKéMON if the
holder is first in the party."
201,8,9,"An item to be held by a Pokémon.
It helps keep wild Pokémon away if the
holder is the first one in the party."
201,9,9,"An item to be held by a Pokémon.
It helps keep wild Pokémon away if the
holder is the first one in the party."
201,10,9,"An item to be held by a Pokémon.
It helps keep wild Pokémon away if the
holder is the first one in the party."
201,11,5,"Objet à tenir. Aide à repousser les
Pokémon sauvages si le porteur est
le premier Pokémon de l’équipe."
201,11,9,"An item to be held by a Pokémon.
It helps keep wild Pokémon away if the
holder is the first one in the party."
201,14,9,"An item to be held by a Pokémon.
It helps keep wild Pokémon away if the
holder is the first one in the party."
201,15,1,"いちばん　まえの　ポケモンに
もたせると　やせいポケモンが
でて　きにくくなる。"
201,15,3,"맨 앞의 포켓몬에게
지니게 하면 야생 포켓몬이
나타날 확률이 낮아진다."
201,15,5,"Objet à tenir. Aide à repousser les Pokémon
sauvages si le porteur est le premier Pokémon
de l’équipe."
201,15,6,"Ein Item zum Tragen. Reduziert Begegnungen mit
wilden Pokémon, wenn der Träger an erster Stelle
steht."
201,15,7,"Debe llevarlo un Pokémon. Aumenta la
concentración y fortalece los movimientos
de tipo Lucha."
201,15,8,"Strumento da dare a un Pokémon.
Se chi ce l’ha è il primo della squadra, aiuta
ad allontanare i Pokémon selvatici."
201,15,9,"An item to be held by a Pokémon.
It helps keep wild Pokémon away if
the holder is the head of the party."
201,15,11,"１番　前の　ポケモンに
持たせると　野生ポケモンが
でて　きにくくなる。"
201,17,1,"いちばん　まえの　ポケモンに
もたせると　やせいポケモンが
でて　きにくくなる。"
201,17,3,"맨 앞의 포켓몬에게
지니게 하면 야생 포켓몬이
나타날 확률이 낮아진다."
201,17,4,"讓排在最前面的寶可夢
攜帶後，野生寶可夢
會變得不容易出現。"
201,17,5,"Objet à tenir. Aide à repousser les Pokémon
sauvages si le porteur est le premier Pokémon
de l’équipe."
201,17,6,"Ein Item zum Tragen. Reduziert Begegnungen mit
wilden Pokémon, wenn der Träger an der Spitze
deines Teams steht."
201,17,7,"Si lo lleva el primer Pokémon del equipo, se reduce
la probabilidad de que se acerquen Pokémon
salvajes."
201,17,8,"Strumento da dare a un Pokémon.
Se chi ce l’ha è il primo della squadra, aiuta
ad allontanare i Pokémon selvatici."
201,17,9,"An item to be held by a Pokémon. It helps keep
wild Pokémon away if the holder is the head of
the party."
201,17,11,"１番　前の　ポケモンに
持たせると　野生ポケモンが
でて　きにくくなる。"
201,17,12,"让排在最前面的宝可梦携带后，
野生宝可梦就会不容易出现。"
201,18,1,"いちばん　まえの　ポケモンに
もたせると　やせいポケモンが
でて　きにくくなる。"
201,18,3,"맨 앞의 포켓몬에게
지니게 하면 야생 포켓몬이
나타날 확률이 낮아진다."
201,18,4,"讓排在最前面的寶可夢
攜帶後，野生寶可夢
會變得不容易出現。"
201,18,5,"Objet à tenir. Aide à repousser les Pokémon
sauvages si le porteur est le premier Pokémon
de l’équipe."
201,18,6,"Ein Item zum Tragen. Reduziert Begegnungen mit
wilden Pokémon, wenn der Träger an der Spitze
deines Teams steht."
201,18,7,"Si lo lleva el primer Pokémon del equipo, se reduce
la probabilidad de que se acerquen Pokémon
salvajes."
201,18,8,"Strumento da dare a un Pokémon.
Se chi ce l’ha è il primo della squadra, aiuta
ad allontanare i Pokémon selvatici."
201,18,9,"An item to be held by a Pokémon. It helps keep
wild Pokémon away if the holder is the head of
the party."
201,18,11,"１番　前の　ポケモンに
持たせると　野生ポケモンが
でて　きにくくなる。"
201,18,12,"让排在最前面的宝可梦携带后，
野生宝可梦就会不容易出现。"
202,5,9,"Hold item: Raises
SP. ATK & SP. DEF
of LATIOS & LATIAS."
202,6,9,"Hold item: raises
SP. ATK & SP. DEF of
LATIOS & LATIAS."
202,7,9,"An orb to be held by a LATIOS or
LATIAS. It raises the SP. ATK
and SP. DEF stats."
202,8,9,"A wondrous orb to be held by LATIOS or
LATIAS. It raises both the Sp. Atk and
Sp. Def stats."
202,9,9,"A wondrous orb to be held by LATIOS or
LATIAS. It raises both the Sp. Atk and
Sp. Def stats."
202,10,9,"A wondrous orb to be held by LATIOS
or LATIAS. It raises both the
Sp. Atk and Sp. Def stats."
202,11,5,"Orbe prodigieux à faire tenir à Latios
ou Latias qui monte leur Attaque
Spéciale et leur Défense Spéciale."
202,11,9,"A wondrous orb to be held by Latios
or Latias. It raises both the
Sp. Atk and Sp. Def stats."
202,14,9,"A wondrous orb to be held by Latios
or Latias. It raises both the
Sp. Atk and Sp. Def stats."
202,15,1,"ラティオス　または　ラティアスに
もたせると　とくこうと　とくぼうが
あがる　ふしぎな　たま。"
202,15,3,"라티오스 혹은 라티아스에게
지니게 하면 특수공격과 특수방어가
올라가는 이상한 구슬."
202,15,5,"Objet à faire tenir à Latios ou Latias.
Un orbe prodigieux qui augmente leur Attaque
Spéciale et leur Défense Spéciale."
202,15,6,"Ein Item, das von Latios oder Latias getragen
werden kann. Es hebt Spezial-Angriff und
Spezial-Verteidigung."
202,15,7,"Debe llevarlo un Pokémon. Su potente
magnetismo fortalece los movimientos de tipo
Eléctrico."
202,15,8,"Sfera miracolosa da dare a Latios o Latias.
Aumenta l’Attacco Speciale e la Difesa Speciale."
202,15,9,"A wondrous orb to be held by either
Latios or Latias. It raises both the
Sp. Atk and Sp. Def stats."
202,15,11,"ラティオス　または　ラティアスに
持たせると　特攻と　特防が
あがる　不思議な　珠。"
202,17,1,"ラティオスや　ラティアスに　もたせると
エスパーと　ドラゴンタイプの　わざの
いりょくが　あがる　ふしぎな　たま。"
202,17,3,"라티오스나 라티아스에게 지니게 하면
에스퍼와 드래곤타입 기술의 위력이
올라가는 이상한 구슬."
202,17,4,"讓拉帝歐斯或拉帝亞斯攜帶後，
超能力和龍屬性的招式威力
就會提高的神奇珠子。"
202,17,5,"Objet à faire tenir à Latios ou Latias.
Un orbe prodigieux qui augmente la puissance
de leurs capacités de type Psy ou Dragon."
202,17,6,"Ein Item, das von Latios oder Latias getragen
werden kann. Es erhöht die Stärke von
Psycho- und Drachen-Attacken."
202,17,7,"Un orbe fantástico que debe llevar Latios o Latias.
Potencia los movimientos de tipo Psíquico y Dragón."
202,17,8,"Sfera miracolosa da dare a Latios o Latias.
Aumenta la potenza delle mosse di tipo Psico
e Drago."
202,17,9,"A wondrous orb to be held by either Latios or
Latias. It raises the power of Psychic- and
Dragon-type moves."
202,17,11,"ラティオスや　ラティアスに　持たせると
エスパーと　ドラゴンタイプの　技の
威力が　あがる　不思議な　珠。"
202,17,12,"让拉帝欧斯或拉帝亚斯携带后，
超能力和龙属性的招式威力
就会提高的神奇珠子。"
202,18,1,"ラティオスや　ラティアスに　もたせると
エスパーと　ドラゴンタイプの　わざの
いりょくが　あがる　ふしぎな　たま。"
202,18,3,"라티오스나 라티아스에게 지니게 하면
에스퍼와 드래곤타입 기술의 위력이
올라가는 이상한 구슬."
202,18,4,"讓拉帝歐斯或拉帝亞斯攜帶後，
超能力和龍屬性的招式威力
就會提高的神奇珠子。"
202,18,5,"Objet à faire tenir à Latios ou Latias.
Un orbe prodigieux qui augmente la puissance
de leurs capacités de type Psy ou Dragon."
202,18,6,"Ein Item, das von Latios oder Latias getragen
werden kann. Es erhöht die Stärke von
Psycho- und Drachen-Attacken."
202,18,7,"Un orbe fantástico que debe llevar Latios o Latias.
Potencia los movimientos de tipo Psíquico y Dragón."
202,18,8,"Sfera miracolosa da dare a Latios o Latias.
Aumenta la potenza delle mosse di tipo Psico
e Drago."
202,18,9,"A wondrous orb to be held by either Latios or
Latias. It raises the power of Psychic- and
Dragon-type moves."
202,18,11,"ラティオスや　ラティアスに　持たせると
エスパーと　ドラゴンタイプの　技の
威力が　あがる　不思議な　珠。"
202,18,12,"让拉帝欧斯或拉帝亚斯携带后，
超能力和龙属性的招式威力
就会提高的神奇珠子。"
203,5,9,"A hold item that
raises the SP. ATK
of CLAMPERL."
203,6,9,"A hold item that
raises the SP. ATK
of CLAMPERL."
203,7,9,"An item to be held by a POKéMON.
A fang that gleams a sharp silver.
It raises the SP. ATK stat."
203,8,9,"An item to be held by CLAMPERL.
A fang that gleams a sharp silver, it
raises the Sp. Atk stat."
203,9,9,"An item to be held by CLAMPERL.
A fang that gleams a sharp silver, it
raises the Sp. Atk stat."
203,10,9,"An item to be held by CLAMPERL.
A fang that gleams a sharp silver, it
raises the Sp. Atk stat."
203,11,5,"Objet à faire tenir à Coquiperl.
Dent de couleur argent montant
son Attaque Spéciale."
203,11,9,"An item to be held by Clamperl.
A fang that gleams a sharp silver, it
raises the Sp. Atk stat."
203,14,9,"An item to be held by Clamperl.
A fang that gleams a sharp silver, it
raises the Sp. Atk stat."
203,15,1,"パールルに　もたせると
とくこうが　あがる　キバ。
するどく　ぎんいろに　ひかる。"
203,15,3,"진주몽에게 지니게 하면
특수공격이 올라가는 이빨.
날카로운 은색으로 빛난다."
203,15,5,"Objet à faire tenir à Coquiperl.
Une dent de couleur argent qui augmente
son Attaque Spéciale."
203,15,6,"Ein Item, das von Perlu getragen werden kann.
Es schimmert silbern und hebt den Spezial-Angriff."
203,15,7,"Gema con forma de gota de agua que fortalece
los movimientos de tipo Agua. Debe llevarla un
Pokémon."
203,15,8,"Strumento da dare a Clamperl.
Dente dai bagliori argentei che aumenta
l’Attacco Speciale."
203,15,9,"An item to be held by Clamperl.
This fang gleams a sharp silver and
raises the holder’s Sp. Atk stat."
203,15,11,"パールルに　持たせると
特攻が　あがる　キバ。
鋭く　銀色に　光る。"
203,17,1,"パールルに　もたせると
とくこうが　あがる　キバ。
するどく　ぎんいろに　ひかる。"
203,17,3,"진주몽에게 지니게 하면
특수공격이 올라가는 이빨.
날카로운 은색으로 빛난다."
203,17,4,"讓珍珠貝攜帶後，
特攻就會提高的牙齒。
散發著銳利的銀色光芒。"
203,17,5,"Objet à faire tenir à Coquiperl.
Une dent de couleur argent qui augmente
son Attaque Spéciale."
203,17,6,"Ein Item, das von Perlu getragen werden kann.
Es schimmert silbern und hebt den Spezial-Angriff."
203,17,7,"Tiene el brillo afilado de la plata y debe llevarlo
Clamperl. Sube el Ataque Especial."
203,17,8,"Strumento da dare a Clamperl.
Dente dai bagliori argentei che aumenta
l’Attacco Speciale."
203,17,9,"An item to be held by Clamperl. This fang gleams a
sharp silver and raises the holder’s Sp. Atk stat."
203,17,11,"パールルに　持たせると
特攻が　あがる　キバ。
鋭く　銀色に　光る。"
203,17,12,"让珍珠贝携带后，
特攻就会提高的牙齿。
散发着闪亮的银光。"
203,18,1,"パールルに　もたせると
とくこうが　あがる　キバ。
するどく　ぎんいろに　ひかる。"
203,18,3,"진주몽에게 지니게 하면
특수공격이 올라가는 이빨.
날카로운 은색으로 빛난다."
203,18,4,"讓珍珠貝攜帶後，
特攻就會提高的牙齒。
散發著銳利的銀色光芒。"
203,18,5,"Objet à faire tenir à Coquiperl.
Une dent de couleur argent qui augmente
son Attaque Spéciale."
203,18,6,"Ein Item, das von Perlu getragen werden kann.
Es schimmert silbern und hebt den Spezial-Angriff."
203,18,7,"Tiene el brillo afilado de la plata y debe llevarlo
Clamperl. Sube el Ataque Especial."
203,18,8,"Strumento da dare a Clamperl.
Dente dai bagliori argentei che aumenta
l’Attacco Speciale."
203,18,9,"An item to be held by Clamperl. This fang gleams a
sharp silver and raises the holder’s Sp. Atk stat."
203,18,11,"パールルに　持たせると
特攻が　あがる　キバ。
鋭く　銀色に　光る。"
203,18,12,"让珍珠贝携带后，
特攻就会提高的牙齿。
散发着闪亮的银光。"
204,5,9,"A hold item that
raises the SP. DEF
of CLAMPERL."
204,6,9,"A hold item that
raises the SP. DEF
of CLAMPERL."
204,7,9,"An item to be held by a POKéMON.
A scale that shines a faint pink.
It raises the SP. DEF stat."
204,8,9,"An item to be held by CLAMPERL.
A scale that shines a faint pink, it
raises the Sp. Def stat."
204,9,9,"An item to be held by CLAMPERL.
A scale that shines a faint pink, it
raises the Sp. Def stat."
204,10,9,"An item to be held by CLAMPERL.
A scale that shines a faint pink, it
raises the Sp. Def stat."
204,11,5,"Objet à faire tenir à Coquiperl.
Écaille de couleur rose montant
sa Défense Spéciale."
204,11,9,"An item to be held by Clamperl.
A scale that shines a faint pink, it
raises the Sp. Def stat."
204,14,9,"An item to be held by Clamperl.
A scale that shines a faint pink, it
raises the Sp. Def stat."
204,15,1,"パールルに　もたせると
とくぼうが　あがる　ウロコ。
うすい　ピンクいろに　ひかる。"
204,15,3,"진주몽에게 지니게 하면
특수방어가 올라가는 비늘.
연한 분홍색으로 빛난다."
204,15,5,"Objet à faire tenir à Coquiperl.
Une écaille de couleur rose qui augmente
sa Défense Spéciale."
204,15,6,"Ein Item, das von Perlu getragen werden kann.
Es schimmert pink und hebt die
Spezial-Verteidigung."
204,15,7,"Pico largo y afilado que aumenta la potencia de
los movimientos de tipo Volador. Debe llevarlo un
Pokémon."
204,15,8,"Strumento da dare a Clamperl.
Squama dai bagliori rosei che aumenta
la Difesa Speciale."
204,15,9,"An item to be held by Clamperl.
This scale shines with a faint pink and
raises the holder’s Sp. Def stat."
204,15,11,"パールルに　持たせると
特防が　あがる　ウロコ。
うすい　ピンク色に　光る。"
204,17,1,"パールルに　もたせると
とくぼうが　あがる　ウロコ。
うすい　ピンクいろに　ひかる。"
204,17,3,"진주몽에게 지니게 하면
특수방어가 올라가는 비늘.
연한 분홍색으로 빛난다."
204,17,4,"讓珍珠貝攜帶後，
特防就會提高的鱗片。
散發著淡淡的粉紅色光芒。"
204,17,5,"Objet à faire tenir à Coquiperl.
Une écaille de couleur rose qui augmente
sa Défense Spéciale."
204,17,6,"Ein Item, das von Perlu getragen werden kann.
Es schimmert pink und hebt die
Spezial-Verteidigung."
204,17,7,"Tiene un débil brillo rosado y debe llevarla
Clamperl. Sube la Defensa Especial."
204,17,8,"Strumento da dare a Clamperl.
Squama dai bagliori rosei che aumenta
la Difesa Speciale."
204,17,9,"An item to be held by Clamperl. This scale shines
with a faint pink and raises the holder’s
Sp. Def stat."
204,17,11,"パールルに　持たせると
特防が　あがる　ウロコ。
うすい　ピンク色に　光る。"
204,17,12,"让珍珠贝携带后，
特防就会提高的鳞片。
散发着淡淡的粉红色光芒。"
204,18,1,"パールルに　もたせると
とくぼうが　あがる　ウロコ。
うすい　ピンクいろに　ひかる。"
204,18,3,"진주몽에게 지니게 하면
특수방어가 올라가는 비늘.
연한 분홍색으로 빛난다."
204,18,4,"讓珍珠貝攜帶後，
特防就會提高的鱗片。
散發著淡淡的粉紅色光芒。"
204,18,5,"Objet à faire tenir à Coquiperl.
Une écaille de couleur rose qui augmente
sa Défense Spéciale."
204,18,6,"Ein Item, das von Perlu getragen werden kann.
Es schimmert pink und hebt die
Spezial-Verteidigung."
204,18,7,"Tiene un débil brillo rosado y debe llevarla
Clamperl. Sube la Defensa Especial."
204,18,8,"Strumento da dare a Clamperl.
Squama dai bagliori rosei che aumenta
la Difesa Speciale."
204,18,9,"An item to be held by Clamperl. This scale shines
with a faint pink and raises the holder’s
Sp. Def stat."
204,18,11,"パールルに　持たせると
特防が　あがる　ウロコ。
うすい　ピンク色に　光る。"
204,18,12,"让珍珠贝携带后，
特防就会提高的鳞片。
散发着淡淡的粉红色光芒。"
205,5,9,"A hold item that
can be used to flee
from a wild POKéMON."
205,6,9,"A hold item that
assures fleeing
from wild POKéMON."
205,7,9,"An item to be held by a POKéMON.
The holding POKéMON can flee from
any wild POKéMON for sure."
205,8,9,"An item to be held by a Pokémon.
It enables the holder to flee from any
wild Pokémon without fail."
205,9,9,"An item to be held by a Pokémon.
It enables the holder to flee from any
wild Pokémon without fail."
205,10,9,"An item to be held by a Pokémon.
It enables the holder to flee from any
wild Pokémon without fail."
205,11,5,"Objet à tenir. Permet au porteur de
s’enfuir à coup sûr face à un Pokémon
sauvage."
205,11,9,"An item to be held by a Pokémon.
It enables the holder to flee from any
wild Pokémon without fail."
205,14,9,"An item to be held by a Pokémon.
It enables the holder to flee from any
wild Pokémon without fail."
205,15,1,"もたせた　ポケモンは　やせいの
ポケモンとの　せんとうから
ぜったいに　にげられる。"
205,15,3,"지니게 한 포켓몬은
야생 포켓몬과의 배틀에서
반드시 도망칠 수 있다."
205,15,5,"Objet à tenir. Permet au porteur de s’enfuir à
coup sûr face à un Pokémon sauvage."
205,15,6,"Ein Pokémon kann dieses Item tragen.
Es ermöglicht die garantierte Flucht aus
dem Kampf mit einem wilden Pokémon."
205,15,7,"Flecha venenosa que refuerza los movimientos de
tipo Veneno. Debe llevarla un Pokémon."
205,15,8,"Strumento da dare a un Pokémon.
Permette di fuggire con successo da un
Pokémon selvatico."
205,15,9,"An item to be held by a Pokémon.
It enables the holder to flee from any
wild Pokémon encounter without fail."
205,15,11,"持たせた　ポケモンは　野生の
ポケモンとの　戦闘から
絶対に　逃げられる。"
205,17,1,"もたせた　ポケモンは　やせいの
ポケモンとの　せんとうから
ぜったいに　にげられる。"
205,17,3,"지니게 한 포켓몬은
야생 포켓몬과의 배틀에서
반드시 도망칠 수 있다."
205,17,4,"攜帶它的寶可夢在和
野生寶可夢的戰鬥中
絕對可以逃走。"
205,17,5,"Objet à tenir. Permet au porteur de s’enfuir
à coup sûr face à un Pokémon sauvage."
205,17,6,"Ein Pokémon kann dieses Item tragen. Es ermöglicht
die garantierte Flucht aus dem Kampf mit einem
wilden Pokémon."
205,17,7,"Debe llevarla un Pokémon. Permite huir siempre
de combates contra Pokémon salvajes."
205,17,8,"Strumento da dare a un Pokémon.
Permette di fuggire con successo da un
Pokémon selvatico."
205,17,9,"An item to be held by a Pokémon. It enables the
holder to flee from any wild Pokémon encounter
without fail."
205,17,11,"持たせた　ポケモンは　野生の
ポケモンとの　戦闘から
絶対に　逃げられる。"
205,17,12,"携带它的宝可梦在和
野生宝可梦的战斗中
绝对可以逃走。"
205,18,1,"もたせた　ポケモンは　やせいの
ポケモンとの　せんとうから
ぜったいに　にげられる。"
205,18,3,"지니게 한 포켓몬은
야생 포켓몬과의 배틀에서
반드시 도망칠 수 있다."
205,18,4,"攜帶它的寶可夢在和
野生寶可夢的戰鬥中
絕對可以逃走。"
205,18,5,"Objet à tenir. Permet au porteur de s’enfuir
à coup sûr face à un Pokémon sauvage."
205,18,6,"Ein Pokémon kann dieses Item tragen. Es ermöglicht
die garantierte Flucht aus dem Kampf mit einem
wilden Pokémon."
205,18,7,"Debe llevarla un Pokémon. Permite huir siempre
de combates contra Pokémon salvajes."
205,18,8,"Strumento da dare a un Pokémon.
Permette di fuggire con successo da un
Pokémon selvatico."
205,18,9,"An item to be held by a Pokémon. It enables the
holder to flee from any wild Pokémon encounter
without fail."
205,18,11,"持たせた　ポケモンは　野生の
ポケモンとの　戦闘から
絶対に　逃げられる。"
205,18,12,"携带它的宝可梦在和
野生宝可梦的战斗中
绝对可以逃走。"
206,5,9,"A wondrous stone
& a hold item that
prevents evolution."
206,6,9,"A wondrous hold
item that prevents
evolution."
206,7,9,"An item to be held by a POKéMON.
The holding POKéMON is prevented
from evolving."
206,8,9,"An item to be held by a Pokémon.
The Pokémon holding this peculiar stone
is prevented from evolving."
206,9,9,"An item to be held by a Pokémon.
The Pokémon holding this peculiar stone
is prevented from evolving."
206,10,9,"An item to be held by a Pokémon.
The Pokémon holding this peculiar stone
is prevented from evolving."
206,11,5,"Objet à tenir. Pierre merveilleuse
empêchant l’évolution."
206,11,9,"An item to be held by a Pokémon.
The Pokémon holding this peculiar stone
is prevented from evolving."
206,14,9,"An item to be held by a Pokémon.
The Pokémon holding this peculiar stone
is prevented from evolving."
206,15,1,"ポケモンに　もたせると
そのあいだ　しんか　しなくなる
ふしぎな　いし。"
206,15,3,"포켓몬에게 지니게 하면
지닌 동안에는 진화하지 않게 되는
이상한 돌."
206,15,5,"Objet à tenir. Une pierre merveilleuse empêchant
l’évolution."
206,15,6,"Ein Item, das einem Pokémon zum Tragen
gegeben werden kann. Es bewirkt einen
Entwicklungsstopp."
206,15,7,"Fragmento de hielo que repele el calor y fortalece
los movimientos de tipo Hielo. Debe llevarlo un
Pokémon."
206,15,8,"Strumento da dare a un Pokémon.
Chi ha questa pietra particolare evita l’evoluzione."
206,15,9,"An item to be held by a Pokémon.
A Pokémon holding this peculiar
stone is prevented from evolving."
206,15,11,"ポケモンに　持たせると
そのあいだ　進化しなくなる
不思議な　石。"
206,17,1,"ポケモンに　もたせると
そのあいだ　しんか　しなくなる
ふしぎな　いし。"
206,17,3,"포켓몬에게 지니게 하면
지닌 동안에는 진화하지 않게 되는
이상한 돌."
206,17,4,"攜帶後，寶可夢在此期間
不會進化的神奇石頭。"
206,17,5,"Objet à tenir. Une pierre merveilleuse empêchant
l’évolution."
206,17,6,"Ein Item, das einem Pokémon zum Tragen gegeben
werden kann. Es bewirkt einen Entwicklungsstopp."
206,17,7,"El Pokémon que lleva esta piedra mágica no
evoluciona."
206,17,8,"Strumento da dare a un Pokémon.
Chi ha questa pietra particolare evita l’evoluzione."
206,17,9,"An item to be held by a Pokémon. A Pokémon
holding this peculiar stone is prevented
from evolving."
206,17,11,"ポケモンに　持たせると
そのあいだ　進化しなくなる
不思議な　石。"
206,17,12,"携带后，宝可梦在此期间
不会进化的神奇石头。"
206,18,1,"ポケモンに　もたせると
そのあいだ　しんか　しなくなる
ふしぎな　いし。"
206,18,3,"포켓몬에게 지니게 하면
지닌 동안에는 진화하지 않게 되는
이상한 돌."
206,18,4,"攜帶後，寶可夢在此期間
不會進化的神奇石頭。"
206,18,5,"Objet à tenir. Une pierre merveilleuse empêchant
l’évolution."
206,18,6,"Ein Item, das einem Pokémon zum Tragen gegeben
werden kann. Es bewirkt einen Entwicklungsstopp."
206,18,7,"El Pokémon que lleva esta piedra mágica no
evoluciona."
206,18,8,"Strumento da dare a un Pokémon.
Chi ha questa pietra particolare evita l’evoluzione."
206,18,9,"An item to be held by a Pokémon. A Pokémon
holding this peculiar stone is prevented
from evolving."
206,18,11,"ポケモンに　持たせると
そのあいだ　進化しなくなる
不思議な　石。"
206,18,12,"携带后，宝可梦在此期间
不会进化的神奇石头。"
207,5,9,"A hold item that
occasionally
prevents fainting."
207,6,9,"A hold item that
occasionally
prevents fainting."
207,7,9,"An item to be held by a POKéMON.
The holding POKéMON may endure an
attack, leaving just 1 HP."
207,8,9,"An item to be held by a Pokémon.
The holder may endure a potential KO
attack, leaving it with just 1 HP."
207,9,9,"An item to be held by a Pokémon.
The holder may endure a potential KO
attack, leaving it with just 1 HP."
207,10,9,"An item to be held by a Pokémon.
The holder may endure a potential KO
attack, leaving it with just 1 HP."
207,11,5,"Objet à tenir pouvant parfois empêcher
d’être mis K.O., ne laissant qu’un PV."
207,11,9,"An item to be held by a Pokémon.
The holder may endure a potential KO
attack, leaving it with just 1 HP."
207,14,9,"An item to be held by a Pokémon.
The holder may endure a potential KO
attack, leaving it with just 1 HP."
207,15,1,"もたせると　ひんしに　なりそうな
わざを　うけても　ＨＰを　１だけ
のこして　たえることが　ある。"
207,15,3,"지니게 하면
기절할 듯한 기술을 받아도
HP를 1 남겨서 견디기도 한다."
207,15,5,"Objet à tenir pouvant parfois empêcher d’être
mis K.O., ne laissant qu’un seul PV."
207,15,6,"Ein Item, das die Kampfunfähigkeit verhindern
kann, da dem Träger 1 KP bleibt."
207,15,7,"Misterioso y siniestro objeto que potencia los
movimientos de tipo Fantasma. Debe llevarlo un
Pokémon."
