id,evolved_species_id,evolution_trigger_id,version_group_id,is_default,trigger_item_id,minimum_level,gender_id,location_id,held_item_id,time_of_day,known_move_id,known_move_type_id,minimum_happiness,minimum_beauty,minimum_affection,relative_physical_stats,party_species_id,party_type_id,trade_species_id,needs_overworld_rain,turn_upside_down,needs_multiplayer,near_special_rock,region_id,base_form_id,evolved_form_id,used_move_id,minimum_move_count,minimum_steps,minimum_damage_taken
332,687,1,15,1,,30,,,,,,,,,,,,,,0,1,0,0,,,,,,,
333,655,1,15,1,,36,,,,,,,,,,,,,,0,0,0,0,,,,,,,
334,651,1,15,1,,16,,,,,,,,,,,,,,0,0,0,0,,,,,,,
335,693,1,15,1,,37,,,,,,,,,,,,,,0,0,0,0,,,,,,,
336,652,1,15,1,,36,,,,,,,,,,,,,,0,0,0,0,,,,,,,
337,657,1,15,1,,16,,,,,,,,,,,,,,0,0,0,0,,,,,,,
338,658,1,15,1,,36,,,,,,,,,,,,,,0,0,0,0,,,,,,,
339,680,1,15,1,,35,,,,,,,,,,,,,,0,0,0,0,,,,,,,
340,705,1,15,1,,40,,,,,,,,,,,,,,0,0,0,0,,,,,,,
341,666,1,15,1,,12,,,,,,,,,,,,,,0,0,0,0,,,,,,,
342,665,1,15,1,,9,,,,,,,,,,,,,,0,0,0,0,,,,,,,
343,689,1,15,1,,39,,,,,,,,,,,,,,0,0,0,0,,,,,,,
344,711,2,15,1,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,
345,660,1,15,1,,20,,,,,,,,,,,,,,0,0,0,0,,,,,,,
346,670,1,15,1,,19,,,,,,,,,,,,,,0,0,0,0,,,,,,,
347,671,3,15,1,107,,,,,,,,,,,,,,,0,0,0,0,,,,,,,
348,681,3,15,1,108,,,,,,,,,,,,,,,0,0,0,0,,,,,,,
349,675,1,15,1,,32,,,,,,,,,,,,17,,0,0,0,0,,,,,,,
350,685,2,15,1,,,,,686,,,,,,,,,,,0,0,0,0,,,,,,,
351,691,1,15,1,,48,,,,,,,,,,,,,,0,0,0,0,,,,,,,
352,697,1,15,1,,39,,,,day,,,,,,,,,,0,0,0,0,,,,,,,
353,699,1,15,1,,39,,,,night,,,,,,,,,,0,0,0,0,,,,,,,
354,713,1,15,1,,37,,,,,,,,,,,,,,0,0,0,0,,,,,,,
355,695,3,15,1,80,,,,,,,,,,,,,,,0,0,0,0,,,,,,,
356,668,1,15,1,,35,,,,,,,,,,,,,,0,0,0,0,,,,,,,
357,673,1,15,1,,32,,,,,,,,,,,,,,0,0,0,0,,,,,,,
358,706,1,15,1,,50,,,,,,,,,,,,,,1,0,0,0,,,,,,,
359,715,1,15,1,,48,,,,,,,,,,,,,,0,0,0,0,,,,,,,
360,678,1,15,1,,25,,,,,,,,,,,,,,0,0,0,0,,,,,,,
361,700,1,15,1,,,,,,,,18,,,2,,,,,0,0,0,0,,,,,,,
362,462,1,15,0,,,,629,,,,,,,,,,,,0,0,0,0,,,,,,,
363,470,1,15,0,,,,650,,,,,,,,,,,,0,0,0,1,,,,,,,
364,471,1,15,0,,,,640,,,,,,,,,,,,0,0,0,1,,,,,,,
365,476,1,15,0,,,,629,,,,,,,,,,,,0,0,0,0,,,,,,,
366,462,1,17,0,,,,771,,,,,,,,,,,,0,0,0,0,,,,,,,
367,105,1,17,1,,28,,,,night,,,,,,,,,,0,0,0,0,7,,10115,,,,
368,462,1,17,0,,,,789,,,,,,,,,,,,0,0,0,0,,,,,,,
369,476,1,17,0,,,,771,,,,,,,,,,,,0,0,0,0,,,,,,,
370,476,1,17,0,,,,789,,,,,,,,,,,,0,0,0,0,,,,,,,
371,738,1,17,0,,,,789,,,,,,,,,,,,0,0,0,0,,,,,,,
373,723,1,17,1,,17,,,,,,,,,,,,,,0,0,0,0,,,,,,,
374,724,1,17,1,,34,,,,,,,,,,,,,,0,0,0,0,,,,,,,
375,726,1,17,1,,17,,,,,,,,,,,,,,0,0,0,0,,,,,,,
376,727,1,17,1,,34,,,,,,,,,,,,,,0,0,0,0,,,,,,,
377,729,1,17,1,,17,,,,,,,,,,,,,,0,0,0,0,,,,,,,
378,730,1,17,1,,34,,,,,,,,,,,,,,0,0,0,0,,,,,,,
379,732,1,17,1,,14,,,,,,,,,,,,,,0,0,0,0,,,,,,,
380,733,1,17,1,,28,,,,,,,,,,,,,,0,0,0,0,,,,,,,
381,735,1,17,1,,20,,,,day,,,,,,,,,,0,0,0,0,,,,,,,
382,737,1,17,1,,20,,,,,,,,,,,,,,0,0,0,0,,,,,,,
383,738,1,17,0,,,,771,,,,,,,,,,,,0,0,0,0,,,,,,,
384,740,1,17,0,,,,775,,,,,,,,,,,,0,0,0,0,,,,,,,
385,743,1,17,1,,25,,,,,,,,,,,,,,0,0,0,0,,,,,,,
386,745,1,17,1,,25,,,,day,,,,,,,,,,0,0,0,0,,,,,,,
387,745,1,17,1,,25,,,,night,,,,,,,,,,0,0,0,0,,,,,,,
388,748,1,17,1,,38,,,,,,,,,,,,,,0,0,0,0,,,,,,,
389,750,1,17,1,,30,,,,,,,,,,,,,,0,0,0,0,,,,,,,
390,752,1,17,1,,22,,,,,,,,,,,,,,0,0,0,0,,,,,,,
391,754,1,17,1,,34,,,,day,,,,,,,,,,0,0,0,0,,,,,,,
392,756,1,17,1,,24,,,,,,,,,,,,,,0,0,0,0,,,,,,,
393,758,1,17,1,,33,1,,,,,,,,,,,,,0,0,0,0,,,,,,,
394,760,1,17,1,,27,,,,,,,,,,,,,,0,0,0,0,,,,,,,
395,762,1,17,1,,18,,,,,,,,,,,,,,0,0,0,0,,,,,,,
396,763,1,17,1,,,,,,,23,,,,,,,,,0,0,0,0,,,,,,,
397,768,1,17,1,,30,,,,,,,,,,,,,,0,0,0,0,,,,,,,
398,770,1,17,1,,42,,,,,,,,,,,,,,0,0,0,0,,,,,,,
399,773,1,17,1,,,,,,,,,160,,,,,,,0,0,0,0,,,,,,,
400,783,1,17,1,,35,,,,,,,,,,,,,,0,0,0,0,,,,,,,
401,784,1,17,1,,45,,,,,,,,,,,,,,0,0,0,0,,,,,,,
402,790,1,17,1,,43,,,,,,,,,,,,,,0,0,0,0,,,,,,,
403,791,1,17,1,,53,,,,,,,,,,,,,,0,0,0,0,,,,,,,
404,792,1,17,1,,53,,,,,,,,,,,,,,0,0,0,0,,,,,,,
405,804,1,18,1,,,,,,,406,,,,,,,,,0,0,0,0,,,,,,,
406,462,3,20,1,83,,,,,,,,,,,,,,,0,0,0,0,,,,,,,
407,470,3,20,1,85,,,,,,,,,,,,,,,0,0,0,0,,,,,,,
408,471,3,20,1,885,,,,,,,,,,,,,,,0,0,0,0,,,,,,,
409,700,1,20,1,,,,,,,,18,160,,,,,,,0,0,0,0,,,,,,,
410,738,3,20,1,83,,,,,,,,,,,,,,,0,0,0,0,,,,,,,
411,811,1,20,1,,16,,,,,,,,,,,,,,0,0,0,0,,,,,,,
412,812,1,20,1,,35,,,,,,,,,,,,,,0,0,0,0,,,,,,,
413,814,1,20,1,,16,,,,,,,,,,,,,,0,0,0,0,,,,,,,
414,815,1,20,1,,35,,,,,,,,,,,,,,0,0,0,0,,,,,,,
415,817,1,20,1,,16,,,,,,,,,,,,,,0,0,0,0,,,,,,,
416,818,1,20,1,,35,,,,,,,,,,,,,,0,0,0,0,,,,,,,
417,820,1,20,1,,24,,,,,,,,,,,,,,0,0,0,0,,,,,,,
418,822,1,20,1,,18,,,,,,,,,,,,,,0,0,0,0,,,,,,,
419,823,1,20,1,,38,,,,,,,,,,,,,,0,0,0,0,,,,,,,
420,825,1,20,1,,10,,,,,,,,,,,,,,0,0,0,0,,,,,,,
421,826,1,20,1,,30,,,,,,,,,,,,,,0,0,0,0,,,,,,,
422,828,1,20,1,,18,,,,,,,,,,,,,,0,0,0,0,,,,,,,
423,830,1,20,1,,20,,,,,,,,,,,,,,0,0,0,0,,,,,,,
424,832,1,20,1,,24,,,,,,,,,,,,,,0,0,0,0,,,,,,,
425,834,1,20,1,,22,,,,,,,,,,,,,,0,0,0,0,,,,,,,
426,836,1,20,1,,25,,,,,,,,,,,,,,0,0,0,0,,,,,,,
427,838,1,20,1,,18,,,,,,,,,,,,,,0,0,0,0,,,,,,,
428,839,1,20,1,,34,,,,,,,,,,,,,,0,0,0,0,,,,,,,
429,841,3,20,1,1175,,,,,,,,,,,,,,,0,0,0,0,,,,,,,
430,842,3,20,1,1174,,,,,,,,,,,,,,,0,0,0,0,,,,,,,
431,844,1,20,1,,36,,,,,,,,,,,,,,0,0,0,0,,,,,,,
432,847,1,20,1,,26,,,,,,,,,,,,,,0,0,0,0,,,,,,,
433,849,1,20,1,,30,,,,,,,,,,,,,,0,0,0,0,,,,,,,
434,851,1,20,1,,28,,,,,,,,,,,,,,0,0,0,0,,,,,,,
435,853,1,20,1,,,,,,,269,,,,,,,,,0,0,0,0,,,,,,,
436,855,3,20,1,1311,,,,,,,,,,,,,,,0,0,0,0,,,,,,,
437,857,1,20,1,,32,,,,,,,,,,,,,,0,0,0,0,,,,,,,
438,858,1,20,1,,42,,,,,,,,,,,,,,0,0,0,0,,,,,,,
439,860,1,20,1,,32,,,,,,,,,,,,,,0,0,0,0,,,,,,,
440,861,1,20,1,,42,,,,,,,,,,,,,,0,0,0,0,,,,,,,
441,869,5,20,1,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,
442,873,1,20,1,,,,,,night,,,160,,,,,,,0,0,0,0,,,,,,,
443,879,1,20,1,,34,,,,,,,,,,,,,,0,0,0,0,,,,,,,
444,886,1,20,1,,50,,,,,,,,,,,,,,0,0,0,0,,,,,,,
445,887,1,20,1,,60,,,,,,,,,,,,,,0,0,0,0,,,,,,,
446,892,6,21,0,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,
447,892,7,21,0,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,
448,28,3,21,1,885,,,,,,,,,,,,,,,0,0,0,0,,10101,10102,,,,
449,38,3,21,1,885,,,,,,,,,,,,,,,0,0,0,0,,10103,10104,,,,
450,53,1,17,1,,,,,,,,,160,,,,,,,0,0,0,0,,10107,10108,,,,
451,863,1,20,1,,28,,,,,,,,,,,,,,0,0,0,0,,10161,,,,,
452,80,3,21,1,1633,,,,,,,,,,,,,,,0,0,0,0,,10164,10165,,,,
453,199,3,21,1,1643,,,,,,,,,,,,,,,0,0,0,0,,10164,10172,,,,
454,865,8,20,1,,,,,,,,,,,,,,,,0,0,0,0,,10166,,,,,
455,866,1,20,1,,42,,,,,,,,,,,,,,0,0,0,0,,10168,,,,,
456,864,1,20,1,,38,,,,,,,,,,,,,,0,0,0,0,,10173,,,,,
457,862,1,20,1,,35,,,,night,,,,,,,,,,0,0,0,0,,10175,,,,,
458,555,3,20,1,885,,,,,,,,,,,,,,,0,0,0,0,,10176,10177,,,,
459,867,9,20,1,,,,,,,,,,,,,,,,0,0,0,0,,10179,,,,,49
460,745,1,17,1,,25,,,,dusk,,,,,,,,,,0,0,0,0,,,,,,,
461,20,1,17,1,,20,,,,night,,,,,,,,,,0,0,0,0,,10091,10092,,,,
462,899,11,24,1,,,,,,,,,,,,,,,,0,0,0,0,,,,828,20,,
463,900,3,24,1,2230,,,,,,,,,,,,,,,0,0,0,0,,,,,,,
464,901,3,24,1,2231,,,,,full-moon,,,,,,,,,,0,0,0,0,,,,,,,
465,902,13,24,1,,,,,,,,,,,,,,,,0,0,0,0,,10247,,,,,294
466,903,1,24,1,,,,,303,day,,,,,,,,,,0,0,0,0,,10235,,,,,
467,904,12,24,0,,,,,,,,,,,,,,,,0,0,0,0,,10234,,839,20,,
468,907,1,25,1,,16,,,,,,,,,,,,,,0,0,0,0,,,,,,,
469,908,1,25,1,,36,,,,,,,,,,,,,,0,0,0,0,,,,,,,
470,910,1,25,1,,16,,,,,,,,,,,,,,0,0,0,0,,,,,,,
471,911,1,25,1,,36,,,,,,,,,,,,,,0,0,0,0,,,,,,,
472,913,1,25,1,,16,,,,,,,,,,,,,,0,0,0,0,,,,,,,
473,914,1,25,1,,36,,,,,,,,,,,,,,0,0,0,0,,,,,,,
474,916,1,25,1,,18,,,,,,,,,,,,,,0,0,0,0,,,,,,,
475,918,1,25,1,,15,,,,,,,,,,,,,,0,0,0,0,,,,,,,
476,920,1,25,1,,24,,,,,,,,,,,,,,0,0,0,0,,,,,,,
477,922,1,25,1,,18,,,,,,,,,,,,,,0,0,0,0,,,,,,,
478,923,1,25,1,,,,,,,,,,,,,,,,0,0,0,0,,,,,,1000,
479,925,10,25,1,,25,,,,,,,,,,,,,,0,0,0,0,,,,,,,
480,927,1,25,1,,26,,,,,,,,,,,,,,0,0,0,0,,,,,,,
481,929,1,25,1,,25,,,,,,,,,,,,,,0,0,0,0,,,,,,,
482,930,1,25,1,,35,,,,,,,,,,,,,,0,0,0,0,,,,,,,
483,933,1,25,1,,24,,,,,,,,,,,,,,0,0,0,0,,,,,,,
484,934,1,25,1,,38,,,,,,,,,,,,,,0,0,0,0,,,,,,,
485,936,3,25,1,2045,,,,,,,,,,,,,,,0,0,0,0,,,,,,,
486,937,3,25,1,1677,,,,,,,,,,,,,,,0,0,0,0,,,,,,,
487,939,3,25,1,83,,,,,,,,,,,,,,,0,0,0,0,,,,,,,
488,941,1,25,1,,25,,,,,,,,,,,,,,0,0,0,0,,,,,,,
489,943,1,25,1,,30,,,,,,,,,,,,,,0,0,0,0,,,,,,,
490,945,1,25,1,,28,,,,,,,,,,,,,,0,0,0,0,,,,,,,
491,947,1,25,1,,,,,,,,,,,,,,,,0,0,0,0,,,,,,1000,
492,949,1,25,1,,30,,,,,,,,,,,,,,0,0,0,0,,,,,,,
493,952,3,25,1,82,,,,,,,,,,,,,,,0,0,0,0,,,,,,,
494,954,1,25,1,,,,,,,,,,,,,,,,0,0,0,0,,,,,,1000,
495,956,1,25,1,,35,,,,,,,,,,,,,,0,0,0,0,,,,,,,
496,958,1,25,1,,24,,,,,,,,,,,,,,0,0,0,0,,,,,,,
497,959,1,25,1,,38,,,,,,,,,,,,,,0,0,0,0,,,,,,,
498,961,1,25,1,,26,,,,,,,,,,,,,,0,0,0,0,,,,,,,
499,964,1,25,1,,38,,,,,,,,,,,,,,0,0,1,0,,,,,,,
500,966,1,25,1,,40,,,,,,,,,,,,,,0,0,0,0,,,,,,,
501,970,1,25,1,,35,,,,,,,,,,,,,,0,0,0,0,,,,,,,
502,972,1,25,1,,30,,,,night,,,,,,,,,,0,0,0,0,,,,,,,
503,975,3,25,1,885,,,,,,,,,,,,,,,0,0,0,0,,,,,,,
504,979,14,25,1,,,,,,,,,,,,,,,,0,0,0,0,,,,889,20,,
505,980,1,25,1,,20,,,,,,,,,,,,,,0,0,0,0,,10253,,,,,
506,981,1,25,1,,,,,,,888,,,,,,,,,0,0,0,0,,,,,,,
507,982,1,25,1,,,,,,,887,,,,,,,,,0,0,0,0,,,,,,,
508,983,15,25,1,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,
509,997,1,25,1,,35,,,,,,,,,,,,,,0,0,0,0,,,,,,,
510,998,1,25,1,,54,,,,,,,,,,,,,,0,0,0,0,,,,,,,
511,1000,16,25,1,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,
512,740,3,25,1,885,,,,,,,,,,,,,,,0,0,0,0,,,,,,,
514,476,3,25,1,83,,,,,,,,,,,,,,,0,0,0,0,,,,,,,
515,904,1,25,1,,,,,,,839,,,,,,,,,0,0,0,0,,10234,,,,,
516,904,14,30,0,,,,,,,,,,,,,,,,0,0,0,0,,10234,,839,20,,
517,26,3,17,1,83,,,,,,,,,,,,,,,0,0,0,0,7,,10100,,,,
518,51,1,17,1,,26,,,,,,,,,,,,,,0,0,0,0,,10105,10106,,,,
519,75,1,17,1,,25,,,,,,,,,,,,,,0,0,0,0,,10109,10110,,,,
520,76,2,17,1,,,,,,,,,,,,,,,,0,0,0,0,,10110,10111,,,,
521,89,1,17,1,,38,,,,,,,,,,,,,,0,0,0,0,,10112,10113,,,,
522,103,3,17,1,85,,,,,,,,,,,,,,,0,0,0,0,7,,10114,,,,
523,59,3,24,1,82,,,,,,,,,,,,,,,0,0,0,0,,10229,10230,,,,
524,101,3,24,1,85,,,,,,,,,,,,,,,0,0,0,0,,10231,10232,,,,
525,156,1,24,0,,17,,,,,,,,,,,,,,0,0,0,0,9,,,,,,
526,157,1,24,1,,36,,,,,,,,,,,,,,0,0,0,0,9,,10233,,,,
527,503,1,24,1,,36,,,,,,,,,,,,,,0,0,0,0,9,,10236,,,,
528,549,3,24,1,80,,,,,,,,,,,,,,,0,0,0,0,9,,10237,,,,
529,571,1,24,1,,30,,,,,,,,,,,,,,0,0,0,0,,10238,10239,,,,
530,628,1,24,1,,54,,,,,,,,,,,,,,0,0,0,0,9,,10240,,,,
531,705,1,24,1,,40,,,,,,,,,,,,,,0,0,0,0,9,,10241,,,,
532,706,1,24,1,,50,,,,,,,,,,,,,,1,0,0,0,,10241,10242,,,,
533,713,1,24,1,,37,,,,,,,,,,,,,,0,0,0,0,9,,10243,,,,
534,724,1,24,1,,36,,,,,,,,,,,,,,0,0,0,0,9,,10244,,,,
535,78,1,20,1,,40,,,,,,,,,,,,,,0,0,0,0,,10162,10163,,,,
536,110,1,20,1,,35,,,,,,,,,,,,,,0,0,0,0,8,,10167,,,,
537,122,1,20,1,,,,,,,102,,,,,,,,,0,0,0,0,8,,10168,,,,
538,264,1,20,1,,20,,,,,,,,,,,,,,0,0,0,0,,10174,10175,,,,
539,892,3,25,1,1675,,,,,,,,,,,,,,,0,0,0,0,,,,,,,
540,892,3,25,1,1676,,,,,,,,,,,,,,,0,0,0,0,,,,,,,
541,1011,3,26,1,2109,,,,,,,,,,,,,,,0,0,0,0,,,,,,,
542,1018,3,27,1,2232,,,,,,,,,,,,,,,0,0,0,0,,,,,,,
543,1019,1,27,1,,,,,,,913,,,,,,,,,0,0,0,0,,,,,,,
544,1013,3,26,1,2110,,,,,,,,,,,,,,,0,0,0,0,,,,,,,
545,1013,3,26,1,2111,,,,,,,,,,,,,,,0,0,0,0,,,,,,,
546,462,1,16,0,,,,446,,,,,,,,,,,,0,0,0,0,,,,,,,
547,476,1,16,0,,,,446,,,,,,,,,,,,0,0,0,0,,,,,,,
548,470,1,16,0,,,,438,,,,,,,,,,,,0,0,0,1,,,,,,,
549,471,1,16,0,,,,445,,,,,,,,,,,,0,0,0,1,,,,,,,
550,470,1,17,0,,,,750,,,,,,,,,,,,0,0,0,1,,,,,,,
551,471,1,17,0,,,,775,,,,,,,,,,,,0,0,0,1,,,,,,,
