pokemon_id,version_group_id,move_id,pokemon_move_method_id,level,order,mastery
150,18,351,3,0,,
150,18,352,3,0,,
150,18,356,3,0,,
150,18,401,3,0,,
150,18,409,3,0,,
150,18,428,3,0,,
150,18,472,3,0,,
150,18,477,3,0,,
150,18,478,3,0,,
150,18,492,3,0,,
150,18,673,3,0,,
150,18,53,4,0,,
150,18,58,4,0,,
150,18,59,4,0,,
150,18,63,4,0,,
150,18,76,4,0,,
150,18,85,4,0,,
150,18,86,4,0,,
150,18,87,4,0,,
150,18,89,4,0,,
150,18,92,4,0,,
150,18,94,4,0,,
150,18,104,4,0,,
150,18,113,4,0,,
150,18,115,4,0,,
150,18,126,4,0,,
150,18,138,4,0,,
150,18,156,4,0,,
150,18,157,4,0,,
150,18,164,4,0,,
150,18,182,4,0,,
150,18,201,4,0,,
150,18,207,4,0,,
150,18,214,4,0,,
150,18,216,4,0,,
150,18,218,4,0,,
150,18,219,4,0,,
150,18,237,4,0,,
150,18,240,4,0,,
150,18,241,4,0,,
150,18,244,4,0,,
150,18,247,4,0,,
150,18,258,4,0,,
150,18,259,4,0,,
150,18,261,4,0,,
150,18,263,4,0,,
150,18,269,4,0,,
150,18,280,4,0,,
150,18,317,4,0,,
150,18,332,4,0,,
150,18,339,4,0,,
150,18,347,4,0,,
150,18,373,4,0,,
150,18,374,4,0,,
150,18,398,4,0,,
150,18,411,4,0,,
150,18,412,4,0,,
150,18,416,4,0,,
150,18,433,4,0,,
150,18,444,4,0,,
150,18,447,4,0,,
150,18,451,4,0,,
150,18,473,4,0,,
150,18,490,4,0,,
150,18,496,4,0,,
150,18,523,4,0,,
150,18,590,4,0,,
150,18,693,4,0,,
150,19,50,1,1,2,
150,19,93,1,1,3,
150,19,100,1,1,5,
150,19,109,1,1,4,
150,19,149,1,1,1,
150,19,54,1,11,,
150,19,60,1,22,,
150,19,129,1,33,,
150,19,133,1,44,,
150,19,105,1,55,,
150,19,94,1,66,,
150,19,112,1,77,,
150,19,97,1,88,,
150,19,347,1,99,,
150,19,6,4,0,,
150,19,7,4,0,,
150,19,8,4,0,,
150,19,9,4,0,,
150,19,29,4,0,,
150,19,53,4,0,,
150,19,58,4,0,,
150,19,59,4,0,,
150,19,63,4,0,,
150,19,69,4,0,,
150,19,76,4,0,,
150,19,85,4,0,,
150,19,86,4,0,,
150,19,87,4,0,,
150,19,89,4,0,,
150,19,92,4,0,,
150,19,94,4,0,,
150,19,100,4,0,,
150,19,113,4,0,,
150,19,115,4,0,,
150,19,120,4,0,,
150,19,126,4,0,,
150,19,138,4,0,,
150,19,156,4,0,,
150,19,157,4,0,,
150,19,161,4,0,,
150,19,164,4,0,,
150,19,182,4,0,,
150,19,231,4,0,,
150,19,247,4,0,,
150,19,261,4,0,,
150,19,263,4,0,,
150,19,269,4,0,,
150,19,280,4,0,,
150,19,339,4,0,,
150,19,347,4,0,,
150,19,398,4,0,,
150,19,492,4,0,,
150,20,50,1,1,3,
150,20,93,1,1,4,
150,20,129,1,1,5,
150,20,673,1,1,2,
150,20,791,1,1,1,
150,20,246,1,8,,
150,20,427,1,16,,
150,20,219,1,24,,
150,20,133,1,32,,
150,20,396,1,40,,
150,20,94,1,48,,
150,20,384,1,56,1,
150,20,385,1,56,2,
150,20,54,1,64,,
150,20,540,1,72,,
150,20,105,1,80,,
150,20,248,1,88,,
150,20,797,3,0,,
150,20,5,4,0,,
150,20,6,4,0,,
150,20,7,4,0,,
150,20,8,4,0,,
150,20,9,4,0,,
150,20,25,4,0,,
150,20,34,4,0,,
150,20,53,4,0,,
150,20,58,4,0,,
150,20,59,4,0,,
150,20,63,4,0,,
150,20,67,4,0,,
150,20,76,4,0,,
150,20,85,4,0,,
150,20,86,4,0,,
150,20,87,4,0,,
150,20,89,4,0,,
150,20,94,4,0,,
150,20,97,4,0,,
150,20,113,4,0,,
150,20,115,4,0,,
150,20,118,4,0,,
150,20,120,4,0,,
150,20,126,4,0,,
150,20,129,4,0,,
150,20,133,4,0,,
150,20,156,4,0,,
150,20,157,4,0,,
150,20,161,4,0,,
150,20,164,4,0,,
150,20,173,4,0,,
150,20,182,4,0,,
150,20,196,4,0,,
150,20,201,4,0,,
150,20,203,4,0,,
150,20,214,4,0,,
150,20,219,4,0,,
150,20,231,4,0,,
150,20,240,4,0,,
150,20,241,4,0,,
150,20,247,4,0,,
150,20,248,4,0,,
150,20,258,4,0,,
150,20,261,4,0,,
150,20,263,4,0,,
150,20,269,4,0,,
150,20,271,4,0,,
150,20,280,4,0,,
150,20,285,4,0,,
150,20,291,4,0,,
150,20,317,4,0,,
150,20,339,4,0,,
150,20,347,4,0,,
150,20,374,4,0,,
150,20,384,4,0,,
150,20,385,4,0,,
150,20,396,4,0,,
150,20,398,4,0,,
150,20,409,4,0,,
150,20,411,4,0,,
150,20,412,4,0,,
150,20,416,4,0,,
150,20,417,4,0,,
150,20,419,4,0,,
150,20,427,4,0,,
150,20,428,4,0,,
150,20,433,4,0,,
150,20,444,4,0,,
150,20,447,4,0,,
150,20,472,4,0,,
150,20,473,4,0,,
150,20,478,4,0,,
150,20,486,4,0,,
150,20,490,4,0,,
150,20,492,4,0,,
150,20,496,4,0,,
150,20,500,4,0,,
150,20,502,4,0,,
150,20,523,4,0,,
150,20,542,4,0,,
150,20,678,4,0,,
150,20,683,4,0,,
150,20,693,4,0,,
150,23,93,1,1,1,
150,23,50,1,1,2,
150,23,673,1,1,3,
150,23,791,1,1,4,
150,23,129,1,1,5,
150,23,246,1,8,,
150,23,427,1,16,,
150,23,219,1,24,,
150,23,133,1,32,,
150,23,396,1,40,,
150,23,94,1,48,,
150,23,385,1,56,1,
150,23,384,1,56,2,
150,23,54,1,64,,
150,23,540,1,72,,
150,23,105,1,80,,
150,23,248,1,88,,
150,23,53,4,0,,
150,23,58,4,0,,
150,23,59,4,0,,
150,23,63,4,0,,
150,23,70,4,0,,
150,23,76,4,0,,
150,23,85,4,0,,
150,23,86,4,0,,
150,23,87,4,0,,
150,23,89,4,0,,
150,23,94,4,0,,
150,23,104,4,0,,
150,23,113,4,0,,
150,23,115,4,0,,
150,23,126,4,0,,
150,23,138,4,0,,
150,23,148,4,0,,
150,23,156,4,0,,
150,23,157,4,0,,
150,23,164,4,0,,
150,23,182,4,0,,
150,23,201,4,0,,
150,23,203,4,0,,
150,23,207,4,0,,
150,23,214,4,0,,
150,23,219,4,0,,
150,23,231,4,0,,
150,23,240,4,0,,
150,23,241,4,0,,
150,23,244,4,0,,
150,23,247,4,0,,
150,23,249,4,0,,
150,23,258,4,0,,
150,23,259,4,0,,
150,23,261,4,0,,
150,23,263,4,0,,
150,23,264,4,0,,
150,23,269,4,0,,
150,23,278,4,0,,
150,23,280,4,0,,
150,23,285,4,0,,
150,23,317,4,0,,
150,23,332,4,0,,
150,23,339,4,0,,
150,23,347,4,0,,
150,23,351,4,0,,
150,23,352,4,0,,
150,23,374,4,0,,
150,23,398,4,0,,
150,23,409,4,0,,
150,23,411,4,0,,
150,23,412,4,0,,
150,23,416,4,0,,
150,23,417,4,0,,
150,23,419,4,0,,
150,23,431,4,0,,
150,23,433,4,0,,
150,23,444,4,0,,
150,23,447,4,0,,
150,23,451,4,0,,
150,23,490,4,0,,
150,23,523,4,0,,
150,25,50,1,1,1,
150,25,93,1,1,2,
150,25,129,1,1,3,
150,25,791,1,1,4,
150,25,246,1,8,,
150,25,427,1,16,,
150,25,219,1,24,,
150,25,133,1,32,,
150,25,396,1,40,,
150,25,94,1,48,,
150,25,384,1,56,,
150,25,385,1,56,,
150,25,54,1,64,,
150,25,540,1,72,,
150,25,105,1,80,,
150,25,248,1,88,,
150,25,7,4,0,,
150,25,8,4,0,,
150,25,9,4,0,,
150,25,34,4,0,,
150,25,36,4,0,,
150,25,53,4,0,,
150,25,58,4,0,,
150,25,59,4,0,,
150,25,60,4,0,,
150,25,63,4,0,,
150,25,67,4,0,,
150,25,76,4,0,,
150,25,85,4,0,,
150,25,86,4,0,,
150,25,87,4,0,,
150,25,89,4,0,,
150,25,94,4,0,,
150,25,97,4,0,,
150,25,101,4,0,,
150,25,109,4,0,,
150,25,113,4,0,,
150,25,115,4,0,,
150,25,118,4,0,,
150,25,126,4,0,,
150,25,129,4,0,,
150,25,133,4,0,,
150,25,156,4,0,,
150,25,157,4,0,,
150,25,164,4,0,,
150,25,179,4,0,,
150,25,182,4,0,,
150,25,184,4,0,,
150,25,196,4,0,,
150,25,201,4,0,,
150,25,203,4,0,,
150,25,214,4,0,,
150,25,240,4,0,,
150,25,241,4,0,,
150,25,247,4,0,,
150,25,261,4,0,,
150,25,263,4,0,,
150,25,269,4,0,,
150,25,270,4,0,,
150,25,271,4,0,,
150,25,280,4,0,,
150,25,285,4,0,,
150,25,286,4,0,,
150,25,317,4,0,,
150,25,339,4,0,,
150,25,347,4,0,,
150,25,374,4,0,,
150,25,396,4,0,,
150,25,398,4,0,,
150,25,399,4,0,,
150,25,408,4,0,,
150,25,409,4,0,,
150,25,411,4,0,,
150,25,412,4,0,,
150,25,414,4,0,,
150,25,416,4,0,,
150,25,417,4,0,,
150,25,419,4,0,,
150,25,428,4,0,,
150,25,433,4,0,,
150,25,444,4,0,,
150,25,447,4,0,,
150,25,473,4,0,,
150,25,486,4,0,,
150,25,490,4,0,,
150,25,492,4,0,,
150,25,500,4,0,,
150,25,506,4,0,,
150,25,523,4,0,,
150,25,542,4,0,,
150,25,678,4,0,,
150,25,707,4,0,,
150,25,851,4,0,,
150,25,885,4,0,,
150,25,886,4,0,,
150,25,180,4,0,,
150,25,356,4,0,,
150,25,282,4,0,,
150,25,264,4,0,,
150,25,311,4,0,,
150,25,808,4,0,,
150,25,244,4,0,,
150,25,38,4,0,,
150,25,248,4,0,,
150,25,797,4,0,,
150,25,174,4,0,,
150,25,917,4,0,,
150,28,50,1,1,2,
150,28,93,1,1,1,
150,28,94,1,1,4,
150,28,129,1,1,3,
150,28,112,1,63,,
150,28,94,1,66,,
150,28,105,1,70,,
150,28,54,1,75,,
150,28,133,1,81,,
150,28,5,4,0,,
150,28,6,4,0,,
150,28,25,4,0,,
150,28,34,4,0,,
150,28,36,4,0,,
150,28,38,4,0,,
150,28,55,4,0,,
150,28,58,4,0,,
150,28,59,4,0,,
150,28,61,4,0,,
150,28,63,4,0,,
150,28,66,4,0,,
150,28,68,4,0,,
150,28,69,4,0,,
150,28,70,4,0,,
150,28,76,4,0,,
150,28,85,4,0,,
150,28,86,4,0,,
150,28,87,4,0,,
150,28,92,4,0,,
150,28,94,4,0,,
150,28,99,4,0,,
150,28,100,4,0,,
150,28,102,4,0,,
150,28,104,4,0,,
150,28,115,4,0,,
150,28,117,4,0,,
150,28,118,4,0,,
150,28,120,4,0,,
150,28,126,4,0,,
150,28,130,4,0,,
150,28,148,4,0,,
150,28,149,4,0,,
150,28,156,4,0,,
150,28,161,4,0,,
150,28,164,4,0,,
150,29,50,1,1,2,
150,29,93,1,1,1,
150,29,94,1,1,4,
150,29,129,1,1,3,
150,29,112,1,63,,
150,29,94,1,66,,
150,29,105,1,70,,
150,29,54,1,75,,
150,29,133,1,81,,
150,29,5,4,0,,
150,29,6,4,0,,
150,29,25,4,0,,
150,29,34,4,0,,
150,29,36,4,0,,
150,29,38,4,0,,
150,29,55,4,0,,
150,29,58,4,0,,
150,29,59,4,0,,
150,29,61,4,0,,
150,29,63,4,0,,
150,29,66,4,0,,
150,29,68,4,0,,
150,29,69,4,0,,
150,29,70,4,0,,
150,29,76,4,0,,
150,29,85,4,0,,
150,29,86,4,0,,
150,29,87,4,0,,
150,29,92,4,0,,
150,29,94,4,0,,
150,29,99,4,0,,
150,29,100,4,0,,
150,29,102,4,0,,
150,29,104,4,0,,
150,29,115,4,0,,
150,29,117,4,0,,
150,29,118,4,0,,
150,29,120,4,0,,
150,29,126,4,0,,
150,29,130,4,0,,
150,29,148,4,0,,
150,29,149,4,0,,
150,29,156,4,0,,
150,29,161,4,0,,
150,29,164,4,0,,
151,1,1,1,1,,
151,1,144,1,10,,
151,1,5,1,20,,
151,1,118,1,30,,
151,1,94,1,40,,
151,1,5,4,0,,
151,1,6,4,0,,
151,1,13,4,0,,
151,1,14,4,0,,
151,1,15,4,0,,
151,1,18,4,0,,
151,1,19,4,0,,
151,1,25,4,0,,
151,1,32,4,0,,
151,1,34,4,0,,
151,1,36,4,0,,
151,1,38,4,0,,
151,1,55,4,0,,
151,1,57,4,0,,
151,1,58,4,0,,
151,1,59,4,0,,
151,1,61,4,0,,
151,1,63,4,0,,
151,1,66,4,0,,
151,1,68,4,0,,
151,1,69,4,0,,
151,1,70,4,0,,
151,1,72,4,0,,
151,1,76,4,0,,
151,1,82,4,0,,
151,1,85,4,0,,
151,1,86,4,0,,
151,1,87,4,0,,
151,1,89,4,0,,
151,1,90,4,0,,
151,1,91,4,0,,
151,1,92,4,0,,
151,1,94,4,0,,
151,1,99,4,0,,
151,1,100,4,0,,
151,1,102,4,0,,
151,1,104,4,0,,
151,1,115,4,0,,
151,1,117,4,0,,
151,1,118,4,0,,
151,1,120,4,0,,
151,1,121,4,0,,
151,1,126,4,0,,
151,1,129,4,0,,
151,1,130,4,0,,
151,1,135,4,0,,
151,1,138,4,0,,
151,1,143,4,0,,
151,1,148,4,0,,
151,1,149,4,0,,
151,1,153,4,0,,
151,1,156,4,0,,
151,1,157,4,0,,
151,1,161,4,0,,
151,1,164,4,0,,
151,2,1,1,1,,
151,2,144,1,10,,
151,2,5,1,20,,
151,2,118,1,30,,
151,2,94,1,40,,
151,2,5,4,0,,
151,2,6,4,0,,
151,2,13,4,0,,
151,2,14,4,0,,
151,2,15,4,0,,
151,2,18,4,0,,
151,2,19,4,0,,
151,2,25,4,0,,
151,2,32,4,0,,
151,2,34,4,0,,
151,2,36,4,0,,
151,2,38,4,0,,
151,2,55,4,0,,
151,2,57,4,0,,
151,2,58,4,0,,
151,2,59,4,0,,
151,2,61,4,0,,
151,2,63,4,0,,
151,2,66,4,0,,
151,2,68,4,0,,
151,2,69,4,0,,
151,2,70,4,0,,
151,2,72,4,0,,
151,2,76,4,0,,
151,2,82,4,0,,
151,2,85,4,0,,
151,2,86,4,0,,
151,2,87,4,0,,
151,2,89,4,0,,
151,2,90,4,0,,
151,2,91,4,0,,
151,2,92,4,0,,
151,2,94,4,0,,
151,2,99,4,0,,
151,2,100,4,0,,
151,2,102,4,0,,
151,2,104,4,0,,
151,2,115,4,0,,
151,2,117,4,0,,
151,2,118,4,0,,
151,2,120,4,0,,
151,2,121,4,0,,
151,2,126,4,0,,
151,2,129,4,0,,
151,2,130,4,0,,
151,2,135,4,0,,
151,2,138,4,0,,
151,2,143,4,0,,
151,2,148,4,0,,
151,2,149,4,0,,
151,2,153,4,0,,
151,2,156,4,0,,
151,2,157,4,0,,
151,2,161,4,0,,
151,2,164,4,0,,
151,3,1,1,1,,
151,3,144,1,10,,
151,3,5,1,20,,
151,3,118,1,30,,
151,3,94,1,40,,
151,3,246,1,50,,
151,3,7,4,0,,
151,3,8,4,0,,
151,3,9,4,0,,
151,3,15,4,0,,
151,3,19,4,0,,
151,3,29,4,0,,
151,3,46,4,0,,
151,3,57,4,0,,
151,3,59,4,0,,
151,3,63,4,0,,
151,3,70,4,0,,
151,3,76,4,0,,
151,3,87,4,0,,
151,3,89,4,0,,
151,3,91,4,0,,
151,3,92,4,0,,
151,3,94,4,0,,
151,3,104,4,0,,
151,3,111,4,0,,
151,3,126,4,0,,
151,3,127,4,0,,
151,3,129,4,0,,
151,3,138,4,0,,
151,3,148,4,0,,
151,3,156,4,0,,
151,3,168,4,0,,
151,3,171,4,0,,
151,3,173,4,0,,
151,3,174,4,0,,
151,3,182,4,0,,
151,3,188,4,0,,
151,3,189,4,0,,
151,3,192,4,0,,
151,3,196,4,0,,
151,3,197,4,0,,
151,3,201,4,0,,
151,3,202,4,0,,
151,3,203,4,0,,
151,3,205,4,0,,
151,3,207,4,0,,
151,3,210,4,0,,
151,3,211,4,0,,
151,3,213,4,0,,
151,3,214,4,0,,
151,3,216,4,0,,
151,3,218,4,0,,
151,3,223,4,0,,
151,3,225,4,0,,
151,3,230,4,0,,
151,3,231,4,0,,
151,3,237,4,0,,
151,3,240,4,0,,
151,3,241,4,0,,
151,3,244,4,0,,
151,3,247,4,0,,
151,3,249,4,0,,
151,3,250,4,0,,
151,4,1,1,1,,
151,4,144,1,10,,
151,4,5,1,20,,
151,4,118,1,30,,
151,4,94,1,40,,
151,4,246,1,50,,
151,4,53,3,0,,
151,4,58,3,0,,
151,4,85,3,0,,
151,4,7,4,0,,
151,4,8,4,0,,
151,4,9,4,0,,
151,4,15,4,0,,
151,4,19,4,0,,
151,4,29,4,0,,
151,4,46,4,0,,
151,4,57,4,0,,
151,4,59,4,0,,
151,4,63,4,0,,
151,4,70,4,0,,
151,4,76,4,0,,
151,4,87,4,0,,
151,4,89,4,0,,
151,4,91,4,0,,
151,4,92,4,0,,
151,4,94,4,0,,
151,4,104,4,0,,
151,4,111,4,0,,
151,4,126,4,0,,
151,4,127,4,0,,
151,4,129,4,0,,
151,4,138,4,0,,
151,4,148,4,0,,
151,4,156,4,0,,
151,4,168,4,0,,
151,4,171,4,0,,
151,4,173,4,0,,
151,4,174,4,0,,
151,4,182,4,0,,
151,4,188,4,0,,
151,4,189,4,0,,
151,4,192,4,0,,
151,4,196,4,0,,
151,4,197,4,0,,
151,4,201,4,0,,
151,4,202,4,0,,
151,4,203,4,0,,
151,4,205,4,0,,
151,4,207,4,0,,
151,4,210,4,0,,
151,4,211,4,0,,
151,4,213,4,0,,
151,4,214,4,0,,
151,4,216,4,0,,
151,4,218,4,0,,
151,4,223,4,0,,
151,4,225,4,0,,
151,4,230,4,0,,
151,4,231,4,0,,
151,4,237,4,0,,
151,4,240,4,0,,
151,4,241,4,0,,
151,4,244,4,0,,
151,4,247,4,0,,
151,4,249,4,0,,
151,4,250,4,0,,
151,5,1,1,1,,
151,5,144,1,10,,
151,5,5,1,20,,
151,5,118,1,30,,
151,5,94,1,40,,
151,5,246,1,50,,
151,5,15,4,0,,
151,5,19,4,0,,
151,5,46,4,0,,
151,5,53,4,0,,
151,5,57,4,0,,
151,5,58,4,0,,
151,5,59,4,0,,
151,5,63,4,0,,
151,5,70,4,0,,
151,5,76,4,0,,
151,5,85,4,0,,
151,5,87,4,0,,
151,5,89,4,0,,
151,5,91,4,0,,
151,5,92,4,0,,
151,5,94,4,0,,
151,5,104,4,0,,
151,5,113,4,0,,
151,5,115,4,0,,
151,5,126,4,0,,
151,5,127,4,0,,
151,5,148,4,0,,
151,5,156,4,0,,
151,5,168,4,0,,
151,5,182,4,0,,
151,5,188,4,0,,
151,5,201,4,0,,
151,5,202,4,0,,
151,5,211,4,0,,
151,5,213,4,0,,
151,5,216,4,0,,
151,5,218,4,0,,
151,5,219,4,0,,
151,5,231,4,0,,
151,5,237,4,0,,
151,5,240,4,0,,
151,5,241,4,0,,
151,5,247,4,0,,
151,5,249,4,0,,
151,5,258,4,0,,
151,5,259,4,0,,
151,5,263,4,0,,
151,5,264,4,0,,
151,5,269,4,0,,
151,5,280,4,0,,
151,5,285,4,0,,
151,5,289,4,0,,
151,5,290,4,0,,
151,5,291,4,0,,
151,5,315,4,0,,
151,5,317,4,0,,
151,5,331,4,0,,
151,5,332,4,0,,
151,5,337,4,0,,
151,5,339,4,0,,
151,5,347,4,0,,
151,5,351,4,0,,
151,5,352,4,0,,
151,6,1,1,1,,
151,6,144,1,10,,
151,6,5,1,20,,
151,6,118,1,30,,
151,6,94,1,40,,
151,6,246,1,50,,
151,6,5,3,0,,
151,6,7,3,0,,
151,6,8,3,0,,
151,6,9,3,0,,
151,6,14,3,0,,
151,6,25,3,0,,
151,6,34,3,0,,
151,6,38,3,0,,
151,6,68,3,0,,
151,6,69,3,0,,
151,6,86,3,0,,
151,6,102,3,0,,
151,6,111,3,0,,
151,6,118,3,0,,
151,6,129,3,0,,
151,6,135,3,0,,
151,6,138,3,0,,
151,6,153,3,0,,
151,6,157,3,0,,
151,6,164,3,0,,
151,6,173,3,0,,
151,6,189,3,0,,
151,6,196,3,0,,
151,6,203,3,0,,
151,6,205,3,0,,
151,6,207,3,0,,
151,6,210,3,0,,
151,6,214,3,0,,
151,6,223,3,0,,
151,6,244,3,0,,
151,6,15,4,0,,
151,6,19,4,0,,
151,6,46,4,0,,
151,6,53,4,0,,
151,6,57,4,0,,
151,6,58,4,0,,
151,6,59,4,0,,
151,6,63,4,0,,
151,6,70,4,0,,
151,6,76,4,0,,
151,6,85,4,0,,
151,6,87,4,0,,
151,6,89,4,0,,
151,6,91,4,0,,
151,6,92,4,0,,
151,6,94,4,0,,
151,6,104,4,0,,
151,6,113,4,0,,
151,6,115,4,0,,
151,6,126,4,0,,
151,6,127,4,0,,
151,6,148,4,0,,
151,6,156,4,0,,
151,6,168,4,0,,
151,6,182,4,0,,
151,6,188,4,0,,
151,6,201,4,0,,
151,6,202,4,0,,
151,6,211,4,0,,
151,6,213,4,0,,
151,6,216,4,0,,
151,6,218,4,0,,
151,6,219,4,0,,
151,6,231,4,0,,
151,6,237,4,0,,
151,6,240,4,0,,
151,6,241,4,0,,
151,6,247,4,0,,
151,6,249,4,0,,
151,6,258,4,0,,
151,6,259,4,0,,
151,6,263,4,0,,
151,6,264,4,0,,
151,6,269,4,0,,
151,6,280,4,0,,
151,6,285,4,0,,
151,6,289,4,0,,
151,6,290,4,0,,
151,6,291,4,0,,
151,6,315,4,0,,
151,6,317,4,0,,
151,6,331,4,0,,
151,6,332,4,0,,
151,6,337,4,0,,
151,6,339,4,0,,
151,6,347,4,0,,
151,6,351,4,0,,
151,6,352,4,0,,
151,7,1,1,1,,
151,7,144,1,10,,
151,7,5,1,20,,
151,7,118,1,30,,
151,7,94,1,40,,
151,7,246,1,50,,
151,7,5,3,0,,
151,7,14,3,0,,
151,7,25,3,0,,
151,7,34,3,0,,
151,7,38,3,0,,
151,7,68,3,0,,
151,7,69,3,0,,
151,7,86,3,0,,
151,7,102,3,0,,
151,7,118,3,0,,
151,7,135,3,0,,
151,7,138,3,0,,
151,7,153,3,0,,
151,7,157,3,0,,
151,7,164,3,0,,
151,7,15,4,0,,
151,7,19,4,0,,
151,7,46,4,0,,
151,7,53,4,0,,
151,7,57,4,0,,
151,7,58,4,0,,
151,7,59,4,0,,
151,7,63,4,0,,
151,7,70,4,0,,
151,7,76,4,0,,
151,7,85,4,0,,
151,7,87,4,0,,
151,7,89,4,0,,
151,7,91,4,0,,
151,7,92,4,0,,
151,7,94,4,0,,
151,7,104,4,0,,
151,7,113,4,0,,
151,7,115,4,0,,
151,7,126,4,0,,
151,7,127,4,0,,
151,7,148,4,0,,
151,7,156,4,0,,
151,7,168,4,0,,
151,7,182,4,0,,
151,7,188,4,0,,
151,7,201,4,0,,
151,7,202,4,0,,
151,7,211,4,0,,
151,7,213,4,0,,
151,7,216,4,0,,
151,7,218,4,0,,
151,7,219,4,0,,
151,7,231,4,0,,
151,7,237,4,0,,
151,7,240,4,0,,
151,7,241,4,0,,
151,7,247,4,0,,
151,7,249,4,0,,
151,7,258,4,0,,
151,7,259,4,0,,
151,7,263,4,0,,
151,7,264,4,0,,
151,7,269,4,0,,
151,7,280,4,0,,
151,7,285,4,0,,
151,7,289,4,0,,
151,7,290,4,0,,
151,7,291,4,0,,
151,7,315,4,0,,
151,7,317,4,0,,
151,7,331,4,0,,
151,7,332,4,0,,
151,7,337,4,0,,
151,7,339,4,0,,
151,7,347,4,0,,
151,7,351,4,0,,
151,7,352,4,0,,
151,8,1,1,1,1,
151,8,144,1,1,2,
151,8,5,1,10,,
151,8,118,1,20,,
151,8,94,1,30,,
151,8,112,1,40,,
151,8,246,1,50,,
151,8,133,1,60,,
151,8,382,1,70,,
151,8,226,1,80,,
151,8,417,1,90,,
151,8,396,1,100,,
151,8,14,4,0,,
151,8,15,4,0,,
151,8,19,4,0,,
151,8,46,4,0,,
151,8,53,4,0,,
151,8,57,4,0,,
151,8,58,4,0,,
151,8,59,4,0,,
151,8,63,4,0,,
151,8,70,4,0,,
151,8,76,4,0,,
151,8,85,4,0,,
151,8,86,4,0,,
151,8,87,4,0,,
151,8,89,4,0,,
151,8,91,4,0,,
151,8,92,4,0,,
151,8,94,4,0,,
151,8,104,4,0,,
151,8,113,4,0,,
151,8,115,4,0,,
151,8,126,4,0,,
151,8,127,4,0,,
151,8,138,4,0,,
151,8,148,4,0,,
151,8,153,4,0,,
151,8,156,4,0,,
151,8,157,4,0,,
151,8,164,4,0,,
151,8,168,4,0,,
151,8,182,4,0,,
151,8,188,4,0,,
151,8,201,4,0,,
151,8,202,4,0,,
151,8,203,4,0,,
151,8,206,4,0,,
151,8,207,4,0,,
151,8,211,4,0,,
151,8,213,4,0,,
151,8,214,4,0,,
151,8,216,4,0,,
151,8,218,4,0,,
151,8,219,4,0,,
151,8,231,4,0,,
151,8,237,4,0,,
151,8,240,4,0,,
151,8,241,4,0,,
151,8,244,4,0,,
151,8,247,4,0,,
151,8,249,4,0,,
151,8,258,4,0,,
151,8,259,4,0,,
151,8,261,4,0,,
151,8,263,4,0,,
151,8,264,4,0,,
151,8,269,4,0,,
151,8,278,4,0,,
151,8,280,4,0,,
151,8,285,4,0,,
151,8,289,4,0,,
151,8,290,4,0,,
151,8,315,4,0,,
151,8,317,4,0,,
151,8,318,4,0,,
151,8,331,4,0,,
151,8,332,4,0,,
151,8,337,4,0,,
151,8,339,4,0,,
151,8,347,4,0,,
151,8,351,4,0,,
151,8,352,4,0,,
151,8,355,4,0,,
151,8,360,4,0,,
151,8,362,4,0,,
151,8,363,4,0,,
151,8,365,4,0,,
151,8,369,4,0,,
151,8,371,4,0,,
151,8,373,4,0,,
151,8,374,4,0,,
151,8,397,4,0,,
151,8,398,4,0,,
151,8,399,4,0,,
151,8,404,4,0,,
151,8,406,4,0,,
151,8,409,4,0,,
151,8,411,4,0,,
151,8,412,4,0,,
151,8,416,4,0,,
151,8,419,4,0,,
151,8,421,4,0,,
151,8,430,4,0,,
151,8,431,4,0,,
151,8,432,4,0,,
151,8,433,4,0,,
151,8,444,4,0,,
151,8,445,4,0,,
151,8,446,4,0,,
151,8,447,4,0,,
151,8,451,4,0,,
151,9,1,1,1,1,
151,9,144,1,1,2,
151,9,5,1,10,,
151,9,118,1,20,,
151,9,94,1,30,,
151,9,112,1,40,,
151,9,246,1,50,,
151,9,133,1,60,,
151,9,382,1,70,,
151,9,226,1,80,,
151,9,417,1,90,,
151,9,396,1,100,,
151,9,7,3,0,,
151,9,8,3,0,,
151,9,9,3,0,,
151,9,129,3,0,,
151,9,173,3,0,,
151,9,180,3,0,,
151,9,189,3,0,,
151,9,196,3,0,,
151,9,200,3,0,,
151,9,205,3,0,,
151,9,210,3,0,,
151,9,235,3,0,,
151,9,239,3,0,,
151,9,246,3,0,,
151,9,253,3,0,,
151,9,257,3,0,,
151,9,270,3,0,,
151,9,271,3,0,,
151,9,276,3,0,,
151,9,282,3,0,,
151,9,283,3,0,,
151,9,291,3,0,,
151,9,314,3,0,,
151,9,324,3,0,,
151,9,334,3,0,,
151,9,340,3,0,,
151,9,380,3,0,,
151,9,387,3,0,,
151,9,389,3,0,,
151,9,393,3,0,,
151,9,401,3,0,,
151,9,402,3,0,,
151,9,410,3,0,,
151,9,414,3,0,,
151,9,428,3,0,,
151,9,441,3,0,,
151,9,442,3,0,,
151,9,466,3,0,,
151,9,14,4,0,,
151,9,15,4,0,,
151,9,19,4,0,,
151,9,46,4,0,,
151,9,53,4,0,,
151,9,57,4,0,,
151,9,58,4,0,,
151,9,59,4,0,,
151,9,63,4,0,,
151,9,70,4,0,,
151,9,76,4,0,,
151,9,85,4,0,,
151,9,86,4,0,,
151,9,87,4,0,,
151,9,89,4,0,,
