id,identifier,form_identifier,pokemon_id,introduced_in_version_group_id,is_default,is_battle_only,is_mega,form_order,order
639,terrakion,,639,11,1,0,0,1,787
640,virizion,,640,11,1,0,0,1,788
641,tornadus-incarnate,incarnate,641,11,1,0,0,1,789
642,thundurus-incarnate,incarnate,642,11,1,0,0,1,791
643,reshiram,,643,11,1,0,0,1,793
644,zekrom,,644,11,1,0,0,1,794
645,landorus-incarnate,incarnate,645,11,1,0,0,1,795
646,kyurem,,646,11,1,0,0,1,797
647,keldeo-ordinary,ordinary,647,11,1,0,0,1,800
648,meloetta-aria,aria,648,11,1,0,0,1,802
649,genesect,,649,11,1,0,0,1,804
650,chespin,,650,15,1,0,0,1,809
651,quilladin,,651,15,1,0,0,1,810
652,chesnaught,,652,15,1,0,0,1,811
653,fennekin,,653,15,1,0,0,1,812
654,braixen,,654,15,1,0,0,1,813
655,delphox,,655,15,1,0,0,1,814
656,froakie,,656,15,1,0,0,1,815
657,frogadier,,657,15,1,0,0,1,816
658,greninja,,658,15,1,0,0,1,817
659,bunnelby,,659,15,1,0,0,1,820
660,diggersby,,660,15,1,0,0,1,821
661,fletchling,,661,15,1,0,0,1,822
662,fletchinder,,662,15,1,0,0,1,823
663,talonflame,,663,15,1,0,0,1,824
664,scatterbug,,664,15,1,0,0,1,825
665,spewpa,,665,15,1,0,0,1,826
666,vivillon-meadow,meadow,666,15,0,0,0,7,833
667,litleo,,667,15,1,0,0,1,847
668,pyroar,,668,15,1,0,0,1,848
669,flabebe-red,red,669,15,1,0,0,1,849
670,floette-red,red,670,15,1,0,0,1,854
671,florges-red,red,671,15,1,0,0,1,860
672,skiddo,,672,15,1,0,0,1,865
673,gogoat,,673,15,1,0,0,1,866
674,pancham,,674,15,1,0,0,1,867
675,pangoro,,675,15,1,0,0,1,868
676,furfrou-natural,natural,676,15,1,0,0,1,869
677,espurr,,677,15,1,0,0,1,879
678,meowstic-male,male,678,15,1,0,0,1,880
679,honedge,,679,15,1,0,0,1,882
680,doublade,,680,15,1,0,0,1,883
681,aegislash-shield,shield,681,15,1,0,0,1,884
682,spritzee,,682,15,1,0,0,1,886
683,aromatisse,,683,15,1,0,0,1,887
684,swirlix,,684,15,1,0,0,1,888
685,slurpuff,,685,15,1,0,0,1,889
686,inkay,,686,15,1,0,0,1,890
687,malamar,,687,15,1,0,0,1,891
688,binacle,,688,15,1,0,0,1,892
689,barbaracle,,689,15,1,0,0,1,893
690,skrelp,,690,15,1,0,0,1,894
691,dragalge,,691,15,1,0,0,1,895
692,clauncher,,692,15,1,0,0,1,896
693,clawitzer,,693,15,1,0,0,1,897
694,helioptile,,694,15,1,0,0,1,898
695,heliolisk,,695,15,1,0,0,1,899
696,tyrunt,,696,15,1,0,0,1,900
697,tyrantrum,,697,15,1,0,0,1,901
698,amaura,,698,15,1,0,0,1,902
699,aurorus,,699,15,1,0,0,1,903
700,sylveon,,700,15,1,0,0,1,205
701,hawlucha,,701,15,1,0,0,1,904
702,dedenne,,702,15,1,0,0,1,905
703,carbink,,703,15,1,0,0,1,906
704,goomy,,704,15,1,0,0,1,907
705,sliggoo,,705,15,1,0,0,1,908
706,goodra,,706,15,1,0,0,1,909
707,klefki,,707,15,1,0,0,1,910
708,phantump,,708,15,1,0,0,1,911
709,trevenant,,709,15,1,0,0,1,912
710,pumpkaboo-average,average,710,15,1,0,0,1,913
711,gourgeist-average,average,711,15,1,0,0,1,917
712,bergmite,,712,15,1,0,0,1,921
713,avalugg,,713,15,1,0,0,1,922
714,noibat,,714,15,1,0,0,1,923
715,noivern,,715,15,1,0,0,1,924
716,xerneas-active,active,716,15,0,1,0,2,926
717,yveltal,,717,15,1,0,0,1,927
718,zygarde,,718,15,1,0,0,1,928
719,diancie,,719,15,1,0,0,1,932
720,hoopa,,720,15,1,0,0,1,934
721,volcanion,,721,15,1,0,0,1,936
722,rowlet,,722,17,1,0,0,1,937
723,dartrix,,723,17,1,0,0,1,938
724,decidueye,,724,17,1,0,0,1,939
725,litten,,725,17,1,0,0,1,940
726,torracat,,726,17,1,0,0,1,941
727,incineroar,,727,17,1,0,0,1,942
728,popplio,,728,17,1,0,0,1,943
729,brionne,,729,17,1,0,0,1,944
730,primarina,,730,17,1,0,0,1,945
731,pikipek,,731,17,1,0,0,1,946
732,trumbeak,,732,17,1,0,0,1,947
733,toucannon,,733,17,1,0,0,1,948
734,yungoos,,734,17,1,0,0,1,949
735,gumshoos,,735,17,1,0,0,1,950
736,grubbin,,736,17,1,0,0,1,952
737,charjabug,,737,17,1,0,0,1,953
738,vikavolt,,738,17,1,0,0,1,954
739,crabrawler,,739,17,1,0,0,1,956
740,crabominable,,740,17,1,0,0,1,957
741,oricorio-baile,baile,741,17,1,0,0,1,958
742,cutiefly,,742,17,1,0,0,1,962
743,ribombee,,743,17,1,0,0,1,963
744,rockruff,,744,17,1,0,0,1,964
745,lycanroc-midday,midday,745,17,1,0,0,1,965
746,wishiwashi-solo,solo,746,17,1,0,0,1,967
747,mareanie,,747,17,1,0,0,1,969
748,toxapex,,748,17,1,0,0,1,970
749,mudbray,,749,17,1,0,0,1,971
750,mudsdale,,750,17,1,0,0,1,972
751,dewpider,,751,17,1,0,0,1,973
752,araquanid,,752,17,1,0,0,1,974
753,fomantis,,753,17,1,0,0,1,975
754,lurantis,,754,17,1,0,0,1,976
755,morelull,,755,17,1,0,0,1,978
756,shiinotic,,756,17,1,0,0,1,979
757,salandit,,757,17,1,0,0,1,980
758,salazzle,,758,17,1,0,0,1,981
759,stufful,,759,17,1,0,0,1,983
760,bewear,,760,17,1,0,0,1,984
761,bounsweet,,761,17,1,0,0,1,985
762,steenee,,762,17,1,0,0,1,986
763,tsareena,,763,17,1,0,0,1,987
764,comfey,,764,17,1,0,0,1,988
765,oranguru,,765,17,1,0,0,1,989
766,passimian,,766,17,1,0,0,1,990
767,wimpod,,767,17,1,0,0,1,991
768,golisopod,,768,17,1,0,0,1,992
769,sandygast,,769,17,1,0,0,1,993
770,palossand,,770,17,1,0,0,1,994
771,pyukumuku,,771,17,1,0,0,1,995
772,type-null,,772,17,1,0,0,1,996
773,silvally-normal,normal,773,17,1,0,0,1,997
774,minior-red-meteor,red-meteor,774,17,1,0,0,1,1015
775,komala,,775,17,1,0,0,1,1029
776,turtonator,,776,17,1,0,0,1,1030
777,togedemaru,,777,17,1,0,0,1,1031
778,mimikyu-disguised,disguised,778,17,1,0,0,1,1032
779,bruxish,,779,17,1,0,0,1,1036
780,drampa,,780,17,1,0,0,1,1037
781,dhelmise,,781,17,1,0,0,1,1038
782,jangmo-o,,782,17,1,0,0,1,1039
783,hakamo-o,,783,17,1,0,0,1,1040
784,kommo-o,,784,17,1,0,0,1,1041
785,tapu-koko,,785,17,1,0,0,1,1043
786,tapu-lele,,786,17,1,0,0,1,1044
787,tapu-bulu,,787,17,1,0,0,1,1045
788,tapu-fini,,788,17,1,0,0,1,1046
789,cosmog,,789,17,1,0,0,1,1047
790,cosmoem,,790,17,1,0,0,1,1048
791,solgaleo,,791,17,1,0,0,1,1049
792,lunala,,792,17,1,0,0,1,1050
793,nihilego,,793,17,1,0,0,1,1051
794,buzzwole,,794,17,1,0,0,1,1052
795,pheromosa,,795,17,1,0,0,1,1053
796,xurkitree,,796,17,1,0,0,1,1054
797,celesteela,,797,17,1,0,0,1,1055
798,kartana,,798,17,1,0,0,1,1056
799,guzzlord,,799,17,1,0,0,1,1057
800,necrozma,,800,17,1,0,0,1,1058
801,magearna,,801,17,1,0,0,1,1059
802,marshadow,,802,17,1,0,0,1,1061
10001,unown-b,b,201,3,0,0,0,2,276
10002,unown-c,c,201,3,0,0,0,3,277
10003,unown-d,d,201,3,0,0,0,4,278
10004,unown-e,e,201,3,0,0,0,5,279
10005,unown-f,f,201,3,0,0,0,6,280
10006,unown-g,g,201,3,0,0,0,7,281
10007,unown-h,h,201,3,0,0,0,8,282
10008,unown-i,i,201,3,0,0,0,9,283
10009,unown-j,j,201,3,0,0,0,10,284
10010,unown-k,k,201,3,0,0,0,11,285
10011,unown-l,l,201,3,0,0,0,12,286
10012,unown-m,m,201,3,0,0,0,13,287
10013,unown-n,n,201,3,0,0,0,14,288
10014,unown-o,o,201,3,0,0,0,15,289
10015,unown-p,p,201,3,0,0,0,16,290
10016,unown-q,q,201,3,0,0,0,17,291
10017,unown-r,r,201,3,0,0,0,18,292
10018,unown-s,s,201,3,0,0,0,19,293
10019,unown-t,t,201,3,0,0,0,20,294
10020,unown-u,u,201,3,0,0,0,21,295
10021,unown-v,v,201,3,0,0,0,22,296
10022,unown-w,w,201,3,0,0,0,23,297
10023,unown-x,x,201,3,0,0,0,24,298
10024,unown-y,y,201,3,0,0,0,25,299
10025,unown-z,z,201,3,0,0,0,26,300
10026,unown-exclamation,exclamation,201,5,0,0,0,27,301
10027,unown-question,question,201,5,0,0,0,28,302
10028,castform-sunny,sunny,10013,5,1,1,0,2,467
10029,castform-rainy,rainy,10014,5,1,1,0,3,468
10030,castform-snowy,snowy,10015,5,1,1,0,4,469
10031,deoxys-attack,attack,10001,7,1,0,0,2,517
10032,deoxys-defense,defense,10002,7,1,0,0,3,518
10033,deoxys-speed,speed,10003,6,1,0,0,4,519
10034,burmy-sandy,sandy,412,8,0,0,0,2,544
10035,burmy-trash,trash,412,8,0,0,0,3,545
10036,wormadam-sandy,sandy,10004,8,1,0,0,2,547
10037,wormadam-trash,trash,10005,8,1,0,0,3,548
10038,cherrim-sunshine,sunshine,421,8,0,1,0,2,557
10039,shellos-east,east,422,8,0,0,0,2,559
10040,gastrodon-east,east,423,8,0,0,0,2,561
10041,arceus-bug,bug,493,8,0,0,0,7,621
10042,arceus-dark,dark,493,8,0,0,0,17,631
10043,arceus-dragon,dragon,493,8,0,0,0,16,630
10044,arceus-electric,electric,493,8,0,0,0,13,627
10045,arceus-fighting,fighting,493,8,0,0,0,2,616
10046,arceus-fire,fire,493,8,0,0,0,10,624
10047,arceus-flying,flying,493,8,0,0,0,3,617
10048,arceus-ghost,ghost,493,8,0,0,0,8,622
10049,arceus-grass,grass,493,8,0,0,0,12,626
10050,arceus-ground,ground,493,8,0,0,0,5,619
10051,arceus-ice,ice,493,8,0,0,0,15,629
10052,arceus-poison,poison,493,8,0,0,0,4,618
10053,arceus-psychic,psychic,493,8,0,0,0,14,628
10054,arceus-rock,rock,493,8,0,0,0,6,620
10055,arceus-steel,steel,493,8,0,0,0,9,623
10056,arceus-water,water,493,8,0,0,0,11,625
10057,arceus-unknown,unknown,493,8,0,0,0,3,617
10058,rotom-heat,heat,10008,9,1,0,0,2,595
10059,rotom-wash,wash,10009,9,1,0,0,3,596
10060,rotom-frost,frost,10010,9,1,0,0,4,597
10061,rotom-fan,fan,10011,9,1,0,0,5,598
10062,rotom-mow,mow,10012,9,1,0,0,6,599
10063,giratina-origin,origin,10007,9,1,0,0,2,608
10064,shaymin-sky,sky,10006,9,1,0,0,2,614
10065,pichu-spiky-eared,spiky-eared,172,10,0,0,0,2,35
10066,basculin-blue-striped,blue-striped,10016,11,1,0,0,2,691
10067,darmanitan-zen,zen,10017,11,1,1,0,2,697
10068,deerling-summer,summer,585,11,0,0,0,2,728
10069,deerling-autumn,autumn,585,11,0,0,0,3,729
10070,deerling-winter,winter,585,11,0,0,0,4,730
10071,sawsbuck-summer,summer,586,11,0,0,0,2,732
10072,sawsbuck-autumn,autumn,586,11,0,0,0,3,733
10073,sawsbuck-winter,winter,586,11,0,0,0,4,734
10074,meloetta-pirouette,pirouette,10018,11,1,1,0,2,803
10075,genesect-douse,douse,649,11,0,0,0,2,805
10076,genesect-shock,shock,649,11,0,0,0,3,806
10077,genesect-burn,burn,649,11,0,0,0,4,807
10078,genesect-chill,chill,649,11,0,0,0,5,808
10079,tornadus-therian,therian,10019,14,1,0,0,2,790
10080,thundurus-therian,therian,10020,14,1,0,0,2,792
10081,landorus-therian,therian,10021,14,1,0,0,2,796
10082,kyurem-black,black,10022,14,1,0,0,3,799
10083,kyurem-white,white,10023,14,1,0,0,2,798
10084,keldeo-resolute,resolute,10024,14,1,0,0,2,801
10085,arceus-fairy,fairy,493,15,0,0,0,18,632
10086,vivillon-icy-snow,icy-snow,666,15,1,0,0,1,827
10087,vivillon-polar,polar,666,15,0,0,0,2,828
10088,vivillon-tundra,tundra,666,15,0,0,0,3,829
10089,vivillon-continental,continental,666,15,0,0,0,4,830
10090,vivillon-garden,garden,666,15,0,0,0,5,831
10091,vivillon-elegant,elegant,666,15,0,0,0,6,832
10092,vivillon-modern,modern,666,15,0,0,0,8,834
10093,vivillon-marine,marine,666,15,0,0,0,9,835
10094,vivillon-archipelago,archipelago,666,15,0,0,0,10,836
10095,vivillon-high-plains,high-plains,666,15,0,0,0,11,837
10096,vivillon-sandstorm,sandstorm,666,15,0,0,0,12,838
10097,vivillon-river,river,666,15,0,0,0,13,839
10098,vivillon-monsoon,monsoon,666,15,0,0,0,14,840
10099,vivillon-savanna,savanna,666,15,0,0,0,15,841
10100,vivillon-sun,sun,666,15,0,0,0,16,842
10101,vivillon-ocean,ocean,666,15,0,0,0,17,843
10102,vivillon-jungle,jungle,666,15,0,0,0,18,844
10103,flabebe-yellow,yellow,669,15,0,0,0,2,850
10104,flabebe-orange,orange,669,15,0,0,0,3,851
10105,flabebe-blue,blue,669,15,0,0,0,4,852
10106,flabebe-white,white,669,15,0,0,0,5,853
10107,floette-yellow,yellow,670,15,0,0,0,2,855
10108,floette-orange,orange,670,15,0,0,0,3,856
10109,floette-blue,blue,670,15,0,0,0,4,857
10110,floette-white,white,670,15,0,0,0,5,858
10111,florges-yellow,yellow,671,15,0,0,0,2,861
10112,florges-orange,orange,671,15,0,0,0,3,862
10113,florges-blue,blue,671,15,0,0,0,4,863
10114,florges-white,white,671,15,0,0,0,5,864
10115,furfrou-heart,heart,676,15,0,0,0,2,870
10116,furfrou-star,star,676,15,0,0,0,3,871
10117,furfrou-diamond,diamond,676,15,0,0,0,4,872
10118,furfrou-debutante,debutante,676,15,0,0,0,5,873
10119,furfrou-matron,matron,676,15,0,0,0,6,874
10120,furfrou-dandy,dandy,676,15,0,0,0,7,875
10121,furfrou-la-reine,la-reine,676,15,0,0,0,8,876
10122,furfrou-kabuki,kabuki,676,15,0,0,0,9,877
10123,furfrou-pharaoh,pharaoh,676,15,0,0,0,10,878
10124,meowstic-female,female,10025,15,1,0,0,2,881
10125,aegislash-blade,blade,10026,15,1,1,0,2,885
10126,pumpkaboo-small,small,10027,15,1,0,0,2,914
10127,pumpkaboo-large,large,10028,15,1,0,0,3,915
10128,pumpkaboo-super,super,10029,15,1,0,0,4,916
10129,gourgeist-small,small,10030,15,1,0,0,2,918
10130,gourgeist-large,large,10031,15,1,0,0,3,919
10131,gourgeist-super,super,10032,15,1,0,0,4,920
10132,xerneas-neutral,neutral,716,15,1,0,0,1,925
10133,venusaur-mega,mega,10033,15,1,1,1,2,4
10134,charizard-mega-x,mega-x,10034,15,1,1,1,2,8
10135,charizard-mega-y,mega-y,10035,15,1,1,1,3,9
10136,blastoise-mega,mega,10036,15,1,1,1,2,13
10137,alakazam-mega,mega,10037,15,1,1,1,2,97
10138,gengar-mega,mega,10038,15,1,1,1,2,135
10139,kangaskhan-mega,mega,10039,15,1,1,1,2,168
10140,pinsir-mega,mega,10040,15,1,1,1,2,190
10141,gyarados-mega,mega,10041,15,1,1,1,2,194
10142,aerodactyl-mega,mega,10042,15,1,1,1,2,214
10143,mewtwo-mega-x,mega-x,10043,15,1,1,1,2,224
10144,mewtwo-mega-y,mega-y,10044,15,1,1,1,3,225
10145,ampharos-mega,mega,10045,15,1,1,1,2,254
10146,scizor-mega,mega,10046,15,1,1,1,2,180
10147,heracross-mega,mega,10047,15,1,1,1,2,316
10148,houndoom-mega,mega,10048,15,1,1,1,2,335
10149,tyranitar-mega,mega,10049,15,1,1,1,2,347
10150,blaziken-mega,mega,10050,15,1,1,1,2,358
10151,gardevoir-mega,mega,10051,15,1,1,1,2,385
10152,mawile-mega,mega,10052,15,1,1,1,2,410
10153,aggron-mega,mega,10053,15,1,1,1,2,414
10154,medicham-mega,mega,10054,15,1,1,1,2,417
10155,manectric-mega,mega,10055,15,1,1,1,2,420
10156,banette-mega,mega,10056,15,1,1,1,2,473
10157,absol-mega,mega,10057,15,1,1,1,2,481
10158,garchomp-mega,mega,10058,15,1,1,1,2,578
10159,lucario-mega,mega,10059,15,1,1,1,2,581
10160,abomasnow-mega,mega,10060,15,1,1,1,2,593
10161,vivillon-fancy,fancy,666,15,0,0,0,19,845
10162,vivillon-poke-ball,poke-ball,666,15,0,0,0,20,846
10163,floette-eternal,eternal,10061,15,1,0,0,6,859
10164,latias-mega,mega,10062,15,1,1,1,2,506
10165,latios-mega,mega,10063,15,1,1,1,2,508
10166,swampert-mega,mega,10064,16,1,1,1,2,362
10167,sceptile-mega,mega,10065,16,1,1,1,2,354
10168,sableye-mega,mega,10066,16,1,1,1,2,408
10169,altaria-mega,mega,10067,16,1,1,1,2,449
10170,gallade-mega,mega,10068,16,1,1,1,2,387
10171,audino-mega,mega,10069,16,1,1,1,2,671
10172,sharpedo-mega,mega,10070,16,1,1,1,2,432
10173,slowbro-mega,mega,10071,16,1,1,1,2,116
10174,steelix-mega,mega,10072,16,1,1,1,2,138
10175,pidgeot-mega,mega,10073,16,1,1,1,2,24
10176,glalie-mega,mega,10074,16,1,1,1,2,484
10177,diancie-mega,mega,10075,16,1,1,1,2,933
10178,metagross-mega,mega,10076,16,1,1,1,2,501
10179,kyogre-primal,primal,10077,16,1,1,0,2,510
10180,groudon-primal,primal,10078,16,1,1,0,2,512
10181,rayquaza-mega,mega,10079,16,1,1,1,2,514
10182,pikachu-rock-star,rock-star,10080,16,1,0,0,3,38
10183,pikachu-belle,belle,10081,16,1,0,0,4,39
10184,pikachu-pop-star,pop-star,10082,16,1,0,0,5,40
10185,pikachu-phd,phd,10083,16,1,0,0,6,41
10186,pikachu-libre,libre,10084,16,1,0,0,7,42
10187,pikachu-cosplay,cosplay,10085,16,1,0,0,2,37
10188,hoopa-unbound,unbound,10086,16,1,0,0,2,935
10189,camerupt-mega,mega,10087,16,1,1,1,2,437
10190,lopunny-mega,mega,10088,16,1,1,1,2,566
10191,salamence-mega,mega,10089,16,1,1,1,2,497
10192,beedrill-mega,mega,10090,16,1,1,1,2,20
10193,rattata-alola,alola,10091,17,1,0,0,2,26
10194,raticate-alola,alola,10092,17,1,0,0,2,28
10195,raticate-totem-alola,totem-alola,10093,17,1,1,0,3,29
10196,pikachu-original-cap,original-cap,10094,17,1,0,0,2,37
10197,pikachu-hoenn-cap,hoenn-cap,10095,17,1,0,0,3,38
10198,pikachu-sinnoh-cap,sinnoh-cap,10096,17,1,0,0,4,39
10199,pikachu-unova-cap,unova-cap,10097,17,1,0,0,5,40
10200,pikachu-kalos-cap,kalos-cap,10098,17,1,0,0,6,41
10201,pikachu-alola-cap,alola-cap,10099,17,1,0,0,7,42
10202,raichu-alola,alola,10100,17,1,0,0,2,44
10203,sandshrew-alola,alola,10101,17,1,0,0,2,46
10204,sandslash-alola,alola,10102,17,1,0,0,2,48
10205,vulpix-alola,alola,10103,17,1,0,0,2,59
10206,ninetales-alola,alola,10104,17,1,0,0,2,61
10207,diglett-alola,alola,10105,17,1,0,0,2,77
10208,dugtrio-alola,alola,10106,17,1,0,0,2,79
10209,meowth-alola,alola,10107,17,1,0,0,2,81
10210,persian-alola,alola,10108,17,1,0,0,2,83
10211,geodude-alola,alola,10109,17,1,0,0,2,107
10212,graveler-alola,alola,10110,17,1,0,0,2,109
10213,golem-alola,alola,10111,17,1,0,0,2,111
10214,grimer-alola,alola,10112,17,1,0,0,2,127
10215,muk-alola,alola,10113,17,1,0,0,2,129
10216,exeggutor-alola,alola,10114,17,1,0,0,2,147
10217,marowak-alola,alola,10115,17,1,0,0,2,150
10218,greninja-battle-bond,battle-bond,10116,17,1,0,0,2,818
10219,greninja-ash,ash,10117,17,1,1,0,3,819
10220,zygarde-10,10,10118,17,1,0,0,2,929
10221,zygarde-50,50,10119,17,1,0,0,3,930
10222,zygarde-complete,complete,10120,17,1,0,0,4,931
10223,gumshoos-totem,totem,10121,17,1,1,0,2,951
10224,vikavolt-totem,totem,10122,17,1,1,0,2,955
10225,oricorio-pom-pom,pom-pom,10123,17,1,0,0,2,959
10226,oricorio-pau,pau,10124,17,1,0,0,3,960
10227,oricorio-sensu,sensu,10125,17,1,0,0,4,961
10228,lycanroc-midnight,midnight,10126,17,1,0,0,2,966
10229,wishiwashi-school,school,10127,17,1,1,0,2,968
10230,lurantis-totem,totem,10128,17,1,1,0,2,977
10231,salazzle-totem,totem,10129,17,1,1,0,2,982
10232,silvally-fighting,fighting,773,17,0,0,0,2,998
10233,silvally-flying,flying,773,17,0,0,0,3,999
10234,silvally-poison,poison,773,17,0,0,0,4,1000
10235,silvally-ground,ground,773,17,0,0,0,5,1001
10236,silvally-rock,rock,773,17,0,0,0,6,1002
10237,silvally-bug,bug,773,17,0,0,0,7,1003
10238,silvally-ghost,ghost,773,17,0,0,0,8,1004
10239,silvally-steel,steel,773,17,0,0,0,9,1005
10240,silvally-fire,fire,773,17,0,0,0,10,1006
10241,silvally-water,water,773,17,0,0,0,11,1007
10242,silvally-grass,grass,773,17,0,0,0,12,1008
10243,silvally-electric,electric,773,17,0,0,0,13,1009
10244,silvally-psychic,psychic,773,17,0,0,0,14,1010
10245,silvally-ice,ice,773,17,0,0,0,15,1011
10246,silvally-dragon,dragon,773,17,0,0,0,16,1012
10247,silvally-dark,dark,773,17,0,0,0,17,1013
10248,silvally-fairy,fairy,773,17,0,0,0,18,1014
10249,minior-orange-meteor,orange-meteor,10130,17,1,1,0,2,1016
10250,minior-yellow-meteor,yellow-meteor,10131,17,1,1,0,3,1017
10251,minior-green-meteor,green-meteor,10132,17,1,1,0,4,1018
10252,minior-blue-meteor,blue-meteor,10133,17,1,1,0,5,1019
10253,minior-indigo-meteor,indigo-meteor,10134,17,1,1,0,6,1020
10254,minior-violet-meteor,violet-meteor,10135,17,1,1,0,7,1021
10255,minior-red,red,10136,17,1,0,0,8,1022
10256,minior-orange,orange,10137,17,1,0,0,9,1023
10257,minior-yellow,yellow,10138,17,1,0,0,10,1024
10258,minior-green,green,10139,17,1,0,0,11,1025
10259,minior-blue,blue,10140,17,1,0,0,12,1026
10260,minior-indigo,indigo,10141,17,1,0,0,13,1027
10261,minior-violet,violet,10142,17,1,0,0,14,1028
10262,mimikyu-busted,busted,10143,17,1,1,0,2,1033
10263,mimikyu-totem-disguised,totem-disguised,10144,17,1,1,0,3,1034
10264,mimikyu-totem-busted,totem-busted,10145,17,1,1,0,4,1035
10265,kommo-o-totem,totem,10146,17,1,1,0,2,1042
10266,magearna-original,original,10147,17,1,0,0,2,1060
