pokemon_form_id,pokeathlon_stat_id,minimum_stat,base_stat,maximum_stat
10063,4,1,3,5
10063,5,2,3,5
10064,1,3,3,5
10064,2,1,4,4
10064,3,1,3,4
10064,4,1,3,3
10064,5,3,5,5
10065,1,3,5,5
10065,2,1,1,1
10065,3,1,3,5
10065,4,1,1,3
10065,5,2,3,4
