species_id,version_id,language_id,flavor_text
118,11,9,"Its tail fin billows like an elegant
ballroom dress, giving it the nickname of
“The Water Queen.”"
118,12,9,"It swims elegantly by flittering
its tail fin as if it were a dress.
It has the look of a queen."
118,13,9,"It swims at a steady 5 knots.
If it senses danger, it will strike
back with its sharp horn."
118,14,9,"Though it appears very elegant
when swimming with fins unfurled, it
can jab powerfully with its horn."
118,15,9,"Its dorsal, pectoral and tail fins
wave elegantly in water. That is why
it is known as the water dancer."
118,16,9,"A strong swimmer, it is capable of
swimming nonstop up fast streams at
a steady speed of five knots per hour."
118,17,5,"Malgré son élégance quand il
nage, ses coups de corne sont
redoutables."
118,17,9,"Though it appears very elegant
when swimming with fins unfurled, it
can jab powerfully with its horn."
118,18,5,"Malgré son élégance quand il
nage, ses coups de corne sont
redoutables."
118,18,9,"Though it appears very elegant
when swimming with fins unfurled, it
can jab powerfully with its horn."
118,21,9,"Though it appears very elegant
when swimming with fins unfurled, it
can jab powerfully with its horn."
118,22,9,"Though it appears very elegant
when swimming with fins unfurled, it
can jab powerfully with its horn."
118,23,9,"It swims at a steady 5 knots. If it senses danger,
it will strike back with its sharp horn."
118,24,9,"Its dorsal, pectoral, and tail fins wave elegantly in
water. That is why it is known as the water dancer.
"
119,1,9,"In the autumn
spawning season,
they can be seenswimming power­
fully up rivers
and creeks."
119,2,9,"In the autumn
spawning season,
they can be seenswimming power­
fully up rivers
and creeks."
119,3,9,"It is the male's
job to make a
nest by carvingout boulders in a
stream using the
horn on its head."
119,4,9,"During spawning
season, SEAKING
gather from allover, coloring
the rivers a
brilliant red."
119,5,9,"Using its horn, it
bores holes in
riverbed boulders,making nests to
prevent its eggs
from washing away."
119,6,9,"When autumn comes,
the males patrol
the area aroundtheir nests in
order to protect
their offspring."
119,7,9,"In the autumn, SEAKING males can be
seen performing courtship dances in
riverbeds to woo females.During this season, this POKéMON’s body
coloration is at its most beautiful."
119,8,9,"SEAKING is very protective of its eggs.
The male and female will take turns
patrolling around their nest and eggs.The guarding of eggs by these POKéMON
goes on for over a month."
119,9,9,"It punches holes in boulders on stream­
beds. This is a clever innovation that
prevents its eggs from being attacked or
washed away by the current."
119,10,9,"The horn on its head is sharp like a
drill. It bores a hole in a boulder to
make its nest."
119,11,9,"In the autumn spawning season, they can
be seen swimming powerfully up rivers and
creeks."
119,12,9,"It makes its nest by hollowing out
boulders in streams with its horn.
It defends its eggs with its life."
119,13,9,"To protect its family, it will fight
with its drill-sharp horn. It lives
in hollowed rocks in streams."
119,14,9,"In autumn, its body becomes more
fatty in preparing to propose to a
mate. It takes on beautiful colors."
119,15,9,"During spawning season, SEAKING
gather from all over, causing rivers to
appear a brilliant red."
119,16,9,"Using its horn, it bores holes in
riverbed boulders, making nests to
prevent its eggs from washing away."
119,17,5,"En automne, à la saison des amours,
il fait des réserves de graisse et
arbore des couleurs chatoyantes."
119,17,9,"In autumn, its body becomes more
fatty in preparing to propose to a
mate. It takes on beautiful colors."
119,18,5,"En automne, à la saison des amours,
il fait des réserves de graisse et
arbore des couleurs chatoyantes."
119,18,9,"In autumn, its body becomes more
fatty in preparing to propose to a
mate. It takes on beautiful colors."
119,21,9,"In autumn, its body becomes more
fatty in preparing to propose to a
mate. It takes on beautiful colors."
119,22,9,"In autumn, its body becomes more
fatty in preparing to propose to a
mate. It takes on beautiful colors."
119,23,9,"In the autumn spawning season, they can be seen
swimming powerfully up rivers and creeks."
119,24,9,"It makes its nest by hollowing out boulders in
streams with its horn. It defends its eggs with
its life."
120,1,9,"An enigmatic
POKéMON that can
effortlesslyregenerate any
appendage it
loses in battle."
120,2,9,"An enigmatic
POKéMON that can
effortlesslyregenerate any
appendage it
loses in battle."
120,3,9,"As long as the
center section is
unharmed, it cangrow back fully
even if it is
chopped to bits."
120,4,9,"At night, the cen­
ter of its body
slowly flickerswith the same
rhythm as a human
heartbeat."
120,5,9,"Even if its body
is torn, it can
regenerate as longas the glowing
central core re­
mains intact."
120,6,9,"When the stars
twinkle at night,
it floats up fromthe sea floor, and
its body's center
core flickers."
120,7,9,"STARYU’s center section has an organ
called the core that shines bright red.
If you go to a beach toward theend of summer, the glowing cores of
these POKéMON look like the stars
in the sky."
120,8,9,"STARYU apparently communicates with
the stars in the night sky by flashing
the red core at the center of its body.If parts of its body are torn, this
POKéMON simply regenerates the
missing pieces and limbs."
120,9,9,"It gathers with others in the night and
makes its red core glow on and off with
the twinkling stars. It can regenerate
limbs if they are severed from its body."
120,10,9,"It appears in large numbers by seashores.
At night, its central core flashes with a
red light."
120,11,9,"An enigmatic POKéMON that can effortlessly
regenerate any appendage it loses in
battle."
120,12,9,"If its body is torn, it can grow
back if the red core remains.
The core flashes at midnight."
120,13,9,"If its body is torn, it can grow
back if the red core remains.
The core flashes at midnight."
120,14,9,"If its body is torn, it can grow
back if the red core remains.
The core flashes at midnight."
120,15,9,"At night, the middle of its body
slowly flickers with the same
rhythm as a human heartbeat."
120,16,9,"Even if its body is torn, it can
regenerate as long as the glowing
central core remains intact."
120,17,5,"Même amoché, son corps se régénère
tant que le noyau rouge est intact.
Le noyau s’illumine à minuit."
120,17,9,"If its body is torn, it can grow
back if the red core remains.
The core flashes at midnight."
120,18,5,"Même amoché, son corps se régénère
tant que le noyau rouge est intact.
Le noyau s’illumine à minuit."
120,18,9,"If its body is torn, it can grow
back if the red core remains.
The core flashes at midnight."
120,21,9,"As long as its red core remains,
it can regenerate its body instantly,
even if it’s torn apart."
120,22,9,"As long as its red core remains,
it can regenerate its body instantly,
even if it’s torn apart."
120,24,9,"It appears in large numbers by seashores. At night,
its central core flashes with a red light.
"
121,1,9,"Its central core
glows with the
seven colors ofthe rainbow. Some
people value the
core as a gem."
121,2,9,"Its central core
glows with the
seven colors ofthe rainbow. Some
people value the
core as a gem."
121,3,9,"The center section
is named the core.
People think itis communicating
when it glows in
7 colors."
121,4,9,"The center section
of its body is
called the core.It glows in a dif­
ferent color each
time it is seen."
121,5,9,"Regardless of the
environment it
lives in, its bodygrows to form a
symmetrical geo­
metric shape."
121,6,9,"It is said that it
uses the seven-
colored core ofits body to send
electric waves
into outer space."
121,7,9,"STARMIE’s center section - the core -
glows brightly in seven colors.
Because of its luminous nature, thisPOKéMON has been given the nickname
“the gem of the sea.”"
121,8,9,"STARMIE swims through water by
spinning its star-shaped body as if it
were a propeller on a ship.The core at the center of this
POKéMON’s body glows in seven colors."
121,9,9,"People in ancient times imagined that
STARMIE were transformed from the
reflections of stars that twinkled on
gentle waves at night."
121,10,9,"This POKéMON has a geometric body.
Because of its body, the locals suspect
that it is an alien creature."
121,11,9,"Its central core glows with the seven
colors of the rainbow. Some people value
the core as a gem."
121,12,9,"At the center of its body is a red
core, which sends mysterious
radio signals into the night sky."
121,13,9,"At the center of its body is a red
core, which sends mysterious
radio signals into the night sky."
121,14,9,"At the center of its body is a red
core, which sends mysterious
radio signals into the night sky."
121,15,9,"The middle section of its body is
called the core. It glows in a
different color each time it is seen."
121,16,9,"Regardless of the environment it
lives in, its body grows to form a
symmetrical geometric shape."
121,17,5,"Un noyau rouge trône en son centre.
Il envoie des signaux radio mystérieux
vers le ciel nocturne."
121,17,9,"At the center of its body is a red
core, which sends mysterious
radio signals into the night sky."
121,18,5,"Un noyau rouge trône en son centre.
Il envoie des signaux radio mystérieux
vers le ciel nocturne."
121,18,9,"At the center of its body is a red
core, which sends mysterious
radio signals into the night sky."
121,21,9,"Its core shines in many colors
and sends radio signals into space
to communicate with something."
121,22,9,"Its core shines in many colors
and sends radio signals into space
to communicate with something."
121,24,9,"At the center of its body is a red core, which sends
mysterious radio signals into the night sky.
"
122,1,9,"If interrupted
while it is
miming, it willslap around the
offender with its
broad hands."
122,2,9,"If interrupted
while it is
miming, it willslap around the
offender with its
broad hands."
122,3,9,"Always practices
its pantomime act.
It makes enemiesbelieve something
exists that
really doesn't."
122,4,9,"A skilled mime
from birth, it
gains the abilityto create invisi­
ble objects as it
matures."
122,5,9,"Its fingertips
emit a peculiar
force field thathardens air to
create an actual
wall."
122,6,9,"It uses the
mysterious
power it has inits fingers to
solidify air into
an invisible wall."
122,7,9,"MR. MIME is a master of pantomime.
Its gestures and motions convince
watchers that something unseeableactually exists. Once it is believed,
it will exist as if it were a real thing."
122,8,9,"MR. MIME is a master of pantomime.
Its gestures and motions convince
watchers that something unseeableactually exists. Once it is believed,
it will exist as if it were a real thing."
122,9,9,"A MR. MIME is a master of pantomime. It can
convince others that something unseeable
actually exists. Once believed, the
imaginary object does become real."
122,10,9,"It is adept at conning people. It is said
to be able to create walls out of thin
air by miming."
122,11,9,"If interrupted while it is miming, it will
suddenly DOUBLESLAP the offender with its
broad hands."
122,12,9,"It is a pantomime expert that can
create invisible but solid walls
using miming gestures."
122,13,9,"Emanations from its fingertips
solidify the air into invisible walls
that repel even harsh attacks."
122,14,9,"It shapes an invisible wall in midair
by minutely vibrating its fingertips
to stop molecules in the air."
122,15,9,"A skilled mime from birth,
it gains the ability to create
invisible objects as it matures."
122,16,9,"Its fingertips emit a peculiar
force field that hardens air to
create an actual wall."
122,17,5,"En modifiant les molécules de l’air
du bout de ses doigts, il parvient
à créer un mur invisible devant lui."
122,17,9,"It shapes an invisible wall in midair
by minutely vibrating its fingertips
to stop molecules in the air."
122,18,5,"En modifiant les molécules de l’air
du bout de ses doigts, il parvient
à créer un mur invisible devant lui."
122,18,9,"It shapes an invisible wall in midair
by minutely vibrating its fingertips
to stop molecules in the air."
122,21,9,"It shapes an invisible wall in midair
by minutely vibrating its fingertips
to stop molecules in the air."
122,22,9,"It shapes an invisible wall in midair
by minutely vibrating its fingertips
to stop molecules in the air."
122,23,9,"Emanations from its fingertips solidify the air into
invisible walls that repel even harsh attacks."
122,24,9,"It is adept at conning people. It is said to be able
to create walls out of thin air by miming."
123,1,9,"With ninja-like
agility and speed,
it can create theillusion that
there is more
than one."
123,2,9,"With ninja-like
agility and speed,
it can create theillusion that
there is more
than one."
123,3,9,"Leaps out of tall
grass and slices
prey with itsscythes. The move­
ment looks like
that of a ninja."
123,4,9,"It slashes through
grass with its
sharp scythes,moving too fast
for the human eye
to track."
123,5,9,"When it moves, it
leaves only a
blur. If it hidesin grass, its pro­
tective colors
make it invisible."
123,6,9,"It's very proud of
its speed. It
moves so fast thatits opponent does
not even know what
knocked it down."
123,7,9,"SCYTHER is blindingly fast. Its blazing
speed enhances the effectiveness of
the twin scythes on its forearms.This POKéMON’s scythes are so
effective, they can slice through thick
logs in one wicked stroke."
123,8,9,"SCYTHER is blindingly fast. Its blazing
speed enhances the effectiveness of
the twin scythes on its forearms.This POKéMON’s scythes are so
effective, they can slice through thick
logs in one wicked stroke."
123,9,9,"Its blindingly fast speed adds to the
sharpness of its twin forearm scythes.
The scythes can slice through thick logs
in one wicked stroke."
123,10,9,"It tears and shreds prey with its wickedly
sharp scythes. It very rarely spreads its
wings to fly."
123,11,9,"With ninja-like agility and speed, it can
create the illusion that there is more
than one of itself."
123,12,9,"It is nearly impossible to parry
its attacking scythes. Its
movements are like a ninja’s."
123,13,9,"It is nearly impossible to parry
its attacking scythes. Its
movements are like a ninja’s."
123,14,9,"The sharp scythes on its forearms
become increasingly sharp by
cutting through hard objects."
123,15,9,"It slashes through grass with its
sharp scythes, moving too fast
for the human eye to track."
123,16,9,"When it moves, it leaves only a
blur. If it hides in grass, its protective
coloration makes it invisible."
123,17,5,"À force de trancher des objets
solides, les faux de ses bras
sont très aiguisées."
123,17,9,"The sharp scythes on its forearms
become increasingly sharp by
cutting through hard objects."
123,18,5,"À force de trancher des objets
solides, les faux de ses bras
sont très aiguisées."
123,18,9,"The sharp scythes on its forearms
become increasingly sharp by
cutting through hard objects."
123,21,9,"The sharp scythes on its forearms
become increasingly sharp by
cutting through hard objects."
123,22,9,"The sharp scythes on its forearms
become increasingly sharp by
cutting through hard objects."
123,23,9,"It tears and shreds prey with its wickedly sharp
scythes. It very rarely spreads its wings to fly."
123,24,9,"It slashes through grass with its sharp scythes,
moving too fast for the human eye to track."
124,1,9,"It seductively
wiggles its hips
as it walks. Itcan cause people
to dance in
unison with it."
124,2,9,"It seductively
wiggles its hips
as it walks. Itcan cause people
to dance in
unison with it."
124,3,9,"Appears to move
to a rhythm of
its own, as if itwere dancing. It
wiggles its hips
as it walks."
124,4,9,"It rocks its body
rhythmically. It
appears to alterthe rhythm depend­
ing on how it is
feeling."
124,5,9,"It speaks a lan­
guage similar to
that of humans.However, it seems
to use dancing to
communicate."
124,6,9,"It has several
different cry pat­
terns, each ofwhich seems to
have its own
meaning."
124,7,9,"JYNX walks rhythmically, swaying and
shaking its hips as if it were dancing.
Its motions are so bouncingly alluring,people seeing it are compelled to shake
their hips without giving any thought
to what they are doing."
124,8,9,"JYNX walks rhythmically, swaying and
shaking its hips as if it were dancing.
Its motions are so bouncingly alluring,people seeing it are compelled to shake
their hips without giving any thought
to what they are doing."
124,9,9,"A JYNX sashays rhythmically as if it were
dancing. Its motions are so bouncingly
alluring, people seeing it are compelled to
shake their hips without noticing."
124,10,9,"It speaks using a language that sounds
human. Research is under way to determine
what is being said."
124,11,9,"It seductively wiggles its hips as it
walks. It can cause people to dance in
unison with it."
124,12,9,"Its cries sound like human speech.
However, it is impossible to tell
what it is trying to say."
124,13,9,"Its cries sound like human speech.
However, it is impossible to tell
what it is trying to say."
124,14,9,"Its cries sound like human speech.
However, it is impossible to tell
what it is trying to say."
124,15,9,"It rocks its body rhythmically.
It appears to alter the rhythm
depending on how it is feeling."
124,16,9,"It speaks a language similar to
that of humans. However, it seems
to use dancing to communicate."
124,17,5,"Son cri ressemble à des paroles
humaines. Mais nul n’est jamais
parvenu à les comprendre."
124,17,9,"Its cries sound like human speech.
However, it is impossible to tell
what it is trying to say."
124,18,5,"Son cri ressemble à des paroles
humaines. Mais nul n’est jamais
parvenu à les comprendre."
124,18,9,"Its cries sound like human speech.
However, it is impossible to tell
what it is trying to say."
124,21,9,"Its cries sound like human speech.
However, it is impossible to tell
what it is trying to say."
124,22,9,"Its cries sound like human speech.
However, it is impossible to tell
what it is trying to say."
124,23,9,"It wiggles its hips as it walks. It can
cause people to dance in unison with it."
124,24,9,"It speaks using a language that sounds human.
Research is under way to determine what is
being said."
125,1,9,"Normally found
near power plants,
they can wanderaway and cause
major blackouts
in cities."
125,2,9,"Normally found
near power plants,
they can wanderaway and cause
major blackouts
in cities."
125,3,9,"If a major power
outage occurs, it
is certain thatthis POKéMON has
eaten electricity
at a power plant."
125,4,9,"Electricity runs
across the surface
of its body. Indarkness, its en­
tire body glows a
whitish-blue."
125,5,9,"Its body constant­
ly discharges
electricity. Get­ting close to it
will make your
hair stand on end."
125,6,9,"When two
ELECTABUZZ touch,
they control theelectric currents
to communicate
their feelings."
125,7,9,"When a storm arrives, gangs of this
POKéMON compete with each other to
scale heights that are likely to bestricken by lightning bolts.
Some towns use ELECTABUZZ in place of
lightning rods."
125,8,9,"When a storm arrives, gangs of this
POKéMON compete with each other to
scale heights that are likely to bestricken by lightning bolts.
Some towns use ELECTABUZZ in place of
lightning rods."
125,9,9,"When a storm approaches, it competes with
others to scale heights that are likely to
be stricken by lightning. Some towns use
ELECTABUZZ in place of lightning rods."
125,10,9,"It loves to feed on strong electricity.
It occasionally appears around large
power plants and so on."
125,11,9,"Normally found near power plants, they
can wander away and cause major
blackouts in cities."
125,12,9,"Half of all blackouts occur when
this Pokémon appears at power
plants and eats electricity."
125,13,9,"Half of all blackouts occur when
this Pokémon appears at power
plants and eats electricity."
125,14,9,"It windmills its arms to slightly
boost its punches. Foes have been
known to escape in the meantime."
125,15,9,"Electricity runs across the surface
of its body. In darkness, its entire
body glows a whitish-blue."
125,16,9,"Its body constantly discharges
electricity. Getting close to it
will make your hair stand on end."
125,17,5,"Il fait tournoyer ses bras pour
donner de la force à ses coups.
Profitez-en pour filer!"
125,17,9,"It windmills its arms to slightly
boost its punches. Foes have been
known to escape in the meantime."
125,18,5,"Il fait tournoyer ses bras pour
donner de la force à ses coups.
Profitez-en pour filer!"
125,18,9,"It windmills its arms to slightly
boost its punches. Foes have been
known to escape in the meantime."
125,21,9,"Research is progressing on storing
lightning in Electabuzz so this
energy can be used at any time."
125,22,9,"Research is progressing on storing
lightning in Electabuzz so this
energy can be used at any time."
125,24,9,"It loves to feed on strong electricity. It occassionally
appears around large power plants and so on."
126,1,9,"Its body always
burns with an
orange glow thatenables it to
hide perfectly
among flames."
126,2,9,"Its body always
burns with an
orange glow thatenables it to
hide perfectly
among flames."
126,3,9,"Born in an active
volcano. Its body
is always cloakedin flames, so it
looks like a big
ball of fire."
126,4,9,"It dislikes cold
places, so it
blows scorchingflames to make the
environment suit­
able for itself."
126,5,9,"The fiery surface
of its body gives
off a wavering,rippling glare
that is similar to
the sun."
126,6,9,"It moves more
frequently in hot
areas. It can healitself by dipping
its wound into
lava."
126,7,9,"In battle, MAGMAR blows out intensely
hot flames from all over its body to
intimidate its opponent.This POKéMON’s fiery bursts create
heat waves that ignite grass and trees
in its surroundings."
126,8,9,"In battle, MAGMAR blows out intensely
hot flames from all over its body to
intimidate its opponent.This POKéMON’s fiery bursts create
heat waves that ignite grass and trees
in its surroundings."
126,9,9,"In battle, it blows out intense flames from
all over its body to intimidate its foe.
These fiery bursts create heat waves that
ignite grass and trees in the area."
126,10,9,"Found near the mouth of a volcano.
This fire-breather’s body temperature is
nearly 2,200 degrees Fahrenheit."
126,11,9,"Its body always burns with an orange glow
that enables it to hide perfectly amidst
flames."
126,12,9,"Born in the spout of a volcano,
its body is covered by flames
that shimmer like the sun."
126,13,9,"Born in the spout of a volcano,
its body is covered by flames
that shimmer like the sun."
126,14,9,"When it breathes deeply, heat
waves form around its body, making
it hard to see clearly."
126,15,9,"It dislikes cold places, so it blows
scorching flames to make the
environment suitable for itself."
126,16,9,"The fiery surface of its body gives
off a wavering, rippling glare
that is similar to the sun."
126,17,5,"Quand il respire profondément, des
vagues de chaleur émanent de son
corps et le rendent difficile à voir."
126,17,9,"When it breathes deeply, heat
waves form around its body, making
it hard to see clearly."
126,18,5,"Quand il respire profondément, des
vagues de chaleur émanent de son
corps et le rendent difficile à voir."
126,18,9,"When it breathes deeply, heat
waves form around its body, making
it hard to see clearly."
126,21,9,"The scorching fire exhaled by Magmar
forms heat waves around its body, making
it hard to see the Pokémon clearly."
126,22,9,"The scorching fire exhaled by Magmar
forms heat waves around its body, making
it hard to see the Pokémon clearly."
126,23,9,"Found near the mouth of a volcano.
This fire-breather’s body temperature is
nearly 2,200 degree Fahrenheit.
"
127,1,9,"If it fails to
crush the victim
in its pincers,it will swing it
around and toss
it hard."
127,2,9,"If it fails to
crush the victim
in its pincers,it will swing it
around and toss
it hard."
127,3,9,"Grips its prey in
its pincers and
squeezes hard! Itcan't move if it's
cold, so it lives
in warm places."
127,4,9,"With its horns, it
digs burrows to
sleep in at night.In the morning,
damp soil clings
to its body."
127,5,9,"Swings its long
antlers wildly to
attack. Duringcold periods, it
hides deep in
forests."
127,6,9,"When the tempera­
ture drops at
night, it sleepson treetops or
among roots where
it is well hidden."
127,7,9,"PINSIR is astoundingly strong. It can
grip a foe weighing twice its weight
in its horns and easily lift it.This POKéMON’s movements turn sluggish
in cold places."
127,8,9,"PINSIR has a pair of massive horns
Protruding from the surface of these
horns are thorns.These thorns are driven deeply into the
foe’s body when the pincer closes,
making it tough for the foe to escape."
127,9,9,"Their pincers are strong enough to
shatter thick logs. Because they dislike
cold, PINSIR burrow and sleep under
the ground on chilly nights."
127,10,9,"Its two long pincer horns are powerful.
Once they grip an enemy, they won’t
release until the foe is torn."
127,11,9,"If it fails to crush the foe in its
pincers, it will swing around and toss
the opponent."
127,12,9,"It grips prey with its pincers
until the prey is torn in half.
What it can’t tear, it tosses far."
127,13,9,"It grips prey with its pincers
until the prey is torn in half.
What it can’t tear, it tosses far."
127,14,9,"It grips prey with its pincers
until the prey is torn in half.
What it can’t tear, it tosses far."
127,15,9,"With its pincer horns, it digs burrows
to sleep in at night. In the morning,
damp soil clings to its body."
127,16,9,"It swings its long pincer horns wildly
to attack. During cold periods, it
hides deep in forests."
127,17,5,"Il serre les proies dans ses pinces
pour les trancher en deux. S’il n’y
arrive pas, il les jette au loin."
127,17,9,"It grips prey with its pincers
until the prey is torn in half.
What it can’t tear, it tosses far."
127,18,5,"Il serre les proies dans ses pinces
pour les trancher en deux. S’il n’y
arrive pas, il les jette au loin."
127,18,9,"It grips prey with its pincers
until the prey is torn in half.
What it can’t tear, it tosses far."
127,21,9,"It grips prey with its powerful
pincers and will not let go
until the prey is torn in half."
127,22,9,"It grips prey with its powerful
pincers and will not let go
until the prey is torn in half."
127,24,9,"It swings its long pincer horns wildly to attack.
During cold periods, it hides deep in forests.
"
128,1,9,"When it targets
an enemy, it
charges furiouslywhile whipping its
body with its
long tails."
128,2,9,"When it targets
an enemy, it
charges furiouslywhile whipping its
body with its
long tails."
128,3,9,"A rowdy POKéMON
with a lot of
stamina. Oncerunning, it won't
stop until it hits
something."
128,4,9,"They fight each
other by locking
horns. The herd'sprotector takes
pride in its bat­
tle-scarred horns."
128,5,9,"After heightening
its will to fight
by whipping itselfwith its three
tails, it charges
at full speed."
128,6,9,"These violent
POKéMON fight
with other mem­bers of their herd
in order to prove
their strength."
128,7,9,"This POKéMON is not satisfied unless
it is rampaging at all times.
If there is no opponent for TAUROS tobattle, it will charge at thick trees and
knock them down to calm itself."
128,8,9,"This POKéMON is not satisfied unless
it is rampaging at all times.
If there is no opponent for TAUROS tobattle, it will charge at thick trees and
knock them down to calm itself."
128,9,9,"It is not satisfied unless it is rampaging
at all times. If there is no opponent for
TAUROS to battle, it will charge at thick
trees and knock them down to calm itself."
128,10,9,"When it is about to TACKLE, it whips
its body repeatedly with its three
long tails."
128,11,9,"When it targets an enemy, it charges
furiously while whipping its body with its
long tails."
128,12,9,"Once it takes aim at its foe, it
makes a headlong charge. It is
famous for its violent nature."
128,13,9,"Once it takes aim at its foe, it
makes a headlong charge. It is
famous for its violent nature."
128,14,9,"Once it takes aim at its foe, it
makes a headlong charge. It is
famous for its violent nature."
128,15,9,"They fight each other by locking
horns. The herd’s protector takes
pride in its battle-scarred horns."
128,16,9,"After heightening its will to fight
by whipping itself with its three
tails, it charges at full speed."
128,17,5,"Après avoir choisi sa cible, il fonce
dessus tête baissée. Il est réputé
pour sa nature violente."
128,17,9,"Once it takes aim at its foe, it
makes a headlong charge. It is
famous for its violent nature."
128,18,5,"Après avoir choisi sa cible, il fonce
dessus tête baissée. Il est réputé
pour sa nature violente."
128,18,9,"Once it takes aim at its foe, it
makes a headlong charge. It is
famous for its violent nature."
128,21,9,"Once it takes aim at its foe, it
makes a headlong charge. It is
famous for its violent nature."
128,22,9,"Once it takes aim at its foe, it
makes a headlong charge. It is
famous for its violent nature."
128,23,9,"After heightening its will to fight by whipping itself
with its three tails, it charges at full speed."
128,24,9,"When it is about to tackle, it whips its body
repeatedly with its three long tails."
129,1,9,"In the distant
past, it was
somewhat strongerthan the horribly
weak descendants
that exist today."
129,2,9,"In the distant
past, it was
somewhat strongerthan the horribly
weak descendants
that exist today."
129,3,9,"Famous for being
very unreliable.
It can be foundswimming in seas,
lakes, rivers and
shallow puddles."
129,4,9,"An underpowered,
pathetic POKéMON.
It may jump highon rare occasions,
but never more
than seven feet."
129,5,9,"For no reason, it
jumps and splashes
about, making iteasy for predators
like PIDGEOTTO to
catch it mid-jump."
129,6,9,"This weak and
pathetic POKéMON
gets easily pushedalong rivers when
there are strong
currents."
129,7,9,"MAGIKARP is a pathetic excuse for a
POKéMON that is only capable of
flopping and splashing.This behavior prompted scientists to
undertake research into it."
129,8,9,"MAGIKARP is virtually useless in battle
as it can only splash around.
As a result, it is considered to be weak.However, it is actually a very hardy
POKéMON that can survive in any body of
water no matter how polluted it is."
129,9,9,"Its swimming muscles are weak, so it is
easily washed away by currents. In places
where water pools, you can see many
MAGIKARP deposited there by the flow."
129,10,9,"It is virtually worthless in terms of both
power and speed. It is the most weak and
pathetic POKéMON in the world."
129,11,9,"In the distant past, it was somewhat
stronger than the horribly weak
descendants that exist today."
129,12,9,"It is said to be the world’s
weakest Pokémon. No one knows why
it has managed to survive."
129,13,9,"It is unable to swim against even
slow-moving currents. It always
splashes about for some reason."
129,14,9,"A MAGIKARP living for many years
can leap a mountain using Splash.
The move remains useless, though."
129,15,9,"An underpowered, pathetic Pokémon.
It may jump high on rare occasions,
but usually not more than seven feet."
129,16,9,"For no reason, it jumps and splashes
about, making it easy for predators
like PIDGEOTTO to catch it mid-jump."
129,17,5,"Un vénérable Magicarpe peut
franchir une montagne en utilisant
Trempette. Mais c’est tout..."
129,17,9,"A Magikarp living for many years
can leap a mountain using Splash.
The move remains useless, though."
129,18,5,"Un vénérable Magicarpe peut
franchir une montagne en utilisant
Trempette. Mais c’est tout..."
129,18,9,"A Magikarp living for many years
can leap a mountain using Splash.
The move remains useless, though."
129,21,9,"A Magikarp living for many years
can leap a mountain using Splash.
The move remains useless, though."
129,22,9,"A Magikarp living for many years
can leap a mountain using Splash.
The move remains useless, though."
129,23,9,"It is virtually worthless in terms of both power and
speed. It is the most weak and pathetic Pokémon
in the world."
129,24,9,"In the distant past, it was somewhat stronger than
the horribly weak descendants that exist today."
130,1,9,"Rarely seen in
the wild. Huge
and vicious, itis capable of
destroying entire
cities in a rage."
130,2,9,"Rarely seen in
the wild. Huge
and vicious, itis capable of
destroying entire
cities in a rage."
130,3,9,"Brutally vicious
and enormously
destructive.Known for totally
destroying cities
in ancient times."
130,4,9,"They say that
during past wars,
GYARADOS wouldappear and leave
blazing ruins in
its wake."
130,5,9,"Once it appears,
it goes on a ram­
page. It remainsenraged until it
demolishes every­
thing around it."
130,6,9,"It appears when­
ever there is
world conflict,burning down any
place it travels
through."
130,7,9,"When MAGIKARP evolves into GYARADOS,
its brain cells undergo a structural
transformation. It is said that thistransformation is to blame for this
POKéMON’s wildly violent nature."
130,8,9,"Once GYARADOS goes on a rampage, its
ferociously violent blood doesn’t calm
until it has burned everything down.There are records of this POKéMON’s
rampages lasting a whole month."
130,9,9,"It is an extremely vicious and violent
POKéMON. When humans begin to fight,
it will appear and burn everything to the
ground with intensely hot flames."
130,10,9,"It has an extremely aggressive nature.
The HYPER BEAM it shoots from its mouth
totally incinerates all targets."
130,11,9,"Rarely seen in the wild. Huge and vicious,
it is capable of destroying entire cities
in a rage."
130,12,9,"Once it appears, its rage never
settles until it has razed the
fields and mountains around it."
130,13,9,"In ancient literature, there is a
record of a GYARADOS that razed
a village when violence flared."
130,14,9,"Once it begins to rampage, a
GYARADOS will burn everything
down, even in a harsh storm."
130,15,9,"They say that during past strife,
GYARADOS would appear and leave
blazing ruins in its wake."
130,16,9,"Once it appears, it goes on a rampage.
It remains enraged until it
demolishes everything around it."
130,17,5,"Quand il se laisse emporter par la
rage, il ne se calme qu’après avoir
détruit tout ce qui l’entoure."
130,17,9,"Once it begins to rampage, a
Gyarados will burn everything
down, even in a harsh storm."
130,18,5,"Quand il se laisse emporter par la
rage, il ne se calme qu’après avoir
détruit tout ce qui l’entoure."
130,18,9,"Once it begins to rampage, a
Gyarados will burn everything
down, even in a harsh storm."
130,21,9,"Once it begins to rampage, a
Gyarados will burn everything
down, even in a harsh storm."
130,22,9,"Once it begins to rampage, a
Gyarados will burn everything
down, even in a harsh storm."
130,23,9,"In ancient literature, there is a record of a Gyarados
that razed a village when violence flared."
130,24,9,"Rarely seen in the wild. Huge and vicious, it is
capable of destroying entire cities in a rage."
131,1,9,"A POKéMON that
has been over­
hunted almost toextinction. It
can ferry people
across the water."
131,2,9,"A POKéMON that
has been over­
hunted almost toextinction. It
can ferry people
across the water."
131,3,9,"A gentle soul that
can read the minds
of people. It canferry people
across the sea on
its back."
